# Weather station Madrid / Cuatro Vientos (airport), Spain, WMO_ID=8223,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8223&lang=en
#
"Local time in Madrid / Cuatro Vientos (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.05.2020 13:00";"24.9";"703.0";"759.8";"";"36";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrostratus covering the whole sky.";"30.0";"8.8";"No precipitation";"6";"";"";"";"";
"07.05.2020 07:00";"14.6";"703.6";"762.7";"";"55";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"5.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"06.05.2020 19:00";"24.4";"703.4";"760.5";"";"25";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"30.0";"3.1";"No precipitation";"12";"";"";"";"";
"06.05.2020 13:00";"22.0";"704.8";"762.5";"";"32";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"30.0";"4.6";"No precipitation";"6";"";"";"";"";
"06.05.2020 07:00";"10.4";"704.5";"764.5";"";"71";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"9.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"5.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"4.0";"";"";
"05.05.2020 19:00";"22.0";"702.7";"760.3";"";"17";"Wind blowing from the west-southwest";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"24.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"-4.1";"No precipitation";"12";"";"";"";"";
"05.05.2020 13:00";"21.6";"703.3";"760.9";"";"26";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"1.3";"No precipitation";"6";"";"";"";"";
"05.05.2020 07:00";"10.5";"703.1";"763.0";"";"86";"Wind blowing from the south-southwest";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
"04.05.2020 19:00";"26.4";"699.8";"756.1";"";"37";"Wind blowing from the west-southwest";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"25.0";"10.5";"Trace of precipitation";"12";"";"";"";"";
"04.05.2020 13:00";"24.8";"700.6";"757.2";"";"46";"Wind blowing from the east-southeast";"4";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"12.4";"Trace of precipitation";"6";"";"";"";"";
"04.05.2020 07:00";"16.8";"701.7";"760.0";"";"65";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"10.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"03.05.2020 19:00";"27.5";"702.4";"758.6";"";"35";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"10.7";"No precipitation";"12";"";"";"";"";
"03.05.2020 13:00";"25.4";"704.8";"761.6";"";"42";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"11.6";"No precipitation";"6";"";"";"";"";
"03.05.2020 07:00";"12.4";"705.2";"764.8";"";"92";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"11.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"11.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
"02.05.2020 19:00";"24.4";"705.1";"762.3";"";"36";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.4";"No precipitation";"12";"";"";"";"";
"02.05.2020 13:00";"22.6";"706.7";"764.3";"";"50";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"11.7";"No precipitation";"6";"";"";"";"";
"02.05.2020 07:00";"12.3";"706.6";"766.3";"";"95";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"11.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"11.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"01.05.2020 19:00";"19.0";"705.6";"763.8";"";"66";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"22.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"12.5";"No precipitation";"12";"";"";"";"";
"01.05.2020 13:00";"18.8";"706.1";"764.4";"";"65";"Wind blowing from the south-west";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"12.1";"No precipitation";"6";"";"";"";"";
"01.05.2020 07:00";"11.2";"705.6";"765.5";"";"90";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"";"";"10.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"9.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"30.04.2020 19:00";"15.9";"704.2";"763.0";"";"63";"Wind blowing from the south-west";"7";"";"";"70 – 80%.";" ";"";"";"";"20.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"8.9";"No precipitation";"12";"";"";"";"";
"30.04.2020 13:00";"16.7";"704.0";"762.7";"";"54";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"7.4";"No precipitation";"6";"";"";"";"";
"30.04.2020 07:00";"10.4";"703.2";"763.1";"";"88";"Wind blowing from the south-west";"5";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"";"";"10.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"8.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"29.04.2020 19:00";"15.8";"703.4";"762.2";"";"56";"Wind blowing from the west-southwest";"9";"";"";"60%.";" ";"";"";"";"19.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"7.0";"No precipitation";"12";"";"";"";"";
"29.04.2020 13:00";"16.9";"704.4";"763.0";"";"49";"Wind blowing from the west-southwest";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"6.1";"No precipitation";"6";"";"";"";"";
"29.04.2020 07:00";"8.0";"704.5";"765.1";"";"88";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";"Cloud development not observed or not observable. ";"";"";"7.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"6.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"4.0";"";"";
"28.04.2020 19:00";"15.4";"702.5";"761.3";"";"51";"Wind blowing from the west-southwest";"8";"";"";"70 – 80%.";" ";"";"";"";"18.0";"Stratocumulus cumulogenitus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"5.3";"No precipitation";"12";"";"";"";"";
"28.04.2020 13:00";"15.2";"702.2";"761.1";"";"53";"Wind blowing from the south-west";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.7";"No precipitation";"6";"";"";"";"";
"28.04.2020 07:00";"7.8";"701.5";"761.9";"";"96";"Wind blowing from the south-west";"5";"";"";"60%.";"Mist. ";"";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"7.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"7.2";"Trace of precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"5.0";"";"";
"27.04.2020 19:00";"14.6";"699.4";"758.2";"";"55";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"";"18.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"5.7";"No precipitation";"12";"";"";"";"";
"27.04.2020 13:00";"15.6";"699.9";"758.4";"";"65";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.1";"No precipitation";"6";"";"";"";"";
"27.04.2020 07:00";"9.6";"699.8";"759.6";"";"92";"Wind blowing from the south-southwest";"4";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"";"";"9.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"8.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
"26.04.2020 19:00";"16.3";"699.3";"757.5";"";"80";"Wind blowing from the west-southwest";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"21.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"20.0";"12.8";"No precipitation";"12";"";"";"";"";
"26.04.2020 13:00";"18.5";"699.6";"757.4";"";"58";"Wind blowing from the south-west";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"10.1";"No precipitation";"6";"";"";"";"";
"26.04.2020 07:00";"11.9";"698.9";"758.1";"";"98";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"11.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"";"";"20.0";"11.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"25.04.2020 19:00";"19.0";"697.2";"754.8";"";"53";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"22.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"30.0";"9.2";"No precipitation";"12";"";"";"";"";
"25.04.2020 13:00";"20.7";"697.9";"755.2";"";"52";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"10.5";"No precipitation";"6";"";"";"";"";
"25.04.2020 07:00";"11.5";"698.6";"757.9";"";"85";"Wind blowing from the north";"2";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"24.04.2020 19:00";"19.8";"698.7";"756.2";"";"47";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"22.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrostratus covering the whole sky.";"30.0";"8.2";"No precipitation";"12";"";"";"";"";
"24.04.2020 13:00";"19.8";"701.2";"758.8";"";"57";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"30.0";"11.0";"No precipitation";"6";"";"";"";"";
"24.04.2020 07:00";"12.0";"702.4";"761.9";"";"88";"Wind blowing from the north";"1";"";"";"50%.";"State of sky on the whole unchanged. ";"";"";"11.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"10.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"23.04.2020 19:00";"18.7";"702.4";"760.5";"";"59";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"20.2";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"20.0";"10.5";"No precipitation";"12";"";"";"";"";
"23.04.2020 13:00";"18.1";"704.4";"762.7";"";"67";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"11.9";"No precipitation";"6";"";"";"";"";
"23.04.2020 07:00";"12.2";"704.0";"763.6";"";"88";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"12.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"30.0";"10.3";"No precipitation";"12";"Surface of ground moist.";"11.0";"";"";
"22.04.2020 19:00";"16.8";"702.2";"760.6";"";"58";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"20.6";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.5";"No precipitation";"12";"";"";"";"";
"22.04.2020 13:00";"17.6";"701.9";"760.2";"";"56";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"8.7";"No precipitation";"6";"";"";"";"";
"22.04.2020 07:00";"9.0";"701.0";"761.1";"";"90";"Wind blowing from the east";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"";"";"8.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"7.5";"0.1";"12";"Surface of ground moist.";"5.0";"";"";
"21.04.2020 19:00";"15.0";"697.1";"755.5";"";"61";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"16.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus covering the whole sky.";"25.0";"7.5";"No precipitation";"12";"";"";"";"";
"21.04.2020 13:00";"12.0";"697.2";"756.2";"";"78";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"300-600";"";"";"20.0";"8.3";"No precipitation";"6";"";"";"";"";
"21.04.2020 07:00";"7.6";"696.1";"756.0";"";"96";"Wind blowing from the west-southwest";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"";"";"7.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"";"";"20.0";"7.0";"0.5";"12";"Surface of ground moist.";"7.0";"";"";
"20.04.2020 19:00";"14.8";"696.3";"754.7";"";"61";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"18.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"7.4";"No precipitation";"12";"";"";"";"";
"20.04.2020 13:00";"17.0";"697.6";"755.7";"";"60";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"9.2";"No precipitation";"6";"";"";"";"";
"20.04.2020 07:00";"7.7";"698.3";"758.5";"";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Cloud development not observed or not observable. ";"";"";"7.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"6.2";"0.1";"12";"Surface of ground moist.";"3.0";"";"";
"19.04.2020 19:00";"14.6";"697.5";"756.0";"";"77";"Wind blowing from the north";"1";"";"";"70 – 80%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"18.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus cumulonimbogenitus.";"30.0";"10.6";"9.0";"12";"";"";"";"";
"19.04.2020 13:00";"15.7";"698.5";"756.8";"";"70";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"30.0";"10.2";"No precipitation";"6";"";"";"";"";
"19.04.2020 07:00";"11.0";"699.2";"758.6";"";"98";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"11.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.7";"6.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"18.04.2020 19:00";"18.8";"699.4";"757.3";"";"52";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"20.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus castellanus or floccus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"8.7";"No precipitation";"12";"";"";"";"";
"18.04.2020 13:00";"19.4";"701.7";"759.5";"";"57";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"30.0";"10.7";"No precipitation";"6";"";"";"";"";
"18.04.2020 07:00";"9.7";"701.8";"761.8";"";"95";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"9.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"8.9";"No precipitation";"12";"Surface of ground moist.";"6.0";"";"";
