# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"22.05.2020 10:20";"20.0";"760.8";"761.2";"43";"Wind blowing from the west-southwest";"8";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"7.0";
"22.05.2020 09:50";"20.0";"760.1";"760.5";"46";"Wind blowing from the west-southwest";"8";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"8.0";
"22.05.2020 09:20";"20.0";"760.1";"760.5";"49";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 1080 m";"10.0 and more";"9.0";
"22.05.2020 08:50";"19.0";"760.1";"760.5";"56";"Wind blowing from the south-west";"9";"14";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1020 m";"10.0 and more";"10.0";
"22.05.2020 08:20";"19.0";"760.1";"760.5";"60";"Wind blowing from the west-southwest";"9";"";"";"";"Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1020 m";"10.0 and more";"11.0";
"22.05.2020 07:50";"18.0";"760.1";"760.5";"64";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 840 m";"10.0 and more";"11.0";
"22.05.2020 07:20";"18.0";"759.3";"759.7";"64";"Wind blowing from the west-southwest";"9";"15";"";"";"Broken clouds (60-90%) 870 m";"10.0 and more";"11.0";
"22.05.2020 06:50";"18.0";"759.3";"759.7";"64";"Wind blowing from the south-west";"4";"";"";"";"Overcast (100%) 1380 m";"10.0 and more";"11.0";
"22.05.2020 06:20";"18.0";"759.3";"759.7";"64";"Wind blowing from the west-southwest";"5";"";"Light rain";"";"Broken clouds (60-90%) 900 m, overcast (100%) 1290 m";"10.0 and more";"11.0";
"22.05.2020 05:50";"18.0";"759.3";"759.7";"60";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 840 m, overcast (100%) 990 m";"10.0 and more";"10.0";
"22.05.2020 05:20";"19.0";"759.3";"759.7";"52";"Wind blowing from the south-west";"6";"";"";"";"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 870 m";"10.0 and more";"9.0";
"22.05.2020 04:50";"19.0";"758.6";"759.0";"49";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"22.05.2020 04:20";"20.0";"758.6";"759.0";"46";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"22.05.2020 03:50";"20.0";"758.6";"759.0";"53";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"22.05.2020 03:20";"20.0";"758.6";"759.0";"56";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"22.05.2020 02:50";"21.0";"758.6";"759.0";"53";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"22.05.2020 02:20";"21.0";"758.6";"759.0";"50";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"22.05.2020 01:50";"21.0";"759.3";"759.7";"40";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"22.05.2020 01:20";"21.0";"759.3";"759.7";"35";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"22.05.2020 00:50";"20.0";"760.1";"760.5";"35";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"22.05.2020 00:20";"20.0";"760.1";"760.5";"35";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"21.05.2020 23:50";"20.0";"760.8";"761.2";"35";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"21.05.2020 23:20";"20.0";"760.8";"761.2";"40";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"21.05.2020 22:50";"20.0";"761.6";"762.0";"43";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 22:20";"20.0";"761.6";"762.0";"43";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 21:50";"21.0";"761.6";"762.0";"40";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 21:20";"21.0";"762.4";"762.8";"38";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"21.05.2020 20:50";"22.0";"762.4";"762.8";"33";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"21.05.2020 20:20";"22.0";"762.4";"762.8";"38";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 19:50";"23.0";"762.4";"762.8";"38";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"21.05.2020 19:20";"24.0";"762.4";"762.8";"41";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"21.05.2020 18:50";"25.0";"762.5";"762.8";"34";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"21.05.2020 18:20";"26.0";"762.5";"762.8";"34";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"21.05.2020 17:50";"27.0";"762.5";"762.8";"30";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"21.05.2020 17:20";"27.0";"762.5";"762.8";"30";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"21.05.2020 16:50";"27.0";"762.5";"762.8";"28";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 16:20";"28.0";"762.5";"762.8";"25";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"21.05.2020 15:50";"28.0";"763.2";"763.5";"25";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"21.05.2020 15:20";"27.0";"763.2";"763.5";"28";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 14:50";"28.0";"763.2";"763.5";"26";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 14:20";"28.0";"763.2";"763.5";"26";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 13:50";"27.0";"764.0";"764.3";"28";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"21.05.2020 13:20";"27.0";"764.0";"764.3";"34";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"21.05.2020 12:50";"27.0";"764.0";"764.3";"37";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"21.05.2020 12:20";"27.0";"764.0";"764.3";"39";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 11:50";"26.0";"764.0";"764.3";"45";"Wind blowing from the west";"3";"";"";"";"";"";"13.0";
"21.05.2020 11:20";"25.0";"763.9";"764.3";"47";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"";"13.0";
"21.05.2020 10:50";"25.0";"763.9";"764.3";"47";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"";"13.0";
"21.05.2020 10:20";"25.0";"763.9";"764.3";"47";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"";"13.0";
"21.05.2020 09:50";"24.0";"763.9";"764.3";"50";"variable wind direction";"2";"";"";"";"No Significant Clouds";"";"13.0";
"21.05.2020 09:20";"23.0";"763.9";"764.3";"53";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"21.05.2020 08:50";"22.0";"763.9";"764.3";"57";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"21.05.2020 08:20";"21.0";"763.9";"764.3";"60";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"21.05.2020 07:50";"20.0";"763.9";"764.3";"60";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 07:20";"20.0";"764.6";"765.0";"60";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 06:50";"19.0";"764.6";"765.0";"64";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 06:20";"18.0";"764.6";"765.0";"68";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 05:50";"18.0";"763.9";"764.3";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"21.05.2020 05:20";"17.0";"763.9";"764.3";"77";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1380 m";"10.0 and more";"13.0";
"21.05.2020 04:50";"17.0";"763.9";"764.3";"77";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"13.0";
"21.05.2020 04:20";"17.0";"763.9";"764.3";"73";"Wind blowing from the east";"2";"";"";"";"Broken clouds (60-90%) 1410 m";"10.0 and more";"12.0";
"21.05.2020 03:50";"17.0";"763.9";"764.3";"73";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"12.0";
"21.05.2020 03:20";"16.0";"763.9";"764.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 02:50";"17.0";"763.9";"764.3";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 02:20";"17.0";"763.9";"764.3";"73";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 01:50";"18.0";"763.9";"764.3";"68";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 01:20";"18.0";"764.6";"765.0";"68";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 00:50";"18.0";"764.6";"765.0";"68";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.05.2020 00:20";"18.0";"764.6";"765.0";"64";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 23:50";"18.0";"764.6";"765.0";"64";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 23:20";"19.0";"764.6";"765.0";"56";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 22:50";"20.0";"764.6";"765.0";"53";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 22:20";"20.0";"764.6";"765.0";"49";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 21:50";"20.0";"764.6";"765.0";"46";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.05.2020 21:20";"21.0";"764.6";"765.0";"43";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.05.2020 20:50";"22.0";"764.6";"765.0";"38";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"20.05.2020 20:20";"22.0";"764.6";"765.0";"41";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.05.2020 19:50";"23.0";"764.6";"765.0";"41";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 19:20";"24.0";"764.6";"765.0";"39";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 18:50";"25.0";"764.6";"765.0";"36";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 18:20";"25.0";"763.9";"764.3";"39";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 17:50";"25.0";"763.9";"764.3";"39";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 17:20";"26.0";"764.0";"764.3";"34";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 16:50";"26.0";"764.7";"765.0";"32";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.05.2020 16:20";"27.0";"764.7";"765.0";"32";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 15:50";"27.0";"764.7";"765.0";"32";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.05.2020 15:20";"27.0";"764.7";"765.0";"34";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 14:50";"27.0";"764.7";"765.0";"34";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 14:20";"27.0";"764.7";"765.0";"37";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 13:50";"27.0";"764.7";"765.0";"39";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 13:20";"27.0";"765.5";"765.8";"39";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 12:50";"26.0";"765.5";"765.8";"42";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 12:20";"27.0";"765.5";"765.8";"39";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 11:50";"26.0";"765.5";"765.8";"42";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 11:20";"26.0";"765.5";"765.8";"42";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 10:50";"26.0";"765.5";"765.8";"42";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 10:20";"25.0";"766.2";"766.6";"44";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 09:50";"24.0";"766.2";"766.6";"47";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.05.2020 09:20";"23.0";"766.2";"766.6";"47";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 08:50";"22.0";"766.2";"766.6";"50";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 08:20";"21.0";"766.2";"766.6";"53";"variable wind direction";"1";"";"Light rain";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 07:50";"21.0";"766.2";"766.6";"53";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 07:20";"20.0";"766.2";"766.6";"56";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 06:50";"19.0";"766.2";"766.6";"60";"variable wind direction";"2";"";"Light rain";"";"No Significant Clouds";"7.0";"11.0";
"20.05.2020 06:20";"18.0";"766.2";"766.6";"64";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 05:50";"17.0";"765.4";"765.8";"68";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 05:20";"16.0";"765.4";"765.8";"72";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 04:50";"16.0";"765.4";"765.8";"72";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 04:20";"16.0";"765.4";"765.8";"68";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 03:50";"16.0";"765.4";"765.8";"68";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 03:20";"16.0";"766.2";"766.6";"68";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 02:50";"17.0";"766.2";"766.6";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 02:20";"17.0";"766.2";"766.6";"68";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.05.2020 01:50";"18.0";"766.2";"766.6";"60";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 01:20";"18.0";"766.2";"766.6";"60";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 00:50";"18.0";"766.2";"766.6";"60";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.05.2020 00:20";"19.0";"766.2";"766.6";"56";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 23:50";"19.0";"766.2";"766.6";"56";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 23:20";"20.0";"766.2";"766.6";"53";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 22:50";"20.0";"766.2";"766.6";"53";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 22:20";"21.0";"766.2";"766.6";"53";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 21:50";"21.0";"766.2";"766.6";"53";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 21:20";"22.0";"766.2";"766.6";"53";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"19.05.2020 20:50";"22.0";"766.2";"766.6";"53";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"19.05.2020 20:20";"23.0";"766.2";"766.6";"47";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 19:50";"23.0";"765.4";"765.8";"47";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 19:20";"24.0";"765.4";"765.8";"44";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 18:50";"24.0";"765.4";"765.8";"47";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"19.05.2020 18:20";"25.0";"765.4";"765.8";"42";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 17:50";"25.0";"765.4";"765.8";"42";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 17:20";"26.0";"765.5";"765.8";"39";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 16:50";"26.0";"765.5";"765.8";"39";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 16:20";"26.0";"765.5";"765.8";"39";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 15:50";"26.0";"765.5";"765.8";"39";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 15:20";"25.0";"766.2";"766.6";"42";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 14:50";"25.0";"766.2";"766.6";"39";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 14:20";"25.0";"766.2";"766.6";"36";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 13:50";"25.0";"766.2";"766.6";"39";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 13:20";"24.0";"766.2";"766.6";"41";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 12:50";"23.0";"766.2";"766.6";"41";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 12:20";"24.0";"766.9";"767.3";"39";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 11:50";"23.0";"766.9";"767.3";"44";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 11:20";"22.0";"766.9";"767.3";"47";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 10:50";"22.0";"766.9";"767.3";"47";"variable wind direction";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 10:20";"20.0";"766.9";"767.3";"53";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 09:50";"20.0";"766.9";"767.3";"53";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 09:20";"19.0";"766.9";"767.3";"60";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 08:50";"18.0";"766.9";"767.3";"64";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 08:20";"17.0";"767.7";"768.1";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"19.05.2020 07:50";"16.0";"767.7";"768.1";"72";"Wind blowing from the south-west";"4";"";"";"";"Scattered clouds (40-50%) 480 m";"10.0 and more";"11.0";
"19.05.2020 07:20";"16.0";"767.7";"768.1";"72";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"11.0";
"19.05.2020 06:50";"16.0";"767.7";"768.1";"72";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"11.0";
"19.05.2020 06:20";"15.0";"766.9";"767.3";"72";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"10.0";
"19.05.2020 05:50";"14.0";"766.9";"767.3";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"19.05.2020 05:20";"14.0";"766.9";"767.3";"72";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 04:50";"13.0";"766.9";"767.3";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 04:20";"14.0";"766.9";"767.3";"72";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"19.05.2020 03:50";"14.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.05.2020 03:20";"14.0";"766.9";"767.3";"67";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.05.2020 02:50";"14.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.05.2020 02:20";"14.0";"766.9";"767.3";"67";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"19.05.2020 01:50";"15.0";"766.9";"767.3";"59";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.05.2020 01:20";"15.0";"766.9";"767.3";"59";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.05.2020 00:50";"15.0";"767.7";"768.1";"59";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"19.05.2020 00:20";"16.0";"767.7";"768.1";"52";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 23:50";"16.0";"767.7";"768.1";"52";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 23:20";"17.0";"767.7";"768.1";"49";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 22:50";"17.0";"767.7";"768.1";"49";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 22:20";"17.0";"766.9";"767.3";"52";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"18.05.2020 21:50";"18.0";"766.9";"767.3";"46";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"18.05.2020 21:20";"18.0";"766.9";"767.3";"43";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"18.05.2020 20:50";"19.0";"766.9";"767.3";"37";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"18.05.2020 20:20";"19.0";"766.9";"767.3";"35";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 19:50";"20.0";"766.9";"767.3";"30";"Wind blowing from the west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 19:20";"20.0";"766.9";"767.3";"30";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"18.05.2020 18:50";"21.0";"766.9";"767.3";"35";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"18.05.2020 18:20";"22.0";"766.2";"766.6";"31";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"18.05.2020 17:50";"22.0";"766.2";"766.6";"29";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 17:20";"23.0";"766.2";"766.6";"27";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"18.05.2020 16:50";"23.0";"766.2";"766.6";"27";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
