"# Weather station Lisbon, Portugal, WMO_ID=8579,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8579&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.04.2020 20:00,14.2,752.8,762.1,0.9,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
27.04.2020 19:00,15.4,752.3,761.5,0.6,67,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
27.04.2020 18:00,16.9,752.2,761.4,0.6,59,Wind blowing from the west-northwest,3,,,, ,,,,19.7,,,,,,,8.7,2,12,,,,
27.04.2020 17:00,18.0,751.9,761.1,0.3,52,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
27.04.2020 16:00,18.5,751.7,760.8,0.1,52,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,8.3,No precipitation,1,,,,
27.04.2020 15:00,18.8,751.6,760.8,-0.2,53,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.9,No precipitation,1,,,,
27.04.2020 14:00,18.9,751.6,760.7,,54,Wind blowing from the west,4,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
27.04.2020 13:00,16.7,751.6,760.9,-0.3,66,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
27.04.2020 12:00,16.6,751.8,761.0,0.2,69,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,10.8,2,6,,,,
27.04.2020 11:00,14.7,,,,83,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
27.04.2020 10:00,13.7,751.9,761.2,0.6,96,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,13.0,2,1,,,,
27.04.2020 09:00,14.2,751.6,760.9,0.6,90,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
27.04.2020 08:00,15.1,,,,84,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
27.04.2020 07:00,13.1,751.3,760.6,0.4,89,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
27.04.2020 06:00,11.8,751.0,760.3,-0.1,91,"Calm, no wind",0,,,, ,,,11.3,,,,,,,,10.4,No precipitation,12,,,,
27.04.2020 05:00,11.6,750.9,760.2,-0.3,90,"Calm, no wind",0,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
27.04.2020 04:00,12.3,750.9,760.3,,91,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
27.04.2020 03:00,12.2,751.1,760.5,,87,"Calm, no wind",0,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
27.04.2020 02:00,11.6,751.2,760.6,,89,Wind blowing from the west,1,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
27.04.2020 01:00,12.5,,,,87,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
27.04.2020 00:00,12.6,,,,86,"Calm, no wind",0,,,, ,,,,,,,,,,,10.3,No precipitation,6,,,,
26.04.2020 23:00,13.2,,,,82,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
26.04.2020 22:00,13.5,,,,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
26.04.2020 21:00,13.7,,,,80,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.2,0.1,12,,,,
26.04.2020 20:00,14.2,,,,74,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
26.04.2020 19:00,15.4,,,,65,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
26.04.2020 18:00,15.9,,,,68,Wind blowing from the north-northwest,1,,,, ,,,,18.2,,,,,,,9.9,0.1,12,,,,
26.04.2020 17:00,15.4,,,,72,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
26.04.2020 16:00,16.3,,,,66,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
26.04.2020 15:00,17.3,,,,62,Wind blowing from the west,5,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
26.04.2020 14:00,16.4,,,,68,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
26.04.2020 13:00,15.9,,,,68,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
26.04.2020 12:00,14.7,,,,79,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.1,0.1,6,,,,
26.04.2020 11:00,16.3,,,,66,Wind blowing from the west,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
26.04.2020 10:00,16.5,752.1,761.3,0.8,63,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
26.04.2020 09:00,15.8,751.9,761.1,0.7,69,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
26.04.2020 08:00,14.6,751.7,761.0,0.5,76,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
26.04.2020 07:00,13.2,751.3,760.6,-0.1,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
26.04.2020 06:00,11.1,751.2,760.6,-0.4,87,Wind blowing from the south-west,2,,,, ,,,11.0,,,,,,,,9.0,No precipitation,12,,,,
26.04.2020 05:00,11.5,751.2,760.6,-0.6,85,"Calm, no wind",0,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
26.04.2020 04:00,12.3,751.4,760.8,-0.5,83,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
26.04.2020 03:00,12.4,751.6,761.0,,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
26.04.2020 02:00,12.3,751.8,761.1,,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
26.04.2020 01:00,12.9,751.9,761.2,,79,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
26.04.2020 00:00,13.4,,,,78,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,9.6,No precipitation,6,,,,
25.04.2020 23:00,13.6,,,,79,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
25.04.2020 22:00,14.0,,,,77,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
25.04.2020 21:00,14.0,,,,77,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,9.9,No precipitation,12,,,,
25.04.2020 20:00,14.3,,,,75,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,9.8,No precipitation,1,,,,
25.04.2020 19:00,15.1,,,,68,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
25.04.2020 18:00,16.5,,,,62,Wind blowing from the north-west,3,,,, ,,,,20.0,,,,,,,9.1,No precipitation,12,,,,
25.04.2020 17:00,17.2,,,,54,Wind blowing from the north,5,,,, ,,,,,,,,,,,7.7,No precipitation,1,,,,
25.04.2020 16:00,17.9,,,,54,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
25.04.2020 15:00,18.3,,,,52,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
25.04.2020 14:00,19.0,,,,52,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
25.04.2020 13:00,18.3,750.8,760.0,-0.2,57,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
25.04.2020 12:00,18.6,,,,56,Wind blowing from the north,2,,,, ,,,,,,,,,,,9.7,No precipitation,6,,,,
25.04.2020 11:00,18.5,,,,58,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
25.04.2020 10:00,16.8,751.0,760.1,1.0,63,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
25.04.2020 09:00,16.5,,,,67,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
25.04.2020 08:00,15.1,750.4,759.7,0.9,74,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
25.04.2020 07:00,13.8,750.0,759.2,,78,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
25.04.2020 06:00,13.2,749.6,758.9,0.4,81,Wind blowing from the north-west,4,,,, ,,,13.1,,,,,,,,10.0,No precipitation,12,,,,
25.04.2020 05:00,13.4,749.5,758.8,-0.2,79,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,9.8,No precipitation,1,,,,
25.04.2020 04:00,13.3,,,,82,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
25.04.2020 03:00,13.3,749.2,758.5,,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
25.04.2020 02:00,13.2,749.7,759.0,,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
25.04.2020 01:00,13.6,749.8,759.1,,82,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
25.04.2020 00:00,13.8,,,,82,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.7,No precipitation,6,,,,
24.04.2020 23:00,14.1,,,,79,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
24.04.2020 22:00,13.8,,,,80,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
24.04.2020 21:00,14.1,,,,78,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.3,No precipitation,12,,,,
24.04.2020 20:00,14.7,749.1,758.3,,77,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
24.04.2020 19:00,15.0,,,,75,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
24.04.2020 18:00,17.0,,,,71,Wind blowing from the north-northwest,6,,,, ,,,,22.7,,,,,,,11.6,No precipitation,12,,,,
24.04.2020 17:00,20.3,,,,62,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
24.04.2020 16:00,21.0,748.4,757.4,,64,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
24.04.2020 15:00,22.0,,,,61,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
24.04.2020 14:00,21.7,749.1,758.2,-1.1,63,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
24.04.2020 13:00,21.0,,,,63,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
24.04.2020 12:00,20.5,749.6,758.7,-1.0,63,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.2,No precipitation,6,,,,
24.04.2020 11:00,20.4,750.2,759.3,-0.4,63,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
24.04.2020 10:00,18.5,750.5,759.7,-0.1,70,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
24.04.2020 09:00,17.0,750.6,759.7,0.0,73,Wind blowing from the north,4,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
24.04.2020 08:00,15.3,750.6,759.9,0.2,78,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
24.04.2020 07:00,13.8,750.6,759.9,-0.1,84,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
24.04.2020 06:00,13.0,750.6,759.9,-0.4,85,Wind blowing from the north-northwest,2,,,, ,,,12.7,,,,,,,,10.6,No precipitation,12,,,,
24.04.2020 05:00,12.9,750.4,759.7,-0.8,85,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
24.04.2020 04:00,12.9,750.7,760.0,-1.1,85,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
24.04.2020 03:00,13.3,751.0,760.3,-1.1,83,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
24.04.2020 02:00,13.7,751.2,760.5,-0.9,83,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
24.04.2020 01:00,13.7,751.8,761.1,-0.7,84,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
24.04.2020 00:00,13.7,752.1,761.4,-0.2,84,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.0,No precipitation,6,,,,
23.04.2020 23:00,14.2,752.1,761.4,0.1,80,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
23.04.2020 22:00,14.4,752.5,761.8,0.7,79,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
23.04.2020 21:00,15.1,752.3,761.6,0.7,80,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.6,No precipitation,12,,,,
23.04.2020 20:00,15.9,752.0,761.2,0.3,80,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
23.04.2020 19:00,17.3,751.8,761.0,-0.2,76,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
23.04.2020 18:00,18.9,751.6,760.8,,70,Wind blowing from the north-northwest,2,,,, ,,,,21.8,,,,,,,13.2,No precipitation,12,,,,
23.04.2020 17:00,21.0,751.7,760.7,,61,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
23.04.2020 16:00,20.9,752.0,761.1,,54,Wind blowing from the south,2,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
23.04.2020 13:00,19.4,,,,64,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
23.04.2020 12:00,18.7,753.6,762.7,,70,Wind blowing from the east,2,,,, ,,,,,,,,,,,13.1,No precipitation,6,,,,
23.04.2020 11:00,16.8,754.0,763.3,0.0,77,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
23.04.2020 09:00,15.1,,,,82,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
23.04.2020 08:00,14.1,754.0,763.3,0.8,85,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
23.04.2020 07:00,13.9,753.8,763.1,0.5,84,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
23.04.2020 06:00,12.1,753.7,763.0,0.1,90,Wind blowing from the north-northeast,1,,,, ,,,11.9,,,,,,,,10.5,No precipitation,12,,,,
23.04.2020 05:00,12.2,753.2,762.6,-0.8,87,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
23.04.2020 04:00,12.5,753.3,762.7,-1.0,85,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
23.04.2020 03:00,12.3,753.6,763.0,-0.7,84,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
23.04.2020 02:00,12.0,754.0,763.4,-0.3,85,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
23.04.2020 01:00,12.3,754.3,763.7,-0.4,83,Wind blowing from the north,2,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
23.04.2020 00:00,12.4,754.3,763.6,-0.5,82,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.4,No precipitation,6,,,,
22.04.2020 23:00,12.6,754.3,763.7,-0.3,81,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
22.04.2020 22:00,12.9,754.7,764.1,0.6,81,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
22.04.2020 21:00,13.3,754.8,764.2,0.8,79,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.7,No precipitation,12,,,,
22.04.2020 20:00,13.7,754.6,763.9,0.7,74,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
22.04.2020 19:00,14.7,754.1,763.4,0.4,71,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
22.04.2020 18:00,16.3,754.0,763.2,0.0,62,Wind blowing from the north,6,,,, ,,,,,,,,,,,8.9,No precipitation,12,,,,
22.04.2020 17:00,17.2,753.9,763.1,-0.4,58,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,8.9,No precipitation,1,,,,
22.04.2020 16:00,18.0,753.7,762.8,-0.8,57,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
22.04.2020 15:00,18.1,754.0,763.1,-0.6,56,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
22.04.2020 14:00,18.4,754.3,763.5,-0.4,57,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
22.04.2020 13:00,17.7,754.5,763.7,-0.1,58,Wind blowing from the north,5,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
22.04.2020 12:00,18.1,754.6,763.8,-0.2,56,Wind blowing from the north,2,,,, ,,,,,,,,,,,9.1,No precipitation,6,,,,
22.04.2020 11:00,18.5,754.7,763.9,0.4,56,Wind blowing from the north,5,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
22.04.2020 10:00,17.6,754.6,763.8,0.4,62,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
22.04.2020 09:00,15.8,754.8,764.0,,70,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
22.04.2020 08:00,14.5,754.3,763.6,,78,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
22.04.2020 07:00,13.4,754.2,763.5,,83,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
22.04.2020 00:00,13.4,754.3,763.6,0.6,78,Wind blowing from the north,2,,,, ,,,,,,,,,,,9.7,No precipitation,6,,,,
21.04.2020 23:00,13.9,754.2,763.5,1.2,75,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
21.04.2020 22:00,13.7,753.9,763.3,1.7,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
21.04.2020 21:00,13.9,753.7,763.0,1.8,81,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.7,No precipitation,12,,,,
21.04.2020 20:00,14.3,753.0,762.3,1.7,79,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
21.04.2020 19:00,15.1,752.2,761.5,1.3,75,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
21.04.2020 18:00,16.4,751.9,761.1,1.1,69,Wind blowing from the north-northwest,6,,,, ,,,,18.9,,,,,,,10.6,No precipitation,12,,,,
21.04.2020 17:00,17.2,751.3,760.4,0.6,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
21.04.2020 16:00,18.2,750.9,760.0,0.5,64,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
21.04.2020 15:00,18.2,750.8,760.0,0.5,61,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
21.04.2020 14:00,18.3,750.7,759.9,0.3,64,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
21.04.2020 13:00,17.1,750.4,759.6,0.3,68,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
21.04.2020 12:00,17.1,750.3,759.4,0.7,63,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.0,No precipitation,6,,,,
21.04.2020 11:00,17.2,750.4,759.6,1.4,64,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
21.04.2020 10:00,15.2,750.1,759.4,1.7,68,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
21.04.2020 09:00,15.1,749.6,758.8,2.2,76,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
21.04.2020 08:00,12.7,749.0,758.3,2.3,87,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
21.04.2020 07:00,10.4,748.4,757.8,2.5,92,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
21.04.2020 06:00,10.4,747.4,756.7,2.1,95,Wind blowing from the north,3,,,, ,,,10.3,,,,,,,,9.6,3,12,,,,
21.04.2020 05:00,10.7,746.7,756.0,1.4,96,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
21.04.2020 04:00,11.1,745.9,755.2,0.1,97,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
21.04.2020 03:00,10.9,745.3,754.6,-0.9,96,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,10.3,0.5,1,,,,
21.04.2020 02:00,11.2,745.3,754.6,-1.3,96,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,10.6,1,1,,,,
21.04.2020 01:00,11.4,745.8,755.1,-1.2,95,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,10.6,0.5,1,,,,
21.04.2020 00:00,11.6,746.2,755.5,-0.8,95,"Calm, no wind",0,,,, ,,,,,,,,,,,10.8,1,6,,,,
20.04.2020 23:00,11.7,746.6,755.9,-0.2,93,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.6,0.6,1,,,,
20.04.2020 22:00,12.2,747.0,756.3,0.6,89,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,10.5,0.3,1,,,,
20.04.2020 21:00,12.9,747.0,756.3,0.5,82,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,9.9,10,12,,,,
20.04.2020 20:00,13.4,746.8,756.0,0.4,80,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
20.04.2020 19:00,13.6,746.4,755.6,-0.2,77,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
20.04.2020 18:00,14.6,746.5,755.7,-0.6,71,Wind blowing from the west-southwest,5,,,, ,,,,16.8,,,,,,,9.3,10,12,,,,
20.04.2020 17:00,15.4,746.4,755.5,-1.1,72,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
20.04.2020 16:00,14.0,746.6,755.8,-1.3,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,10.4,2,1,,,,
20.04.2020 15:00,13.3,747.1,756.3,-1.5,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,11.1,0.9,1,,,,
20.04.2020 14:00,15.2,747.5,756.7,-1.6,81,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
20.04.2020 13:00,13.4,747.9,757.1,,83,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,10.6,0.7,1,,,,
20.04.2020 12:00,11.4,748.6,757.9,-1.2,91,Wind blowing from the west,6,,,, ,,,,,,,,,,,9.9,7,6,,,,
20.04.2020 11:00,12.9,749.1,758.4,-1.0,94,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,11.9,2,1,,,,
20.04.2020 10:00,14.6,,,,85,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
20.04.2020 09:00,14.8,749.8,759.0,-0.6,82,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,11.7,,,,,,
20.04.2020 08:00,15.0,750.1,759.4,-0.4,74,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
20.04.2020 07:00,14.1,750.5,759.7,-0.5,77,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
20.04.2020 06:00,13.4,750.4,759.7,-0.9,79,Wind blowing from the west-southwest,3,,,, ,,,13.0,,,,,,,,9.8,No precipitation,12,,,,
20.04.2020 05:00,13.1,750.5,759.7,-1.3,81,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
20.04.2020 04:00,13.4,751.0,760.3,,80,Wind blowing from the west,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
20.04.2020 03:00,13.8,751.3,760.6,,80,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
20.04.2020 02:00,13.7,751.8,761.1,,82,Wind blowing from the west,4,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
20.04.2020 01:00,13.4,,,,83,Wind blowing from the west,3,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
20.04.2020 00:00,13.5,,,,83,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.6,No precipitation,6,,,,
19.04.2020 23:00,13.5,,,,83,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
19.04.2020 22:00,13.4,,,,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
19.04.2020 21:00,13.8,,,,79,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.2,No precipitation,12,,,,
19.04.2020 20:00,14.1,,,,76,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
19.04.2020 19:00,14.9,,,,72,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
19.04.2020 18:00,16.4,,,,64,Wind blowing from the west-northwest,3,,,, ,,,,18.8,,,,,,,9.5,No precipitation,12,,,,
19.04.2020 17:00,16.8,,,,56,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,7.8,No precipitation,1,,,,
19.04.2020 16:00,17.0,,,,61,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
19.04.2020 15:00,18.3,,,,55,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
19.04.2020 14:00,17.6,,,,58,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
