# Weather station Warsaw / Okecie (airport), Poland, WMO_ID=12375,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=12375&lang=en
#
"Local time in Warsaw / Okecie (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.04.2020 01:00";"1.6";"754.1";"764.2";"0.0";"52";"Wind blowing from the west-southwest";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.2";"No precipitation";"6";"";"";"";"";
"15.04.2020 00:00";"2.0";"754.2";"764.2";"0.2";"50";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.4";"";"";"";"";"";"";
"14.04.2020 23:00";"2.4";"754.2";"764.2";"0.5";"47";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-7.8";"";"";"";"";"";"";
"14.04.2020 22:00";"3.3";"754.1";"764.1";"0.7";"43";"Wind blowing from the west";"5";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-8.1";"";"";"";"";"";"";
"14.04.2020 21:00";"4.2";"754.0";"763.9";"1.0";"45";"Wind blowing from the west";"5";"";"9";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.7";"";"";"";"";"";"";
"14.04.2020 20:00";"4.4";"753.7";"763.6";"0.9";"45";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.5";"";"";"";"";"";"";
"14.04.2020 19:00";"5.2";"753.4";"763.3";"0.8";"42";"Wind blowing from the west";"3";"";"12";"50%.";" ";"";"";"1.5";"8.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.7";"No precipitation";"12";"";"";"";"";
"14.04.2020 18:00";"6.3";"753.0";"762.8";"0.7";"39";"Wind blowing from the west";"7";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.7";"";"";"";"";"";"";
"14.04.2020 17:00";"6.7";"752.8";"762.6";"0.6";"38";"Wind blowing from the west-northwest";"7";"";"11";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"";"35.0";"-6.6";"";"";"";"";"";"";
"14.04.2020 16:00";"6.7";"752.6";"762.4";"0.5";"37";"Wind blowing from the west-northwest";"7";"12";"12";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"";"";"35.0";"-7.0";"";"";"";"";"";"";
"14.04.2020 15:00";"7.2";"752.3";"762.1";"0.3";"36";"Wind blowing from the west-northwest";"8";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.9";"";"";"";"";"";"";
"14.04.2020 14:00";"6.8";"752.2";"762.1";"0.3";"36";"Wind blowing from the west-northwest";"7";"";"12";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-7.3";"";"";"";"";"";"";
"14.04.2020 13:00";"6.9";"752.1";"761.9";"0.4";"35";"Wind blowing from the west";"7";"12";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-7.5";"No precipitation";"6";"";"";"";"";
"14.04.2020 12:00";"6.0";"752.0";"761.8";"0.4";"36";"Wind blowing from the west-northwest";"7";"";"11";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-8.0";"";"";"";"";"";"";
"14.04.2020 11:00";"6.8";"751.9";"761.7";"0.5";"38";"Wind blowing from the west-northwest";"8";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.6";"";"";"";"";"";"";
"14.04.2020 10:00";"6.6";"751.7";"761.5";"0.4";"39";"Wind blowing from the west";"6";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.4";"";"";"";"";"";"";
"14.04.2020 09:00";"5.3";"751.6";"761.5";"0.7";"49";"Wind blowing from the west";"6";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.6";"";"";"";"";"";"";
"14.04.2020 08:00";"3.6";"751.4";"761.3";"1.0";"63";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-2.8";"";"";"";"";"";"";
"14.04.2020 07:00";"1.5";"751.3";"761.3";"1.1";"69";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"-1.9";"6.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-3.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"-4.0";"";"";
"14.04.2020 06:00";"-0.5";"750.9";"760.9";"1.1";"75";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"-4.4";"";"";"";"";"";"";
"14.04.2020 05:00";"-1.6";"750.4";"760.6";"0.8";"77";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"-5.1";"";"";"";"";"";"";
"14.04.2020 04:00";"-1.5";"750.2";"760.3";"0.6";"73";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"-5.7";"";"";"";"";"";"";
"14.04.2020 03:00";"-0.6";"749.8";"759.9";"0.1";"66";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"-6.2";"";"";"";"";"";"";
"14.04.2020 02:00";"0.0";"749.6";"759.7";"0.1";"62";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-6.4";"";"";"";"";"";"";
"14.04.2020 01:00";"0.6";"749.6";"759.6";"0.5";"59";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-6.5";"No precipitation";"6";"";"";"";"";
"14.04.2020 00:00";"1.3";"749.7";"759.7";"0.7";"56";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-6.5";"";"";"";"";"";"";
"13.04.2020 23:00";"2.1";"749.5";"759.4";"0.9";"53";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-6.7";"";"";"";"";"";"";
"13.04.2020 22:00";"2.4";"749.1";"759.0";"1.1";"48";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-7.5";"";"";"";"";"";"";
"13.04.2020 21:00";"2.9";"749.0";"758.9";"2.1";"51";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-6.3";"";"";"";"";"";"";
"13.04.2020 20:00";"4.2";"748.6";"758.5";"1.8";"54";"Wind blowing from the north-west";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-4.3";"";"";"";"";"";"";
"13.04.2020 19:00";"6.4";"748.0";"757.7";"2.0";"46";"Wind blowing from the north-west";"7";"";"14";"50%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"6.4";"16.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.4";"0.4";"12";"";"";"";"";
"13.04.2020 18:00";"8.3";"746.9";"756.6";"0.9";"37";"Wind blowing from the west-northwest";"8";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-5.6";"";"";"";"";"";"";
"13.04.2020 17:00";"8.2";"746.8";"756.4";"1.0";"47";"Wind blowing from the west-northwest";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"";"";"35.0";"-2.5";"";"";"";"";"";"";
"13.04.2020 16:00";"8.8";"746.0";"755.7";"0.4";"72";"Wind blowing from the west";"5";"";"12";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"4.0";"";"";"";"";"";"";
"13.04.2020 15:00";"7.4";"746.0";"755.7";"1.0";"83";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"";"";"35.0";"4.7";"";"";"";"";"";"";
"13.04.2020 14:00";"8.5";"745.8";"755.5";"1.2";"82";"Wind blowing from the west";"7";"12";"12";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"";"";"20.0";"5.6";"";"";"";"";"";"";
"13.04.2020 13:00";"9.5";"745.6";"755.2";"0.6";"84";"Wind blowing from the west";"8";"";"14";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"600-1000";"";"";"15.0";"6.9";"0.2";"6";"";"";"";"";
"13.04.2020 12:00";"13.1";"745.0";"754.5";"0.6";"61";"Wind blowing from the west";"9";"14";"14";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"";"";"35.0";"5.7";"";"";"";"";"";"";
"13.04.2020 11:00";"15.9";"744.6";"754.0";"0.2";"49";"Wind blowing from the west";"6";"";"";"60%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"5.2";"";"";"";"";"";"";
"13.04.2020 10:00";"12.7";"745.0";"754.5";"-0.1";"67";"Wind blowing from the west";"6";"";"11";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"30.0";"6.7";"";"";"";"";"";"";
"13.04.2020 09:00";"15.7";"744.4";"753.7";"-0.9";"48";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"35.0";"4.7";"";"";"";"";"";"";
"13.04.2020 08:00";"13.9";"744.4";"753.8";"-1.0";"52";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"35.0";"4.2";"";"";"";"";"";"";
"13.04.2020 07:00";"13.7";"745.1";"754.6";"-0.6";"49";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"3.7";"15.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"35.0";"3.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"1.0";"";"";
"13.04.2020 06:00";"9.9";"745.3";"754.9";"-0.9";"58";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"2.0";"";"";"";"";"";"";
"13.04.2020 05:00";"3.9";"745.4";"755.2";"-1.4";"71";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-0.9";"";"";"";"";"";"";
"13.04.2020 04:00";"6.2";"745.7";"755.5";"-1.7";"68";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"0.7";"";"";"";"";"";"";
"13.04.2020 03:00";"5.0";"746.2";"756.0";"-1.8";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-0.6";"";"";"";"";"";"";
"13.04.2020 02:00";"6.2";"746.8";"756.5";"-1.8";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"0.1";"";"";"";"";"";"";
"13.04.2020 01:00";"7.7";"747.4";"757.1";"-1.9";"57";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"-0.3";"No precipitation";"6";"";"";"";"";
"13.04.2020 00:00";"9.0";"748.0";"757.7";"-1.8";"52";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-0.3";"";"";"";"";"";"";
"12.04.2020 23:00";"10.7";"748.6";"758.2";"-1.5";"46";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-0.5";"";"";"";"";"";"";
"12.04.2020 22:00";"11.1";"749.3";"758.9";"-1.1";"44";"Wind blowing from the south-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-0.7";"";"";"";"";"";"";
"12.04.2020 21:00";"12.9";"749.8";"759.4";"-1.1";"38";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-1.1";"";"";"";"";"";"";
"12.04.2020 20:00";"13.7";"750.1";"759.7";"-1.2";"36";"Wind blowing from the south-southeast";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-1.1";"";"";"";"";"";"";
"12.04.2020 19:00";"15.1";"750.4";"760.0";"-1.5";"34";"Wind blowing from the south-southeast";"2";"";"9";"40%.";" ";"";"";"6.6";"19.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-0.7";"No precipitation";"12";"";"";"";"";
"12.04.2020 18:00";"18.0";"750.9";"760.3";"-1.7";"26";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-1.8";"";"";"";"";"";"";
"12.04.2020 17:00";"19.2";"751.3";"760.7";"-1.9";"22";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-3.1";"";"";"";"";"";"";
"12.04.2020 16:00";"19.3";"751.9";"761.2";"-2.1";"21";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-3.6";"";"";"";"";"";"";
"12.04.2020 15:00";"19.5";"752.6";"762.0";"-2.1";"20";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.1";"";"";"";"";"";"";
"12.04.2020 14:00";"19.1";"753.2";"762.6";"-2.3";"21";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-3.8";"";"";"";"";"";"";
"12.04.2020 13:00";"18.3";"754.0";"763.4";"-2.2";"22";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-3.8";"No precipitation";"6";"";"";"";"";
"12.04.2020 12:00";"17.5";"754.7";"764.2";"-2.2";"25";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-2.8";"";"";"";"";"";"";
"12.04.2020 11:00";"16.6";"755.5";"765.0";"-2.0";"26";"Wind blowing from the south";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"-3.0";"";"";"";"";"";"";
"12.04.2020 10:00";"15.1";"756.2";"765.8";"-1.8";"28";"Wind blowing from the south-southeast";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"35.0";"-3.3";"";"";"";"";"";"";
"12.04.2020 09:00";"12.8";"756.9";"766.6";"-1.3";"29";"Wind blowing from the south-east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.8";"";"";"";"";"";"";
"12.04.2020 08:00";"9.6";"757.5";"767.2";"-1.0";"36";"Wind blowing from the south-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.8";"";"";"";"";"";"";
"12.04.2020 07:00";"6.6";"758.0";"767.9";"-0.8";"45";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"2.4";"9.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-4.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"0.0";"";"";
"12.04.2020 06:00";"3.7";"758.2";"768.2";"-0.9";"52";"Wind blowing from the east-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"-5.3";"";"";"";"";"";"";
"12.04.2020 05:00";"2.4";"758.5";"768.5";"-1.0";"54";"Wind blowing from the east-southeast";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.0";"";"";"";"";"";"";
"12.04.2020 04:00";"3.1";"758.8";"768.8";"-1.2";"50";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"-6.3";"";"";"";"";"";"";
