,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action to Next Point
1126,-2,3,3,3,3,-2,-3,-3,-2,0,1,-2,-3,-3,1,-1,2,2,1,0,-1
1127,2,1,1,-1,-1,0,2,2,-1,-2,-2,-2,-1,2,2,2,0,-1,-2,2,2
1128,-1,-1,0,2,2,-1,-2,-2,-2,-1,2,2,2,0,-1,-2,2,2,2,2,-2
1129,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1,0,0,-1,1,2,2,0,-2
1130,3,0,-3,-3,-2,3,2,2,-2,-3,-2,0,2,2,2,1,-2,-2,-2,2,2
1131,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2,-2,-2,2,1,3,1
1132,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1,-2,0,-3,-1,1,1
1133,-3,-3,-2,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3,0,0,1,0,-2,-2,-2
1134,-2,-2,-2,0,2,3,2,2,1,-2,-2,1,1,-2,-2,-3,-3,-2,3,2,2
1135,1,-1,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2
1136,-2,2,-1,3,-1,-2,-2,-2,0,3,1,2,-2,-2,-1,2,2,2,0,-2,-2
1137,1,2,3,2,-2,-3,-2,-2,1,3,2,0,-2,-2,1,2,3,2,2,-3,-3
1138,-2,-2,-1,3,3,2,2,-3,-2,-2,0,-1,-1,-2,-3,-2,-2,1,-1,3,2
1139,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2,1,1
1140,1,1,2,-1,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1
1141,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1,1,2
1142,-2,-2,-2,0,0,-2,-3,-2,-2,-2,-2,2,2,2,2,2,1,0,-1,2,2
1143,-2,-3,-3,-2,2,2,2,1,-2,-2,-1,2,3,2,2,2,0,2,3,3,3
1144,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3,3,-2,-3,-3
1145,-1,1,2,2,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1
1146,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1,-1,-2
1147,1,2,1,-1,-2,-2,-1,2,2,2,2,-2,-2,0,0,3,1,1,-2,-2,-2
1148,-2,0,3,2,2,-2,-3,-2,0,2,3,1,-3,-2,-2,2,2,2,0,-2,-2
1149,-3,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,0,1,-2,-2,-3,-2,-1,1
1150,-2,2,1,3,1,0,-2,-2,0,1,2,0,-1,-1,-1,1,1,0,0,-3,-2
1151,2,-1,-3,-2,0,1,1,-2,-2,-2,-2,1,2,2,2,-1,-1,-1,2,2,2
1152,-2,1,2,3,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3
1153,0,1,2,1,-2,-1,-1,2,2,2,0,-1,-1,1,1,3,1,0,-1,-2,2
1154,-2,2,3,2,0,-2,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1
1155,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2,2,1,-1,-1,-1,1
1156,0,1,0,-1,-2,-2,-2,-1,2,1,0,-1,-2,-1,1,2,2,1,-1,-1,1
1157,2,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1
1158,2,2,1,0,-2,-2,-1,3,3,2,2,-3,-2,-2,0,-1,-1,-2,-3,-2,-2
1159,-2,0,1,-2,-3,-3,1,-1,2,2,1,0,-1,-2,0,1,2,1,-1,-2,-2
1160,2,2,0,-1,-2,0,2,3,-1,2,-1,-1,2,2,2,2,-1,-2,-2,-2,2
1161,2,-2,-2,-2,1,3,2,1,-3,-3,-3,1,2,2,1,-1,-2,-1,1,2,2
1162,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,1,-1,-3,-3,-2,-2,-1
1163,2,2,-1,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1
1164,1,0,-1,-2,-2,2,2,2,1,-3,-3,-2,-2,0,1,-1,-1,-2,2,2,2
1165,1,1,-2,-2,-2,-2,1,2,2,0,-1,-1,0,2,2,2,2,0,-2,-2,2
1166,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1167,2,1,-1,-1,1,2,3,2,2,-1,-1,1,3,2,2,0,-3,-3,-2,0,2
1168,2,3,2,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3,-2
1169,-2,-1,2,2,1,-2,-1,-1,2,3,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2
1170,0,-3,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1
1171,2,2,1,-3,-3,-2,2,3,2,2,0,-3,-3,2,2,2,-1,-2,-3,0,-2
1172,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2
1173,-2,0,1,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1,-1,2,2,-1,-2,-2,-2
1174,2,2,2,2,2,2,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1
1175,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1
1176,2,-3,-3,-3,1,3,3,3,3,2,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3
1177,-1,-2,-3,-3,-2,2,2,2,1,-2,-2,-1,2,3,2,2,2,0,2,3,3
1178,-1,-2,-2,-1,2,2,2,2,-2,-2,0,0,3,1,1,-2,-2,-2,2,1,2
1179,-3,-2,3,2,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1,-2,-2
1180,2,2,2,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2
1181,-2,-2,-2,1,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2,1
1182,0,-3,-1,0,2,1,-1,-2,-1,2,2,2,1,-2,-2,-1,2,2,2,2,-2
1183,-3,-3,-3,-3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
1184,-2,0,-3,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0
1185,-3,-2,-1,1,2,1,0,-2,1,3,3,3,2,-3,-3,-3,-2,-2,-1,0,-2
1186,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3,2,-2,0,2
1187,1,0,0,-3,-2,-2,1,2,2,2,-1,-1,2,2,2,-1,-2,-2,-2,-2,0
1188,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2
1189,2,-1,-1,-1,0,2,1,2,0,1,1,1,1,1,-2,2,-3,-1,-2,1,1
1190,1,0,1,2,2,2,-2,-2,-2,-2,2,1,3,1,0,-2,-2,0,1,2,0
1191,-2,2,2,2,2,-2,-2,-2,-2,2,1,1,-1,-2,-1,1,1,1,1,0,0
1192,-3,-3,0,0,1,0,-2,-2,-2,-1,2,2,3,2,2,-1,-2,0,1,1,-1
1193,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1,-2,-2,-2,2,1,2,0
1194,2,1,0,-1,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1,1,1,-1,-2,-2,-1
1195,-2,0,2,2,2,-2,-2,-1,1,1,1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2
1196,2,1,-1,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1,1,0,-1,0,-3,-1
1197,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3,2,-2,0,2,3,3,-2
1198,1,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1,-1,-1,0,2,2
1199,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0,-2,-3,0,1
1200,-2,-2,-2,1,2,0,0,-2,-2,-2,1,2,2,0,-1,-2,-2,1,2,1,1
1201,1,0,1,1,1,0,0,2,2,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3
1202,3,3,2,-3,-3,1,2,1,-1,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1
1203,-2,0,1,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0,0,0
1204,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0,-3,-2,2,2,2,2,-2
1205,-1,-2,-2,-1,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0
1206,3,3,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0
1207,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3,3,3
1208,-1,-1,2,3,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2
1209,0,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1,2,2,1,-1,-1,-1,1,2,3
1210,-1,2,2,2,2,-2,-2,-2,1,2,3,3,-2,0,0,-1,3,2,2,0,-3
1211,3,1,-2,0,-3,-1,2,3,3,3,-2,-2,-3,-3,1,-2,0,-3,1,-1,1
1212,1,3,2,0,-2,-2,1,2,3,2,2,-3,-3,-2,-1,1,2,1,0,-2,1
1213,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,0,1,-2,-2
1214,-1,1,2,1,1,0,-2,-1,0,2,2,2,2,1,-1,-1,0,2,1,-2,-2
1215,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3,3,-2,-3
1216,2,2,0,1,1,1,-2,-2,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,-2
1217,1,-1,3,2,2,2,1,3,2,2,1,-3,-2,-1,0,3,2,-2,-2,-2,-2
1218,-2,-2,0,1,-1,-1,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2,-2
1219,-3,-3,-3,-3,-3,-3,-3,-3,-2,3,3,2,2,-3,-3,-3,-3,-2,0,1,-3
1220,-1,2,2,2,2,0,-1,2,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2
1221,-1,-2,-2,1,2,2,-1,-2,-3,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1
1222,-2,-2,-2,0,0,3,2,-2,-2,-1,0,1,1,1,0,-1,-2,-2,2,2,2
1223,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1,1,-2,-2
1224,-1,-2,-3,-2,3,3,3,-3,-3,-3,-3,-3,0,2,-2,-3,-3,-3,-3,0,-1
1225,0,2,3,2,2,-1,1,2,2,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2
1226,0,-2,-3,-2,-2,-2,-2,2,2,2,2,2,1,0,-1,2,2,2,2,0,-1
1227,-3,-3,0,2,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-1,-2,2,0,1
1228,-3,3,3,3,3,3,3,-3,-3,-3,2,3,-3,-2,2,3,3,-3,-3,-3,-3
1229,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2,1,1,2,-1
1230,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1,2,2
1231,1,0,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0
1232,0,2,3,2,2,-1,-2,-1,0,1,2,-2,-2,-1,2,2,2,1,-2,-3,-2
1233,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1,3,2,2
1234,-3,-3,-3,-3,-3,-3,-3,2,-1,3,3,3,3,3,-3,-3,-3,-3,-3,-3,-1
1235,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1,2,-1,-2
1236,-3,2,-3,-3,-3,-3,-3,-2,2,2,-1,-2,-2,-2,0,0,3,2,-2,-2,-1
1237,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1,2,-1,-2,-2,-2,0,2,2
1238,0,-1,-2,-1,1,1,0,-1,-2,-2,-2,1,2,2,2,-1,-1,0,1,2,2
1239,-1,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2,3,2,-2,0
1240,-1,1,1,3,2,1,-1,-1,1,2,3,2,2,-1,-1,1,3,2,2,0,-3
1241,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,2,2
1242,2,3,2,2,-3,-3,-2,1,3,2,2,-2,-2,-1,2,2,2,-1,-2,-3,-3
1243,1,-1,-1,-2,-1,1,1,2,-1,-1,-1,1,2,2,2,1,-2,-2,-2,2,1
1244,1,2,2,1,-1,-2,3,3,3,-2,-2,-3,-3,-2,2,2,2,-1,-1,-2,2
1245,-2,0,-2,2,2,2,1,-2,-2,1,2,2,1,-3,-3,-1,3,3,3,3,-1
1246,-3,-3,0,2,2,-2,-3,-3,1,-2,2,1,2,-1,-2,-2,-1,2,2,1,-1
1247,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1,1,0,-1,0,-3,-1,0,2,2
1248,1,1,-1,-2,-2,-1,0,2,2,1,-2,-1,0,2,2,2,2,-2,-2,1,2
1249,2,1,-1,-2,3,3,3,-2,-2,-3,-3,-2,2,2,2,-1,-1,-2,2,2,2
1250,-1,2,2,2,0,-1,-2,0,2,3,-1,2,-1,-1,2,2,2,2,-1,-2,-2
1251,-1,-3,-2,-1,0,2,2,0,-2,-2,0,2,2,1,0,-2,-1,1,2,2,2
1252,3,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2,-2,2,-1,3,2,2,2,0,3
1253,-2,-2,2,3,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3
1254,2,2,1,-3,-2,-1,0,3,2,-2,-2,-2,-2,2,2,1,-2,-3,-2,-2,2
1255,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1,1,1,0,-2,-1,-1,0,2,2
1256,2,2,2,2,-2,-2,-2,-1,0,1,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1
1257,-3,-3,-3,-3,-3,-3,2,2,0,1,1,2,2,3,2,1,-3,-3,-3,1,0
1258,-3,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,0,1,-2
1259,-1,-1,-2,-1,-3,-2,-2,0,0,2,1,0,-1,-2,-2,-1,-1,-1,-2,-3,-2
1260,2,2,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2
1261,-2,-2,0,3,1,2,-2,-2,-1,2,2,2,0,-2,-2,-2,-1,0,-2,0,-3
1262,-2,-2,1,1,2,0,-1,0,2,2,2,2,2,2,0,0,0,1,2,2,2
1263,2,2,-1,-2,-2,-1,2,1,0,-1,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1
1264,3,3,2,0,-3,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2
1265,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2
1266,1,2,-2,-2,-2,-1,0,3,2,1,-1,-3,-2,-1,0,2,2,0,-2,-2,0
1267,-3,-3,1,-2,0,-3,1,-1,1,2,2,2,2,0,1,1,1,-2,-2,-2,-2
1268,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3,3,3,3
1269,1,-1,-2,-2,-1,2,2,2,2,-2,-2,-2,-2,1,2,2,0,-1,-2,-1,-1
1270,0,1,-1,-1,-2,-1,1,1,1,-1,-1,-2,-1,-1,2,1,1,-1,-2,-1,0
1271,-3,-3,-3,-3,-3,-3,-2,-2,2,2,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1
1272,2,2,2,1,-1,-2,-2,-1,2,2,2,1,-1,-2,3,3,3,3,3,2,-3
1273,1,2,0,-1,-2,0,2,2,1,-1,-2,-1,1,2,2,1,-2,-2,-2,-2,0
1274,3,2,-3,-3,-3,1,3,3,3,3,2,1,2,-3,-3,-3,-3,-3,-3,-3,2
1275,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1,1,2,2,2,0,-2,-2,2,2,2
1276,2,3,2,2,-1,-2,-1,0,1,2,-2,-2,-1,2,2,2,1,-2,-3,-2,-1
1277,-2,-2,1,2,3,2,2,-3,-3,-2,-1,1,2,1,0,-2,1,3,3,3,2
1278,0,2,2,2,2,-2,-2,1,2,3,-1,1,-1,-1,0,2,2,2,2,-2,-2
1279,1,2,2,-1,-2,-3,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2
1280,3,3,3,2,-3,-3,-3,-1,-1,1,2,2,2,2,2,3,2,-2,-2,-3,2
1281,-1,-1,1,2,3,2,2,-1,-1,1,3,2,2,0,-3,-3,-2,0,2,-2,-3
1282,1,2,2,-1,-3,-2,-2,2,2,2,0,0,-3,-1,0,2,1,-1,-2,-1,2
1283,2,2,3,2,2,-1,-2,0,1,1,-1,-2,-3,-2,0,1,2,1,-2,-2,-2
1284,-1,-1,2,2,2,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2
1285,2,0,-2,-2,0,2,2,1,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0
1286,1,-2,-1,1,2,2,-1,-1,-1,0,2,1,2,0,1,1,1,1,1,-2,2
1287,2,-2,-3,-2,-1,0,2,1,1,-1,-1,0,2,2,-1,-2,-2,-2,-1,2,2
1288,2,3,2,3,-1,-2,-1,2,2,2,-2,-2,-2,0,3,2,-2,-2,-3,-2,2
1289,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-1,-2,2,0,1,-1,-1,-2,-1
1290,0,2,2,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2
1291,-2,-1,1,2,2,0,-1,-1,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1
1292,-2,-2,1,1,-2,-2,-3,-3,-2,3,2,2,-2,-2,-2,2,3,2,-1,-2,-3
1293,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1,-3,-3,-2,0,2,3,3,3,3
1294,1,2,2,1,-3,-3,-1,3,3,3,3,-1,-3,-3,0,2,2,-2,-3,-3,1
1295,-1,-3,-2,2,2,2,0,-2,-2,1,0,3,2,-1,-1,-1,2,2,2,-1,-2
1296,-1,-1,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2,1
1297,-1,-1,-1,2,2,2,2,0,-1,0,2,2,3,2,1,1,1,-1,3,2,-2
1298,3,3,3,2,-2,-3,1,1,-1,-1,-3,-3,-2,0,2,3,2,2,-1,-2,-1
1299,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2,1,2,2,2,-1,-2
1300,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2,2,1
1301,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1
1302,2,1,3,2,2,1,-3,-2,-1,0,3,2,-2,-2,-2,-2,2,2,1,-2,-3
1303,3,3,1,-2,2,3,3,3,-3,-3,-3,-3,-3,1,2,0,-2,-3,1,2,3
1304,2,2,0,-2,-2,-2,0,2,2,2,-2,-2,-1,1,1,1,-1,-2,-2,-2,-1
1305,-2,-2,-1,0,2,2,2,-1,0,1,2,2,2,2,1,-1,-2,-1,2,1,1
1306,-2,1,1,1,-1,-1,-2,-1,1,2,1,1,0,-2,-1,0,2,2,2,2,1
1307,2,2,2,1,-2,-2,-2,1,2,2,1,-2,-2,-1,1,1,1,0,-2,-2,-1
1308,2,2,-1,-2,-2,-2,2,3,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2
1309,-2,0,1,2,1,-2,-2,-2,2,2,1,1,-2,-2,-2,-1,2,2,2,1,1
1310,-1,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0,-2,-3,0
1311,3,3,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1
1312,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3,2
1313,-2,1,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2
1314,-1,-1,1,2,3,3,-1,0,-1,-1,3,3,3,2,-2,-3,1,1,-1,-1,-3
1315,1,2,2,1,-2,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1
1316,3,2,2,2,1,1,1,-2,-2,-2,-1,3,3,2,0,-2,-1,0,2,2,2
1317,3,3,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2
1318,-2,-3,1,2,3,3,-2,-1,-2,2,3,2,2,-2,-3,-2,-2,2,3,2,-2
1319,-1,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0,-3,-2,2,2
1320,2,1,0,-1,-2,0,1,2,1,-1,-2,-2,-1,0,2,2,-1,-1,-1,-1,1
1321,0,1,2,1,0,-1,-1,1,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3,-2
1322,3,2,3,-1,-2,-1,2,2,2,-2,-2,-2,0,3,2,-2,-2,-3,-2,2,2
1323,0,2,3,3,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2
1324,3,2,-3,-3,1,2,1,-1,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1,1
1325,-2,-1,2,2,2,1,-2,-3,-2,-1,2,1,-1,-2,-3,-2,0,2,2,0,-2
1326,-3,-2,-1,2,2,1,-1,-1,-1,1,2,3,3,-1,0,-1,-1,3,3,3,2
1327,-2,1,0,-2,-2,-2,0,1,2,2,0,-1,-1,0,2,2,2,2,-1,-1,0
1328,0,0,-2,-2,-2,-2,0,0,-2,-3,-2,-2,-2,-2,2,2,2,2,2,1,0
1329,-3,-2,-1,1,1,2,-1,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1,2,2,0
1330,-2,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1
1331,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2,1,-1,-2,-2,0,2,2,0,-2
1332,-3,0,1,2,1,1,0,-1,1,2,3,-1,-1,-1,-2,0,2,1,1,-2,-2
1333,-2,-2,-1,1,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1
1334,-1,2,2,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1,1,1,2,-1,-1,-1,1
1335,0,2,2,2,-1,0,1,2,2,2,2,1,-1,-2,-1,2,1,1,-1,-2,-2
1336,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2,1,0,-2
1337,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1,3,2
1338,-3,-2,-2,2,2,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1,2,2,2,2,1
1339,-2,-3,-2,0,1,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1,-1,2,2,-1,-2
1340,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1,2,1
1341,2,0,-1,-3,-1,-1,1,1,1,-2,-2,0,2,2,2,-1,-2,-2,-2,0,3
1342,2,2,2,2,1,-2,-2,2,3,3,3,3,2,-3,-3,0,-1,-3,-3,-1,-3
1343,2,2,1,0,0,0,1,2,2,-1,-3,-2,-2,2,2,2,0,0,-3,-1,0
1344,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1
1345,-2,3,3,3,3,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1,1,1,0,-2
1346,-1,-2,3,3,3,3,3,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2
1347,-1,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1
1348,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2,1,-1,-2,-2
1349,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1,3
1350,1,-2,-2,-2,-1,3,3,2,0,-2,-1,0,2,2,2,-3,-3,-3,-2,2,1
1351,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3,-2,-2,-2,3,3,3,-2,-3,-2
1352,0,2,2,0,-2,-2,-2,0,2,2,2,-2,-2,-1,1,1,1,-1,-2,-2,-2
1353,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3,3,3,3,-1,-3
1354,3,2,-2,-2,-3,-3,2,2,1,-3,-3,-2,2,3,2,2,0,-3,-3,2,2
1355,-2,-2,-1,2,1,0,-1,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1,1,1,-1
1356,-2,-1,-1,2,2,2,0,-1,-1,1,1,3,1,0,-1,-2,2,2,2,2,-2
1357,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0,-1,-1,1,2,3,-1,-2
1358,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,1,-2
1359,2,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2
1360,0,-1,-1,0,0,0,-3,-2,-1,1,3,2,-2,-2,-3,-2,2,1,1,-2,-2
1361,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3
1362,3,3,3,3,-3,-3,-3,2,3,-3,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2
1363,-2,-3,3,3,3,3,-3,-3,-3,-3,-3,1,2,0,0,1,2,0,-3,-3,-3
1364,-3,-2,2,2,2,0,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1,1,1,0,-1
1365,-3,-3,-2,-2,0,1,-1,-1,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1
1366,-2,-2,0,2,3,2,2,1,-2,-2,1,1,-2,-2,-3,-3,-2,3,2,2,-2
1367,1,1,0,-2,0,1,2,2,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1
1368,2,1,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2
1369,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2,-2,-1,1,2,0
1370,1,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2,-1,2,2,1,-2,-1,-1,2,3
1371,-2,0,2,2,2,2,0,-1,-1,0,0,0,-3,-2,-1,1,3,2,-2,-2,-3
1372,2,-1,-1,2,2,2,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3
1373,-2,0,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3,2,1,-3,-3
1374,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1,0,-1,-2,-2,-2,1,2,0,0
1375,2,1,1,0,1,2,2,2,-2,-2,-2,-2,2,1,3,1,0,-2,-2,0,1
1376,3,3,2,-3,-3,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1
