Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.04.2020 11:00,8.8,747.5,771.6,0.4,87,Wind blowing from the east,4,,,, ,,,,,,,100-200,,,26.0,6.8,,,,,,
09.04.2020 10:00,7.8,747.5,771.7,0.9,92,Wind blowing from the east,3,,,, ,,,,,,,100-200,,,11.0,6.6,,,,,,
09.04.2020 09:00,7.1,747.3,771.5,1.1,99,Wind blowing from the east,3,,,,Fog ,,,,,,,Less than  50,,,9.0,6.9,,,,,,
09.04.2020 08:00,6.1,747.1,771.4,1.2,99,Wind blowing from the east,2,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,,,,0.6,6.0,,,,,,
09.04.2020 07:00,5.6,746.6,771.0,1.0,99,Wind blowing from the east-northeast,3,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,,,,0.5,5.5,,,,,,
09.04.2020 06:00,5.6,746.2,770.5,0.7,96,Wind blowing from the east-northeast,2,,,,Mist. ,,,5.6,,,,50-100,,,7.0,5.0,No precipitation,12,,,,
09.04.2020 05:00,6.3,745.9,770.2,0.6,91,Wind blowing from the east,2,,,, ,,,,,,,1000-1500,,,26.0,4.9,,,,,,
09.04.2020 04:00,7.1,745.6,769.8,0.3,83,Wind blowing from the east,2,,,,Fog ,,,,,,,1000-1500,,,40.0,4.4,,,,,,
09.04.2020 03:00,7.0,745.5,769.6,0.1,84,Wind blowing from the east-northeast,2,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,1000-1500,,,15.0,4.4,,,,,,
09.04.2020 02:00,7.9,745.3,769.4,-0.1,83,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,45.0,5.2,,,,,,
09.04.2020 01:00,7.9,745.3,769.3,0.1,82,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,5.0,,,,,,
09.04.2020 00:00,8.4,745.4,769.5,0.3,80,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.1,No precipitation,6,,,,
08.04.2020 23:00,9.1,745.4,769.3,0.4,76,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.1,,,,,,
08.04.2020 22:00,9.4,745.2,769.2,0.5,75,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.2,,,,,,
08.04.2020 21:00,10.1,745.1,769.0,0.7,75,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.8,,,,,,
08.04.2020 20:00,10.8,745.0,768.8,0.8,72,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.9,,,,,,
08.04.2020 19:00,12.2,744.7,768.4,0.5,68,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,6.5,,,,,,
08.04.2020 18:00,14.7,744.4,767.8,-0.1,61,Wind blowing from the west-northwest,3,,,, ,,,,17.6,,,2500 or more or no clouds.,,,45.0,7.3,No precipitation,12,,,,
08.04.2020 17:00,16.8,744.2,767.5,-0.6,54,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.3,,,,,,
08.04.2020 16:00,17.0,744.2,767.5,-0.8,53,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,7.2,,,,,,
08.04.2020 15:00,16.5,744.5,767.9,-0.5,51,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,25.0,6.4,,,,,,
08.04.2020 14:00,15.9,744.8,768.1,-0.6,55,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,35.0,6.9,,,,,,
08.04.2020 13:00,16.9,745.0,768.3,-0.6,46,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,30.0,5.1,,,,,,
08.04.2020 12:00,16.7,745.0,768.4,-0.6,52,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,6.6,No precipitation,6,,,,
08.04.2020 11:00,15.3,745.4,768.9,-0.2,52,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,5.3,,,,,,
08.04.2020 10:00,15.0,745.6,769.1,-0.1,50,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,4.7,,,,,,
08.04.2020 09:00,14.2,745.6,769.2,0.0,56,Wind blowing from the south-southeast,3,,,, ,,,,,,,1500-2000,,,25.0,5.4,,,,,,
08.04.2020 08:00,12.8,745.6,769.3,-0.1,60,Wind blowing from the south-east,1,,,, ,,,,,,,1500-2000,,,30.0,5.1,,,,,,
08.04.2020 07:00,7.9,745.7,769.9,0.0,80,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,4.7,,,,,,
08.04.2020 06:00,4.7,745.6,770.0,-0.3,82,Wind blowing from the south-west,1,,,, ,,,3.7,,,,1500-2000,,,35.0,1.8,No precipitation,12,,,,
08.04.2020 05:00,3.8,745.7,770.2,-0.5,81,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,30.0,0.8,,,,,,
08.04.2020 04:00,4.5,745.7,770.2,-0.6,83,Wind blowing from the west,1,,,, ,,,,,,,1500-2000,,,30.0,1.9,,,,,,
08.04.2020 03:00,5.4,745.9,770.2,-0.6,81,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,2.4,,,,,,
08.04.2020 02:00,4.8,746.2,770.6,-0.3,81,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,1.7,,,,,,
08.04.2020 01:00,7.2,746.3,770.5,-0.4,75,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.1,,,,,,
08.04.2020 00:00,8.4,745.4,769.5,-1.2,80,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,5.1,No precipitation,6,,,,
07.04.2020 23:00,7.4,746.5,770.7,-0.1,73,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.9,,,,,,
07.04.2020 22:00,7.6,746.7,770.8,0.2,73,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,3.1,,,,,,
07.04.2020 21:00,8.7,746.6,770.7,0.2,72,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,3.9,,,,,,
07.04.2020 20:00,8.8,746.6,770.6,0.1,71,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,3.7,,,,,,
07.04.2020 19:00,11.3,746.5,770.3,-0.3,61,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,3.9,,,,,,
07.04.2020 18:00,14.1,746.4,770.0,-0.6,50,Wind blowing from the south,3,,,, ,,,,16.8,,,2500 or more or no clouds.,,,30.0,3.7,No precipitation,12,,,,
07.04.2020 17:00,14.9,746.5,770.1,-0.8,45,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.1,,,,,,
07.04.2020 16:00,15.2,746.8,770.2,-0.9,43,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,2.6,,,,,,
07.04.2020 15:00,16.0,747.0,770.5,-1.0,41,Wind blowing from the south-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.7,,,,,,
07.04.2020 14:00,15.9,747.3,770.8,-1.0,36,Wind blowing from the south-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,0.6,,,,,,
07.04.2020 13:00,15.2,747.7,771.3,-0.8,39,Wind blowing from the south,3,9,,, ,,,,,,,2500 or more or no clouds.,,,13.0,1.2,,,,,,
07.04.2020 12:00,14.1,748.0,771.7,-0.6,40,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,0.7,No precipitation,6,,,,
07.04.2020 11:00,13.9,748.3,772.0,-0.2,45,Wind blowing from the south-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,2.1,,,,,,
07.04.2020 10:00,11.6,748.5,772.4,0.3,48,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,1.0,,,,,,
07.04.2020 09:00,10.0,748.6,772.6,0.7,52,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,0.4,,,,,,
07.04.2020 08:00,8.1,748.5,772.7,0.8,68,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,2.4,,,,,,
07.04.2020 07:00,4.1,748.2,772.7,0.7,86,Calm no wind,0,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,1.9,,,,,,
07.04.2020 06:00,2.5,747.9,772.6,0.8,89,Wind blowing from the south-west,2,,,, ,,,1.0,,,,2500 or more or no clouds.,,,18.0,0.8,No precipitation,12,,,,
07.04.2020 05:00,1.2,747.7,772.4,0.9,89,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,-0.5,,,,,,
07.04.2020 04:00,2.1,747.5,772.2,0.8,86,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,-0.1,,,,,,
07.04.2020 03:00,2.6,747.1,771.7,0.9,84,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,0.1,,,,,,
07.04.2020 02:00,4.1,746.8,771.4,1.3,81,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,1.1,,,,,,
07.04.2020 01:00,4.1,746.7,771.1,1.8,75,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,0.1,,,,,,
07.04.2020 00:00,5.9,746.2,770.4,1.6,71,Wind blowing from the west-southwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,1.0,No precipitation,6,,,,
06.04.2020 23:00,6.3,745.5,769.7,1.7,67,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,0.6,,,,,,
06.04.2020 22:00,7.1,744.9,769.0,2.0,65,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,0.8,,,,,,
06.04.2020 21:00,6.5,744.6,768.7,2.3,67,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,0.8,,,,,,
06.04.2020 20:00,7.6,743.8,767.9,2.2,66,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,1.6,,,,,,
06.04.2020 19:00,7.8,742.9,767.0,2.3,66,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,1.7,,,,,,
06.04.2020 18:00,9.4,742.3,766.1,2.4,56,Wind blowing from the west,4,,,, ,,,,12.4,,,2500 or more or no clouds.,,,40.0,1.0,0.2,12,,,,
06.04.2020 17:00,10.4,741.6,765.3,2.3,52,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,1.0,,,,,,
06.04.2020 16:00,11.1,740.6,764.2,2.2,56,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,2.5,,,,,,
06.04.2020 15:00,11.7,739.9,763.4,2.3,44,Wind blowing from the west,6,11,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-0.1,,,,,,
06.04.2020 14:00,12.0,739.3,762.8,2.7,54,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,40.0,3.0,,,,,,
06.04.2020 13:00,11.1,738.4,762.1,2.5,59,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,29.0,3.2,,,,,,
06.04.2020 12:00,11.0,737.6,761.2,2.4,60,Wind blowing from the west,5,,,,Rain (not freezing). ,,,,,,,1500-2000,,,25.0,3.4,0.2,6,,,,
06.04.2020 11:00,11.4,736.6,760.0,2.7,63,Wind blowing from the west-southwest,6,,,,Rain (not freezing). ,,,,,,,1000-1500,,,22.0,4.5,,,,,,
06.04.2020 10:00,8.7,735.9,759.6,2.8,83,Wind blowing from the south-west,5,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,1000-1500,,,10.0,5.9,,,,,,
06.04.2020 09:00,9.9,735.2,758.8,3.0,72,Wind blowing from the south-west,6,,,, ,,,,,,,600-1000,,,26.0,5.1,,,,,,
06.04.2020 08:00,9.6,733.9,757.5,2.1,78,Wind blowing from the south-west,7,,14,, ,,,,,,,2500 or more or no clouds.,,,25.0,5.9,,,,,,
06.04.2020 07:00,8.6,733.1,756.7,2.2,85,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,,,,2000-2500,,,17.0,6.2,,,,,,
06.04.2020 06:00,8.5,732.2,755.8,1.9,88,Wind blowing from the south-west,6,,,,Rain shower(s) or intermittent rain slight. ,,,8.3,,,,1500-2000,,,30.0,6.6,0.6,12,,,,
06.04.2020 05:00,8.6,731.8,755.3,1.7,85,Wind blowing from the south-west,6,,,,Rain not freezing slight. ,,,,,,,600-1000,,,45.0,6.2,,,,,,
06.04.2020 04:00,11.6,730.9,754.2,0.9,92,Wind blowing from the south-southwest,6,11,,,Drizzle not freezing slight. ,,,,,,,300-600,,,13.0,10.3,,,,,,
06.04.2020 03:00,11.7,730.3,753.7,-0.2,88,Wind blowing from the south-southwest,6,,13,,Rain not freezing slight. ,,,,,,,1000-1500,,,17.0,9.7,,,,,,
06.04.2020 02:00,13.0,730.1,753.3,-0.6,71,Wind blowing from the south-southwest,8,,13,, ,,,,,,,2000-2500,,,45.0,7.8,,,,,,
06.04.2020 01:00,13.4,730.0,753.2,-1.0,65,Wind blowing from the south,7,12,13,,Rain (not freezing). ,,,,,,,1500-2000,,,50.0,6.9,,,,,,
06.04.2020 00:00,14.2,730.5,753.6,-0.8,58,Wind blowing from the south,6,11,,, ,,,,,,,1500-2000,,,40.0,5.9,No precipitation,6,,,,
05.04.2020 23:00,14.5,730.7,753.7,-0.7,52,Wind blowing from the south,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,4.6,,,,,,
05.04.2020 22:00,14.6,731.0,754.0,-0.3,49,Wind blowing from the south,6,11,,, ,,,,,,,2500 or more or no clouds.,,,45.0,4.0,,,,,,
05.04.2020 21:00,14.9,731.3,754.4,-0.3,51,Wind blowing from the south-southeast,6,,13,, ,,,,,,,2500 or more or no clouds.,,,50.0,4.9,,,,,,
05.04.2020 20:00,15.4,731.4,754.4,-0.5,47,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,4.2,,,,,,
05.04.2020 19:00,15.9,731.3,754.3,-0.9,44,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.6,,,,,,
05.04.2020 18:00,16.5,731.6,754.5,-1.4,42,Wind blowing from the south-southeast,6,,,, ,,,,17.6,,,2500 or more or no clouds.,,,45.0,3.4,No precipitation,12,,,,
05.04.2020 17:00,16.9,731.9,754.9,-1.7,40,Wind blowing from the south-southeast,6,,13,, ,,,,,,,2500 or more or no clouds.,,,40.0,3.2,,,,,,
05.04.2020 16:00,17.2,732.2,755.2,-2.0,37,Wind blowing from the south-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.3,,,,,,
05.04.2020 15:00,17.2,733.0,755.9,-1.8,38,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.7,,,,,,
05.04.2020 14:00,17.0,733.6,756.6,-1.8,39,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,3.0,,,,,,
05.04.2020 13:00,15.3,734.2,757.3,-1.5,41,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,2.2,,,,,,
05.04.2020 12:00,14.7,734.8,757.9,-1.5,45,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,2.9,No precipitation,6,,,,
05.04.2020 11:00,13.5,735.4,758.7,-1.4,50,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,3.2,,,,,,
05.04.2020 10:00,12.2,735.7,759.1,-1.3,55,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,3.4,,,,,,
05.04.2020 09:00,9.7,736.3,760.0,-0.8,65,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,3.3,,,,,,
05.04.2020 08:00,7.8,736.8,760.6,-0.4,71,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,2.8,,,,,,
05.04.2020 07:00,5.9,737.0,761.0,-0.3,77,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,2.2,,,,,,
05.04.2020 06:00,5.2,737.1,761.2,-0.8,77,Wind blowing from the south-southeast,3,,,, ,,,4.9,,,,2500 or more or no clouds.,,,18.0,1.5,No precipitation,12,,,,
05.04.2020 05:00,5.5,737.2,761.2,-1.4,73,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,1.0,,,,,,
05.04.2020 04:00,6.7,737.3,761.2,-1.6,65,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,0.5,,,,,,
05.04.2020 03:00,6.8,737.9,761.8,-1.1,61,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-0.2,,,,,,
05.04.2020 02:00,7.5,738.6,762.5,-0.4,58,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-0.2,,,,,,
05.04.2020 01:00,8.3,738.9,762.7,-0.3,57,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.1,,,,,,
05.04.2020 00:00,14.2,730.5,753.6,-8.7,58,Wind blowing from the south,6,11,,, ,,,,,,,1500-2000,,,40.0,5.9,No precipitation,6,,,,
04.04.2020 23:00,8.2,739.0,762.9,-0.1,66,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.1,,,,,,
04.04.2020 22:00,8.2,739.2,763.0,0.3,74,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.8,,,,,,
04.04.2020 21:00,8.7,739.2,763.0,0.3,76,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,4.7,,,,,,
04.04.2020 20:00,9.0,739.1,762.9,0.3,77,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,5.1,,,,,,
04.04.2020 19:00,9.7,738.9,762.6,-0.2,72,Wind blowing from the south-southeast,3,,,, ,,,,,,,1500-2000,,,21.0,4.9,,,,,,
04.04.2020 18:00,10.9,738.9,762.5,-0.5,66,Wind blowing from the south,3,,,, ,,,,11.4,,,1500-2000,,,28.0,4.8,No precipitation,12,,,,
04.04.2020 17:00,11.1,738.8,762.4,-0.8,65,Wind blowing from the south,4,,,, ,,,,,,,1000-1500,,,29.0,4.7,,,,,,
04.04.2020 16:00,10.9,739.1,762.7,-0.5,68,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,21.0,5.2,,,,,,
04.04.2020 15:00,10.1,739.4,763.1,-0.3,67,Wind blowing from the south-southwest,5,,,, ,,,,,,,1000-1500,,,29.0,4.2,,,,,,
04.04.2020 14:00,10.1,739.6,763.3,-0.4,62,Wind blowing from the south-southwest,5,,,, ,,,,,,,1500-2000,,,30.0,3.1,,,,,,
04.04.2020 13:00,10.6,739.6,763.3,-0.5,57,Wind blowing from the south-southwest,5,,,, ,,,,,,,1000-1500,,,45.0,2.4,,,,,,
04.04.2020 12:00,10.4,739.7,763.3,-0.2,60,Wind blowing from the south-southwest,4,,,, ,,,,,,,600-1000,,,20.0,2.9,No precipitation,6,,,,
04.04.2020 11:00,8.8,740.0,763.9,0.2,71,Wind blowing from the south-west,4,,,, ,,,,,,,600-1000,,,45.0,3.7,,,,,,
04.04.2020 10:00,8.1,740.1,764.0,0.5,75,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,40.0,3.9,,,,,,
04.04.2020 09:00,7.1,739.9,763.9,0.5,84,Wind blowing from the south-southwest,4,,,, ,,,,,,,1500-2000,,,45.0,4.5,,,,,,
04.04.2020 08:00,6.6,739.8,763.8,0.6,86,Wind blowing from the south-southwest,4,,,, ,,,,,,,1500-2000,,,40.0,4.4,,,,,,
04.04.2020 07:00,4.9,739.6,763.7,0.4,92,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.7,,,,,,
04.04.2020 06:00,3.3,739.4,763.7,0.3,93,Wind blowing from the south-southwest,3,,,, ,,,3.2,,,,2500 or more or no clouds.,,,35.0,2.3,Trace of precipitation,12,,,,
04.04.2020 05:00,3.8,739.2,763.4,-0.1,94,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.9,,,,,,
04.04.2020 04:00,4.2,739.2,763.4,0.0,91,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,2.9,,,,,,
04.04.2020 03:00,5.6,739.1,763.2,0.1,87,Wind blowing from the south-west,5,,,, ,,,,,,,1500-2000,,,50.0,3.5,,,,,,
04.04.2020 02:00,5.6,739.3,763.5,0.3,88,Wind blowing from the south-west,5,,,, ,,,,,,,1500-2000,,,45.0,3.7,,,,,,
04.04.2020 01:00,5.9,739.2,763.3,0.5,86,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,3.7,,,,,,
04.04.2020 00:00,7.7,739.0,762.9,0.3,62,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.8,No precipitation,6,,,,
03.04.2020 23:00,6.3,739.0,763.0,0.3,74,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,35.0,2.0,,,,,,
03.04.2020 22:00,6.4,738.7,762.7,0.1,75,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,1000-1500,,,50.0,2.3,,,,,,
03.04.2020 21:00,6.5,738.7,762.7,0.3,72,Wind blowing from the west-southwest,5,,,, ,,,,,,,2000-2500,,,50.0,1.8,,,,,,
03.04.2020 20:00,6.0,738.7,762.7,0.2,76,Wind blowing from the west-southwest,5,,,, ,,,,,,,2000-2500,,,45.0,2.0,,,,,,
03.04.2020 19:00,5.8,738.6,762.7,0.2,78,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.3,,,,,,
03.04.2020 18:00,6.5,738.4,762.4,0.2,72,Wind blowing from the west,3,,,, ,,,,9.3,,,2500 or more or no clouds.,,,45.0,1.7,Trace of precipitation,12,,,,
03.04.2020 17:00,7.4,738.5,762.4,0.4,69,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,40.0,2.1,,,,,,
03.04.2020 16:00,8.1,738.4,762.3,0.0,69,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,40.0,2.7,,,,,,
03.04.2020 15:00,8.2,738.2,762.1,-0.2,63,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,30.0,1.6,,,,,,
03.04.2020 14:00,8.9,738.1,761.9,-0.3,66,Wind blowing from the west,5,11,,, ,,,,,,,2000-2500,,,22.0,2.8,,,,,,
03.04.2020 13:00,6.9,738.4,762.4,0.3,74,Wind blowing from the west,4,9,,, ,,,,,,,600-1000,,,16.0,2.6,,,,,,
03.04.2020 12:00,6.7,738.4,762.4,0.5,71,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,21.0,1.7,Trace of precipitation,6,,,,
03.04.2020 11:00,6.5,738.4,762.3,0.8,83,Wind blowing from the west,4,,,,Rain (not freezing). ,,,,,,,1000-1500,,,15.0,3.7,,,,,,
03.04.2020 10:00,6.5,738.1,762.1,0.6,74,Wind blowing from the west,4,,,, ,,,,,,,1500-2000,,,20.0,2.2,,,,,,
03.04.2020 09:00,5.3,737.9,762.0,0.6,84,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,20.0,2.8,,,,,,
03.04.2020 08:00,4.1,737.6,761.8,0.4,92,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,11.0,2.9,,,,,,
03.04.2020 07:00,2.9,737.5,761.7,0.6,93,Wind blowing from the west-northwest,4,,,,Rain (not freezing). ,,,,,,,300-600,,,19.0,1.9,,,,,,
03.04.2020 06:00,2.5,737.3,761.6,0.5,93,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain slight. ,,,2.5,,,,300-600,,,9.0,1.4,0.2,12,,,,
03.04.2020 05:00,2.8,737.2,761.5,0.4,89,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,18.0,1.1,,,,,,
03.04.2020 04:00,3.1,736.9,761.2,0.3,86,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,21.0,1.0,,,,,,
03.04.2020 03:00,3.4,736.8,761.0,0.1,82,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,17.0,0.6,,,,,,
03.04.2020 02:00,3.1,736.8,761.0,0.4,81,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,19.0,0.1,,,,,,
03.04.2020 01:00,3.2,736.6,760.9,0.1,83,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,15.0,0.6,,,,,,
03.04.2020 00:00,6.0,739.0,763.0,2.7,82,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,1000-1500,,,45.0,3.1,Trace of precipitation,6,,,,
02.04.2020 23:00,4.0,736.4,760.6,0.5,78,Wind blowing from the west-northwest,6,,,, ,,,,,,,1000-1500,,,16.0,0.4,,,,,,
02.04.2020 22:00,4.2,736.5,760.6,0.7,79,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,13.0,0.8,,,,,,
02.04.2020 21:00,4.5,736.3,760.4,0.6,78,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,12.0,0.9,,,,,,
02.04.2020 20:00,4.7,735.9,760.0,0.5,72,Wind blowing from the west,5,,,, ,,,,,,,1500-2000,,,16.0,0.0,,,,,,
02.04.2020 19:00,5.5,735.8,759.7,0.5,75,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,13.0,1.3,,,,,,
02.04.2020 18:00,6.8,735.7,759.6,0.6,70,Wind blowing from the west,3,,,, ,,,,10.0,,,1000-1500,,,20.0,1.7,Trace of precipitation,12,,,,
02.04.2020 17:00,7.5,735.4,759.2,0.1,69,Wind blowing from the west,5,,,, ,,,,,,,1000-1500,,,30.0,2.1,,,,,,
02.04.2020 16:00,7.7,735.3,759.1,0.6,73,Wind blowing from the west,5,11,13,, ,,,,,,,600-1000,,,26.0,3.1,,,,,,
02.04.2020 15:00,8.2,735.1,758.9,1.3,71,Wind blowing from the west,6,11,13,, ,,,,,,,600-1000,,,23.0,3.2,,,,,,
02.04.2020 14:00,8.4,735.3,759.0,1.4,69,Wind blowing from the west,5,,14,, ,,,,,,,600-1000,,,29.0,3.0,,,,,,
02.04.2020 13:00,9.7,734.7,758.3,-0.1,67,Wind blowing from the west,8,15,16,, ,,,,,,,1000-1500,,,22.0,3.9,,,,,,
02.04.2020 12:00,8.3,733.8,757.5,-1.1,82,Wind blowing from the west,7,12,16,, ,,,,,,,300-600,,,27.0,5.4,Trace of precipitation,6,,,,
02.04.2020 11:00,7.7,733.9,757.6,-1.7,91,Wind blowing from the west,8,14,15,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,8.0,6.3,,,,,,
