Local time in Aberdaron,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.03.2020 22:00,7.6,757.8,766.6,0.2,96,Wind blowing from the south,7,,,, ,,,,,,,2500 or more or no clouds.,,,5.0,7.0,,,,,,
24.03.2020 21:00,7.9,757.8,766.6,0.6,95,Wind blowing from the south,9,,,, ,,,,,,,600-1000,,,7.0,7.2,,,,,,
24.03.2020 20:00,7.9,757.8,766.6,0.8,95,Wind blowing from the south,9,,,, ,,,,,,,600-1000,,,7.0,7.2,,,,,,
24.03.2020 19:00,8.0,757.6,766.4,0.7,95,Wind blowing from the south-southwest,9,,,, ,,,,,,,600-1000,,,6.0,7.2,,,,,,
24.03.2020 18:00,8.5,757.2,766.0,0.0,92,Wind blowing from the south-southwest,10,,,, ,,,,11.4,,,2500 or more or no clouds.,,,8.0,7.3,No precipitation,12,,,,
24.03.2020 17:00,9.3,757.0,765.7,-0.4,90,Wind blowing from the south-southwest,11,,,, ,,,,,,,2500 or more or no clouds.,,,7.0,7.7,,,,,,
24.03.2020 16:00,9.8,756.9,765.6,-0.7,92,Wind blowing from the south-southwest,13,,,, ,,,,,,,300-600,,,5.0,8.5,,,,,,
24.03.2020 15:00,9.6,757.2,765.9,-0.7,92,Wind blowing from the south-southwest,10,,,, ,,,,,,,600-1000,,,5.0,8.3,,,,,,
24.03.2020 14:00,10.6,757.4,766.1,-0.6,87,Wind blowing from the south-southwest,8,,,, ,,,,,,,1000-1500,,,7.0,8.5,,,,,,
24.03.2020 13:00,10.4,757.6,766.3,-0.3,86,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,9.0,8.2,,,,,,
24.03.2020 12:00,10.6,757.9,766.6,-0.3,85,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,8.2,No precipitation,6,,,,
24.03.2020 11:00,9.5,758.0,766.8,-0.2,84,Wind blowing from the south,7,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,6.9,,,,,,
24.03.2020 10:00,8.6,757.9,766.7,-0.3,86,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,6.3,,,,,,
24.03.2020 09:00,8.0,758.2,767.0,0.0,84,Wind blowing from the south,8,,,, ,,,,,,,300-600,,,12.0,5.4,,,,,,
24.03.2020 08:00,7.2,758.2,767.0,0.2,84,Wind blowing from the south,7,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,4.7,,,,,,
24.03.2020 07:00,6.8,758.2,767.0,0.0,83,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,4.1,,,,,,
24.03.2020 06:00,6.5,758.2,767.0,0.0,80,Wind blowing from the south-southeast,6,,,, ,,,6.0,,,,2500 or more or no clouds.,,,19.0,3.2,No precipitation,12,,,,
24.03.2020 05:00,6.2,758.0,766.8,-0.5,80,Wind blowing from the south,7,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,2.9,,,,,,
24.03.2020 04:00,6.2,758.2,767.0,-0.6,74,Wind blowing from the south,8,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,1.8,,,,,,
24.03.2020 03:00,6.6,758.2,766.9,-0.9,73,Wind blowing from the south,8,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.1,,,,,,
24.03.2020 02:00,6.5,758.5,767.3,-0.7,80,Wind blowing from the south,7,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,3.2,,,,,,
24.03.2020 01:00,7.0,758.8,767.6,-0.6,84,Wind blowing from the south,6,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,4.4,,,,,,
24.03.2020 00:00,7.6,759.1,767.9,0.0,86,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,5.3,No precipitation,6,,,,
23.03.2020 23:00,8.5,759.2,768.0,0.1,72,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,3.6,,,,,,
23.03.2020 22:00,6.7,759.4,768.2,0.8,76,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,2.7,,,,,,
23.03.2020 21:00,6.8,759.1,768.0,0.4,83,Wind blowing from the south-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,4.0,,,,,,
23.03.2020 20:00,7.0,759.1,767.9,0.3,71,Wind blowing from the south-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.0,,,,,,
23.03.2020 19:00,7.3,758.6,767.5,-0.5,77,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,3.4,,,,,,
23.03.2020 18:00,8.3,758.7,767.5,-0.5,63,Wind blowing from the south-southeast,3,,,, ,,,,10.5,,,2500 or more or no clouds.,,,30.0,1.7,No precipitation,12,,,,
23.03.2020 17:00,9.1,758.8,767.6,-0.9,61,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.9,,,,,,
23.03.2020 16:00,10.0,759.1,767.8,-0.8,56,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.6,,,,,,
23.03.2020 15:00,9.9,759.2,768.0,-0.8,56,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,1.5,,,,,,
23.03.2020 14:00,9.5,759.7,768.5,-0.4,67,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.7,,,,,,
23.03.2020 13:00,8.3,759.9,768.7,-0.3,67,Wind blowing from the south-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.5,,,,,,
23.03.2020 12:00,7.7,760.0,768.8,-0.1,69,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.3,No precipitation,6,,,,
23.03.2020 11:00,7.4,760.1,768.9,-0.2,66,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.4,,,,,,
23.03.2020 10:00,7.0,760.2,769.0,-0.3,70,Wind blowing from the south-east,8,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.9,,,,,,
23.03.2020 09:00,6.7,760.1,769.0,0.1,70,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.6,,,,,,
23.03.2020 08:00,6.5,760.3,769.1,-0.1,69,Wind blowing from the south-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.2,,,,,,
23.03.2020 07:00,6.1,760.5,769.3,0.1,69,Wind blowing from the south-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,0.8,,,,,,
23.03.2020 06:00,6.1,760.0,768.9,-0.6,70,Wind blowing from the south-east,6,,,, ,,,4.6,,,,2500 or more or no clouds.,,,35.0,0.9,No precipitation,12,,,,
23.03.2020 05:00,6.1,760.4,769.3,0.1,68,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,0.5,,,,,,
23.03.2020 04:00,5.8,760.4,769.3,-0.5,72,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.1,,,,,,
23.03.2020 03:00,6.0,760.6,769.4,-0.3,71,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.0,,,,,,
23.03.2020 02:00,6.0,760.3,769.3,-0.6,74,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.7,,,,,,
23.03.2020 01:00,6.2,760.9,769.8,-0.2,72,Wind blowing from the south-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.5,,,,,,
23.03.2020 00:00,7.6,759.1,767.9,-2.1,86,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,5.3,No precipitation,6,,,,
22.03.2020 23:00,7.4,760.9,769.8,-0.3,68,Wind blowing from the south-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.9,,,,,,
22.03.2020 22:00,7.5,761.1,769.9,-0.1,71,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.6,,,,,,
22.03.2020 21:00,7.2,761.2,770.0,0.0,76,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,3.2,,,,,,
22.03.2020 20:00,4.7,761.2,770.2,0.0,87,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,2.7,,,,,,
22.03.2020 19:00,5.6,761.2,770.2,-0.1,84,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,3.1,,,,,,
22.03.2020 18:00,6.8,761.2,770.0,-0.4,79,Wind blowing from the north-northeast,4,,,, ,,,,10.0,,,2500 or more or no clouds.,,,22.0,3.4,No precipitation,12,,,,
22.03.2020 17:00,7.7,761.2,770.1,-0.6,74,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,3.4,,,,,,
22.03.2020 16:00,8.0,761.3,770.2,-0.8,64,Wind blowing from the north,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.5,,,,,,
22.03.2020 15:00,9.6,761.6,770.4,-0.9,59,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,2.0,,,,,,
22.03.2020 14:00,8.6,761.8,770.7,-1.0,58,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,0.8,,,,,,
22.03.2020 13:00,8.4,762.1,771.0,-0.6,60,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.1,,,,,,
22.03.2020 12:00,7.2,762.5,771.4,,63,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,0.6,No precipitation,6,,,,
22.03.2020 11:00,6.7,762.8,771.7,0.5,67,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,1.0,,,,,,
22.03.2020 10:00,6.5,762.7,771.7,0.6,70,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,1.4,,,,,,
22.03.2020 09:00,6.2,762.5,771.4,0.4,73,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,1.7,,,,,,
22.03.2020 08:00,5.4,762.3,771.2,0.5,75,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,1.3,,,,,,
22.03.2020 07:00,5.1,762.1,771.0,0.4,76,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,1.1,,,,,,
22.03.2020 06:00,4.4,762.1,771.0,0.6,82,Wind blowing from the east,6,,,, ,,,4.4,,,,2500 or more or no clouds.,,,21.0,1.6,No precipitation,12,,,,
22.03.2020 05:00,4.6,761.8,770.7,0.3,82,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,1.7,,,,,,
22.03.2020 04:00,4.6,761.7,770.6,0.2,79,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,1.3,,,,,,
22.03.2020 03:00,4.9,761.5,770.5,0.2,76,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,0.9,,,,,,
22.03.2020 02:00,4.9,761.5,770.4,0.6,74,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,0.6,,,,,,
22.03.2020 01:00,4.7,761.5,770.5,0.9,67,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-0.9,,,,,,
22.03.2020 00:00,6.7,760.9,769.9,0.5,70,Wind blowing from the south-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.6,No precipitation,6,,,,
21.03.2020 23:00,5.7,760.9,769.9,0.6,56,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,-2.4,,,,,,
21.03.2020 22:00,6.3,760.6,769.5,0.7,56,Wind blowing from the east-southeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,-2.0,,,,,,
21.03.2020 21:00,6.9,760.4,769.3,1.0,56,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,-1.3,,,,,,
21.03.2020 20:00,7.3,760.3,769.1,1.2,58,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,-0.4,,,,,,
21.03.2020 19:00,7.6,759.9,768.7,0.7,61,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,0.5,,,,,,
21.03.2020 18:00,7.8,759.4,768.1,0.1,61,Wind blowing from the east-southeast,7,,,, ,,,,8.8,,,2500 or more or no clouds.,,,65.0,0.6,No precipitation,12,,,,
21.03.2020 17:00,8.1,759.1,768.0,-0.3,66,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.1,,,,,,
21.03.2020 16:00,8.3,759.2,768.1,-0.5,68,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.7,,,,,,
21.03.2020 15:00,8.8,759.3,768.1,-0.9,62,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,1.9,,,,,,
21.03.2020 14:00,8.5,759.4,768.3,-1.2,56,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,0.2,,,,,,
21.03.2020 13:00,8.2,759.7,768.5,-1.5,61,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,1.0,,,,,,
21.03.2020 12:00,8.0,760.2,769.0,-1.0,61,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,0.9,No precipitation,6,,,,
21.03.2020 11:00,6.3,760.6,769.5,-0.9,67,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,0.6,,,,,,
21.03.2020 10:00,5.6,761.2,770.2,-0.4,65,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,-0.5,,,,,,
21.03.2020 09:00,4.8,761.2,770.2,-0.4,70,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-0.3,,,,,,
21.03.2020 08:00,4.6,761.5,770.4,-0.2,73,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.1,,,,,,
21.03.2020 07:00,4.6,761.6,770.5,-0.2,77,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,0.9,,,,,,
21.03.2020 06:00,4.6,761.6,770.5,-0.5,74,Wind blowing from the east-southeast,8,,,, ,,,4.5,,,,2500 or more or no clouds.,,,50.0,0.3,No precipitation,12,,,,
21.03.2020 05:00,4.8,761.7,770.6,-1.1,74,Wind blowing from the east,10,,,, ,,,,,,,600-1000,,,50.0,0.5,,,,,,
21.03.2020 04:00,4.9,761.8,770.8,-1.3,76,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,1.0,,,,,,
21.03.2020 03:00,5.1,762.1,771.1,-1.5,75,Wind blowing from the east,10,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.9,,,,,,
21.03.2020 02:00,5.2,762.8,771.7,-1.0,74,Wind blowing from the east,10,,,, ,,,,,,,600-1000,,,50.0,0.8,,,,,,
21.03.2020 01:00,5.4,763.1,772.1,-1.1,74,Wind blowing from the east,10,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,1.0,,,,,,
21.03.2020 00:00,5.0,761.3,770.2,-2.9,62,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,-1.8,No precipitation,6,,,,
20.03.2020 23:00,5.2,763.8,772.8,-0.4,71,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.3,,,,,,
20.03.2020 22:00,5.6,764.2,773.1,0.1,69,Wind blowing from the east-northeast,10,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,0.2,,,,,,
20.03.2020 21:00,6.2,764.2,773.1,0.2,65,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,0.0,,,,,,
20.03.2020 20:00,6.7,764.2,773.2,0.2,61,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,-0.3,,,,,,
20.03.2020 19:00,7.0,764.1,773.0,0.0,59,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,-0.5,,,,,,
20.03.2020 18:00,7.5,764.0,772.9,-0.5,62,Wind blowing from the east-northeast,7,,,, ,,,,9.0,,,2500 or more or no clouds.,,,60.0,0.6,No precipitation,12,,,,
20.03.2020 17:00,8.0,764.0,772.9,-0.7,60,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,0.6,,,,,,
20.03.2020 16:00,8.2,764.1,772.9,-1.0,55,Wind blowing from the east-northeast,10,,,, ,,,,,,,1500-2000,,,71.0,-0.4,,,,,,
20.03.2020 15:00,8.1,764.5,773.3,-0.9,56,Wind blowing from the east-northeast,10,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,-0.3,,,,,,
20.03.2020 14:00,8.8,764.7,773.5,,58,Wind blowing from the east-northeast,10,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,0.8,,,,,,
20.03.2020 13:00,8.5,765.1,773.9,-0.4,62,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,70.0,1.6,,,,,,
20.03.2020 12:00,8.0,765.4,774.2,-0.1,64,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,1.5,No precipitation,6,,,,
20.03.2020 11:00,7.9,765.5,774.4,0.3,67,Wind blowing from the east-northeast,9,,,, ,,,,,,,600-1000,,,50.0,2.1,,,,,,
20.03.2020 10:00,7.2,765.5,774.4,0.6,73,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.6,,,,,,
20.03.2020 09:00,6.5,765.5,774.4,1.0,76,Wind blowing from the north-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,2.5,,,,,,
20.03.2020 08:00,5.2,765.2,774.1,0.8,89,Wind blowing from the north-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,3.5,,,,,,
20.03.2020 07:00,2.9,764.9,773.9,0.5,99,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,7.0,2.7,,,,,,
20.03.2020 06:00,3.1,764.5,773.5,0.2,98,Wind blowing from the north-northeast,5,,,, ,,,3.0,,,,2500 or more or no clouds.,,,8.0,2.8,No precipitation,12,,,,
20.03.2020 05:00,3.5,764.4,773.4,0.2,97,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,3.0,,,,,,
20.03.2020 04:00,4.0,764.4,773.4,0.2,95,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,3.3,,,,,,
20.03.2020 03:00,4.2,764.3,773.3,0.1,95,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,3.4,,,,,,
20.03.2020 02:00,4.9,764.2,773.2,-0.1,92,Wind blowing from the north-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,3.7,,,,,,
20.03.2020 01:00,5.5,764.2,773.1,-0.1,92,Wind blowing from the north-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,4.3,,,,,,
20.03.2020 00:00,5.5,763.6,772.6,-0.6,71,Wind blowing from the east,9,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,0.5,No precipitation,6,,,,
19.03.2020 23:00,5.3,764.3,773.2,0.1,91,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,4.0,,,,,,
19.03.2020 22:00,5.1,764.3,773.2,0.8,89,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,3.4,,,,,,
19.03.2020 21:00,4.9,764.2,773.2,1.0,90,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,3.3,,,,,,
19.03.2020 20:00,5.1,764.2,773.2,1.2,83,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,2.5,,,,,,
19.03.2020 19:00,5.3,763.5,772.5,0.5,77,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.5,,,,,,
19.03.2020 18:00,5.7,763.2,772.1,0.2,72,Wind blowing from the north-northeast,8,,,, ,,,,8.5,,,2500 or more or no clouds.,,,40.0,0.9,No precipitation,12,,,,
19.03.2020 17:00,6.4,763.0,771.9,-0.3,72,Wind blowing from the north-northeast,9,,,, ,,,,,,,1000-1500,,,40.0,1.7,,,,,,
19.03.2020 16:00,7.0,763.0,771.8,-0.4,68,Wind blowing from the north-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,1.5,,,,,,
19.03.2020 15:00,7.3,763.0,771.9,-0.4,75,Wind blowing from the north,9,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,3.2,,,,,,
19.03.2020 14:00,7.9,763.3,772.1,0.2,71,Wind blowing from the north,8,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,3.0,,,,,,
19.03.2020 13:00,7.5,763.4,772.3,0.1,68,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,2.0,,,,,,
19.03.2020 12:00,7.8,763.4,772.3,0.4,72,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,3.0,No precipitation,6,,,,
19.03.2020 11:00,6.6,763.1,772.0,0.5,74,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.2,,,,,,
19.03.2020 10:00,5.9,763.3,772.2,1.2,82,Wind blowing from the north-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,3.1,,,,,,
19.03.2020 09:00,5.6,763.0,771.9,,84,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,3.1,,,,,,
19.03.2020 08:00,4.7,762.6,771.5,0.8,88,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,2.9,,,,,,
19.03.2020 07:00,3.5,762.1,771.1,0.3,91,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,2.2,,,,,,
19.03.2020 06:00,4.2,762.0,771.0,0.3,90,Wind blowing from the north-east,5,,,, ,,,4.0,,,,2500 or more or no clouds.,,,35.0,2.7,No precipitation,12,,,,
19.03.2020 05:00,4.3,761.8,770.8,0.0,90,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,2.8,,,,,,
19.03.2020 04:00,4.3,761.8,770.8,-0.1,92,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,3.1,,,,,,
19.03.2020 03:00,4.8,761.7,770.6,-0.2,90,Wind blowing from the north-northeast,3,,,, ,,,,,,,600-1000,,,45.0,3.2,,,,,,
19.03.2020 02:00,5.3,761.8,770.8,0.0,85,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,3.0,,,,,,
19.03.2020 01:00,5.8,761.9,770.8,0.1,84,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,3.2,,,,,,
19.03.2020 00:00,5.8,761.9,770.8,0.4,81,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,2.7,No precipitation,6,,,,
18.03.2020 23:00,5.5,761.8,770.7,0.2,80,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,2.3,,,,,,
18.03.2020 22:00,5.5,761.8,770.7,0.6,92,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,4.3,,,,,,
18.03.2020 21:00,5.4,761.5,770.4,0.6,93,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,4.4,,,,,,
18.03.2020 20:00,5.8,761.6,770.5,1.0,93,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,30.0,4.7,,,,,,
18.03.2020 19:00,5.5,761.2,770.1,0.9,93,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,4.5,,,,,,
18.03.2020 18:00,5.6,760.9,769.9,0.5,93,Wind blowing from the west,3,,,, ,,,,6.6,,,2500 or more or no clouds.,,,40.0,4.5,4.0,12,,,,
18.03.2020 17:00,5.9,760.6,769.4,0.2,92,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,4.7,,,,,,
18.03.2020 16:00,6.0,760.3,769.2,-0.1,91,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,4.7,,,,,,
18.03.2020 15:00,6.4,760.4,769.3,0.0,90,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,4.9,,,,,,
18.03.2020 14:00,6.1,760.4,769.3,-0.2,91,Wind blowing from the south-west,2,,,, ,,,,,,,1500-2000,,,35.0,4.8,,,,,,
18.03.2020 13:00,5.8,760.4,769.3,0.1,95,Wind blowing from the south-west,2,,,, ,,,,,,,1500-2000,,,30.0,5.0,,,,,,
18.03.2020 12:00,5.5,760.4,769.3,0.4,98,Wind blowing from the south-west,1,,,, ,,,,,,,1000-1500,,,30.0,5.2,4.0,6,,,,
18.03.2020 11:00,5.0,760.6,769.5,1.0,99,Wind blowing from the west-northwest,1,,,, ,,,,,,,1000-1500,,,35.0,4.9,,,,,,
18.03.2020 10:00,4.9,760.3,769.3,1.3,100,Wind blowing from the north-northwest,2,,,, ,,,,,,,1500-2000,,,9.0,4.9,,,,,,
18.03.2020 09:00,4.4,760.0,768.9,1.4,100,Wind blowing from the north-northwest,4,,,, ,,,,,,,1000-1500,,,10.0,4.4,,,,,,
18.03.2020 08:00,5.0,759.6,768.4,1.2,100,Wind blowing from the north-northwest,4,,,, ,,,,,,,1000-1500,,,9.0,5.0,,,,,,
18.03.2020 07:00,5.0,759.0,767.9,0.8,100,Wind blowing from the north-northwest,4,,,, ,,,,,,,200-300,,,5.0,5.0,,,,,,
18.03.2020 06:00,5.4,758.6,767.5,1.0,100,Wind blowing from the north-northwest,6,,,, ,,,5.0,,,,200-300,,,5.0,5.4,8.0,12,,,,
18.03.2020 05:00,5.1,758.4,767.2,1.1,100,Wind blowing from the north-northwest,7,,,, ,,,,,,,1000-1500,,,7.0,5.1,,,,,,
18.03.2020 04:00,6.3,758.2,767.0,1.8,100,Wind blowing from the north-west,8,,,, ,,,,,,,100-200,,,3.3,6.3,,,,,,
18.03.2020 03:00,6.7,757.6,766.3,1.4,100,Wind blowing from the north-west,5,,,, ,,,,,,,50-100,,,4.0,6.7,,,,,,
18.03.2020 02:00,6.6,757.3,766.1,1.0,100,Wind blowing from the north-northwest,7,,,, ,,,,,,,50-100,,,5.0,6.6,,,,,,
18.03.2020 01:00,9.3,756.4,765.1,0.1,100,Wind blowing from the south-west,14,,,, ,,,,,,,Less than  50,,,0.9,9.3,,,,,,
18.03.2020 00:00,5.8,761.9,770.8,5.6,81,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,2.7,No precipitation,6,,,,
17.03.2020 23:00,9.1,756.3,765.0,-0.2,100,Wind blowing from the south-west,17,,,, ,,,,,,,50-100,,,0.7,9.1,,,,,,
