Local time in Sennybridge,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.03.2020 13:00,5.4,744.1,772.6,-0.3,70,Wind blowing from the east-northeast,7,13,13,, ,,,,,,,600-1000,,,35.0,0.4,,,,,,
20.03.2020 12:00,5.8,744.3,772.7,0.0,75,Wind blowing from the east-northeast,6,,13,, ,,,,,,,600-1000,,,40.0,1.6,No precipitation,6,,,,
20.03.2020 11:00,4.5,744.7,773.2,0.6,78,Wind blowing from the east-northeast,6,,,, ,,,,,,,300-600,,,40.0,1.0,,,,,,
20.03.2020 10:00,4.7,744.4,773.0,0.6,82,Wind blowing from the east-northeast,6,11,,, ,,,,,,,300-600,,,20.0,1.9,,,,,,
20.03.2020 09:00,3.5,744.3,773.0,0.8,84,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,26.0,1.0,,,,,,
20.03.2020 08:00,3.1,744.1,772.9,0.9,90,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,16.0,1.6,,,,,,
20.03.2020 07:00,2.5,743.8,772.6,0.5,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,11.0,0.9,,,,,,
20.03.2020 06:00,2.5,743.5,772.3,0.0,91,Wind blowing from the north-northeast,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,2.5,,,,2500 or more or no clouds.,,,8.0,1.2,1.0,12,,,,
20.03.2020 05:00,2.9,743.2,772.0,-0.1,92,Wind blowing from the north-east,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2000-2500,,,8.0,1.7,,,,,,
20.03.2020 04:00,2.6,743.3,772.1,-0.2,88,Wind blowing from the north-northeast,2,,,, ,,,,,,,1500-2000,,,16.0,0.8,,,,,,
20.03.2020 03:00,2.8,743.5,772.2,0.0,82,Wind blowing from the north-east,2,,,, ,,,,,,,1500-2000,,,40.0,0.0,,,,,,
20.03.2020 02:00,3.0,743.3,772.0,0.0,80,Wind blowing from the east-northeast,4,,,, ,,,,,,,1500-2000,,,30.0,-0.1,,,,,,
20.03.2020 01:00,3.1,743.5,772.2,0.0,86,Wind blowing from the east-northeast,5,,,,Rain (not freezing). ,,,,,,,1500-2000,,,15.0,1.0,,,,,,
20.03.2020 00:00,3.1,743.5,772.2,0.3,91,Wind blowing from the north-east,3,,,,Rain not freezing slight. ,,,,,,,300-600,,,10.0,1.8,1.0,6,,,,
19.03.2020 23:00,3.3,743.3,772.0,0.3,94,Wind blowing from the north-east,4,,,,Rain not freezing slight. ,,,,,,,300-600,,,8.0,2.4,,,,,,
19.03.2020 22:00,3.2,743.5,772.2,0.8,91,Wind blowing from the east-northeast,4,,,,Rain not freezing slight. ,,,,,,,600-1000,,,10.0,1.8,,,,,,
19.03.2020 21:00,3.5,743.2,771.9,0.9,89,Wind blowing from the north-east,3,,,,Rain not freezing moderate. ,,,,,,,600-1000,,,10.0,1.9,,,,,,
19.03.2020 20:00,3.7,743.0,771.7,0.7,89,Wind blowing from the east-northeast,3,,,,Rain not freezing slight. ,,,,,,,1000-1500,,,16.0,2.0,,,,,,
19.03.2020 19:00,3.9,742.7,771.3,0.5,86,Wind blowing from the north-east,3,,,,Rain (not freezing). ,,,,,,,1000-1500,,,27.0,1.8,,,,,,
19.03.2020 18:00,4.1,742.3,771.0,-0.1,87,Wind blowing from the east-northeast,3,,,, ,,,,4.6,,,300-600,,,24.0,2.1,3.0,12,,,,
19.03.2020 17:00,4.3,742.3,770.9,0.0,86,Wind blowing from the east-northeast,3,,,, ,,,,,,,600-1000,,,40.0,2.2,,,,,,
19.03.2020 16:00,4.4,742.2,770.8,-0.4,83,Wind blowing from the north-east,4,,,, ,,,,,,,600-1000,,,45.0,1.7,,,,,,
19.03.2020 15:00,4.3,742.4,771.0,-0.3,83,Wind blowing from the east-northeast,4,,,,Rain (not freezing). ,,,,,,,300-600,,,45.0,1.7,,,,,,
19.03.2020 14:00,4.0,742.3,771.0,-0.4,88,Wind blowing from the east-northeast,4,,,, ,,,,,,,300-600,,,30.0,2.1,,,,,,
19.03.2020 13:00,3.7,742.6,771.3,-0.3,87,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,50.0,1.7,,,,,,
19.03.2020 12:00,3.5,742.7,771.4,0.1,90,Wind blowing from the east-northeast,5,,,,Rain (not freezing). ,,,,,,,200-300,,,50.0,2.0,3.0,6,,,,
19.03.2020 11:00,3.1,742.7,771.4,0.6,95,Wind blowing from the north-east,3,,,,Rain not freezing slight. ,,,,,,,200-300,,,24.0,2.3,,,,,,
19.03.2020 10:00,2.3,742.9,771.6,1.2,97,Wind blowing from the north-east,3,,,,Rain not freezing moderate. ,,,,,,,100-200,,,21.0,1.8,,,,,,
19.03.2020 09:00,1.5,742.6,771.4,,98,Wind blowing from the north-east,3,,,,Rain (or drizzle) and snow slight. ,,,,,,,100-200,,,7.0,1.2,,,,,,
19.03.2020 08:00,1.2,742.1,771.0,0.7,99,Wind blowing from the north-northeast,3,,,,Snow moderate. ,,,,,,,100-200,,,6.0,1.0,,,,,,
19.03.2020 07:00,1.6,741.7,770.6,0.4,97,Wind blowing from the north-east,3,,,,Rain not freezing moderate. ,,,,,,,200-300,,,6.0,1.1,,,,,,
19.03.2020 06:00,2.0,741.5,770.3,0.2,96,Wind blowing from the north-east,3,,,,Rain not freezing moderate. ,,,2.0,,,,200-300,,,7.0,1.4,4.0,12,,,,
19.03.2020 05:00,2.5,741.4,770.2,0.0,96,Wind blowing from the north-east,3,,,,Rain not freezing moderate. ,,,,,,,200-300,,,5.0,1.9,,,,,,
19.03.2020 04:00,3.4,741.3,769.9,-0.2,92,Wind blowing from the east-northeast,3,,,,Rain not freezing moderate. ,,,,,,,300-600,,,8.0,2.2,,,,,,
19.03.2020 03:00,3.6,741.3,769.9,-0.1,90,Wind blowing from the east-northeast,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,600-1000,,,19.0,2.1,,,,,,
19.03.2020 02:00,3.9,741.4,769.9,0.1,95,Wind blowing from the north-east,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,600-1000,,,13.0,3.1,,,,,,
19.03.2020 01:00,4.1,741.5,770.1,0.1,99,Wind blowing from the north-northeast,3,,,,Mist. ,,,,,,,50-100,,,8.0,4.0,,,,,,
19.03.2020 00:00,4.2,741.4,769.9,0.2,95,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,18.0,3.4,1.0,6,,,,
18.03.2020 23:00,4.1,741.3,769.8,0.1,98,Wind blowing from the north-northeast,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,24.0,3.8,,,,,,
18.03.2020 22:00,4.6,741.4,769.9,0.6,99,Wind blowing from the north-east,3,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,6.0,4.5,,,,,,
18.03.2020 21:00,4.5,741.2,769.7,1.0,98,Wind blowing from the north,1,,,,Rain (not freezing). ,,,,,,,100-200,,,2.9,4.2,,,,,,
18.03.2020 20:00,5.0,741.2,769.6,1.2,97,Wind blowing from the north,1,,,,Rain (not freezing). ,,,,,,,200-300,,,27.0,4.6,,,,,,
18.03.2020 19:00,5.6,740.8,769.3,0.9,99,Wind blowing from the north-northwest,1,,,,Rain (not freezing). ,,,,,,,100-200,,,50.0,5.4,,,,,,
18.03.2020 18:00,5.6,740.2,768.5,0.3,98,Wind blowing from the north,1,,,,Rain not freezing slight. ,,,,8.5,,,100-200,,,6.0,5.3,8.0,12,,,,
18.03.2020 17:00,6.5,740.0,768.3,0.1,99,Wind blowing from the north,2,,,,Rain not freezing moderate. ,,,,,,,50-100,,,2.7,6.3,,,,,,
18.03.2020 16:00,6.4,739.9,768.2,-0.2,98,Wind blowing from the north-east,2,,,,Rain not freezing moderate. ,,,,,,,100-200,,,4.1,6.1,,,,,,
18.03.2020 15:00,6.8,739.9,768.1,-0.2,97,Wind blowing from the north-northeast,1,,,,Drizzle not freezing moderate. ,,,,,,,100-200,,,3.5,6.3,,,,,,
18.03.2020 14:00,6.8,739.9,768.1,-0.1,95,Wind blowing from the west-southwest,1,,,,Rain (not freezing). ,,,,,,,100-200,,,7.0,6.1,,,,,,
18.03.2020 13:00,6.1,740.1,768.4,0.5,97,Wind blowing from the west,1,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.3,5.6,,,,,,
18.03.2020 12:00,5.9,740.1,768.4,0.8,99,Wind blowing from the north-northwest,1,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,2.9,5.7,4.0,6,,,,
18.03.2020 11:00,5.5,740.0,768.4,1.1,97,Wind blowing from the north-northwest,2,,,,Rain (not freezing). ,,,,,,,50-100,,,5.0,5.1,,,,,,
18.03.2020 10:00,6.3,739.6,767.8,1.1,99,Wind blowing from the north,1,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,2.4,6.2,,,,,,
18.03.2020 09:00,6.2,739.3,767.6,0.8,100,Wind blowing from the north-northeast,3,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,1.9,6.2,,,,,,
18.03.2020 08:00,8.0,738.9,766.9,0.3,99,Wind blowing from the west-northwest,2,,,,Drizzle not freezing moderate. ,,,,,,,100-200,,,1.9,7.9,,,,,,
18.03.2020 07:00,8.4,738.5,766.5,-0.1,99,Wind blowing from the south-west,9,,13,,Drizzle and rain slight. ,,,,,,,100-200,,,3.1,8.3,,,,,,
18.03.2020 06:00,8.5,738.5,766.5,-0.2,99,Wind blowing from the south-west,9,,13,,Drizzle not freezing slight. ,,,8.4,,,,50-100,,,3.3,8.4,3.0,12,,,,
18.03.2020 05:00,8.6,738.6,766.6,-0.2,99,Wind blowing from the south-west,9,,14,,Drizzle not freezing heavy. ,,,,,,,100-200,,,3.5,8.4,,,,,,
18.03.2020 04:00,8.6,738.6,766.6,-0.1,99,Wind blowing from the west-southwest,9,14,14,,Drizzle not freezing slight. ,,,,,,,100-200,,,3.0,8.5,,,,,,
18.03.2020 03:00,8.7,738.7,766.6,-0.3,99,Wind blowing from the south-west,9,,15,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.9,8.6,,,,,,
18.03.2020 02:00,8.9,738.8,766.8,-0.5,98,Wind blowing from the west-southwest,9,,16,,Drizzle not freezing slight. ,,,,,,,100-200,,,3.4,8.6,,,,,,
18.03.2020 01:00,8.8,738.7,766.7,-0.8,99,Wind blowing from the south-west,11,16,16,,Rain not freezing moderate. ,,,,,,,50-100,,,3.1,8.6,,,,,,
18.03.2020 00:00,8.6,739.0,767.0,-0.9,99,Wind blowing from the south-west,11,,16,,Rain not freezing slight. ,,,,,,,50-100,,,4.1,8.5,1.0,6,,,,
17.03.2020 23:00,8.7,739.3,767.3,-0.6,99,Wind blowing from the south-west,10,17,17,,Rain not freezing slight. ,,,,,,,50-100,,,2.5,8.6,,,,,,
17.03.2020 22:00,8.8,739.5,767.5,-0.2,100,Wind blowing from the south-west,9,,15,,Drizzle not freezing slight. ,,,,,,,50-100,,,2.6,8.8,,,,,,
17.03.2020 21:00,8.5,739.9,767.8,0.5,100,Wind blowing from the south-west,11,,15,,Drizzle not freezing slight. ,,,,,,,50-100,,,2.6,8.5,,,,,,
17.03.2020 20:00,8.4,739.9,768.0,0.3,100,Wind blowing from the south-west,10,15,15,,Rain not freezing slight. ,,,,,,,50-100,,,1.7,8.4,,,,,,
17.03.2020 19:00,8.6,739.7,767.8,-0.5,100,Wind blowing from the south-west,9,14,16,,Drizzle not freezing slight. ,,,,,,,50-100,,,1.0,8.6,,,,,,
17.03.2020 18:00,8.8,739.4,767.4,-1.1,100,Wind blowing from the south-west,10,,16,,Rain shower(s) or intermittent rain slight. ,,,,9.3,,,50-100,,,5.0,8.8,5.0,12,,,,
17.03.2020 17:00,8.8,739.6,767.6,-1.2,100,Wind blowing from the south-west,10,,14,,Drizzle and rain slight. ,,,,,,,50-100,,,3.8,8.8,,,,,,
17.03.2020 16:00,8.9,740.2,768.1,-0.9,99,Wind blowing from the south-west,9,,14,,Drizzle not freezing slight. ,,,,,,,50-100,,,3.9,8.8,,,,,,
17.03.2020 15:00,9.1,740.5,768.5,-0.7,99,Wind blowing from the south-west,10,,13,,Drizzle and rain moderate or heavy. ,,,,,,,100-200,,,3.3,8.9,,,,,,
17.03.2020 14:00,9.3,740.8,768.7,-0.3,99,Wind blowing from the south-west,8,,13,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.9,9.1,,,,,,
17.03.2020 13:00,9.2,741.1,769.1,0.0,99,Wind blowing from the south-west,8,,,,Drizzle and rain slight. ,,,,,,,100-200,,,2.1,9.1,,,,,,
17.03.2020 12:00,9.0,741.2,769.3,0.4,99,Wind blowing from the south-west,7,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.7,8.9,2.0,6,,,,
17.03.2020 11:00,8.7,741.1,769.3,0.5,99,Wind blowing from the south-west,7,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,3.1,8.6,,,,,,
17.03.2020 10:00,8.3,741.1,769.1,0.8,99,Wind blowing from the south-west,8,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,3.0,8.2,,,,,,
17.03.2020 09:00,7.8,740.8,769.0,0.7,99,Wind blowing from the south-west,6,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,3.6,7.7,,,,,,
17.03.2020 08:00,7.5,740.6,768.8,0.7,99,Wind blowing from the south-west,6,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.9,7.4,,,,,,
17.03.2020 07:00,7.3,740.3,768.5,0.4,99,Wind blowing from the south-west,8,,,,Rain not freezing slight. ,,,,,,,100-200,,,3.6,7.1,,,,,,
17.03.2020 06:00,7.1,740.1,768.3,0.3,99,Wind blowing from the south-west,8,,,,Drizzle not freezing slight. ,,,4.8,,,,100-200,,,4.4,6.9,0.6,12,,,,
17.03.2020 05:00,6.8,739.9,768.1,-0.1,99,Wind blowing from the south-west,7,,13,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.8,6.6,,,,,,
17.03.2020 04:00,6.5,739.9,768.1,0.2,98,Wind blowing from the south-west,8,,,,Rain not freezing slight. ,,,,,,,100-200,,,7.0,6.2,,,,,,
17.03.2020 03:00,6.2,739.8,768.1,0.2,98,Wind blowing from the south-west,8,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,4.0,5.9,,,,,,
17.03.2020 02:00,5.9,740.0,768.3,0.3,97,Wind blowing from the south-west,8,,13,,Drizzle not freezing slight. ,,,,,,,100-200,,,5.0,5.5,,,,,,
17.03.2020 01:00,5.7,739.7,768.1,-0.1,96,Wind blowing from the south-west,9,,15,,Rain (not freezing). ,,,,,,,200-300,,,5.0,5.1,,,,,,
17.03.2020 00:00,8.6,739.0,767.0,-0.8,99,Wind blowing from the south-west,11,,16,,Rain not freezing slight. ,,,,,,,50-100,,,4.1,8.5,1.0,6,,,,
16.03.2020 23:00,5.9,739.7,768.1,0.2,87,Wind blowing from the west-southwest,9,,15,, ,,,,,,,300-600,,,21.0,3.9,,,,,,
16.03.2020 22:00,5.6,739.8,768.1,0.5,89,Wind blowing from the south-west,9,,13,, ,,,,,,,300-600,,,20.0,3.9,,,,,,
16.03.2020 21:00,5.3,739.8,768.1,0.6,88,Wind blowing from the south-west,8,,14,, ,,,,,,,300-600,,,20.0,3.4,,,,,,
16.03.2020 20:00,5.1,739.5,767.9,0.5,88,Wind blowing from the south-west,8,,13,, ,,,,,,,300-600,,,28.0,3.2,,,,,,
16.03.2020 19:00,4.9,739.3,767.6,0.4,88,Wind blowing from the south-west,8,,,, ,,,,,,,1000-1500,,,30.0,3.0,,,,,,
16.03.2020 18:00,5.0,739.2,767.5,0.3,82,Wind blowing from the south-west,6,,,, ,,,,7.9,,,600-1000,,,40.0,2.1,0.2,12,,,,
16.03.2020 17:00,6.2,739.0,767.2,0.0,73,Wind blowing from the south-west,8,,,, ,,,,,,,600-1000,,,27.0,1.7,,,,,,
16.03.2020 16:00,7.0,738.9,767.0,0.0,70,Wind blowing from the south-west,7,,,, ,,,,,,,600-1000,,,30.0,1.9,,,,,,
16.03.2020 15:00,6.7,738.9,767.1,0.2,72,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,18.0,2.0,,,,,,
16.03.2020 14:00,7.4,739.0,767.1,0.2,68,Wind blowing from the south-west,7,,,, ,,,,,,,1000-1500,,,45.0,1.8,,,,,,
16.03.2020 13:00,7.6,738.9,766.9,0.4,62,Wind blowing from the south-west,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,0.7,,,,,,
16.03.2020 12:00,6.8,738.7,766.9,0.8,72,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,24.0,2.1,0.2,6,,,,
16.03.2020 11:00,5.4,738.8,767.2,1.3,84,Wind blowing from the west,3,,,, ,,,,,,,300-600,,,30.0,2.9,,,,,,
16.03.2020 10:00,4.7,738.5,766.9,1.6,89,Wind blowing from the west-southwest,4,,,,Fog ,,,,,,,Less than  50,,,18.0,3.0,,,,,,
16.03.2020 09:00,2.1,737.9,766.6,1.5,100,Wind blowing from the south-southwest,2,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.3,2.1,,,,,,
16.03.2020 08:00,0.9,737.5,766.2,1.5,100,Wind blowing from the south,2,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.8,0.9,,,,,,
16.03.2020 07:00,0.2,736.9,765.7,1.4,100,Wind blowing from the south,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,100-200,,,0.5,0.2,,,,,,
16.03.2020 06:00,0.0,736.4,765.2,1.2,100,Wind blowing from the south,2,,,,Mist. ,,,-1.3,,,,50-100,,,5.0,0.0,Trace of precipitation,12,,,,
16.03.2020 05:00,-0.9,736.0,764.8,1.2,99,Wind blowing from the south-southeast,1,,,, ,,,,,,,600-1000,,,11.0,-1.1,,,,,,
16.03.2020 04:00,-0.1,735.5,764.3,1.3,99,Wind blowing from the west-northwest,1,,,, ,,,,,,,300-600,,,12.0,-0.3,,,,,,
16.03.2020 03:00,-0.3,735.2,764.0,1.5,99,Wind blowing from the south-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,-0.5,,,,,,
16.03.2020 02:00,0.9,734.8,763.4,1.6,99,Wind blowing from the south,1,,,, ,,,,,,,300-600,,,13.0,0.7,,,,,,
16.03.2020 01:00,0.2,734.2,762.8,1.6,96,Calm no wind,0,,,, ,,,,,,,300-600,,,17.0,-0.3,,,,,,
16.03.2020 00:00,6.0,739.6,767.9,7.5,88,Wind blowing from the south-west,9,14,14,, ,,,,,,,300-600,,,13.0,4.2,No precipitation,6,,,,
15.03.2020 23:00,2.6,733.2,761.6,1.7,95,Wind blowing from the north-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,1.8,,,,,,
15.03.2020 22:00,3.1,732.6,760.9,2.0,95,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,17.0,2.3,,,,,,
15.03.2020 21:00,3.5,732.1,760.3,2.4,93,Wind blowing from the north-northwest,2,,,, ,,,,,,,300-600,,,20.0,2.4,,,,,,
15.03.2020 20:00,3.5,731.5,759.7,2.8,94,Wind blowing from the south,1,,,, ,,,,,,,300-600,,,21.0,2.6,,,,,,
15.03.2020 19:00,3.8,730.6,758.8,2.7,91,Wind blowing from the north-west,1,,,,Rain (not freezing). ,,,,,,,300-600,,,23.0,2.5,,,,,,
15.03.2020 18:00,5.2,729.7,757.6,2.7,88,Wind blowing from the north-northwest,3,,,,Rain shower(s) or intermittent rain slight. ,,,,7.6,,,300-600,,,20.0,3.4,9.0,12,,,,
15.03.2020 17:00,6.0,728.7,756.6,2.0,88,Wind blowing from the north-west,2,,,,Rain (not freezing). ,,,,,,,600-1000,,,28.0,4.2,,,,,,
15.03.2020 16:00,6.0,727.9,755.8,1.8,91,Wind blowing from the north-west,2,,,,Rain (not freezing). ,,,,,,,300-600,,,50.0,4.6,,,,,,
15.03.2020 15:00,6.5,727.0,754.7,1.0,93,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,200-300,,,11.0,5.5,,,,,,
15.03.2020 14:00,4.9,726.7,754.6,0.9,96,Wind blowing from the south-west,4,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,600-1000,,,15.0,4.3,,,,,,
15.03.2020 13:00,7.4,726.1,753.7,0.6,88,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,300-600,,,23.0,5.6,,,,,,
15.03.2020 12:00,6.8,726.0,753.7,0.5,91,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,200-300,,,16.0,5.4,5.0,6,,,,
15.03.2020 11:00,6.2,725.8,753.5,0.9,91,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,300-600,,,29.0,4.9,,,,,,
15.03.2020 10:00,5.1,725.5,753.4,0.9,95,Wind blowing from the south-southwest,5,,,,Rain not freezing slight. ,,,,,,,600-1000,,,12.0,4.4,,,,,,
15.03.2020 09:00,5.0,725.5,753.4,0.9,95,Wind blowing from the west,3,9,,,Rain not freezing heavy. ,,,,,,,100-200,,,12.0,4.3,,,,,,
15.03.2020 08:00,5.3,724.9,752.7,0.0,96,Wind blowing from the south-west,5,,,,Rain not freezing moderate. ,,,,,,,200-300,,,11.0,4.7,,,,,,
15.03.2020 07:00,5.4,724.6,752.4,-0.2,98,Wind blowing from the west-southwest,5,,,,Rain not freezing moderate. ,,,,,,,100-200,,,8.0,5.1,,,,,,
15.03.2020 06:00,5.6,724.6,752.4,0.0,96,Wind blowing from the west-southwest,8,,,,Rain not freezing slight. ,,,5.5,,,,100-200,,,10.0,5.0,16.0,12,,,,
15.03.2020 05:00,5.8,724.9,752.6,-0.2,98,Wind blowing from the west-southwest,7,,13,,Rain not freezing moderate. ,,,,,,,100-200,,,8.0,5.5,,,,,,
15.03.2020 04:00,6.4,724.8,752.5,-0.9,95,Wind blowing from the west,7,15,19,,Rain not freezing moderate. ,,,,,,,100-200,,,3.8,5.6,,,,,,
15.03.2020 03:00,8.2,724.6,752.0,-1.8,94,Wind blowing from the south-southwest,13,19,19,,Rain not freezing moderate. ,,,,,,,300-600,,,8.0,7.3,,,,,,
15.03.2020 02:00,8.1,725.1,752.6,-1.8,95,Wind blowing from the south-west,11,,21,,Rain not freezing moderate. ,,,,,,,200-300,,,3.7,7.3,,,,,,
15.03.2020 01:00,8.0,725.7,753.2,-1.6,95,Wind blowing from the south-southwest,12,20,20,,Rain not freezing slight. ,,,,,,,200-300,,,7.0,7.3,,,,,,
15.03.2020 00:00,7.9,726.4,754.0,-1.5,96,Wind blowing from the south-west,11,,17,,Rain not freezing moderate. ,,,,,,,200-300,,,4.6,7.3,5.0,6,,,,
14.03.2020 23:00,8.0,726.9,754.5,-1.6,95,Wind blowing from the south-west,12,19,19,,Rain not freezing moderate. ,,,,,,,200-300,,,7.0,7.3,,,,,,
14.03.2020 22:00,8.0,727.3,754.9,-1.6,96,Wind blowing from the south-west,11,,17,,Rain not freezing slight. ,,,,,,,100-200,,,7.0,7.4,,,,,,
14.03.2020 21:00,8.0,727.9,755.6,-1.2,95,Wind blowing from the south-west,11,,16,,Drizzle not freezing slight. ,,,,,,,200-300,,,4.2,7.3,,,,,,
14.03.2020 20:00,7.9,728.5,756.1,-0.8,93,Wind blowing from the south-west,9,14,14,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,9.0,6.9,,,,,,
14.03.2020 19:00,7.8,728.9,756.6,-0.7,93,Wind blowing from the south-west,10,,17,, ,,,,,,,200-300,,,11.0,6.8,,,,,,
14.03.2020 18:00,7.9,729.1,756.8,-1.2,95,Wind blowing from the south-west,10,,16,,Rain (not freezing). ,,,,8.5,,,100-200,,,10.0,7.2,3.0,12,,,,
14.03.2020 17:00,7.6,729.3,757.0,-1.4,99,Wind blowing from the south-west,9,,14,,Rain not freezing moderate. ,,,,,,,100-200,,,5.0,7.4,,,,,,
14.03.2020 16:00,7.4,729.6,757.3,-1.8,98,Wind blowing from the south-west,9,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,5.0,7.1,,,,,,
14.03.2020 15:00,6.8,730.3,758.1,-0.9,98,Wind blowing from the south-west,7,,,,Mist. ,,,,,,,100-200,,,4.2,6.5,,,,,,
14.03.2020 14:00,7.6,730.7,758.5,-0.3,89,Wind blowing from the south-west,8,,,, ,,,,,,,300-600,,,30.0,5.9,,,,,,
14.03.2020 13:00,7.5,731.4,759.2,0.5,94,Wind blowing from the west-southwest,7,,,,Rain (not freezing). ,,,,,,,200-300,,,25.0,6.6,,,,,,
14.03.2020 12:00,7.5,731.2,758.9,0.1,94,Wind blowing from the west-southwest,5,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,200-300,,,5.0,6.6,1.0,6,,,,
14.03.2020 11:00,7.4,731.0,758.8,0.2,97,Wind blowing from the south-west,6,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,200-300,,,2.9,6.9,,,,,,
14.03.2020 10:00,7.3,730.9,758.7,0.3,94,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,,,,100-200,,,18.0,6.4,,,,,,
14.03.2020 09:00,6.8,731.1,758.9,0.6,97,Wind blowing from the west-southwest,4,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,3.3,6.4,,,,,,
14.03.2020 08:00,6.4,730.8,758.7,0.5,97,Wind blowing from the south-west,4,,,,Rain (not freezing). ,,,,,,,100-200,,,5.0,6.0,,,,,,
14.03.2020 07:00,6.3,730.6,758.5,0.3,99,Wind blowing from the south-west,4,,,,Rain not freezing slight. ,,,,,,,100-200,,,4.1,6.1,,,,,,
14.03.2020 06:00,6.0,730.5,758.5,-0.1,99,Wind blowing from the south-southwest,3,,,,Rain not freezing moderate. ,,,4.5,,,,100-200,,,3.8,5.9,6.0,12,,,,
14.03.2020 05:00,6.0,730.3,758.2,-0.6,99,Wind blowing from the south-southwest,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,50-100,,,6.0,5.9,,,,,,
14.03.2020 04:00,5.7,730.3,758.2,-0.7,99,Wind blowing from the west-southwest,2,,,,Rain (not freezing). ,,,,,,,50-100,,,3.5,5.6,,,,,,
14.03.2020 03:00,5.2,730.6,758.5,-0.7,99,Wind blowing from the south-west,1,,,,Rain (not freezing). ,,,,,,,200-300,,,3.9,5.0,,,,,,
14.03.2020 02:00,4.7,730.9,759.0,-1.1,98,Wind blowing from the east-northeast,1,,,,Rain not freezing slight. ,,,,,,,100-200,,,23.0,4.4,,,,,,
14.03.2020 01:00,4.7,731.0,759.1,-1.6,96,Wind blowing from the south-east,6,,,,Rain not freezing moderate. ,,,,,,,600-1000,,,4.3,4.1,,,,,,
14.03.2020 00:00,4.7,731.3,759.4,-1.9,93,Wind blowing from the south-east,8,,,,Rain not freezing slight. ,,,,,,,300-600,,,10.0,3.6,2.0,6,,,,
13.03.2020 23:00,4.7,732.0,760.1,-1.6,95,Wind blowing from the south-southeast,7,,,,Rain (not freezing). ,,,,,,,300-600,,,22.0,3.9,,,,,,
13.03.2020 22:00,4.6,732.6,760.8,-1.4,92,Wind blowing from the south-southeast,5,,,,Rain not freezing slight. ,,,,,,,300-600,,,17.0,3.4,,,,,,
13.03.2020 21:00,4.6,733.2,761.4,-1.1,91,Wind blowing from the south-southeast,7,,,,Rain not freezing slight. ,,,,,,,300-600,,,35.0,3.2,,,,,,
13.03.2020 20:00,4.7,733.6,761.8,-1.0,89,Wind blowing from the south-southeast,7,,,,Rain not freezing slight. ,,,,,,,1000-1500,,,20.0,3.0,,,,,,
