Local time in Lake Vyrnwy,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.04.2020 06:00,4.6,709.7,741.8,-0.4,89,Wind blowing from the south-southwest,10,,,, ,,,4.3,,,,300-600,,,40.0,3.0,3.0,12,,,,
30.04.2020 05:00,4.4,709.6,741.7,-0.7,87,Wind blowing from the south-southwest,11,,,, ,,,,,,,600-1000,,,50.0,2.4,,,,,,
30.04.2020 04:00,4.7,709.6,741.7,-1.1,83,Wind blowing from the south-southwest,9,,,, ,,,,,,,300-600,,,45.0,2.0,,,,,,
30.04.2020 03:00,4.5,710.1,742.2,-1.0,87,Wind blowing from the south-southwest,11,,,, ,,,,,,,300-600,,,29.0,2.5,,,,,,
30.04.2020 02:00,4.8,710.3,742.4,-1.1,87,Wind blowing from the south-southwest,8,,,, ,,,,,,,300-600,,,16.0,2.8,,,,,,
30.04.2020 01:00,4.8,710.7,742.8,-1.0,86,Wind blowing from the south,10,,,, ,,,,,,,300-600,,,55.0,2.7,,,,,,
30.04.2020 00:00,4.9,711.1,743.2,-1.0,92,Wind blowing from the south,7,,,, ,,,,,,,300-600,,,11.0,3.7,3.0,6,,,,
29.04.2020 23:00,4.6,711.4,743.5,-1.6,93,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,16.0,3.5,,,,,,
29.04.2020 22:00,5.4,711.7,743.8,-2.0,93,Wind blowing from the south,5,,,, ,,,,,,,1000-1500,,,45.0,4.4,,,,,,
29.04.2020 21:00,7.3,712.1,744.0,-2.2,77,Wind blowing from the east-southeast,5,,,, ,,,,,,,1000-1500,,,9.0,3.4,,,,,,
29.04.2020 20:00,7.9,713.0,744.9,-1.7,72,Wind blowing from the east-southeast,4,,,, ,,,,,,,1000-1500,,,40.0,3.1,,,,,,
29.04.2020 19:00,8.3,713.7,745.5,-1.3,66,Wind blowing from the south,4,,,, ,,,,,,,1000-1500,,,45.0,2.3,,,,,,
29.04.2020 18:00,9.1,714.3,746.0,-0.9,74,Wind blowing from the south-southwest,4,,,, ,,,,10.3,,,600-1000,,,30.0,4.6,3.0,12,,,,
29.04.2020 17:00,9.6,714.7,746.4,-0.9,67,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,40.0,3.8,,,,,,
29.04.2020 16:00,9.5,715.0,746.8,-0.6,62,Wind blowing from the south-west,10,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.5,,,,,,
29.04.2020 15:00,8.9,715.2,747.0,-0.6,68,Wind blowing from the south-west,9,,,, ,,,,,,,600-1000,,,70.0,3.3,,,,,,
29.04.2020 14:00,9.0,715.6,747.4,-0.7,78,Wind blowing from the south-west,6,,,, ,,,,,,,600-1000,,,45.0,5.3,,,,,,
29.04.2020 13:00,6.8,715.6,747.7,-1.4,97,Wind blowing from the south-southeast,4,,,, ,,,,,,,100-200,,,22.0,6.3,,,,,,
29.04.2020 12:00,5.3,715.8,748.0,-1.6,95,Wind blowing from the east-southeast,5,,,, ,,,,,,,100-200,,,12.0,4.6,3.0,6,,,,
29.04.2020 11:00,5.3,716.3,748.6,-1.7,95,Wind blowing from the east-southeast,5,,,, ,,,,,,,200-300,,,4.3,4.5,,,,,,
29.04.2020 10:00,6.1,717.0,749.2,-1.6,90,Wind blowing from the south-east,5,,,, ,,,,,,,300-600,,,9.0,4.6,,,,,,
29.04.2020 09:00,5.9,717.4,749.8,-1.5,92,Wind blowing from the east-southeast,4,,,, ,,,,,,,200-300,,,20.0,4.7,,,,,,
29.04.2020 08:00,5.2,718.0,750.4,-1.2,100,Wind blowing from the east-southeast,4,,,, ,,,,,,,100-200,,,12.0,5.2,,,,,,
29.04.2020 07:00,4.7,718.6,751.1,-1.2,100,Wind blowing from the south-east,4,,,, ,,,,,,,Less than  50,,,8.0,4.7,,,,,,
29.04.2020 06:00,4.6,718.9,751.5,-1.2,100,Wind blowing from the east-southeast,4,,,, ,,,4.3,,,,Less than  50,,,0.3,4.6,2.0,12,,,,
29.04.2020 05:00,4.6,719.2,751.8,-1.5,100,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,less than 0.1,4.6,,,,,,
29.04.2020 04:00,4.6,719.8,752.3,-1.2,100,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,0.1,4.6,,,,,,
29.04.2020 03:00,4.6,720.1,752.6,-1.2,100,Wind blowing from the east,4,,,, ,,,,,,,Less than  50,,,0.1,4.6,,,,,,
29.04.2020 02:00,4.5,720.7,753.2,-0.8,100,Wind blowing from the east-southeast,3,,,, ,,,,,,,Less than  50,,,0.6,4.5,,,,,,
29.04.2020 01:00,4.5,721.0,753.6,-0.6,99,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,0.1,4.4,,,,,,
29.04.2020 00:00,4.4,721.3,753.9,,100,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,1.2,4.4,1.0,6,,,,
28.04.2020 23:00,4.5,721.5,754.1,-0.3,99,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,2.3,4.4,,,,,,
28.04.2020 22:00,4.4,721.6,754.3,-0.2,99,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,0.4,4.3,,,,,,
28.04.2020 21:00,4.4,721.9,754.6,0.3,99,Wind blowing from the east,4,,,, ,,,,,,,Less than  50,,,4.4,4.3,,,,,,
28.04.2020 20:00,4.3,721.8,754.5,0.2,99,Wind blowing from the east-northeast,4,,,, ,,,,,,,50-100,,,10.0,4.1,,,,,,
28.04.2020 19:00,4.8,721.8,754.4,0.1,97,Wind blowing from the east-northeast,3,,,, ,,,,,,,100-200,,,6.0,4.4,,,,,,
28.04.2020 18:00,4.9,721.6,754.2,-0.2,97,Wind blowing from the east-northeast,4,,,, ,,,,5.9,,,100-200,,,8.0,4.4,6.0,12,,,,
28.04.2020 17:00,5.0,721.6,754.3,-0.2,94,Wind blowing from the east-northeast,4,,,, ,,,,,,,200-300,,,16.0,4.1,,,,,,
28.04.2020 16:00,5.1,721.7,754.3,0.0,93,Wind blowing from the east,5,,,, ,,,,,,,200-300,,,24.0,4.0,,,,,,
28.04.2020 15:00,5.5,721.8,754.3,0.2,93,Wind blowing from the east,4,,,, ,,,,,,,200-300,,,30.0,4.4,,,,,,
28.04.2020 14:00,5.4,721.8,754.3,0.2,93,Wind blowing from the east-southeast,5,,,, ,,,,,,,300-600,,,10.0,4.3,,,,,,
28.04.2020 13:00,5.5,721.7,754.3,-0.1,95,Wind blowing from the east-southeast,5,,,, ,,,,,,,100-200,,,6.0,4.8,,,,,,
28.04.2020 12:00,5.5,721.6,754.1,-0.2,96,Wind blowing from the east,4,,,, ,,,,,,,100-200,,,6.0,4.9,2.0,6,,,,
28.04.2020 11:00,5.3,721.6,754.2,-0.3,94,Wind blowing from the east,5,,,, ,,,,,,,200-300,,,13.0,4.4,,,,,,
28.04.2020 10:00,5.0,721.8,754.3,-0.1,95,Wind blowing from the east,4,,,, ,,,,,,,200-300,,,14.0,4.3,,,,,,
28.04.2020 09:00,5.1,721.8,754.4,0.0,94,Wind blowing from the east-southeast,4,,,, ,,,,,,,200-300,,,7.0,4.2,,,,,,
28.04.2020 08:00,5.1,721.9,754.5,0.3,97,Wind blowing from the east-northeast,4,,,, ,,,,,,,100-200,,,6.0,4.6,,,,,,
28.04.2020 07:00,5.2,721.9,754.4,0.0,95,Wind blowing from the east-northeast,6,,,, ,,,,,,,200-300,,,5.0,4.5,,,,,,
28.04.2020 06:00,5.6,721.8,754.3,-0.1,90,Wind blowing from the east-northeast,5,,,, ,,,5.6,,,,300-600,,,10.0,4.1,No precipitation,12,,,,
28.04.2020 05:00,6.1,721.6,754.1,-0.7,87,Wind blowing from the north-east,5,,,, ,,,,,,,600-1000,,,16.0,4.1,,,,,,
28.04.2020 04:00,6.5,721.9,754.3,-0.6,81,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,28.0,3.5,,,,,,
28.04.2020 03:00,6.7,721.9,754.3,-1.1,63,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,71.0,0.1,,,,,,
28.04.2020 02:00,7.2,722.3,754.7,-0.8,63,Wind blowing from the north-northeast,2,,,, ,,,,,,,600-1000,,,71.0,0.6,,,,,,
28.04.2020 01:00,6.9,722.5,754.9,-0.8,71,Wind blowing from the north-northeast,3,,,, ,,,,,,,600-1000,,,71.0,1.9,,,,,,
28.04.2020 00:00,4.4,721.3,753.9,-2.1,100,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,1.2,4.4,1.0,6,,,,
27.04.2020 23:00,7.7,723.1,755.5,-0.3,74,Wind blowing from the north,2,,,, ,,,,,,,1000-1500,,,65.0,3.4,,,,,,
27.04.2020 22:00,7.9,723.3,755.6,-0.1,79,Wind blowing from the north,2,,,, ,,,,,,,1000-1500,,,55.0,4.4,,,,,,
27.04.2020 21:00,8.5,723.4,755.6,0.1,76,Wind blowing from the north-northeast,1,,,, ,,,,,,,1000-1500,,,50.0,4.5,,,,,,
27.04.2020 20:00,8.7,723.4,755.5,0.0,75,Wind blowing from the east,1,,,, ,,,,,,,1000-1500,,,45.0,4.4,,,,,,
27.04.2020 19:00,8.9,723.4,755.6,-0.1,73,Wind blowing from the south,2,,,, ,,,,,,,600-1000,,,45.0,4.3,,,,,,
27.04.2020 18:00,9.4,723.3,755.4,-0.4,70,Wind blowing from the south-east,2,,,, ,,,,10.8,,,600-1000,,,50.0,4.1,No precipitation,12,,,,
27.04.2020 17:00,9.5,723.4,755.5,-0.4,69,Wind blowing from the east,3,,,, ,,,,,,,600-1000,,,55.0,4.0,,,,,,
27.04.2020 16:00,9.8,723.5,755.6,-0.6,67,Wind blowing from the south-east,2,,,, ,,,,,,,600-1000,,,70.0,4.0,,,,,,
27.04.2020 15:00,9.9,723.7,755.8,-0.5,66,Wind blowing from the east-northeast,3,,,, ,,,,,,,600-1000,,,65.0,3.8,,,,,,
27.04.2020 14:00,9.7,723.8,756.0,-0.5,62,Wind blowing from the east-southeast,2,,,, ,,,,,,,600-1000,,,71.0,2.8,,,,,,
27.04.2020 13:00,9.2,724.1,756.3,-0.2,66,Wind blowing from the south-east,2,,,, ,,,,,,,1000-1500,,,71.0,3.1,,,,,,
27.04.2020 12:00,9.2,724.2,756.4,-0.2,67,Wind blowing from the east-northeast,2,,,, ,,,,,,,1000-1500,,,70.0,3.4,No precipitation,6,,,,
27.04.2020 11:00,8.2,724.3,756.7,-0.1,67,Wind blowing from the north-east,1,,,, ,,,,,,,1000-1500,,,71.0,2.4,,,,,,
27.04.2020 10:00,7.6,724.3,756.7,0.0,75,Wind blowing from the north-northeast,3,,,, ,,,,,,,600-1000,,,71.0,3.4,,,,,,
27.04.2020 09:00,6.5,724.4,757.0,0.1,77,Wind blowing from the north-northeast,2,,,, ,,,,,,,600-1000,,,71.0,2.7,,,,,,
27.04.2020 08:00,6.3,724.4,757.0,0.3,77,Wind blowing from the north,3,,,, ,,,,,,,1000-1500,,,71.0,2.6,,,,,,
27.04.2020 07:00,6.2,724.3,756.8,0.1,75,Wind blowing from the north,3,,,, ,,,,,,,1000-1500,,,71.0,2.1,,,,,,
27.04.2020 06:00,6.0,724.3,757.0,0.0,78,Wind blowing from the north,4,,,, ,,,6.0,,,,600-1000,,,70.0,2.4,No precipitation,12,,,,
27.04.2020 05:00,6.3,724.1,756.7,-0.6,72,Wind blowing from the north-northeast,2,,,, ,,,,,,,600-1000,,,71.0,1.5,,,,,,
27.04.2020 04:00,6.6,724.2,756.7,-0.7,74,Wind blowing from the north,3,,,, ,,,,,,,600-1000,,,70.0,2.3,,,,,,
27.04.2020 03:00,6.8,724.3,756.8,-0.7,72,Wind blowing from the north,2,,,, ,,,,,,,300-600,,,71.0,2.0,,,,,,
27.04.2020 02:00,6.9,724.7,757.2,-0.4,72,Wind blowing from the north,2,,,, ,,,,,,,300-600,,,71.0,2.2,,,,,,
27.04.2020 01:00,6.9,724.9,757.3,-0.3,76,Wind blowing from the north-northwest,3,,,, ,,,,,,,300-600,,,55.0,2.9,,,,,,
27.04.2020 00:00,7.5,725.0,757.5,-0.2,84,Wind blowing from the north-northwest,3,,,, ,,,,,,,300-600,,,20.0,5.0,No precipitation,6,,,,
26.04.2020 23:00,7.5,725.1,757.5,-0.1,91,Wind blowing from the north,3,,,, ,,,,,,,50-100,,,10.0,6.1,,,,,,
26.04.2020 22:00,8.4,725.2,757.5,0.0,95,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,2.0,7.6,,,,,,
26.04.2020 21:00,9.8,725.2,757.4,0.0,80,Wind blowing from the north-northwest,2,,,, ,,,,,,,1500-2000,,,15.0,6.4,,,,,,
26.04.2020 20:00,10.1,725.2,757.3,0.0,75,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,5.9,,,,,,
26.04.2020 19:00,12.2,725.2,757.0,-0.1,68,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,6.5,,,,,,
26.04.2020 18:00,13.4,725.2,757.0,-0.4,66,Wind blowing from the west-southwest,4,,,, ,,,,17.1,,,1000-1500,,,17.0,7.1,No precipitation,12,,,,
26.04.2020 17:00,14.2,725.2,756.9,-0.6,62,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,19.0,6.9,,,,,,
26.04.2020 16:00,14.8,725.3,757.0,-0.8,58,Wind blowing from the west,6,,,, ,,,,,,,1000-1500,,,21.0,6.6,,,,,,
26.04.2020 15:00,15.2,725.6,757.2,,57,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,21.0,6.6,,,,,,
26.04.2020 14:00,16.1,725.8,757.3,-1.0,57,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,21.0,7.4,,,,,,
26.04.2020 13:00,16.0,726.1,757.6,-0.8,59,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,20.0,8.0,,,,,,
26.04.2020 12:00,15.8,726.4,757.9,-0.6,62,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,19.0,8.4,No precipitation,6,,,,
26.04.2020 11:00,15.4,726.8,758.5,-0.2,68,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,18.0,9.4,,,,,,
26.04.2020 10:00,14.2,726.9,758.7,0.1,63,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,17.0,7.1,,,,,,
26.04.2020 09:00,13.5,727.0,758.8,0.2,71,Wind blowing from the south-southeast,1,,,, ,,,,,,,1000-1500,,,15.0,8.2,,,,,,
26.04.2020 08:00,12.3,727.0,758.9,0.3,75,Wind blowing from the east,1,,,, ,,,,,,,2500 or more or no clouds.,,,15.0,8.0,,,,,,
26.04.2020 07:00,9.8,726.8,759.1,-0.2,81,Wind blowing from the north-northwest,1,,,, ,,,,,,,1500-2000,,,13.0,6.7,,,,,,
26.04.2020 06:00,9.5,726.8,759.1,-0.5,82,Wind blowing from the north-northwest,2,,,, ,,,8.3,,,,1000-1500,,,14.0,6.6,No precipitation,12,,,,
26.04.2020 05:00,9.4,726.7,759.1,-0.8,79,Wind blowing from the west-northwest,1,,,, ,,,,,,,1500-2000,,,15.0,5.9,,,,,,
26.04.2020 04:00,8.8,727.0,759.4,-0.6,84,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,14.0,6.3,,,,,,
26.04.2020 03:00,8.8,727.3,759.7,-0.4,84,Wind blowing from the north-northwest,3,,,, ,,,,,,,1000-1500,,,13.0,6.3,,,,,,
26.04.2020 02:00,9.7,727.5,759.8,-0.3,85,Wind blowing from the north-northwest,2,,,, ,,,,,,,1000-1500,,,15.0,7.2,,,,,,
26.04.2020 01:00,10.0,727.6,759.9,-0.3,83,Wind blowing from the north-northwest,2,,,, ,,,,,,,1500-2000,,,15.0,7.2,,,,,,
26.04.2020 00:00,7.5,725.0,757.5,-2.9,84,Wind blowing from the north-northwest,3,,,, ,,,,,,,300-600,,,20.0,5.0,No precipitation,6,,,,
25.04.2020 23:00,11.7,727.8,759.9,0.1,76,Wind blowing from the north-west,2,,,, ,,,,,,,1500-2000,,,19.0,7.6,,,,,,
25.04.2020 22:00,11.3,727.9,760.0,0.4,80,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,8.0,,,,,,
25.04.2020 21:00,12.4,727.9,759.9,0.3,75,Wind blowing from the north,1,,,, ,,,,,,,1000-1500,,,21.0,8.1,,,,,,
25.04.2020 20:00,13.1,727.7,759.6,-0.1,73,Wind blowing from the north-west,2,,,, ,,,,,,,1000-1500,,,20.0,8.4,,,,,,
25.04.2020 19:00,13.9,727.5,759.3,-0.2,69,Wind blowing from the north,1,,,, ,,,,,,,1500-2000,,,15.0,8.2,,,,,,
25.04.2020 18:00,14.3,727.6,759.3,-0.6,69,Wind blowing from the north-northeast,1,,,, ,,,,15.8,,,1000-1500,,,14.0,8.7,No precipitation,12,,,,
25.04.2020 17:00,14.9,727.8,759.4,-0.7,64,Wind blowing from the north-northwest,1,,,, ,,,,,,,1000-1500,,,21.0,8.2,,,,,,
25.04.2020 16:00,15.1,727.7,759.4,-1.0,62,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,7.9,,,,,,
25.04.2020 15:00,15.5,728.2,759.8,-0.7,60,Wind blowing from the south-west,1,,,, ,,,,,,,1500-2000,,,16.0,7.8,,,,,,
25.04.2020 14:00,14.9,728.5,760.2,-0.5,65,Wind blowing from the south-east,2,,,, ,,,,,,,1500-2000,,,12.0,8.3,,,,,,
25.04.2020 13:00,14.1,728.7,760.6,-0.3,62,Wind blowing from the south-southeast,3,,,, ,,,,,,,1500-2000,,,16.0,6.9,,,,,,
25.04.2020 12:00,12.6,728.9,760.9,-0.2,67,Wind blowing from the south,3,,,, ,,,,,,,1000-1500,,,18.0,6.6,No precipitation,6,,,,
25.04.2020 11:00,11.7,729.0,761.1,0.0,69,Wind blowing from the east,3,,,, ,,,,,,,1000-1500,,,21.0,6.1,,,,,,
25.04.2020 10:00,11.2,729.0,761.2,0.2,69,Wind blowing from the east,2,,,, ,,,,,,,1000-1500,,,27.0,5.6,,,,,,
25.04.2020 09:00,9.6,729.1,761.4,0.4,70,Wind blowing from the south-southeast,1,,,, ,,,,,,,1000-1500,,,30.0,4.4,,,,,,
25.04.2020 08:00,9.8,729.0,761.3,0.3,69,Wind blowing from the east-northeast,1,,,, ,,,,,,,1000-1500,,,35.0,4.4,,,,,,
25.04.2020 07:00,8.1,728.8,761.3,0.1,75,Wind blowing from the east-northeast,1,,,, ,,,,,,,1000-1500,,,35.0,3.8,,,,,,
25.04.2020 06:00,8.2,728.7,761.2,-0.2,73,Wind blowing from the south,1,,,, ,,,8.0,,,,1500-2000,,,35.0,3.5,No precipitation,12,,,,
25.04.2020 05:00,9.3,728.7,761.1,-0.4,64,Wind blowing from the north-east,1,,,, ,,,,,,,1500-2000,,,40.0,2.7,,,,,,
25.04.2020 04:00,9.2,728.7,761.1,-0.5,65,Wind blowing from the east-northeast,1,,,, ,,,,,,,1000-1500,,,35.0,2.9,,,,,,
25.04.2020 03:00,9.2,728.9,761.3,-0.4,67,Wind blowing from the east-northeast,1,,,, ,,,,,,,1500-2000,,,30.0,3.4,,,,,,
25.04.2020 02:00,9.0,729.1,761.5,0.0,70,Wind blowing from the north-northeast,2,,,, ,,,,,,,1500-2000,,,30.0,3.8,,,,,,
25.04.2020 01:00,9.9,729.2,761.5,0.2,64,Wind blowing from the east-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,3.4,,,,,,
25.04.2020 00:00,10.6,729.3,761.5,0.2,59,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,2.8,No precipitation,6,,,,
24.04.2020 23:00,12.3,729.1,761.2,0.3,52,Wind blowing from the east-northeast,2,,,, ,,,,,,,2000-2500,,,28.0,2.6,,,,,,
24.04.2020 22:00,13.0,729.0,761.0,0.5,51,Wind blowing from the east,4,,,, ,,,,,,,2000-2500,,,27.0,2.9,,,,,,
24.04.2020 21:00,13.8,729.1,760.9,0.6,54,Wind blowing from the east,4,,,, ,,,,,,,1000-1500,,,25.0,4.7,,,,,,
24.04.2020 20:00,14.4,728.8,760.6,0.3,57,Wind blowing from the east-northeast,2,,,, ,,,,,,,1000-1500,,,24.0,5.9,,,,,,
24.04.2020 19:00,15.2,728.5,760.3,-0.2,54,Wind blowing from the east-northeast,3,,,, ,,,,,,,1000-1500,,,24.0,6.0,,,,,,
24.04.2020 18:00,15.9,728.5,760.1,-0.3,55,Wind blowing from the east-northeast,3,,,, ,,,,18.0,,,1000-1500,,,23.0,6.7,No precipitation,12,,,,
24.04.2020 17:00,16.5,728.5,760.1,-0.7,53,Wind blowing from the east,3,,,, ,,,,,,,1500-2000,,,22.0,6.9,,,,,,
24.04.2020 16:00,16.4,728.7,760.3,-0.8,55,Wind blowing from the east-northeast,3,,,, ,,,,,,,1000-1500,,,21.0,7.2,,,,,,
24.04.2020 15:00,17.4,728.8,760.3,-1.1,51,Wind blowing from the east,3,,,, ,,,,,,,1000-1500,,,22.0,7.2,,,,,,
24.04.2020 14:00,16.5,729.2,760.8,-0.9,55,Wind blowing from the east-northeast,3,,,, ,,,,,,,1000-1500,,,21.0,7.4,,,,,,
24.04.2020 13:00,16.1,729.5,761.2,-0.9,56,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,7.2,,,,,,
24.04.2020 12:00,15.3,729.9,761.6,-0.7,62,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,8.0,No precipitation,6,,,,
24.04.2020 11:00,14.2,730.1,762.0,-0.5,59,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,6.2,,,,,,
24.04.2020 10:00,13.2,730.4,762.4,-0.1,60,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,5.5,,,,,,
24.04.2020 09:00,12.3,730.6,762.7,0.0,65,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,5.8,,,,,,
24.04.2020 08:00,10.5,730.6,763.0,-0.1,69,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,5.0,,,,,,
24.04.2020 07:00,7.8,730.5,763.2,-0.4,88,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,5.9,,,,,,
24.04.2020 06:00,5.9,730.6,763.4,-0.6,87,Wind blowing from the north-west,2,,,, ,,,5.2,,,,2500 or more or no clouds.,,,17.0,3.8,No precipitation,12,,,,
24.04.2020 05:00,6.2,730.7,763.6,-0.7,85,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,3.9,,,,,,
24.04.2020 04:00,6.3,730.9,763.7,-0.7,82,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,3.4,,,,,,
24.04.2020 03:00,7.7,731.2,763.9,-0.7,78,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,4.1,,,,,,
24.04.2020 02:00,8.3,731.4,764.0,-0.6,77,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,4.4,,,,,,
24.04.2020 01:00,9.1,731.6,764.2,-0.3,76,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,5.1,,,,,,
24.04.2020 00:00,10.6,729.3,761.5,-2.7,59,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,2.8,No precipitation,6,,,,
23.04.2020 23:00,11.0,732.0,764.3,0.0,68,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,5.2,,,,,,
23.04.2020 22:00,11.3,731.9,764.2,-0.1,64,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,4.7,,,,,,
23.04.2020 21:00,12.2,732.0,764.2,0.0,58,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,4.0,,,,,,
23.04.2020 20:00,13.7,732.0,764.0,-0.1,54,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,4.5,,,,,,
23.04.2020 19:00,14.5,732.0,763.9,-0.5,54,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,5.1,,,,,,
23.04.2020 18:00,15.7,732.0,763.8,-0.7,50,Wind blowing from the east-northeast,4,,,, ,,,,16.9,,,2500 or more or no clouds.,,,24.0,5.1,No precipitation,12,,,,
23.04.2020 17:00,16.2,732.1,763.9,-1.1,49,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,5.3,,,,,,
23.04.2020 16:00,16.5,732.5,764.2,-1.1,47,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,5.2,,,,,,
23.04.2020 15:00,15.9,732.7,764.5,-1.1,49,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,5.2,,,,,,
23.04.2020 14:00,15.6,733.2,765.1,-0.8,51,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,5.3,,,,,,
23.04.2020 13:00,14.5,733.6,765.6,-0.6,56,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,5.8,,,,,,
23.04.2020 12:00,13.9,733.8,765.9,-0.4,61,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,6.4,No precipitation,6,,,,
23.04.2020 11:00,12.4,734.0,766.3,-0.3,67,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,6.3,,,,,,
23.04.2020 10:00,10.9,734.2,766.6,-0.3,70,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,5.5,,,,,,
23.04.2020 09:00,9.6,734.2,766.8,-0.1,77,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,5.8,,,,,,
23.04.2020 08:00,8.5,734.3,767.0,0.1,79,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,5.1,,,,,,
23.04.2020 07:00,7.4,734.5,767.3,0.3,85,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,5.0,,,,,,
23.04.2020 06:00,5.9,734.3,767.4,-0.1,88,Wind blowing from the north-northeast,3,,,, ,,,5.1,,,,2500 or more or no clouds.,,,12.0,4.1,No precipitation,12,,,,
23.04.2020 05:00,5.4,734.2,767.3,-0.3,86,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,3.3,,,,,,
23.04.2020 04:00,5.4,734.2,767.4,-0.4,85,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,3.0,,,,,,
23.04.2020 03:00,5.9,734.4,767.5,-0.3,82,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,3.0,,,,,,
23.04.2020 02:00,6.6,734.5,767.5,-0.1,76,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,2.7,,,,,,
23.04.2020 01:00,6.8,734.6,767.5,0.1,76,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,2.9,,,,,,
23.04.2020 00:00,9.9,731.9,764.3,-2.5,73,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,5.2,No precipitation,6,,,,
