Total errors 48773

04/03/2020 | Date                                     | Spain
04/03/2020 | Tests                                    | Slovenia
04/03/2020 | Cumulative Tests                         | Slovenia
04/03/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/03/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/03/2020 | Domestic Travel                          | Slovenia
04/03/2020 | International Travel                     | Slovenia
04/03/2020 | Cafes and Restaurants                    | Slovenia
04/03/2020 | Pubs and bars                            | Slovenia
04/03/2020 | Sports and leisure                       | Slovenia
04/03/2020 | Schools Closure                          | Slovenia
04/03/2020 | Temperature                              | Slovenia
04/03/2020 | Humidity                                 | Slovenia
04/03/2020 | Nursing & Care Home Visit                | Slovenia
04/04/2020 | Date                                     | Slovenia
04/04/2020 | Country                                  | Slovenia
04/04/2020 | Cases                                    | Slovenia
04/04/2020 | Cumulative Cases                         | Slovenia
04/04/2020 | Deaths                                   | Slovenia
04/04/2020 | Cumulative Deaths                        | Slovenia
04/04/2020 | Tests                                    | Slovenia
04/04/2020 | Cumulative Tests                         | Slovenia
04/04/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/04/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/04/2020 | Domestic Travel                          | Slovenia
04/04/2020 | International Travel                     | Slovenia
04/04/2020 | Cafes and Restaurants                    | Slovenia
04/04/2020 | Pubs and bars                            | Slovenia
04/04/2020 | Sports and leisure                       | Slovenia
04/04/2020 | Schools Closure                          | Slovenia
04/04/2020 | Temperature                              | Slovenia
04/04/2020 | Humidity                                 | Slovenia
04/04/2020 | Nursing & Care Home Visit                | Slovenia
04/05/2020 | Date                                     | Slovenia
04/05/2020 | Country                                  | Slovenia
04/05/2020 | Cases                                    | Slovenia
04/05/2020 | Cumulative Cases                         | Slovenia
04/05/2020 | Deaths                                   | Slovenia
04/05/2020 | Cumulative Deaths                        | Slovenia
04/05/2020 | Tests                                    | Slovenia
04/05/2020 | Cumulative Tests                         | Slovenia
04/05/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/05/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/05/2020 | Domestic Travel                          | Slovenia
04/05/2020 | International Travel                     | Slovenia
04/05/2020 | Cafes and Restaurants                    | Slovenia
04/05/2020 | Pubs and bars                            | Slovenia
04/05/2020 | Sports and leisure                       | Slovenia
04/05/2020 | Schools Closure                          | Slovenia
04/05/2020 | Temperature                              | Slovenia
04/05/2020 | Humidity                                 | Slovenia
04/05/2020 | Nursing & Care Home Visit                | Slovenia
04/06/2020 | Date                                     | Slovenia
04/06/2020 | Country                                  | Slovenia
04/06/2020 | Cases                                    | Slovenia
04/06/2020 | Cumulative Cases                         | Slovenia
04/06/2020 | Deaths                                   | Slovenia
04/06/2020 | Cumulative Deaths                        | Slovenia
04/06/2020 | Tests                                    | Slovenia
04/06/2020 | Cumulative Tests                         | Slovenia
04/06/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/06/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/06/2020 | Domestic Travel                          | Slovenia
04/06/2020 | International Travel                     | Slovenia
04/06/2020 | Cafes and Restaurants                    | Slovenia
04/06/2020 | Pubs and bars                            | Slovenia
04/06/2020 | Sports and leisure                       | Slovenia
04/06/2020 | Schools Closure                          | Slovenia
04/06/2020 | Temperature                              | Slovenia
04/06/2020 | Humidity                                 | Slovenia
04/06/2020 | Nursing & Care Home Visit                | Slovenia
04/07/2020 | Date                                     | Slovenia
04/07/2020 | Country                                  | Slovenia
04/07/2020 | Cases                                    | Slovenia
04/07/2020 | Cumulative Cases                         | Slovenia
04/07/2020 | Deaths                                   | Slovenia
04/07/2020 | Cumulative Deaths                        | Slovenia
04/07/2020 | Tests                                    | Slovenia
04/07/2020 | Cumulative Tests                         | Slovenia
04/07/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/07/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/07/2020 | Domestic Travel                          | Slovenia
04/07/2020 | International Travel                     | Slovenia
04/07/2020 | Cafes and Restaurants                    | Slovenia
04/07/2020 | Pubs and bars                            | Slovenia
04/07/2020 | Sports and leisure                       | Slovenia
04/07/2020 | Schools Closure                          | Slovenia
04/07/2020 | Temperature                              | Slovenia
04/07/2020 | Humidity                                 | Slovenia
04/07/2020 | Nursing & Care Home Visit                | Slovenia
04/08/2020 | Date                                     | Slovenia
04/08/2020 | Country                                  | Slovenia
04/08/2020 | Cases                                    | Slovenia
04/08/2020 | Cumulative Cases                         | Slovenia
04/08/2020 | Deaths                                   | Slovenia
04/08/2020 | Cumulative Deaths                        | Slovenia
04/08/2020 | Tests                                    | Slovenia
04/08/2020 | Cumulative Tests                         | Slovenia
04/08/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/08/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/08/2020 | Domestic Travel                          | Slovenia
04/08/2020 | International Travel                     | Slovenia
04/08/2020 | Cafes and Restaurants                    | Slovenia
04/08/2020 | Pubs and bars                            | Slovenia
04/08/2020 | Sports and leisure                       | Slovenia
04/08/2020 | Schools Closure                          | Slovenia
04/08/2020 | Temperature                              | Slovenia
04/08/2020 | Humidity                                 | Slovenia
04/08/2020 | Nursing & Care Home Visit                | Slovenia
04/09/2020 | Date                                     | Slovenia
04/09/2020 | Country                                  | Slovenia
04/09/2020 | Cases                                    | Slovenia
04/09/2020 | Cumulative Cases                         | Slovenia
04/09/2020 | Deaths                                   | Slovenia
04/09/2020 | Cumulative Deaths                        | Slovenia
04/09/2020 | Tests                                    | Slovenia
04/09/2020 | Cumulative Tests                         | Slovenia
04/09/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/09/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/09/2020 | Domestic Travel                          | Slovenia
04/09/2020 | International Travel                     | Slovenia
04/09/2020 | Cafes and Restaurants                    | Slovenia
04/09/2020 | Pubs and bars                            | Slovenia
04/09/2020 | Sports and leisure                       | Slovenia
04/09/2020 | Schools Closure                          | Slovenia
04/09/2020 | Temperature                              | Slovenia
04/09/2020 | Humidity                                 | Slovenia
04/09/2020 | Nursing & Care Home Visit                | Slovenia
04/10/2020 | Date                                     | Slovenia
04/10/2020 | Country                                  | Slovenia
04/10/2020 | Cases                                    | Slovenia
04/10/2020 | Cumulative Cases                         | Slovenia
04/10/2020 | Deaths                                   | Slovenia
04/10/2020 | Cumulative Deaths                        | Slovenia
04/10/2020 | Tests                                    | Slovenia
04/10/2020 | Cumulative Tests                         | Slovenia
04/10/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/10/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/10/2020 | Domestic Travel                          | Slovenia
04/10/2020 | International Travel                     | Slovenia
04/10/2020 | Cafes and Restaurants                    | Slovenia
04/10/2020 | Pubs and bars                            | Slovenia
04/10/2020 | Sports and leisure                       | Slovenia
04/10/2020 | Schools Closure                          | Slovenia
04/10/2020 | Temperature                              | Slovenia
04/10/2020 | Humidity                                 | Slovenia
04/10/2020 | Nursing & Care Home Visit                | Slovenia
04/11/2020 | Date                                     | Slovenia
04/11/2020 | Country                                  | Slovenia
04/11/2020 | Cases                                    | Slovenia
04/11/2020 | Cumulative Cases                         | Slovenia
04/11/2020 | Deaths                                   | Slovenia
04/11/2020 | Cumulative Deaths                        | Slovenia
04/11/2020 | Tests                                    | Slovenia
04/11/2020 | Cumulative Tests                         | Slovenia
04/11/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/11/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/11/2020 | Domestic Travel                          | Slovenia
04/11/2020 | International Travel                     | Slovenia
04/11/2020 | Cafes and Restaurants                    | Slovenia
04/11/2020 | Pubs and bars                            | Slovenia
04/11/2020 | Sports and leisure                       | Slovenia
04/11/2020 | Schools Closure                          | Slovenia
04/11/2020 | Temperature                              | Slovenia
04/11/2020 | Humidity                                 | Slovenia
04/11/2020 | Nursing & Care Home Visit                | Slovenia
04/12/2020 | Date                                     | Slovenia
04/12/2020 | Country                                  | Slovenia
04/12/2020 | Cases                                    | Slovenia
04/12/2020 | Cumulative Cases                         | Slovenia
04/12/2020 | Deaths                                   | Slovenia
04/12/2020 | Cumulative Deaths                        | Slovenia
04/12/2020 | Tests                                    | Slovenia
04/12/2020 | Cumulative Tests                         | Slovenia
04/12/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/12/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/12/2020 | Domestic Travel                          | Slovenia
04/12/2020 | International Travel                     | Slovenia
04/12/2020 | Cafes and Restaurants                    | Slovenia
04/12/2020 | Pubs and bars                            | Slovenia
04/12/2020 | Sports and leisure                       | Slovenia
04/12/2020 | Schools Closure                          | Slovenia
04/12/2020 | Temperature                              | Slovenia
04/12/2020 | Humidity                                 | Slovenia
04/12/2020 | Nursing & Care Home Visit                | Slovenia
04/13/2020 | Date                                     | Slovenia
04/13/2020 | Country                                  | Slovenia
04/13/2020 | Cases                                    | Slovenia
04/13/2020 | Cumulative Cases                         | Slovenia
04/13/2020 | Deaths                                   | Slovenia
04/13/2020 | Cumulative Deaths                        | Slovenia
04/13/2020 | Tests                                    | Slovenia
04/13/2020 | Cumulative Tests                         | Slovenia
04/13/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/13/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/13/2020 | Domestic Travel                          | Slovenia
04/13/2020 | International Travel                     | Slovenia
04/13/2020 | Cafes and Restaurants                    | Slovenia
04/13/2020 | Pubs and bars                            | Slovenia
04/13/2020 | Sports and leisure                       | Slovenia
04/13/2020 | Schools Closure                          | Slovenia
04/13/2020 | Temperature                              | Slovenia
04/13/2020 | Humidity                                 | Slovenia
04/13/2020 | Nursing & Care Home Visit                | Slovenia
04/14/2020 | Date                                     | Slovenia
04/14/2020 | Country                                  | Slovenia
04/14/2020 | Cases                                    | Slovenia
04/14/2020 | Cumulative Cases                         | Slovenia
04/14/2020 | Deaths                                   | Slovenia
04/14/2020 | Cumulative Deaths                        | Slovenia
04/14/2020 | Tests                                    | Slovenia
04/14/2020 | Cumulative Tests                         | Slovenia
04/14/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/14/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/14/2020 | Domestic Travel                          | Slovenia
04/14/2020 | International Travel                     | Slovenia
04/14/2020 | Cafes and Restaurants                    | Slovenia
04/14/2020 | Pubs and bars                            | Slovenia
04/14/2020 | Sports and leisure                       | Slovenia
04/14/2020 | Schools Closure                          | Slovenia
04/14/2020 | Temperature                              | Slovenia
04/14/2020 | Humidity                                 | Slovenia
04/14/2020 | Nursing & Care Home Visit                | Slovenia
04/15/2020 | Date                                     | Slovenia
04/15/2020 | Country                                  | Slovenia
04/15/2020 | Cases                                    | Slovenia
04/15/2020 | Cumulative Cases                         | Slovenia
04/15/2020 | Deaths                                   | Slovenia
04/15/2020 | Cumulative Deaths                        | Slovenia
04/15/2020 | Tests                                    | Slovenia
04/15/2020 | Cumulative Tests                         | Slovenia
04/15/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/15/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/15/2020 | Domestic Travel                          | Slovenia
04/15/2020 | International Travel                     | Slovenia
04/15/2020 | Cafes and Restaurants                    | Slovenia
04/15/2020 | Pubs and bars                            | Slovenia
04/15/2020 | Sports and leisure                       | Slovenia
04/15/2020 | Schools Closure                          | Slovenia
04/15/2020 | Temperature                              | Slovenia
04/15/2020 | Humidity                                 | Slovenia
04/15/2020 | Nursing & Care Home Visit                | Slovenia
04/16/2020 | Date                                     | Slovenia
04/16/2020 | Country                                  | Slovenia
04/16/2020 | Cases                                    | Slovenia
04/16/2020 | Cumulative Cases                         | Slovenia
04/16/2020 | Deaths                                   | Slovenia
04/16/2020 | Cumulative Deaths                        | Slovenia
04/16/2020 | Tests                                    | Slovenia
04/16/2020 | Cumulative Tests                         | Slovenia
04/16/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/16/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/16/2020 | Domestic Travel                          | Slovenia
04/16/2020 | International Travel                     | Slovenia
04/16/2020 | Cafes and Restaurants                    | Slovenia
04/16/2020 | Pubs and bars                            | Slovenia
04/16/2020 | Sports and leisure                       | Slovenia
04/16/2020 | Schools Closure                          | Slovenia
04/16/2020 | Temperature                              | Slovenia
04/16/2020 | Humidity                                 | Slovenia
04/16/2020 | Nursing & Care Home Visit                | Slovenia
04/17/2020 | Date                                     | Slovenia
04/17/2020 | Country                                  | Slovenia
04/17/2020 | Cases                                    | Slovenia
04/17/2020 | Cumulative Cases                         | Slovenia
04/17/2020 | Deaths                                   | Slovenia
04/17/2020 | Cumulative Deaths                        | Slovenia
04/17/2020 | Tests                                    | Slovenia
04/17/2020 | Cumulative Tests                         | Slovenia
04/17/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/17/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/17/2020 | Domestic Travel                          | Slovenia
04/17/2020 | International Travel                     | Slovenia
04/17/2020 | Cafes and Restaurants                    | Slovenia
04/17/2020 | Pubs and bars                            | Slovenia
04/17/2020 | Sports and leisure                       | Slovenia
04/17/2020 | Schools Closure                          | Slovenia
04/17/2020 | Temperature                              | Slovenia
04/17/2020 | Humidity                                 | Slovenia
04/17/2020 | Nursing & Care Home Visit                | Slovenia
04/18/2020 | Date                                     | Slovenia
04/18/2020 | Country                                  | Slovenia
04/18/2020 | Cases                                    | Slovenia
04/18/2020 | Cumulative Cases                         | Slovenia
04/18/2020 | Deaths                                   | Slovenia
04/18/2020 | Cumulative Deaths                        | Slovenia
04/18/2020 | Tests                                    | Slovenia
04/18/2020 | Cumulative Tests                         | Slovenia
04/18/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/18/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/18/2020 | Domestic Travel                          | Slovenia
04/18/2020 | International Travel                     | Slovenia
04/18/2020 | Cafes and Restaurants                    | Slovenia
04/18/2020 | Pubs and bars                            | Slovenia
04/18/2020 | Sports and leisure                       | Slovenia
04/18/2020 | Schools Closure                          | Slovenia
04/18/2020 | Temperature                              | Slovenia
04/18/2020 | Humidity                                 | Slovenia
04/18/2020 | Nursing & Care Home Visit                | Slovenia
04/19/2020 | Date                                     | Slovenia
04/19/2020 | Country                                  | Slovenia
04/19/2020 | Cases                                    | Slovenia
04/19/2020 | Cumulative Cases                         | Slovenia
04/19/2020 | Deaths                                   | Slovenia
04/19/2020 | Cumulative Deaths                        | Slovenia
04/19/2020 | Tests                                    | Slovenia
04/19/2020 | Cumulative Tests                         | Slovenia
04/19/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/19/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/19/2020 | Domestic Travel                          | Slovenia
04/19/2020 | International Travel                     | Slovenia
04/19/2020 | Cafes and Restaurants                    | Slovenia
04/19/2020 | Pubs and bars                            | Slovenia
04/19/2020 | Sports and leisure                       | Slovenia
04/19/2020 | Schools Closure                          | Slovenia
04/19/2020 | Temperature                              | Slovenia
04/19/2020 | Humidity                                 | Slovenia
04/19/2020 | Nursing & Care Home Visit                | Slovenia
04/20/2020 | Date                                     | Slovenia
04/20/2020 | Country                                  | Slovenia
04/20/2020 | Cases                                    | Slovenia
04/20/2020 | Cumulative Cases                         | Slovenia
04/20/2020 | Deaths                                   | Slovenia
04/20/2020 | Cumulative Deaths                        | Slovenia
04/20/2020 | Tests                                    | Slovenia
04/20/2020 | Cumulative Tests                         | Slovenia
04/20/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/20/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/20/2020 | Domestic Travel                          | Slovenia
04/20/2020 | International Travel                     | Slovenia
04/20/2020 | Cafes and Restaurants                    | Slovenia
04/20/2020 | Pubs and bars                            | Slovenia
04/20/2020 | Sports and leisure                       | Slovenia
04/20/2020 | Schools Closure                          | Slovenia
04/20/2020 | Temperature                              | Slovenia
04/20/2020 | Humidity                                 | Slovenia
04/20/2020 | Nursing & Care Home Visit                | Slovenia
04/21/2020 | Date                                     | Slovenia
04/21/2020 | Country                                  | Slovenia
04/21/2020 | Cases                                    | Slovenia
04/21/2020 | Cumulative Cases                         | Slovenia
04/21/2020 | Deaths                                   | Slovenia
04/21/2020 | Cumulative Deaths                        | Slovenia
04/21/2020 | Tests                                    | Slovenia
04/21/2020 | Cumulative Tests                         | Slovenia
04/21/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/21/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/21/2020 | Domestic Travel                          | Slovenia
04/21/2020 | International Travel                     | Slovenia
04/21/2020 | Cafes and Restaurants                    | Slovenia
04/21/2020 | Pubs and bars                            | Slovenia
04/21/2020 | Sports and leisure                       | Slovenia
04/21/2020 | Schools Closure                          | Slovenia
04/21/2020 | Temperature                              | Slovenia
04/21/2020 | Humidity                                 | Slovenia
04/21/2020 | Nursing & Care Home Visit                | Slovenia
04/22/2020 | Date                                     | Slovenia
04/22/2020 | Country                                  | Slovenia
04/22/2020 | Cases                                    | Slovenia
04/22/2020 | Cumulative Cases                         | Slovenia
04/22/2020 | Deaths                                   | Slovenia
04/22/2020 | Cumulative Deaths                        | Slovenia
04/22/2020 | Tests                                    | Slovenia
04/22/2020 | Cumulative Tests                         | Slovenia
04/22/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/22/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/22/2020 | Domestic Travel                          | Slovenia
04/22/2020 | International Travel                     | Slovenia
04/22/2020 | Cafes and Restaurants                    | Slovenia
04/22/2020 | Pubs and bars                            | Slovenia
04/22/2020 | Sports and leisure                       | Slovenia
04/22/2020 | Schools Closure                          | Slovenia
04/22/2020 | Temperature                              | Slovenia
04/22/2020 | Humidity                                 | Slovenia
04/22/2020 | Nursing & Care Home Visit                | Slovenia
04/23/2020 | Date                                     | Slovenia
04/23/2020 | Country                                  | Slovenia
04/23/2020 | Cases                                    | Slovenia
04/23/2020 | Cumulative Cases                         | Slovenia
04/23/2020 | Deaths                                   | Slovenia
04/23/2020 | Cumulative Deaths                        | Slovenia
04/23/2020 | Tests                                    | Slovenia
04/23/2020 | Cumulative Tests                         | Slovenia
04/23/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/23/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/23/2020 | Domestic Travel                          | Slovenia
04/23/2020 | International Travel                     | Slovenia
04/23/2020 | Cafes and Restaurants                    | Slovenia
04/23/2020 | Pubs and bars                            | Slovenia
04/23/2020 | Sports and leisure                       | Slovenia
04/23/2020 | Schools Closure                          | Slovenia
04/23/2020 | Temperature                              | Slovenia
04/23/2020 | Humidity                                 | Slovenia
04/23/2020 | Nursing & Care Home Visit                | Slovenia
04/24/2020 | Date                                     | Slovenia
04/24/2020 | Country                                  | Slovenia
04/24/2020 | Cases                                    | Slovenia
04/24/2020 | Cumulative Cases                         | Slovenia
04/24/2020 | Deaths                                   | Slovenia
04/24/2020 | Cumulative Deaths                        | Slovenia
04/24/2020 | Tests                                    | Slovenia
04/24/2020 | Cumulative Tests                         | Slovenia
04/24/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/24/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/24/2020 | Domestic Travel                          | Slovenia
04/24/2020 | International Travel                     | Slovenia
04/24/2020 | Cafes and Restaurants                    | Slovenia
04/24/2020 | Pubs and bars                            | Slovenia
04/24/2020 | Sports and leisure                       | Slovenia
04/24/2020 | Schools Closure                          | Slovenia
04/24/2020 | Temperature                              | Slovenia
04/24/2020 | Humidity                                 | Slovenia
04/24/2020 | Nursing & Care Home Visit                | Slovenia
04/25/2020 | Date                                     | Slovenia
04/25/2020 | Country                                  | Slovenia
04/25/2020 | Cases                                    | Slovenia
04/25/2020 | Cumulative Cases                         | Slovenia
04/25/2020 | Deaths                                   | Slovenia
04/25/2020 | Cumulative Deaths                        | Slovenia
04/25/2020 | Tests                                    | Slovenia
04/25/2020 | Cumulative Tests                         | Slovenia
04/25/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/25/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/25/2020 | Domestic Travel                          | Slovenia
04/25/2020 | International Travel                     | Slovenia
04/25/2020 | Cafes and Restaurants                    | Slovenia
04/25/2020 | Pubs and bars                            | Slovenia
04/25/2020 | Sports and leisure                       | Slovenia
04/25/2020 | Schools Closure                          | Slovenia
04/25/2020 | Temperature                              | Slovenia
04/25/2020 | Humidity                                 | Slovenia
04/25/2020 | Nursing & Care Home Visit                | Slovenia
04/26/2020 | Date                                     | Slovenia
04/26/2020 | Country                                  | Slovenia
04/26/2020 | Cases                                    | Slovenia
04/26/2020 | Cumulative Cases                         | Slovenia
04/26/2020 | Deaths                                   | Slovenia
04/26/2020 | Cumulative Deaths                        | Slovenia
04/26/2020 | Tests                                    | Slovenia
04/26/2020 | Cumulative Tests                         | Slovenia
04/26/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/26/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/26/2020 | Domestic Travel                          | Slovenia
04/26/2020 | International Travel                     | Slovenia
04/26/2020 | Cafes and Restaurants                    | Slovenia
04/26/2020 | Pubs and bars                            | Slovenia
04/26/2020 | Sports and leisure                       | Slovenia
04/26/2020 | Schools Closure                          | Slovenia
04/26/2020 | Temperature                              | Slovenia
04/26/2020 | Humidity                                 | Slovenia
04/26/2020 | Nursing & Care Home Visit                | Slovenia
04/27/2020 | Date                                     | Slovenia
04/27/2020 | Country                                  | Slovenia
04/27/2020 | Cases                                    | Slovenia
04/27/2020 | Cumulative Cases                         | Slovenia
04/27/2020 | Deaths                                   | Slovenia
04/27/2020 | Cumulative Deaths                        | Slovenia
04/27/2020 | Tests                                    | Slovenia
04/27/2020 | Cumulative Tests                         | Slovenia
04/27/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/27/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/27/2020 | Domestic Travel                          | Slovenia
04/27/2020 | International Travel                     | Slovenia
04/27/2020 | Cafes and Restaurants                    | Slovenia
04/27/2020 | Pubs and bars                            | Slovenia
04/27/2020 | Sports and leisure                       | Slovenia
04/27/2020 | Schools Closure                          | Slovenia
04/27/2020 | Temperature                              | Slovenia
04/27/2020 | Humidity                                 | Slovenia
04/27/2020 | Nursing & Care Home Visit                | Slovenia
04/28/2020 | Date                                     | Slovenia
04/28/2020 | Country                                  | Slovenia
04/28/2020 | Cases                                    | Slovenia
04/28/2020 | Cumulative Cases                         | Slovenia
04/28/2020 | Deaths                                   | Slovenia
04/28/2020 | Cumulative Deaths                        | Slovenia
04/28/2020 | Tests                                    | Slovenia
04/28/2020 | Cumulative Tests                         | Slovenia
04/28/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/28/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/28/2020 | Domestic Travel                          | Slovenia
04/28/2020 | International Travel                     | Slovenia
04/28/2020 | Cafes and Restaurants                    | Slovenia
04/28/2020 | Pubs and bars                            | Slovenia
04/28/2020 | Sports and leisure                       | Slovenia
04/28/2020 | Schools Closure                          | Slovenia
04/28/2020 | Temperature                              | Slovenia
04/28/2020 | Humidity                                 | Slovenia
04/28/2020 | Nursing & Care Home Visit                | Slovenia
04/29/2020 | Date                                     | Slovenia
04/29/2020 | Country                                  | Slovenia
04/29/2020 | Cases                                    | Slovenia
04/29/2020 | Cumulative Cases                         | Slovenia
04/29/2020 | Deaths                                   | Slovenia
04/29/2020 | Cumulative Deaths                        | Slovenia
04/29/2020 | Tests                                    | Slovenia
04/29/2020 | Cumulative Tests                         | Slovenia
04/29/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/29/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/29/2020 | Domestic Travel                          | Slovenia
04/29/2020 | International Travel                     | Slovenia
04/29/2020 | Cafes and Restaurants                    | Slovenia
04/29/2020 | Pubs and bars                            | Slovenia
04/29/2020 | Sports and leisure                       | Slovenia
04/29/2020 | Schools Closure                          | Slovenia
04/29/2020 | Temperature                              | Slovenia
04/29/2020 | Humidity                                 | Slovenia
04/29/2020 | Nursing & Care Home Visit                | Slovenia
04/30/2020 | Date                                     | Slovenia
04/30/2020 | Country                                  | Slovenia
04/30/2020 | Cases                                    | Slovenia
04/30/2020 | Cumulative Cases                         | Slovenia
04/30/2020 | Deaths                                   | Slovenia
04/30/2020 | Cumulative Deaths                        | Slovenia
04/30/2020 | Tests                                    | Slovenia
04/30/2020 | Cumulative Tests                         | Slovenia
04/30/2020 | Meeting Friends/Family (indoor)          | Slovenia
04/30/2020 | Meeting Friends/Family (outdoor)         | Slovenia
04/30/2020 | Domestic Travel                          | Slovenia
04/30/2020 | International Travel                     | Slovenia
04/30/2020 | Cafes and Restaurants                    | Slovenia
04/30/2020 | Pubs and bars                            | Slovenia
04/30/2020 | Sports and leisure                       | Slovenia
04/30/2020 | Schools Closure                          | Slovenia
04/30/2020 | Temperature                              | Slovenia
04/30/2020 | Humidity                                 | Slovenia
04/30/2020 | Nursing & Care Home Visit                | Slovenia
05/01/2020 | Date                                     | Slovenia
05/01/2020 | Country                                  | Slovenia
05/01/2020 | Cases                                    | Slovenia
05/01/2020 | Cumulative Cases                         | Slovenia
05/01/2020 | Deaths                                   | Slovenia
05/01/2020 | Cumulative Deaths                        | Slovenia
05/01/2020 | Tests                                    | Slovenia
05/01/2020 | Cumulative Tests                         | Slovenia
05/01/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/01/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/01/2020 | Domestic Travel                          | Slovenia
05/01/2020 | International Travel                     | Slovenia
05/01/2020 | Cafes and Restaurants                    | Slovenia
05/01/2020 | Pubs and bars                            | Slovenia
05/01/2020 | Sports and leisure                       | Slovenia
05/01/2020 | Schools Closure                          | Slovenia
05/01/2020 | Temperature                              | Slovenia
05/01/2020 | Humidity                                 | Slovenia
05/01/2020 | Nursing & Care Home Visit                | Slovenia
05/02/2020 | Date                                     | Slovenia
05/02/2020 | Country                                  | Slovenia
05/02/2020 | Cases                                    | Slovenia
05/02/2020 | Cumulative Cases                         | Slovenia
05/02/2020 | Deaths                                   | Slovenia
05/02/2020 | Cumulative Deaths                        | Slovenia
05/02/2020 | Tests                                    | Slovenia
05/02/2020 | Cumulative Tests                         | Slovenia
05/02/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/02/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/02/2020 | Domestic Travel                          | Slovenia
05/02/2020 | International Travel                     | Slovenia
05/02/2020 | Cafes and Restaurants                    | Slovenia
05/02/2020 | Pubs and bars                            | Slovenia
05/02/2020 | Sports and leisure                       | Slovenia
05/02/2020 | Schools Closure                          | Slovenia
05/02/2020 | Temperature                              | Slovenia
05/02/2020 | Humidity                                 | Slovenia
05/02/2020 | Nursing & Care Home Visit                | Slovenia
05/03/2020 | Date                                     | Slovenia
05/03/2020 | Country                                  | Slovenia
05/03/2020 | Cases                                    | Slovenia
05/03/2020 | Cumulative Cases                         | Slovenia
05/03/2020 | Deaths                                   | Slovenia
05/03/2020 | Cumulative Deaths                        | Slovenia
05/03/2020 | Tests                                    | Slovenia
05/03/2020 | Cumulative Tests                         | Slovenia
05/03/2020 | Meeting Friends/Family (indoor)          | Slovenia
05/03/2020 | Meeting Friends/Family (outdoor)         | Slovenia
05/03/2020 | Domestic Travel                          | Slovenia
05/03/2020 | International Travel                     | Slovenia
05/03/2020 | Cafes and Restaurants                    | Slovenia
05/03/2020 | Pubs and bars                            | Slovenia
05/03/2020 | Sports and leisure                       | Slovenia
05/03/2020 | Schools Closure                          | Slovenia
