Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.04.2020 09:00,16.1,764.7,769.1,,42,Wind blowing from the east,2,,,, ,,,,,,,,,,,3.2,,,,,,
23.04.2020 08:00,13.5,764.9,769.4,,49,Wind blowing from the east,2,,,, ,,,,,,,,,,,2.8,,,,,,
23.04.2020 07:00,10.1,765.0,769.5,,64,Wind blowing from the east-northeast,2,,,, ,,,6.4,16.0,,,,,,,3.5,No precipitation,12,,,,
23.04.2020 06:00,8.2,764.8,769.4,,67,Wind blowing from the east,2,,,, ,,,,,,,,,,,2.3,,,,,,
23.04.2020 05:00,6.8,764.5,769.1,,70,Calm no wind,0,,,, ,,,,,,,,,,,1.7,,,,,,
23.04.2020 04:00,7.1,764.5,769.1,,67,Wind blowing from the east,3,,,, ,,,,,,,,,,,1.4,,,,,,
23.04.2020 03:00,7.6,764.6,769.2,,66,Wind blowing from the east,1,,,, ,,,,,,,,,,,1.6,,,,,,
23.04.2020 02:00,9.5,764.6,769.1,,59,Wind blowing from the east,2,,,, ,,,,,,,,,,,1.8,,,,,,
23.04.2020 01:00,9.1,764.7,769.2,,59,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,1.5,No precipitation,6,,,,
23.04.2020 00:00,8.8,764.8,769.3,,62,Wind blowing from the east,4,,,, ,,,,,,,,,,,1.9,,,,,,
22.04.2020 23:00,9.9,764.5,769.0,,56,Wind blowing from the east,3,,,, ,,,,,,,,,,,1.5,,,,,,
22.04.2020 22:00,12.3,764.4,768.9,,49,Wind blowing from the east,3,,,, ,,,,,,,,,,,1.7,,,,,,
22.04.2020 21:00,13.2,764.2,768.7,,46,Wind blowing from the east,4,,,, ,,,,,,,,,,,1.8,,,,,,
22.04.2020 20:00,14.0,764.0,768.4,,44,Wind blowing from the east,4,,,, ,,,,,,,,,,,1.9,,,,,,
22.04.2020 19:00,15.9,763.7,768.1,,39,Wind blowing from the east,5,,,, ,,,8.5,18.4,,,,,,,1.8,Trace of precipitation,12,,,,
22.04.2020 18:00,17.1,763.6,768.1,,37,Wind blowing from the east,5,,,, ,,,,,,,,,,,2.3,,,,,,
22.04.2020 17:00,17.6,763.8,768.2,,37,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,2.6,,,,,,
22.04.2020 16:00,17.8,763.9,768.4,,32,Wind blowing from the east-northeast,7,,,, ,,,,,,,,,,,0.9,,,,,,
22.04.2020 15:00,17.8,764.3,768.7,,36,Wind blowing from the east,5,,,, ,,,,,,,,,,,2.6,,,,,,
22.04.2020 14:00,17.6,764.9,769.3,,39,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,3.4,,,,,,
22.04.2020 13:00,16.7,765.3,769.7,,39,Wind blowing from the east,4,,,, ,,,,,,,,,,,2.6,Trace of precipitation,6,,,,
22.04.2020 12:00,16.7,765.4,769.9,,40,Wind blowing from the east,5,,,, ,,,,,,,,,,,2.9,,,,,,
22.04.2020 11:00,15.4,765.9,770.3,,46,Wind blowing from the east,5,,,, ,,,,,,,,,,,3.8,,,,,,
22.04.2020 10:00,13.6,766.0,770.5,,49,Wind blowing from the east-northeast,4,,,, ,,,5.1,,,,,,,,3.0,,,,,,
22.04.2020 09:00,12.1,766.2,770.7,,54,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,3.0,,,,,,
22.04.2020 08:00,10.2,766.2,770.7,,59,Wind blowing from the east,4,,,, ,,,,,,,,,,,2.4,,,,,,
22.04.2020 07:00,8.4,766.0,770.6,,64,Wind blowing from the east,4,,,, ,,,5.1,14.8,,,,,,,2.0,No precipitation,12,,,,
22.04.2020 06:00,6.9,765.9,770.5,,71,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,1.9,,,,,,
22.04.2020 05:00,5.4,765.5,770.1,,75,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,1.3,,,,,,
22.04.2020 04:00,5.7,765.5,770.1,,73,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,1.2,,,,,,
22.04.2020 03:00,6.9,765.6,770.2,,68,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,1.4,,,,,,
22.04.2020 02:00,6.8,765.5,770.1,,68,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,1.2,,,,,,
22.04.2020 01:00,6.7,765.6,770.2,,64,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,0.4,No precipitation,6,,,,
22.04.2020 00:00,8.0,765.5,770.1,,58,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,0.2,,,,,,
21.04.2020 23:00,9.5,765.2,769.7,,50,Wind blowing from the east,3,,,, ,,,,,,,,,,,-0.6,,,,,,
21.04.2020 22:00,10.5,765.0,769.5,,46,Wind blowing from the east,3,,,, ,,,,,,,,,,,-0.6,,,,,,
21.04.2020 21:00,12.1,765.0,769.5,,41,Wind blowing from the east,4,,,, ,,,,,,,,,,,-0.9,,,,,,
21.04.2020 20:00,13.4,764.8,769.3,,39,Wind blowing from the east,4,,,, ,,,,,,,,,,,-0.5,,,,,,
21.04.2020 19:00,14.7,764.6,769.0,,36,Wind blowing from the east,6,,,, ,,,6.5,16.7,,,,,,,-0.2,No precipitation,12,,,,
21.04.2020 18:00,15.6,764.5,768.9,,34,Wind blowing from the east,7,,,, ,,,,,,,,,,,-0.3,,,,,,
21.04.2020 17:00,16.4,764.5,769.0,,33,Wind blowing from the east,6,,,, ,,,,,,,,,,,0.2,,,,,,
21.04.2020 16:00,16.3,764.7,769.1,,36,Wind blowing from the east-northeast,7,,,, ,,,,,,,,,,,1.0,,,,,,
21.04.2020 15:00,16.1,764.8,769.2,,36,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,0.9,,,,,,
21.04.2020 14:00,16.0,765.1,769.5,,38,Wind blowing from the east,8,,,, ,,,,,,,,,,,1.7,,,,,,
21.04.2020 13:00,15.3,765.4,769.8,,41,Wind blowing from the east-northeast,7,,,, ,,,,,,,,,,,2.0,No precipitation,6,,,,
21.04.2020 12:00,14.0,765.5,769.9,,39,Wind blowing from the east,6,10,13,, ,,,,,,,,,,,0.2,,,,,,
21.04.2020 11:00,13.0,765.7,770.2,,41,Wind blowing from the east,8,12,13,, ,,,,,,,,,,,-0.2,,,,,,
21.04.2020 09:00,10.4,765.9,770.4,,53,Wind blowing from the east,6,,,, ,,,,,,,,,,,1.2,,,,,,
21.04.2020 08:00,8.7,766.0,770.5,,57,Wind blowing from the east,6,,,, ,,,,,,,,,,,0.6,,,,,,
21.04.2020 07:00,6.6,765.9,770.5,,63,Wind blowing from the east,6,,,, ,,,4.7,13.2,,,,,,,-0.1,No precipitation,12,,,,
21.04.2020 06:00,5.5,765.7,770.2,,64,Wind blowing from the east,6,,,, ,,,,,,,,,,,-0.8,,,,,,
21.04.2020 05:00,4.7,765.6,770.2,,67,Wind blowing from the east,4,,,, ,,,,,,,,,,,-0.9,,,,,,
21.04.2020 04:00,5.9,765.5,770.1,,63,Wind blowing from the east,5,,,, ,,,,,,,,,,,-0.7,,,,,,
21.04.2020 03:00,6.0,765.5,770.1,,63,Wind blowing from the east,5,,,, ,,,,,,,,,,,-0.6,,,,,,
21.04.2020 02:00,7.0,765.4,770.0,,58,Wind blowing from the east,5,,,, ,,,,,,,,,,,-0.7,,,,,,
21.04.2020 01:00,7.1,765.4,770.0,,57,Wind blowing from the east,4,,,, ,,,,,,,,,,,-0.9,No precipitation,6,,,,
21.04.2020 00:00,7.8,765.4,769.9,,54,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-0.9,,,,,,
20.04.2020 23:00,9.3,765.2,769.7,,52,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-0.2,,,,,,
20.04.2020 22:00,9.2,765.1,769.6,,51,Wind blowing from the east,2,,,, ,,,,,,,,,,,-0.6,,,,,,
20.04.2020 21:00,10.1,765.0,769.5,,48,Wind blowing from the east,4,,,, ,,,,,,,,,,,-0.5,,,,,,
20.04.2020 20:00,11.5,764.7,769.2,,42,Wind blowing from the east,3,,,, ,,,,,,,,,,,-1.1,,,,,,
20.04.2020 19:00,13.2,764.2,768.7,,39,Wind blowing from the east,5,,,, ,,,6.7,15.1,,,,,,,-0.7,Trace of precipitation,12,,,,
20.04.2020 18:00,13.9,764.0,768.4,,37,Wind blowing from the east,6,,,, ,,,,,,,,,,,-0.7,,,,,,
20.04.2020 17:00,14.6,764.0,768.4,,35,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-0.9,,,,,,
20.04.2020 16:00,14.9,764.4,768.8,,35,Wind blowing from the east,7,,,, ,,,,,,,,,,,-0.7,,,,,,
20.04.2020 15:00,14.7,764.8,769.2,,34,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-0.9,,,,,,
20.04.2020 14:00,14.4,765.2,769.6,,32,Wind blowing from the east,7,,,, ,,,,,,,,,,,-2.1,,,,,,
20.04.2020 13:00,13.7,765.5,770.0,,39,Wind blowing from the east-northeast,7,,,, ,,,,,,,,,,,-0.1,No precipitation,6,,,,
20.04.2020 12:00,12.7,766.0,770.5,,40,Wind blowing from the east-northeast,8,,,, ,,,,,,,,,,,-0.7,,,,,,
20.04.2020 11:00,11.7,766.3,770.8,,43,Wind blowing from the east-northeast,8,,,, ,,,,,,,,,,,-0.6,,,,,,
20.04.2020 10:00,10.7,766.4,770.9,,44,Wind blowing from the east-northeast,8,,,, ,,,3.3,,,,,,,,-1.3,,,,,,
20.04.2020 09:00,9.9,766.3,770.8,,46,Wind blowing from the east,6,,,, ,,,,,,,,,,,-1.4,,,,,,
20.04.2020 08:00,8.9,766.3,770.8,,50,Wind blowing from the east,4,,,, ,,,,,,,,,,,-1.0,,,,,,
20.04.2020 07:00,6.6,766.2,770.8,,58,Wind blowing from the east,4,,,, ,,,3.3,10.8,,,,,,,-1.1,No precipitation,12,,,,
20.04.2020 06:00,5.0,765.9,770.5,,63,Wind blowing from the east,5,,,, ,,,,,,,,,,,-1.6,,,,,,
20.04.2020 05:00,3.8,765.6,770.2,,66,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.0,,,,,,
20.04.2020 04:00,4.6,765.5,770.2,,62,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.1,,,,,,
20.04.2020 03:00,4.8,765.2,769.8,,61,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.1,,,,,,
20.04.2020 02:00,5.6,765.2,769.8,,58,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.1,,,,,,
20.04.2020 01:00,5.3,765.3,769.9,,59,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-2.2,No precipitation,6,,,,
20.04.2020 00:00,6.0,765.1,769.6,,57,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-2.0,,,,,,
19.04.2020 23:00,6.7,764.8,769.3,,56,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-1.6,,,,,,
19.04.2020 22:00,7.2,764.5,769.0,,56,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,-1.0,,,,,,
19.04.2020 21:00,8.2,764.0,768.6,,51,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,-1.4,,,,,,
19.04.2020 20:00,8.8,763.7,768.2,,41,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-3.8,,,,,,
19.04.2020 19:00,10.9,763.3,767.8,,33,Wind blowing from the east-northeast,6,,,, ,,,6.8,13.1,,,,,,,-4.8,No precipitation,12,,,,
19.04.2020 18:00,11.8,762.8,767.3,,31,Wind blowing from the east-northeast,7,,,, ,,,,,,,,,,,-4.8,,,,,,
19.04.2020 17:00,12.3,762.9,767.4,,32,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-4.1,,,,,,
19.04.2020 16:00,12.7,763.0,767.5,,32,Wind blowing from the east,5,,,, ,,,,,,,,,,,-3.8,,,,,,
19.04.2020 15:00,12.5,763.1,767.6,,33,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-3.5,,,,,,
19.04.2020 14:00,12.0,763.3,767.8,,37,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-2.5,,,,,,
19.04.2020 13:00,11.8,763.2,767.7,,37,Wind blowing from the north-northeast,7,,,, ,,,,,,,,,,,-2.5,No precipitation,6,,,,
19.04.2020 12:00,11.1,763.2,767.7,,37,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,-3.2,,,,,,
19.04.2020 11:00,10.3,763.0,767.5,,39,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-3.3,,,,,,
19.04.2020 10:00,9.9,762.7,767.2,,41,Wind blowing from the north-east,6,,,, ,,,5.3,,,,,,,,-2.8,,,,,,
19.04.2020 09:00,9.0,762.5,767.0,,39,Wind blowing from the east,8,,,, ,,,,,,,,,,,-4.2,,,,,,
19.04.2020 08:00,8.1,762.4,766.9,,40,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-4.9,,,,,,
19.04.2020 07:00,6.7,761.9,766.5,,46,Wind blowing from the east,5,,,, ,,,5.3,13.2,,,,,,,-4.2,No precipitation,12,,,,
19.04.2020 06:00,5.4,761.4,766.0,,54,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-3.2,,,,,,
19.04.2020 05:00,5.7,760.6,765.2,,50,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-4.0,,,,,,
19.04.2020 04:00,6.8,760.1,764.7,,50,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-2.9,,,,,,
19.04.2020 03:00,7.1,759.7,764.3,,48,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-3.3,,,,,,
19.04.2020 02:00,7.2,759.7,764.3,,45,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,-4.0,,,,,,
19.04.2020 01:00,7.5,759.7,764.2,,43,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-4.5,No precipitation,6,,,,
19.04.2020 00:00,8.0,759.7,764.2,,40,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-4.9,,,,,,
18.04.2020 23:00,8.3,759.4,763.9,,40,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-4.7,,,,,,
18.04.2020 22:00,9.0,759.3,763.8,,40,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-4.0,,,,,,
18.04.2020 21:00,10.0,759.1,763.6,,38,Wind blowing from the north-east,7,,,, ,,,,,,,,,,,-3.7,,,,,,
18.04.2020 20:00,12.0,758.6,763.0,,30,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,-5.2,,,,,,
18.04.2020 19:00,12.9,758.3,762.7,,34,Wind blowing from the north-east,4,,,, ,,,6.5,16.6,,,,,,,-2.7,No precipitation,12,,,,
18.04.2020 18:00,14.9,758.2,762.6,,31,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-2.3,,,,,,
18.04.2020 17:00,15.9,758.2,762.6,,31,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-1.5,,,,,,
18.04.2020 16:00,16.2,758.3,762.7,,23,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,-5.1,,,,,,
18.04.2020 15:00,16.2,758.5,763.0,,29,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-2.1,,,,,,
18.04.2020 14:00,16.3,759.1,763.5,,28,Wind blowing from the east,3,,,, ,,,,,,,,,,,-2.4,,,,,,
18.04.2020 13:00,15.5,759.3,763.7,,29,Wind blowing from the north,2,,,, ,,,,,,,,,,,-2.4,No precipitation,6,,,,
18.04.2020 12:00,14.8,759.7,764.1,,35,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,-0.5,,,,,,
18.04.2020 11:00,13.8,760.1,764.5,,35,Wind blowing from the east,3,,,, ,,,,,,,,,,,-1.5,,,,,,
18.04.2020 10:00,12.0,760.2,764.6,,42,Wind blowing from the north-east,3,,,, ,,,3.4,,,,,,,,-0.7,,,,,,
18.04.2020 09:00,10.1,760.3,764.8,,44,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-1.6,,,,,,
18.04.2020 08:00,8.1,760.4,764.9,,46,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,-3.0,,,,,,
18.04.2020 07:00,6.5,760.3,764.9,,48,Wind blowing from the east,4,,,, ,,,3.4,13.9,,,,,,,-3.7,No precipitation,12,,,,
18.04.2020 06:00,4.3,760.3,764.9,,60,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-2.9,,,,,,
18.04.2020 05:00,4.8,759.9,764.5,,54,Wind blowing from the east,2,,,, ,,,,,,,,,,,-3.7,,,,,,
18.04.2020 04:00,5.0,759.6,764.2,,53,Wind blowing from the east,2,,,, ,,,,,,,,,,,-3.9,,,,,,
18.04.2020 03:00,5.5,759.7,764.2,,50,Wind blowing from the east,3,,,, ,,,,,,,,,,,-4.1,,,,,,
18.04.2020 02:00,6.7,759.7,764.3,,47,Wind blowing from the east,4,,,, ,,,,,,,,,,,-3.9,,,,,,
18.04.2020 01:00,7.2,759.8,764.4,,47,Wind blowing from the east,6,,,, ,,,,,,,,,,,-3.4,No precipitation,6,,,,
18.04.2020 00:00,7.5,759.9,764.4,,51,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-2.1,,,,,,
17.04.2020 23:00,8.7,759.7,764.2,,51,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-1.0,,,,,,
17.04.2020 22:00,10.2,759.4,763.9,,48,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-0.3,,,,,,
17.04.2020 21:00,10.4,759.0,763.5,,44,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-1.5,,,,,,
17.04.2020 20:00,11.9,758.8,763.2,,42,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-0.8,,,,,,
17.04.2020 19:00,13.8,758.4,762.8,,40,Wind blowing from the east,5,,,, ,,,8.7,17.8,,,,,,,0.5,Trace of precipitation,12,,,,
17.04.2020 18:00,15.7,758.2,762.7,,38,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,1.5,,,,,,
17.04.2020 17:00,16.6,758.2,762.6,,35,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,1.1,,,,,,
17.04.2020 16:00,17.3,758.3,762.7,,37,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,2.5,,,,,,
17.04.2020 15:00,16.2,758.7,763.0,,37,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,1.5,,,,,,
17.04.2020 14:00,15.9,759.1,763.5,,36,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,0.7,,,,,,
17.04.2020 13:00,15.3,759.3,763.7,,37,Wind blowing from the north,3,,,, ,,,,,,,,,,,0.6,No precipitation,6,,,,
17.04.2020 12:00,14.8,759.4,763.9,,40,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,1.4,,,,,,
17.04.2020 11:00,14.3,759.6,764.0,,44,Wind blowing from the east,2,,,, ,,,,,,,,,,,2.2,,,,,,
17.04.2020 10:00,13.1,759.7,764.1,,54,Wind blowing from the north-northwest,2,,,, ,,,5.6,,,,,,,,3.9,,,,,,
17.04.2020 09:00,11.5,759.7,764.1,,62,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,4.5,,,,,,
17.04.2020 08:00,10.0,759.7,764.2,,67,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,4.0,,,,,,
17.04.2020 07:00,8.7,759.5,764.0,,74,Wind blowing from the north,3,,,, ,,,5.6,15.4,,,,,,,4.2,No precipitation,12,,,,
17.04.2020 06:00,6.1,759.1,763.6,,80,Wind blowing from the north,2,,,, ,,,,,,,,,,,2.8,,,,,,
17.04.2020 05:00,6.1,758.5,763.0,,79,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,2.6,,,,,,
17.04.2020 04:00,7.1,758.5,763.0,,76,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,3.2,,,,,,
17.04.2020 03:00,7.4,758.5,763.0,,73,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,2.9,,,,,,
17.04.2020 02:00,7.7,758.3,762.8,,72,Wind blowing from the north,2,,,, ,,,,,,,,,,,2.9,,,,,,
17.04.2020 01:00,8.4,758.2,762.7,,69,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,3.0,No precipitation,6,,,,
17.04.2020 00:00,9.2,757.9,762.4,,67,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,3.3,,,,,,
16.04.2020 23:00,9.6,757.7,762.2,,68,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,4.0,,,,,,
16.04.2020 22:00,11.4,757.3,761.8,,64,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,4.7,,,,,,
16.04.2020 21:00,12.7,757.0,761.4,,61,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,5.4,,,,,,
16.04.2020 20:00,13.2,756.9,761.3,,61,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,5.7,,,,,,
16.04.2020 19:00,15.3,756.4,760.8,,52,Wind blowing from the west-northwest,3,,,, ,,,7.5,17.9,,,,,,,5.4,No precipitation,12,,,,
16.04.2020 18:00,16.4,756.7,761.0,,47,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,5.1,,,,,,
16.04.2020 17:00,17.4,756.8,761.2,,39,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,3.4,,,,,,
16.04.2020 16:00,17.3,757.2,761.5,,37,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,2.3,,,,,,
16.04.2020 15:00,17.2,757.5,761.8,,36,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,2.1,,,,,,
16.04.2020 14:00,17.2,757.9,762.2,,37,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,2.4,,,,,,
16.04.2020 13:00,16.7,758.1,762.4,,37,Wind blowing from the west,5,,,, ,,,,,,,,,,,1.9,No precipitation,6,,,,
16.04.2020 12:00,15.6,758.3,762.7,,40,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,1.8,,,,,,
16.04.2020 11:00,14.0,758.5,763.0,,43,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,1.4,,,,,,
16.04.2020 10:00,13.1,758.8,763.3,,43,Wind blowing from the north-west,5,,,, ,,,5.3,,,,,,,,0.8,,,,,,
16.04.2020 09:00,11.2,758.9,763.4,,52,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,1.5,,,,,,
16.04.2020 08:00,10.0,758.8,763.3,,52,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,0.5,,,,,,
16.04.2020 07:00,7.4,758.8,763.3,,64,Wind blowing from the west-southwest,3,,,, ,,,5.3,14.2,,,,,,,0.9,No precipitation,12,,,,
16.04.2020 06:00,5.5,759.1,763.7,,69,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,0.3,,,,,,
16.04.2020 05:00,5.7,759.2,763.8,,68,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,0.2,,,,,,
16.04.2020 04:00,5.8,759.4,763.9,,66,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,-0.1,,,,,,
16.04.2020 03:00,6.3,759.1,763.7,,64,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,-0.1,,,,,,
16.04.2020 02:00,7.3,759.4,763.9,,61,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.2,,,,,,
16.04.2020 01:00,8.6,759.7,764.2,,56,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.3,No precipitation,6,,,,
16.04.2020 00:00,9.3,759.9,764.4,,54,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.4,,,,,,
15.04.2020 23:00,10.5,760.1,764.6,,50,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.3,,,,,,
15.04.2020 22:00,11.5,760.1,764.6,,46,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.2,,,,,,
15.04.2020 21:00,12.2,760.5,764.9,,45,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.4,,,,,,
15.04.2020 20:00,13.1,760.7,765.1,,42,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.3,,,,,,
15.04.2020 19:00,14.0,760.7,765.1,,38,Wind blowing from the west,3,,,, ,,,5.3,15.6,,,,,,,-0.3,Trace of precipitation,12,,,,
15.04.2020 18:00,15.0,760.8,765.2,,37,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,0.2,,,,,,
15.04.2020 17:00,15.4,760.9,765.3,,36,Wind blowing from the west,6,,,, ,,,,,,,,,,,0.5,,,,,,
15.04.2020 16:00,15.0,761.2,765.6,,38,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,0.6,,,,,,
15.04.2020 15:00,14.0,761.3,765.7,,43,Wind blowing from the west,7,,,, ,,,,,,,,,,,1.4,,,,,,
15.04.2020 14:00,14.0,761.6,766.0,,47,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,2.7,,,,,,
15.04.2020 13:00,12.3,762.1,766.6,,49,Wind blowing from the west,7,,,, ,,,,,,,,,,,1.7,Trace of precipitation,6,,,,
15.04.2020 12:00,10.8,762.0,766.5,,53,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,1.6,,,,,,
15.04.2020 11:00,9.7,762.2,766.7,,58,Wind blowing from the west,7,,,, ,,,,,,,,,,,1.7,,,,,,
15.04.2020 10:00,8.5,762.3,766.8,,64,Wind blowing from the west,7,,,, ,,,4.8,,,,,,,,2.0,,,,,,
15.04.2020 09:00,6.7,762.4,767.0,,68,Wind blowing from the west,6,,,, ,,,,,,,,,,,1.2,,,,,,
15.04.2020 08:00,5.9,762.3,766.9,,70,Wind blowing from the west,7,,,, ,,,,,,,,,,,0.7,,,,,,
15.04.2020 07:00,5.2,762.1,766.6,,71,Wind blowing from the west,6,,,, ,,,4.8,8.9,,,,,,,0.4,No precipitation,12,,,,
15.04.2020 06:00,4.9,762.0,766.6,,72,Wind blowing from the west,5,,,, ,,,,,,,,,,,0.2,,,,,,
15.04.2020 05:00,5.1,761.9,766.5,,70,Wind blowing from the west,6,,,, ,,,,,,,,,,,0.1,,,,,,
15.04.2020 04:00,5.2,762.1,766.6,,68,Wind blowing from the west,4,,,, ,,,,,,,,,,,-0.2,,,,,,
15.04.2020 03:00,5.7,762.4,767.0,,65,Wind blowing from the west,6,,,, ,,,,,,,,,,,-0.4,,,,,,
15.04.2020 02:00,5.7,762.4,766.9,,64,Wind blowing from the west,4,,,, ,,,,,,,,,,,-0.6,,,,,,
15.04.2020 01:00,5.6,762.6,767.2,,62,Wind blowing from the west,4,,,, ,,,,,,,,,,,-1.1,No precipitation,6,,,,
15.04.2020 00:00,5.7,762.7,767.3,,59,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-1.8,,,,,,
14.04.2020 23:00,5.8,762.6,767.2,,58,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,-1.9,,,,,,
14.04.2020 22:00,6.2,762.4,766.9,,55,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-2.3,,,,,,
14.04.2020 21:00,7.1,762.7,767.2,,51,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-2.5,,,,,,
14.04.2020 20:00,7.7,762.4,766.9,,47,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-3.1,,,,,,
14.04.2020 19:00,8.9,762.0,766.5,,39,Wind blowing from the west-northwest,7,,,, ,,,2.6,11.0,,,,,,,-4.4,No precipitation,12,,,,
