Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
05.05.2020 13:50,23.0,759.1,762.0,47,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,11.0,
05.05.2020 13:20,24.0,759.1,762.0,44,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,11.0,
05.05.2020 12:50,24.0,759.1,762.0,41,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,10.0,
05.05.2020 12:20,24.0,759.1,762.0,36,variable wind direction,3,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 11:50,24.0,759.1,762.0,39,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,9.0,
05.05.2020 11:20,23.0,759.9,762.8,31,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0,
05.05.2020 10:50,21.0,759.9,762.8,40,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 10:20,21.0,759.9,762.8,43,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 09:50,20.0,759.9,762.8,43,variable wind direction,2,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 09:20,20.0,760.6,763.5,43,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 08:50,19.0,760.6,763.5,46,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 08:20,18.0,759.9,762.8,49,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 07:50,17.0,759.8,762.8,52,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 07:20,15.0,759.8,762.8,63,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 06:50,13.0,759.8,762.8,72,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 06:20,11.0,759.8,762.8,82,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 05:50,10.0,759.8,762.8,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 05:20,8.0,759.7,762.8,87,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 04:50,7.0,759.7,762.8,93,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 04:20,7.0,759.7,762.8,93,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 03:50,8.0,759.7,762.8,87,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 03:20,8.0,759.7,762.8,87,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 02:50,9.0,759.8,762.8,87,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 02:20,8.0,759.7,762.8,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0,
05.05.2020 01:50,9.0,759.8,762.8,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 01:20,10.0,759.8,762.8,88,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,8.0,
05.05.2020 00:50,9.0,759.8,762.8,87,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,7.0,
05.05.2020 00:20,9.0,759.8,762.8,87,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,7.0,
04.05.2020 23:50,10.0,759.8,762.8,88,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 23:20,10.0,759.8,762.8,88,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 22:50,11.0,759.8,762.8,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 22:20,11.0,759.8,762.8,82,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 21:50,12.0,759.8,762.8,82,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 21:20,12.0,759.8,762.8,82,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 20:50,13.0,759.8,762.8,72,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 20:20,14.0,759.8,762.8,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 19:50,15.0,759.8,762.8,68,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 19:20,15.0,759.0,762.0,68,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 18:50,16.0,758.2,761.2,63,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 18:20,17.0,758.2,761.2,59,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,9.0,
04.05.2020 17:50,18.0,758.3,761.2,52,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,8.0,
04.05.2020 17:20,18.0,758.3,761.2,49,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,7.0,
04.05.2020 16:50,19.0,758.3,761.2,43,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 16:20,20.0,758.3,761.2,35,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,4.0,
04.05.2020 15:50,20.0,758.3,761.2,40,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 15:20,20.0,758.3,761.2,40,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 14:50,21.0,757.6,760.5,38,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 14:20,21.0,757.6,760.5,40,Wind blowing from the west-northwest,7,,,,No Significant Clouds,10.0 and more,7.0,
04.05.2020 13:50,21.0,757.6,760.5,31,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 13:20,21.0,757.6,760.5,33,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,4.0,
04.05.2020 12:50,21.0,757.6,760.5,33,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,4.0,
04.05.2020 12:20,21.0,757.6,760.5,35,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 11:50,21.0,757.6,760.5,35,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 11:20,21.0,757.6,760.5,35,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 10:50,21.0,757.6,760.5,35,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 10:20,21.0,757.6,760.5,31,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 09:50,20.0,758.3,761.2,30,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,2.0,
04.05.2020 09:20,20.0,758.3,761.2,30,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,2.0,
04.05.2020 08:50,19.0,758.3,761.2,30,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,1.0,
04.05.2020 08:20,19.0,758.3,761.2,43,variable wind direction,2,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 07:50,17.0,758.2,761.2,49,Calm no wind,0,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 07:20,16.0,758.2,761.2,52,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 06:50,14.0,758.2,761.2,59,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,6.0,
04.05.2020 06:20,13.0,757.5,760.5,59,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 05:50,12.0,757.5,760.5,58,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,4.0,
04.05.2020 05:20,10.0,756.7,759.7,62,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 04:50,9.0,756.7,759.7,66,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 04:20,10.0,756.7,759.7,62,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 03:50,9.0,756.7,759.7,66,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 03:20,9.0,756.7,759.7,66,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 02:50,9.0,756.0,759.0,71,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,4.0,
04.05.2020 02:20,10.0,756.0,759.0,62,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,3.0,
04.05.2020 01:50,10.0,756.0,759.0,71,Calm no wind,0,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 01:20,9.0,756.0,759.0,76,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 00:50,10.0,756.0,759.0,71,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0,
04.05.2020 00:20,11.0,756.0,759.0,62,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,4.0,
03.05.2020 23:50,13.0,756.0,759.0,55,Wind blowing from the north-northwest,1,,,,Few clouds (10-30%) 2340 m,10.0 and more,4.0,
03.05.2020 23:20,13.0,756.0,759.0,59,variable wind direction,1,,,,Few clouds (10-30%) 2340 m,10.0 and more,5.0,
03.05.2020 22:50,14.0,756.0,759.0,63,variable wind direction,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,7.0,
03.05.2020 22:20,13.0,756.0,759.0,72,variable wind direction,1,,,,Few clouds (10-30%) 2520 m scattered clouds (40-50%) 3300 m,10.0 and more,8.0,
03.05.2020 21:50,13.0,755.2,758.2,82,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 2640 m scattered clouds (40-50%) 3300 m,10.0 and more,10.0,
03.05.2020 21:20,14.0,755.2,758.2,72,variable wind direction,1,,,,Few clouds (10-30%) 2640 m scattered clouds (40-50%) 3300 m,10.0 and more,9.0,
03.05.2020 20:50,14.0,755.2,758.2,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0,
03.05.2020 20:20,14.0,755.2,758.2,77,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,10.0,
03.05.2020 19:50,14.0,755.2,758.2,88,Calm no wind,0,,,,No Significant Clouds,10.0 and more,12.0,
03.05.2020 19:20,15.0,754.7,757.7,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0,
03.05.2020 18:50,16.0,754.8,757.7,83,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,13.0,
03.05.2020 18:20,17.0,754.8,757.7,77,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 4200 m,10.0 and more,13.0,
03.05.2020 17:50,19.0,754.8,757.7,64,Wind blowing from the north-northwest,3,,,,Broken clouds (60-90%) 3600 m,10.0 and more,12.0,
03.05.2020 17:20,19.0,754.0,756.9,64,variable wind direction,1,,,,Broken clouds (60-90%) 3600 m,10.0 and more,12.0,
03.05.2020 16:50,19.0,754.8,757.7,68,Wind blowing from the north-northwest,3,,,,Few clouds (10-30%) 2400 m broken clouds (60-90%) 3900 m,10.0 and more,13.0,
03.05.2020 16:20,19.0,754.8,757.7,64,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 4200 m,10.0 and more,12.0,
03.05.2020 15:50,19.0,754.0,756.9,64,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1500 m broken clouds (60-90%) 2400 m,10.0 and more,12.0,
03.05.2020 15:20,19.0,754.0,756.9,60,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1800 m broken clouds (60-90%) 3900 m,10.0 and more,11.0,
03.05.2020 14:50,19.0,754.0,756.9,56,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1800 m broken clouds (60-90%) 4500 m,10.0 and more,10.0,
03.05.2020 14:20,21.0,754.0,756.9,50,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 1800 m broken clouds (60-90%) 4500 m,10.0 and more,10.0,
03.05.2020 13:50,21.0,754.0,756.9,53,Wind blowing from the north-west,4,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,11.0,
03.05.2020 13:20,22.0,754.0,756.9,57,Wind blowing from the west-northwest,3,,,,Scattered clouds (40-50%) 1020 m,10.0 and more,13.0,
03.05.2020 12:50,22.0,754.0,756.9,57,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 1020 m,10.0 and more,13.0,
03.05.2020 12:20,22.0,754.0,756.9,57,Wind blowing from the west-northwest,3,,,,Scattered clouds (40-50%) 990 m,10.0 and more,13.0,
03.05.2020 11:50,21.0,754.8,757.7,60,Wind blowing from the west-northwest,4,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,13.0,
03.05.2020 11:20,21.0,754.8,757.7,64,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,14.0,
03.05.2020 10:50,21.0,754.8,757.7,60,variable wind direction,2,,,,Scattered clouds (40-50%) 1020 m,10.0 and more,13.0,
03.05.2020 10:20,21.0,754.8,757.7,53,variable wind direction,2,,,,Scattered clouds (40-50%) 960 m,10.0 and more,11.0,
03.05.2020 09:50,21.0,754.8,757.7,57,variable wind direction,2,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,12.0,
03.05.2020 09:20,20.0,754.0,756.9,56,variable wind direction,1,,,,Few clouds (10-30%) 870 m,10.0 and more,11.0,
03.05.2020 08:50,20.0,754.0,756.9,60,Wind blowing from the north-east,1,,,,Few clouds (10-30%) 600 m,10.0 and more,12.0,
03.05.2020 08:20,19.0,754.0,756.9,68,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,13.0,
03.05.2020 07:50,18.0,754.0,756.9,73,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0,
03.05.2020 07:20,17.0,754.0,756.9,77,Wind blowing from the south,2,,,,Few clouds (10-30%) 600 m,10.0 and more,13.0,
03.05.2020 06:50,17.0,754.0,756.9,77,variable wind direction,1,,,,Few clouds (10-30%) 450 m,10.0 and more,13.0,
03.05.2020 06:20,14.0,753.9,756.9,94,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 750 m,10.0 and more,13.0,
03.05.2020 05:50,13.0,753.2,756.2,94,variable wind direction,1,,,,Few clouds (10-30%) 600 m,7.0,12.0,
03.05.2020 05:20,12.0,753.2,756.2,94,variable wind direction,1,,,,Scattered clouds (40-50%) 540 m,8.0,11.0,
03.05.2020 04:50,12.0,753.2,756.2,100,Wind blowing from the south,1,,Ground fog,,Few clouds (10-30%) 360 m scattered clouds (40-50%) 600 m,5.0,12.0,
03.05.2020 04:20,12.0,753.2,756.2,100,Wind blowing from the south-southeast,2,,Ground fog,,Few clouds (10-30%) 360 m scattered clouds (40-50%) 1050 m,6.0,12.0,
03.05.2020 03:50,13.0,753.2,756.2,94,variable wind direction,1,,,,Few clouds (10-30%) 330 m scattered clouds (40-50%) 540 m broken clouds (60-90%) 900 m,10.0 and more,12.0,
03.05.2020 03:20,14.0,753.2,756.2,94,variable wind direction,1,,,,Scattered clouds (40-50%) 330 m scattered clouds (40-50%) 600 m broken clouds (60-90%) 900 m,10.0 and more,13.0,
03.05.2020 02:50,14.0,753.2,756.2,94,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 330 m scattered clouds (40-50%) 600 m broken clouds (60-90%) 900 m,8.0,13.0,
03.05.2020 02:20,13.0,753.2,756.2,94,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 300 m broken clouds (60-90%) 480 m,9.0,12.0,
03.05.2020 01:50,14.0,753.2,756.2,94,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 300 m scattered clouds (40-50%) 480 m broken clouds (60-90%) 750 m,10.0 and more,13.0,
03.05.2020 01:20,14.0,753.9,756.9,94,Calm no wind,0,,,,Few clouds (10-30%) 300 m scattered clouds (40-50%) 420 m broken clouds (60-90%) 750 m,10.0 and more,13.0,
03.05.2020 00:50,14.0,753.9,756.9,94,variable wind direction,1,,,,Few clouds (10-30%) 210 m scattered clouds (40-50%) 420 m broken clouds (60-90%) 600 m,10.0 and more,13.0,
03.05.2020 00:20,13.0,753.9,756.9,94,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 210 m scattered clouds (40-50%) 600 m broken clouds (60-90%) 1500 m,10.0 and more,12.0,
02.05.2020 23:50,14.0,753.9,756.9,94,variable wind direction,1,,,,Few clouds (10-30%) 750 m broken clouds (60-90%) 1200 m,10.0 and more,13.0,
02.05.2020 23:20,13.0,753.9,756.9,94,Wind blowing from the east,1,,,,Few clouds (10-30%) 600 m broken clouds (60-90%) 1050 m,10.0 and more,12.0,
02.05.2020 22:50,13.0,753.9,756.9,94,variable wind direction,1,,,,Few clouds (10-30%) 600 m scattered clouds (40-50%) 900 m,10.0 and more,12.0,
02.05.2020 22:20,14.0,753.9,756.9,94,Wind blowing from the south-east,2,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,13.0,
02.05.2020 21:50,14.0,753.9,756.9,94,variable wind direction,1,,,,Scattered clouds (40-50%) 1050 m,8.0,13.0,
02.05.2020 21:20,13.0,753.2,756.2,94,variable wind direction,1,,,,No Significant Clouds,7.0,12.0,
02.05.2020 20:50,14.0,753.2,756.2,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0,
02.05.2020 20:20,14.0,753.2,756.2,94,Wind blowing from the south-southeast,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,13.0,
02.05.2020 19:50,16.0,753.3,756.2,88,Wind blowing from the west-southwest,1,,,,Few clouds (10-30%) 900 m scattered clouds (40-50%) 3000 m,10.0 and more,14.0,
02.05.2020 19:20,16.0,753.3,756.2,88,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 450 m scattered clouds (40-50%) 1020 m,10.0 and more,14.0,
02.05.2020 18:50,17.0,753.3,756.2,83,variable wind direction,1,,,,Few clouds (10-30%) 450 m scattered clouds (40-50%) 600 m broken clouds (60-90%) 900 m,10.0 and more,14.0,
02.05.2020 18:20,18.0,752.5,755.4,78,Wind blowing from the south,2,,,,Few clouds (10-30%) 450 m scattered clouds (40-50%) 600 m,10.0 and more,14.0,
02.05.2020 17:50,18.0,752.5,755.4,78,Wind blowing from the south-west,3,,,,Scattered clouds (40-50%) 600 m broken clouds (60-90%) 1080 m,10.0 and more,14.0,
02.05.2020 17:20,18.0,752.5,755.4,78,Wind blowing from the south-west,4,,,,Scattered clouds (40-50%) 900 m broken clouds (60-90%) 2250 m,10.0 and more,14.0,
02.05.2020 16:50,18.0,752.5,755.4,78,Wind blowing from the south-southwest,4,,,,Scattered clouds (40-50%) 780 m broken clouds (60-90%) 2100 m,10.0 and more,14.0,
02.05.2020 16:20,18.0,752.5,755.4,78,Wind blowing from the south-southwest,3,,,,Scattered clouds (40-50%) 780 m broken clouds (60-90%) 5400 m,10.0 and more,14.0,
02.05.2020 15:50,17.0,752.5,755.4,83,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 750 m overcast (100%) 2040 m,10.0 and more,14.0,
02.05.2020 15:20,18.0,752.5,755.4,78,Wind blowing from the south-east,2,,,,Broken clouds (60-90%) 1050 m,10.0 and more,14.0,
02.05.2020 14:50,18.0,752.5,755.4,78,Wind blowing from the south-east,3,,,,Broken clouds (60-90%) 1050 m,10.0 and more,14.0,
02.05.2020 14:20,18.0,753.3,756.2,78,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 900 m broken clouds (60-90%) 1800 m,10.0 and more,14.0,
02.05.2020 13:50,17.0,753.3,756.2,77,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 690 m broken clouds (60-90%) 1410 m,10.0 and more,13.0,
02.05.2020 13:20,18.0,754.0,756.9,78,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 750 m broken clouds (60-90%) 1560 m,10.0 and more,14.0,
02.05.2020 12:50,18.0,754.0,756.9,78,Wind blowing from the south-southeast,4,,,,Scattered clouds (40-50%) 600 m broken clouds (60-90%) 1440 m,10.0 and more,14.0,
02.05.2020 12:20,18.0,754.0,756.9,78,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 660 m overcast (100%) 1650 m,10.0 and more,14.0,
02.05.2020 11:50,17.0,754.0,756.9,83,Wind blowing from the east-southeast,5,,,,Scattered clouds (40-50%) 780 m broken clouds (60-90%) 1740 m,10.0 and more,14.0,
02.05.2020 11:20,16.0,754.0,756.9,88,Wind blowing from the south-east,3,,,Rain,Few clouds (10-30%) 1110 m broken clouds (60-90%) 1800 m,10.0 and more,14.0,
02.05.2020 10:50,16.0,754.8,757.7,88,Wind blowing from the south-east,3,,Light rain,,Few clouds (10-30%) 270 m scattered clouds (40-50%) 840 m broken clouds (60-90%) 1500 m,10.0 and more,14.0,
02.05.2020 10:20,15.0,754.7,757.7,82,Wind blowing from the south-east,5,,Rain,,Few clouds (10-30%) 210 m scattered clouds (40-50%) 900 m broken clouds (60-90%) 1500 m,10.0 and more,12.0,
02.05.2020 09:50,16.0,754.0,756.9,77,Wind blowing from the south-east,3,,Light rain,,Few clouds (10-30%) 1290 m broken clouds (60-90%) 1770 m,10.0 and more,12.0,
02.05.2020 09:20,16.0,754.0,756.9,83,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 750 m overcast (100%) 1860 m,10.0 and more,13.0,
02.05.2020 08:50,16.0,754.0,756.9,83,Wind blowing from the south-southeast,2,,Light rain,,Overcast (100%) 1860 m,10.0 and more,13.0,
02.05.2020 08:20,16.0,754.0,756.9,83,Wind blowing from the south,2,,,,Overcast (100%) 1800 m,10.0 and more,13.0,
02.05.2020 07:50,16.0,754.8,757.7,77,Wind blowing from the south-east,4,,,,Overcast (100%) 2100 m,10.0 and more,12.0,
02.05.2020 07:20,15.0,754.7,757.7,94,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 780 m broken clouds (60-90%) 2100 m,10.0 and more,14.0,
02.05.2020 06:50,14.0,754.7,757.7,94,Wind blowing from the south,2,,Light rain,,Scattered clouds (40-50%) 750 m overcast (100%) 1500 m,10.0 and more,13.0,
02.05.2020 06:20,14.0,754.7,757.7,88,Wind blowing from the south-southeast,2,,Light rain,,Scattered clouds (40-50%) 750 m broken clouds (60-90%) 1440 m,10.0 and more,12.0,
02.05.2020 05:50,14.0,753.9,756.9,88,Wind blowing from the south-east,2,,Light rain,,Few clouds (10-30%) 300 m broken clouds (60-90%) 1200 m,10.0 and more,12.0,
02.05.2020 05:20,14.0,753.9,756.9,88,Wind blowing from the south-east,3,,Light rain,,Few clouds (10-30%) 300 m broken clouds (60-90%) 1200 m,10.0 and more,12.0,
02.05.2020 04:50,14.0,754.7,757.7,82,variable wind direction,1,,Light rain,,Few clouds (10-30%) 1650 m,10.0 and more,11.0,
02.05.2020 04:20,14.0,754.7,757.7,82,Wind blowing from the south-east,2,,Light rain,,Few clouds (10-30%) 1710 m scattered clouds (40-50%) 2340 m,10.0 and more,11.0,
02.05.2020 03:50,14.0,754.7,757.7,77,Wind blowing from the south,2,,,,Few clouds (10-30%) 1830 m,10.0 and more,10.0,
02.05.2020 03:20,14.0,754.7,757.7,77,Wind blowing from the south,2,,,,Broken clouds (60-90%) 3000 m,10.0 and more,10.0,
02.05.2020 02:50,14.0,754.7,757.7,77,Wind blowing from the south,2,,,,Few clouds (10-30%) 1830 m broken clouds (60-90%) 3000 m,10.0 and more,10.0,
02.05.2020 02:20,14.0,755.2,758.2,77,Wind blowing from the south-southwest,3,,,,Broken clouds (60-90%) 3000 m,10.0 and more,10.0,
02.05.2020 01:50,13.0,755.2,758.2,82,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
02.05.2020 01:20,13.0,755.2,758.2,82,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0,
02.05.2020 00:50,13.0,755.2,758.2,82,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,10.0,
02.05.2020 00:20,13.0,756.0,759.0,82,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 23:50,12.0,756.0,759.0,88,variable wind direction,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
01.05.2020 23:20,14.0,756.0,759.0,77,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
01.05.2020 22:50,13.0,756.0,759.0,82,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 22:20,13.0,756.0,759.0,82,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 21:50,13.0,756.0,759.0,82,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,10.0,
01.05.2020 21:20,14.0,756.0,759.0,82,Wind blowing from the south-southeast,2,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
01.05.2020 20:50,14.0,756.0,759.0,82,variable wind direction,1,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
01.05.2020 20:20,15.0,756.0,759.0,77,variable wind direction,1,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
01.05.2020 19:50,16.0,756.0,759.0,68,Wind blowing from the east-northeast,1,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,10.0,
01.05.2020 19:20,18.0,756.1,759.0,60,Wind blowing from the south,1,,,,Few clouds (10-30%) 1950 m scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
01.05.2020 18:50,19.0,756.1,759.0,56,variable wind direction,1,,,,Broken clouds (60-90%) 1950 m,10.0 and more,10.0,
01.05.2020 18:20,20.0,756.1,759.0,56,variable wind direction,1,,,,Broken clouds (60-90%) 1860 m,10.0 and more,11.0,
01.05.2020 17:50,20.0,756.1,759.0,53,Wind blowing from the west,2,,,,Broken clouds (60-90%) 1860 m,10.0 and more,10.0,
01.05.2020 17:20,20.0,756.1,759.0,53,Wind blowing from the south-west,4,,,,Broken clouds (60-90%) 2040 m,10.0 and more,10.0,
01.05.2020 16:50,20.0,756.1,759.0,53,Wind blowing from the west,3,,,,Broken clouds (60-90%) 1860 m,10.0 and more,10.0,
01.05.2020 16:20,20.0,756.1,759.0,60,Wind blowing from the west-southwest,4,,,,Broken clouds (60-90%) 1920 m,10.0 and more,12.0,
01.05.2020 15:50,21.0,756.1,759.0,50,Wind blowing from the south-west,4,,,,Broken clouds (60-90%) 1980 m,10.0 and more,10.0,
01.05.2020 15:20,20.0,756.1,759.0,53,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 2100 m broken clouds (60-90%) 2760 m,10.0 and more,10.0,
01.05.2020 14:50,20.0,756.1,759.0,56,Wind blowing from the west-southwest,3,,,,Broken clouds (60-90%) 2220 m,10.0 and more,11.0,
01.05.2020 14:20,21.0,756.1,759.0,53,Wind blowing from the west-southwest,4,,,,Broken clouds (60-90%) 2340 m,10.0 and more,11.0,
01.05.2020 13:50,21.0,756.1,759.0,53,Wind blowing from the west-southwest,5,,,,Broken clouds (60-90%) 2460 m,10.0 and more,11.0,
