Local time in Vienna,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.04.2020 09:00,14.0,751.4,767.5,,36,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,-0.8,,,,,,
23.04.2020 08:00,12.4,751.4,767.5,,40,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,-1.1,,,,,,
23.04.2020 07:00,11.1,751.2,767.4,,44,Wind blowing from the south-east,2,,,, ,,,8.2,16.8,,,,,,,-0.7,No precipitation,12,,,,
23.04.2020 06:00,8.5,750.9,767.2,,56,Wind blowing from the west,1,,,, ,,,,,,,,,,,0.2,,,,,,
23.04.2020 05:00,8.4,750.6,766.9,,57,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,0.3,,,,,,
23.04.2020 04:00,8.5,750.1,766.4,,57,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,0.4,,,,,,
23.04.2020 03:00,9.8,750.1,766.3,,52,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,0.3,,,,,,
23.04.2020 02:00,9.4,750.1,766.3,,54,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,0.5,,,,,,
23.04.2020 01:00,9.9,750.1,766.3,,52,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,0.4,No precipitation,6,,,,
23.04.2020 00:00,11.2,750.1,766.3,,48,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,0.4,,,,,,
22.04.2020 23:00,12.6,750.1,766.1,,42,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,-0.2,,,,,,
22.04.2020 22:00,12.7,749.9,766.0,,42,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,0.1,,,,,,
22.04.2020 21:00,15.0,750.0,765.9,,31,Wind blowing from the south,1,,,, ,,,,,,,,,,,-2.1,,,,,,
22.04.2020 20:00,15.9,749.8,765.7,,28,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,-2.6,,,,,,
22.04.2020 19:00,16.8,749.4,765.2,,27,Wind blowing from the south-east,2,,,, ,,,9.2,19.2,,,,,,,-2.5,No precipitation,12,,,,
22.04.2020 18:00,17.2,749.2,765.0,,25,Wind blowing from the east,2,,,, ,,,,,,,,,,,-3.0,,,,,,
22.04.2020 17:00,17.6,749.3,765.1,,25,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,-3.0,,,,,,
22.04.2020 16:00,17.8,749.5,765.3,,24,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,-3.1,,,,,,
22.04.2020 15:00,17.3,749.9,765.7,,25,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-2.9,,,,,,
22.04.2020 14:00,17.0,750.4,766.2,,25,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-3.0,,,,,,
22.04.2020 13:00,16.6,750.8,766.7,,26,Wind blowing from the east,3,,,, ,,,,,,,,,,,-3.3,No precipitation,6,,,,
22.04.2020 12:00,16.2,751.1,767.0,,25,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,-3.8,,,,,,
22.04.2020 11:00,14.7,751.5,767.5,,30,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,-2.8,,,,,,
22.04.2020 10:00,13.9,751.8,767.8,,30,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,-3.7,,,,,,
22.04.2020 09:00,12.5,751.8,767.9,,36,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-2.3,,,,,,
22.04.2020 08:00,11.8,751.9,768.0,,36,Wind blowing from the east,2,,,, ,,,,,,,,,,,-2.9,,,,,,
22.04.2020 07:00,9.9,751.9,768.1,,43,Wind blowing from the east-northeast,2,,,, ,,,8.1,16.2,,,,,,,-2.3,No precipitation,12,,,,
22.04.2020 06:00,8.3,751.6,767.9,,52,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,-1.2,,,,,,
22.04.2020 05:00,8.5,751.1,767.5,,49,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,-1.8,,,,,,
22.04.2020 04:00,8.4,751.2,767.5,,56,Calm no wind,0,,,, ,,,,,,,,,,,0.1,,,,,,
22.04.2020 03:00,9.1,751.0,767.3,,48,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,-1.5,,,,,,
22.04.2020 02:00,9.8,750.8,767.1,,44,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,-2.0,,,,,,
22.04.2020 01:00,10.4,750.7,766.9,,42,Wind blowing from the north,1,,,, ,,,,,,,,,,,-2.1,No precipitation,6,,,,
22.04.2020 00:00,11.1,750.7,766.9,,41,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-1.7,,,,,,
21.04.2020 23:00,11.9,750.4,766.5,,41,Wind blowing from the north,2,,,, ,,,,,,,,,,,-1.2,,,,,,
21.04.2020 22:00,12.7,750.2,766.3,,40,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.7,,,,,,
21.04.2020 21:00,14.7,750.1,766.1,,30,Wind blowing from the east,2,,,, ,,,,,,,,,,,-2.7,,,,,,
21.04.2020 20:00,15.4,749.9,765.8,,28,Wind blowing from the east,1,,,, ,,,,,,,,,,,-3.3,,,,,,
21.04.2020 19:00,16.1,749.4,765.3,,25,Wind blowing from the east,2,,,, ,,,8.9,17.7,,,,,,,-4.0,No precipitation,12,,,,
21.04.2020 18:00,16.7,749.2,765.0,,23,Wind blowing from the east,3,,,, ,,,,,,,,,,,-4.5,,,,,,
21.04.2020 17:00,16.9,749.2,765.0,,23,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,-4.3,,,,,,
21.04.2020 16:00,17.0,749.1,764.9,,23,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,-4.2,,,,,,
21.04.2020 15:00,16.5,749.2,765.0,,26,Wind blowing from the east,2,,,, ,,,,,,,,,,,-3.0,,,,,,
21.04.2020 14:00,15.6,749.5,765.4,,28,Wind blowing from the east,3,,,, ,,,,,,,,,,,-2.9,,,,,,
21.04.2020 13:00,15.1,749.8,765.7,-0.3,29,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,-3.0,No precipitation,6,,,,
21.04.2020 12:00,13.9,749.8,765.7,-0.6,31,Wind blowing from the east,3,,,, ,,,,,,,,,,,-3.2,,,,,,
21.04.2020 11:00,13.4,749.9,766.0,-0.3,31,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-3.7,,,,,,
21.04.2020 10:00,12.6,750.1,766.2,-0.2,32,Wind blowing from the east,3,,,, ,,,,,,,,,,,-3.8,,,,,,
21.04.2020 09:00,12.0,750.4,766.6,0.4,33,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,-3.7,,,,,,
21.04.2020 08:00,11.4,750.2,766.3,0.4,36,Wind blowing from the south-east,6,,,, ,,,,,,,,,,,-3.4,,,,,,
21.04.2020 07:00,9.9,750.3,766.5,0.8,42,Wind blowing from the east-southeast,2,,,, ,,,7.4,15.5,,,,,,,-2.6,No precipitation,12,,,,
21.04.2020 06:00,7.6,750.0,766.3,0.5,52,Wind blowing from the east,1,,,, ,,,,,,,,,,,-1.8,,,,,,
21.04.2020 05:00,7.5,749.8,766.2,0.3,54,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-1.3,,,,,,
21.04.2020 04:00,7.7,749.5,765.9,,55,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-0.9,,,,,,
21.04.2020 03:00,8.0,749.5,765.9,-0.3,52,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-1.3,,,,,,
21.04.2020 02:00,8.7,749.5,765.7,-0.3,48,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-1.7,,,,,,
21.04.2020 01:00,9.5,749.7,766.0,0.3,44,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-2.4,No precipitation,6,,,,
21.04.2020 00:00,10.5,749.8,766.0,0.4,42,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,-2.0,,,,,,
20.04.2020 23:00,11.4,749.8,765.9,0.6,42,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-1.2,,,,,,
20.04.2020 22:00,12.2,749.4,765.4,0.5,42,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.3,,,,,,
20.04.2020 21:00,13.8,749.4,765.4,0.9,33,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,-2.4,,,,,,
20.04.2020 20:00,14.5,749.2,765.2,0.6,32,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,-1.9,,,,,,
20.04.2020 19:00,15.4,748.9,764.8,0.3,31,Wind blowing from the south-southeast,3,,,, ,,,7.6,16.6,,,,,,,-1.7,No precipitation,12,,,,
20.04.2020 18:00,16.1,748.5,764.3,-0.4,30,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-1.7,,,,,,
20.04.2020 17:00,16.2,748.6,764.4,-0.7,30,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-1.7,,,,,,
20.04.2020 16:00,16.1,748.6,764.4,-1.1,30,Wind blowing from the east,3,,,, ,,,,,,,,,,,-1.8,,,,,,
20.04.2020 15:00,15.7,748.9,764.8,,32,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-1.0,,,,,,
20.04.2020 14:00,15.1,749.3,765.2,-1.0,35,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-0.3,,,,,,
20.04.2020 13:00,14.8,749.7,765.6,-1.0,35,Wind blowing from the east,3,,,, ,,,,,,,,,,,-0.7,No precipitation,6,,,,
20.04.2020 12:00,14.2,750.1,766.0,,35,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,-1.1,,,,,,
20.04.2020 11:00,13.2,750.3,766.3,-0.5,38,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,-1.0,,,,,,
20.04.2020 10:00,11.1,750.7,766.9,-0.1,39,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-2.5,,,,,,
20.04.2020 09:00,9.9,750.7,766.9,0.4,38,Wind blowing from the east,2,,,, ,,,,,,,,,,,-3.8,,,,,,
20.04.2020 08:00,9.6,750.8,767.1,0.8,38,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-4.3,,,,,,
20.04.2020 07:00,8.0,750.8,767.2,1.0,41,Wind blowing from the north-west,2,,,, ,,,6.7,13.2,,,,,,,-4.6,No precipitation,12,,,,
20.04.2020 06:00,6.8,750.3,766.7,0.8,44,Wind blowing from the north,3,,,, ,,,,,,,,,,,-4.7,,,,,,
20.04.2020 05:00,7.2,750.0,766.3,0.5,43,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-4.7,,,,,,
20.04.2020 04:00,7.7,749.8,766.2,0.3,42,Wind blowing from the north,3,,,, ,,,,,,,,,,,-4.5,,,,,,
20.04.2020 03:00,8.2,749.5,765.9,,42,Wind blowing from the north,3,,,, ,,,,,,,,,,,-4.2,,,,,,
20.04.2020 02:00,8.7,749.5,765.8,0.3,42,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-3.5,,,,,,
20.04.2020 01:00,9.3,749.5,765.8,0.6,43,Wind blowing from the north,2,,,, ,,,,,,,,,,,-2.7,No precipitation,6,,,,
20.04.2020 00:00,10.0,749.5,765.7,,42,Wind blowing from the north,3,,,, ,,,,,,,,,,,-2.5,,,,,,
19.04.2020 23:00,11.2,749.2,765.4,0.8,38,Wind blowing from the north,3,,,, ,,,,,,,,,,,-2.6,,,,,,
19.04.2020 22:00,12.2,748.9,764.9,1.2,35,Wind blowing from the north,3,,,, ,,,,,,,,,,,-2.8,,,,,,
19.04.2020 21:00,12.5,748.6,764.6,,35,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,-2.5,,,,,,
19.04.2020 20:00,12.7,748.4,764.5,1.3,37,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,-1.6,,,,,,
19.04.2020 19:00,13.1,747.7,763.7,0.7,38,Wind blowing from the north-northwest,4,,,, ,,,11.6,14.5,,,,,,,-1.0,0.2,12,,,,
19.04.2020 18:00,14.0,747.2,763.1,0.4,38,Wind blowing from the north,4,,,, ,,,,,,,,,,,-0.1,,,,,,
19.04.2020 17:00,14.3,747.1,763.0,0.4,41,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,1.2,,,,,,
19.04.2020 16:00,14.3,747.0,762.9,0.3,45,Wind blowing from the north,3,,,, ,,,,,,,,,,,2.3,,,,,,
19.04.2020 15:00,14.2,746.8,762.7,0.2,61,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,6.7,,,,,,
19.04.2020 14:00,13.3,746.7,762.6,0.5,61,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,5.8,,,,,,
19.04.2020 13:00,12.4,746.7,762.7,0.6,68,Wind blowing from the north-northwest,3,,,, ,Showers or intermittent precipitation.,,,,,,,,,,6.5,0.2,6,,,,
19.04.2020 12:00,11.8,746.6,762.7,,67,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,5.9,,,,,,
19.04.2020 11:00,12.2,746.2,762.2,0.8,75,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,7.9,Trace of precipitation,1,,,,
19.04.2020 10:00,13.4,746.1,762.0,0.9,78,Wind blowing from the north-northwest,2,,,, ,Showers or intermittent precipitation.,,,,,,,,,,9.7,0.2,3,,,,
19.04.2020 09:00,14.1,745.6,761.4,,70,Wind blowing from the north,1,,,,Precipitation ,,,,,,,,,,,8.7,0.1,1,,,,
19.04.2020 08:00,12.4,745.4,761.4,1.0,73,Wind blowing from the north-northwest,2,,,,Precipitation ,,,,,,,,,,,7.7,0.1,1,,,,
19.04.2020 07:00,12.8,745.2,761.1,0.8,71,Wind blowing from the north-west,2,,,, ,,,12.7,21.3,,,,,,,7.7,0.1,12,,,,
19.04.2020 06:00,14.3,744.7,760.6,0.3,57,Wind blowing from the west,1,,,, ,,,,,,,,,,,5.8,,,,,,
19.04.2020 05:00,14.4,744.4,760.3,0.0,62,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,7.2,,,,,,
19.04.2020 04:00,14.8,744.4,760.1,-0.1,71,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.6,,,,,,
19.04.2020 03:00,15.7,744.4,760.1,,70,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.2,,,,,,
19.04.2020 02:00,15.8,744.4,760.1,-0.6,71,Calm no wind,0,,,, ,,,,,,,,,,,10.5,,,,,,
19.04.2020 01:00,16.5,744.5,760.2,-0.4,68,Wind blowing from the south-southwest,1,,,, ,Precipitation,,,,,,,,,,10.6,0.1,6,,,,
19.04.2020 00:00,16.6,745.1,760.8,-0.1,69,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,10.9,,,,,,
18.04.2020 23:00,16.4,745.0,760.7,0.3,73,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,11.6,,,,,,
18.04.2020 22:00,17.8,744.9,760.5,0.5,65,Wind blowing from the south-west,2,,,, ,Precipitation,,,,,,,,,,11.2,0.1,3,,,,
18.04.2020 21:00,18.4,745.2,760.8,0.8,60,Wind blowing from the west,1,,,,Precipitation ,,,,,,,,,,,10.4,0.1,1,,,,
18.04.2020 20:00,20.7,744.7,760.2,0.3,40,Wind blowing from the south,2,,,, ,,,,,,,,,,,6.6,,,,,,
18.04.2020 19:00,21.3,744.4,759.9,-0.3,37,Wind blowing from the south-east,1,,,, ,,,13.7,23.2,,,,,,,5.9,No precipitation,12,,,,
18.04.2020 18:00,21.9,744.4,759.8,-0.6,36,Wind blowing from the south,2,,,, ,,,,,,,,,,,6.1,,,,,,
18.04.2020 17:00,22.4,744.4,759.7,-1.2,33,Wind blowing from the east,2,,,, ,,,,,,,,,,,5.4,,,,,,
18.04.2020 16:00,22.3,744.7,760.1,-1.3,33,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,5.0,,,,,,
18.04.2020 15:00,22.6,745.0,760.4,-1.2,32,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,4.9,,,,,,
18.04.2020 14:00,22.6,745.6,760.9,-1.1,31,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,4.5,,,,,,
18.04.2020 13:00,20.2,746.0,761.5,-0.8,35,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,4.2,No precipitation,6,,,,
18.04.2020 12:00,19.1,746.2,761.8,-0.6,38,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,4.4,,,,,,
18.04.2020 11:00,18.1,746.7,762.4,-0.1,41,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,4.5,,,,,,
18.04.2020 10:00,17.0,746.8,762.5,0.0,41,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,3.6,,,,,,
18.04.2020 09:00,15.8,746.8,762.7,0.2,43,Wind blowing from the north,1,,,, ,,,,,,,,,,,3.3,,,,,,
18.04.2020 08:00,15.6,746.8,762.6,0.8,48,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,4.6,,,,,,
18.04.2020 07:00,14.1,746.8,762.7,1.0,56,Calm no wind,0,,,, ,,,13.0,23.0,,,,,,,5.3,No precipitation,12,,,,
18.04.2020 06:00,13.2,746.6,762.6,0.7,52,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,3.5,,,,,,
18.04.2020 05:00,13.2,746.0,761.9,0.4,54,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,4.1,,,,,,
18.04.2020 04:00,13.0,745.8,761.7,0.4,57,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,4.7,,,,,,
18.04.2020 03:00,14.4,745.9,761.7,0.3,53,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,5.0,,,,,,
18.04.2020 02:00,14.8,745.6,761.4,0.3,53,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,5.3,,,,,,
18.04.2020 01:00,16.0,745.4,761.2,0.3,50,Wind blowing from the north,2,,,, ,,,,,,,,,,,5.5,No precipitation,6,,,,
18.04.2020 00:00,16.8,745.6,761.3,0.6,47,Wind blowing from the north,2,,,, ,,,,,,,,,,,5.4,,,,,,
17.04.2020 23:00,17.8,745.3,760.9,0.8,43,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,5.1,,,,,,
17.04.2020 22:00,19.3,745.1,760.7,0.8,42,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,6.0,,,,,,
17.04.2020 21:00,20.6,745.0,760.5,0.9,35,Wind blowing from the north,1,,,, ,,,,,,,,,,,4.5,,,,,,
17.04.2020 20:00,21.7,744.5,760.0,0.4,32,Wind blowing from the north,2,,,, ,,,,,,,,,,,4.3,,,,,,
17.04.2020 19:00,22.8,744.3,759.7,0.2,29,Wind blowing from the north,1,,,, ,,,17.7,25.2,,,,,,,3.6,No precipitation,12,,,,
17.04.2020 18:00,23.6,744.1,759.4,-0.3,27,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,3.3,,,,,,
17.04.2020 17:00,24.0,744.1,759.4,-0.8,25,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,2.8,,,,,,
17.04.2020 16:00,24.8,744.1,759.4,-0.9,23,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,2.4,,,,,,
17.04.2020 15:00,24.8,744.4,759.7,,24,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,2.6,,,,,,
17.04.2020 14:00,24.5,744.9,760.2,-0.7,24,Wind blowing from the west,3,,,, ,,,,,,,,,,,2.8,,,,,,
17.04.2020 13:00,24.0,745.0,760.3,-0.6,22,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,1.2,No precipitation,6,,,,
17.04.2020 12:00,23.2,745.3,760.6,-0.3,25,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,2.2,,,,,,
17.04.2020 11:00,21.3,745.6,761.1,0.0,30,Wind blowing from the west,3,,,, ,,,,,,,,,,,3.0,,,,,,
17.04.2020 10:00,20.3,745.6,761.2,,30,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,1.9,,,,,,
17.04.2020 09:00,20.0,745.6,761.1,0.4,29,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,1.3,,,,,,
17.04.2020 08:00,19.6,745.6,761.2,0.6,30,Wind blowing from the west,3,,,, ,,,,,,,,,,,1.3,,,,,,
17.04.2020 07:00,18.0,745.6,761.2,0.6,31,Wind blowing from the west,4,,,, ,,,15.1,21.4,,,,,,,0.4,No precipitation,12,,,,
17.04.2020 06:00,15.3,745.2,761.0,0.1,38,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,1.1,,,,,,
17.04.2020 05:00,16.8,745.0,760.8,0.0,33,Wind blowing from the west,4,,,, ,,,,,,,,,,,0.4,,,,,,
17.04.2020 04:00,17.1,745.0,760.6,-0.2,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,0.9,,,,,,
17.04.2020 03:00,17.6,745.1,760.8,-0.2,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,1.3,,,,,,
17.04.2020 02:00,17.9,745.0,760.7,-0.3,34,Wind blowing from the west,5,,,, ,,,,,,,,,,,1.8,,,,,,
17.04.2020 01:00,15.6,745.2,760.9,0.0,42,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,2.8,No precipitation,6,,,,
17.04.2020 00:00,15.5,745.3,761.1,0.0,42,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,2.7,,,,,,
16.04.2020 23:00,15.5,745.3,761.1,0.0,42,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,2.5,,,,,,
16.04.2020 22:00,16.2,745.2,760.9,0.1,39,Wind blowing from the south,1,,,, ,,,,,,,,,,,2.3,,,,,,
16.04.2020 21:00,17.6,745.3,760.9,,36,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,2.3,,,,,,
16.04.2020 20:00,20.1,745.3,760.9,,28,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,1.0,,,,,,
16.04.2020 19:00,21.1,745.1,760.6,,24,Wind blowing from the east-southeast,1,,,, ,,,10.2,23.6,,,,,,,-0.3,No precipitation,12,,,,
16.04.2020 18:00,22.4,745.1,760.6,,19,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,-2.2,,,,,,
16.04.2020 17:00,22.9,745.2,760.6,,17,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-3.5,,,,,,
16.04.2020 16:00,22.9,745.6,760.9,,19,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-1.7,,,,,,
16.04.2020 15:00,22.4,746.0,761.5,,20,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,-1.7,,,,,,
16.04.2020 14:00,21.7,746.7,762.2,,21,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-1.4,,,,,,
16.04.2020 13:00,20.4,747.4,763.0,,24,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,-0.7,No precipitation,6,,,,
16.04.2020 07:00,10.2,749.8,766.0,,51,Wind blowing from the east,1,,,, ,,,6.4,15.8,,,,,,,0.5,No precipitation,12,,,,
16.04.2020 06:00,6.7,750.0,766.4,,56,Wind blowing from the south,1,,,, ,,,,,,,,,,,-1.6,,,,,,
16.04.2020 05:00,6.5,750.0,766.4,-0.9,55,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,-1.9,,,,,,
16.04.2020 04:00,6.8,750.2,766.6,,53,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-2.1,,,,,,
16.04.2020 03:00,7.4,750.4,766.7,-0.9,51,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-2.3,,,,,,
16.04.2020 02:00,7.7,750.9,767.2,-0.3,48,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,-2.6,,,,,,
16.04.2020 01:00,8.9,751.0,767.3,-0.2,45,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-2.6,No precipitation,6,,,,
16.04.2020 00:00,9.6,751.3,767.5,0.2,41,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,-3.2,,,,,,
15.04.2020 23:00,10.6,751.2,767.4,0.2,38,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-3.4,,,,,,
15.04.2020 22:00,11.8,751.2,767.3,0.5,33,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,-4.2,,,,,,
15.04.2020 21:00,13.0,751.1,767.2,0.5,29,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,-4.7,,,,,,
15.04.2020 20:00,14.8,751.0,766.9,0.3,23,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,-6.4,,,,,,
15.04.2020 19:00,15.7,750.7,766.6,-0.3,21,Wind blowing from the west,2,,,, ,,,5.9,17.0,,,,,,,-6.4,No precipitation,12,,,,
15.04.2020 18:00,16.3,750.6,766.5,-0.9,22,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,-5.3,,,,,,
15.04.2020 17:00,16.6,750.7,766.6,-1.1,22,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,-5.4,,,,,,
15.04.2020 16:00,16.6,751.0,766.9,-1.2,22,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,-5.1,,,,,,
15.04.2020 15:00,16.0,751.5,767.4,,23,Wind blowing from the west,3,,,, ,,,,,,,,,,,-5.4,,,,,,
15.04.2020 14:00,15.0,751.8,767.8,-1.3,20,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,-8.1,,,,,,
15.04.2020 13:00,13.4,752.2,768.3,-1.2,23,Wind blowing from the west,2,,,, ,,,,,,,,,,,-7.5,No precipitation,6,,,,
15.04.2020 12:00,12.1,752.5,768.7,-1.0,26,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,-6.8,,,,,,
15.04.2020 11:00,11.0,753.1,769.3,-0.5,30,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,-6.1,,,,,,
15.04.2020 10:00,9.9,753.4,769.6,0.0,32,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,-6.3,,,,,,
15.04.2020 09:00,9.0,753.5,769.9,,34,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,-6.2,,,,,,
15.04.2020 08:00,8.2,753.6,770.0,0.3,37,Wind blowing from the west,4,,,, ,,,,,,,,,,,-5.6,,,,,,
15.04.2020 07:00,6.4,753.4,769.9,0.3,43,Wind blowing from the west,3,,,, ,,,4.0,8.1,,,,,,,-5.5,No precipitation,12,,,,
15.04.2020 06:00,4.5,753.1,769.8,-0.2,50,Wind blowing from the west,2,,,, ,,,,,,,,,,,-5.2,,,,,,
15.04.2020 05:00,4.2,753.3,769.9,0.2,54,Wind blowing from the west,2,,,, ,,,,,,,,,,,-4.5,,,,,,
15.04.2020 04:00,4.3,753.1,769.8,0.0,52,Wind blowing from the west,3,,,, ,,,,,,,,,,,-4.7,,,,,,
15.04.2020 03:00,5.2,753.3,769.9,,45,Wind blowing from the west,1,,,, ,,,,,,,,,,,-5.8,,,,,,
15.04.2020 02:00,5.7,753.1,769.7,,43,Wind blowing from the west,3,,,, ,,,,,,,,,,,-6.0,,,,,,
15.04.2020 01:00,6.4,753.1,769.6,0.5,41,Wind blowing from the west,2,,,, ,,,,,,,,,,,-5.9,No precipitation,6,,,,
15.04.2020 00:00,6.9,753.1,769.6,0.8,40,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,-5.9,,,,,,
14.04.2020 23:00,7.2,752.9,769.3,1.0,40,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,-5.7,,,,,,
14.04.2020 22:00,7.5,752.6,769.0,,40,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,-5.5,,,,,,
