,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
978,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2335,-1,1,1,2,3,3,3,3,2,1,1
2105,-1,1,1,2,3,3,3,3,2,1,1
1340,3,3,3,2,1,1,-1,-1,-2,-3,-3
3278,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1255,-1,1,1,2,3,3,3,3,2,1,1
1165,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
933,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1900,3,3,3,2,1,1,-1,-1,-2,-3,-3
1415,-1,1,1,2,3,3,3,3,2,1,1
1087,1,2,3,3,3,3,2,1,1,-1,-1
3081,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3258,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2081,-3,-3,-2,-1,-1,1,1,2,3,3,3
1847,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
846,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2024,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1555,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
549,3,3,3,3,2,1,1,-1,-1,-2,-3
2026,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3415,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1561,-3,-3,-2,-1,-1,1,1,2,3,3,3
758,2,3,3,3,3,2,1,1,-1,-1,-2
2758,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
93,-2,-1,-1,1,1,2,3,3,3,3,2
290,0,3,3,2,1,1,-1,-1,-2,-3,-3
509,3,3,3,3,2,1,1,-1,-1,-2,-3
1266,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2638,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1489,3,3,3,3,2,1,1,-1,-1,-2,-3
55,-1,1,1,2,3,3,3,3,2,1,1
2407,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
854,-1,-1,1,1,2,3,3,3,3,2,1
2479,3,3,3,3,2,1,1,-1,-1,-2,-3
885,-1,1,1,2,3,3,3,3,2,1,1
3010,-3,-3,-3,-2,-1,-1,1,1,2,3,3
650,-3,-3,-3,-2,-1,-1,1,1,2,3,3
476,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
905,-1,1,1,2,3,3,3,3,2,1,1
3296,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1461,-3,-3,-2,-1,-1,1,1,2,3,3,3
2610,0,3,3,2,1,1,-1,-1,-2,-3,-3
2966,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3128,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2659,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2495,-1,1,1,2,3,3,3,3,2,1,1
2844,-1,-1,1,1,2,3,3,3,3,2,1
1126,1,1,2,3,3,3,3,2,1,1,-1
3172,-3,-2,-1,-1,1,1,2,3,3,3,3
2910,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2889,3,3,3,3,2,1,1,-1,-1,-2,-3
2859,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
890,3,3,3,2,1,1,-1,-1,-2,-3,-3
1710,3,3,3,2,1,1,-1,-1,-2,-3,-3
1404,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1317,1,2,3,3,3,3,2,1,1,-1,-1
2920,3,3,3,2,1,1,-1,-1,-2,-3,-3
1882,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1624,-1,-1,1,1,2,3,3,3,3,2,1
2264,-1,-1,1,1,2,3,3,3,3,2,1
692,-3,-2,-1,-1,1,1,2,3,3,3,3
112,-3,-2,-1,-1,1,1,2,3,3,3,3
2467,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1076,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
264,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
164,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
703,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
354,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2857,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3092,-3,-2,-1,-1,1,1,2,3,3,3,3
1437,1,2,3,3,3,3,2,1,1,-1,-1
1034,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1272,-3,-2,-1,-1,1,1,2,3,3,3,3
3026,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1121,-3,-3,-2,-1,-1,1,1,2,3,3,3
1217,1,2,3,3,3,3,2,1,1,-1,-1
483,-2,-1,-1,1,1,2,3,3,3,3,2
1539,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3217,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2965,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1485,-1,1,1,2,3,3,3,3,2,1,1
414,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2375,-1,1,1,2,3,3,3,3,2,1,1
1088,2,3,3,3,3,2,1,1,-1,-1,-2
3377,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
480,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2769,3,3,3,3,2,1,1,-1,-1,-2,-3
2911,-3,-3,-2,-1,-1,1,1,2,3,3,3
2923,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2748,2,3,3,3,3,2,1,1,-1,-1,-2
296,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2415,-1,1,1,2,3,3,3,3,2,1,1
1141,-3,-3,-2,-1,-1,1,1,2,3,3,3
77,1,2,3,3,3,3,2,1,1,-1,-1
1454,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2788,2,3,3,3,3,2,1,1,-1,-1,-2
2722,-3,-2,-1,-1,1,1,2,3,3,3,3
2192,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2054,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1806,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
906,1,1,2,3,3,3,3,2,1,1,-1
2662,-3,-2,-1,-1,1,1,2,3,3,3,3
1590,3,3,3,2,1,1,-1,-1,-2,-3,-3
5,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1629,3,3,3,3,2,1,1,-1,-1,-2,-3
1776,1,1,2,3,3,3,3,2,1,1,-1
1413,-2,-1,-1,1,1,2,3,3,3,3,2
1953,-2,-1,-1,1,1,2,3,3,3,3,2
1152,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2620,-3,-3,-3,-2,-1,-1,1,1,2,3,3
207,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
250,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2170,3,3,3,2,1,1,-1,-1,-2,-3,-3
2302,-3,-2,-1,-1,1,1,2,3,3,3,3
1787,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2429,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1271,-3,-3,-2,-1,-1,1,1,2,3,3,3
3051,-3,-3,-2,-1,-1,1,1,2,3,3,3
1980,3,3,3,2,1,1,-1,-1,-2,-3,-3
1201,3,3,2,1,1,-1,-1,-2,-3,-3,-3
120,3,3,3,2,1,1,-1,-1,-2,-3,-3
1098,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3309,3,3,3,3,2,1,1,-1,-1,-2,-3
329,3,3,3,3,2,1,1,-1,-1,-2,-3
2628,2,3,3,3,3,2,1,1,-1,-1,-2
2208,2,3,3,3,3,2,1,1,-1,-1,-2
2217,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2869,3,3,3,3,2,1,1,-1,-1,-2,-3
812,-3,-2,-1,-1,1,1,2,3,3,3,3
3418,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
686,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1315,-1,1,1,2,3,3,3,3,2,1,1
745,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1107,1,2,3,3,3,3,2,1,1,-1,-1
2187,1,2,3,3,3,3,2,1,1,-1,-1
874,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1382,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1169,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
281,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1718,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1273,-2,-1,-1,1,1,2,3,3,3,3,2
3234,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
288,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
291,3,3,2,1,1,-1,-1,-2,-3,-3,-3
721,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2891,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1014,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3257,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
611,-3,-3,-2,-1,-1,1,1,2,3,3,3
2240,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3098,2,3,3,3,3,2,1,1,-1,-1,-2
1211,-3,-3,-2,-1,-1,1,1,2,3,3,3
2218,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2949,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
13,-2,-1,-1,1,1,2,3,3,3,3,2
1366,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2740,-3,-3,-3,-2,-1,-1,1,1,2,3,3
166,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2388,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
144,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1564,-1,-1,1,1,2,3,3,3,3,2,1
917,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
523,-2,-1,-1,1,1,2,3,3,3,3,2
2177,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1313,-2,-1,-1,1,1,2,3,3,3,3,2
2118,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
744,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1910,-3,-3,-3,-2,-1,-1,1,1,2,3,3
227,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1497,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1209,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
820,3,3,3,2,1,1,-1,-1,-2,-3,-3
1140,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1834,-1,-1,1,1,2,3,3,3,3,2,1
1384,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2477,1,2,3,3,3,3,2,1,1,-1,-1
3409,3,3,3,3,2,1,1,-1,-1,-2,-3
1052,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1159,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
203,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1240,3,3,3,2,1,1,-1,-1,-2,-3,-3
346,1,1,2,3,3,3,3,2,1,1,-1
2037,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
992,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
867,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2461,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2361,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2882,-3,-2,-1,-1,1,1,2,3,3,3,3
1344,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
728,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3367,1,2,3,3,3,3,2,1,1,-1,-1
2951,-3,-3,-2,-1,-1,1,1,2,3,3,3
1918,2,3,3,3,3,2,1,1,-1,-1,-2
704,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
684,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3200,-3,-3,-3,-2,-1,-1,1,1,2,3,3
128,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1548,2,3,3,3,3,2,1,1,-1,-1,-2
26,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
640,3,3,3,2,1,1,-1,-1,-2,-3,-3
1383,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1431,-3,-3,-2,-1,-1,1,1,2,3,3,3
75,-1,1,1,2,3,3,3,3,2,1,1
3380,-3,-3,-3,-2,-1,-1,1,1,2,3,3
741,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2989,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1032,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3158,2,3,3,3,3,2,1,1,-1,-1,-2
1645,-1,1,1,2,3,3,3,3,2,1,1
2898,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2963,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
413,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
672,-3,-2,-1,-1,1,1,2,3,3,3,3
1614,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1976,1,1,2,3,3,3,3,2,1,1,-1
3366,1,1,2,3,3,3,3,2,1,1,-1
270,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3373,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
635,-1,1,1,2,3,3,3,3,2,1,1
2887,1,2,3,3,3,3,2,1,1,-1,-1
2243,-2,-1,-1,1,1,2,3,3,3,3,2
1095,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1816,1,1,2,3,3,3,3,2,1,1,-1
172,-3,-2,-1,-1,1,1,2,3,3,3,3
1560,-3,-3,-3,-2,-1,-1,1,1,2,3,3
387,1,2,3,3,3,3,2,1,1,-1,-1
2634,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2570,-3,-3,-3,-2,-1,-1,1,1,2,3,3
66,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
419,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
73,-2,-1,-1,1,1,2,3,3,3,3,2
675,-1,1,1,2,3,3,3,3,2,1,1
131,-3,-3,-2,-1,-1,1,1,2,3,3,3
2734,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2149,3,3,3,3,2,1,1,-1,-1,-2,-3
723,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1586,1,1,2,3,3,3,3,2,1,1,-1
1911,-3,-3,-2,-1,-1,1,1,2,3,3,3
2003,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
9,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3302,-3,-2,-1,-1,1,1,2,3,3,3,3
1330,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2431,-3,-3,-2,-1,-1,1,1,2,3,3,3
1247,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1332,-3,-2,-1,-1,1,1,2,3,3,3,3
1212,-3,-2,-1,-1,1,1,2,3,3,3,3
712,-3,-2,-1,-1,1,1,2,3,3,3,3
571,3,3,2,1,1,-1,-1,-2,-3,-3,-3
977,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1686,1,1,2,3,3,3,3,2,1,1,-1
876,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3388,2,3,3,3,3,2,1,1,-1,-1,-2
1591,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3236,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3164,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
974,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1574,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2720,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1060,-3,-3,-3,-2,-1,-1,1,1,2,3,3
993,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1061,-3,-3,-2,-1,-1,1,1,2,3,3,3
2341,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1302,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2556,1,1,2,3,3,3,3,2,1,1,-1
2648,2,3,3,3,3,2,1,1,-1,-1,-2
2336,1,1,2,3,3,3,3,2,1,1,-1
984,-1,-1,1,1,2,3,3,3,3,2,1
1704,-1,-1,1,1,2,3,3,3,3,2,1
2833,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2233,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2234,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3363,-2,-1,-1,1,1,2,3,3,3,3,2
765,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
680,3,3,3,2,1,1,-1,-1,-2,-3,-3
1460,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3235,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3082,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2155,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1771,-3,-3,-2,-1,-1,1,1,2,3,3,3
962,-3,-2,-1,-1,1,1,2,3,3,3,3
2896,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3397,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
955,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
52,-3,-2,-1,-1,1,1,2,3,3,3,3
1063,-2,-1,-1,1,1,2,3,3,3,3,2
479,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2541,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3030,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1154,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
156,1,1,2,3,3,3,3,2,1,1,-1
2126,1,1,2,3,3,3,3,2,1,1,-1
2312,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2646,1,1,2,3,3,3,3,2,1,1,-1
1250,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2952,-3,-2,-1,-1,1,1,2,3,3,3,3
2245,-1,1,1,2,3,3,3,3,2,1,1
1865,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2814,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
106,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2819,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3159,3,3,3,3,2,1,1,-1,-1,-2,-3
1131,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2151,3,3,2,1,1,-1,-1,-2,-3,-3,-3
174,-1,-1,1,1,2,3,3,3,3,2,1
2193,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2793,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
687,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3135,-1,1,1,2,3,3,3,3,2,1,1
65,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2639,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
114,-1,-1,1,1,2,3,3,3,3,2,1
3001,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1845,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2535,-1,1,1,2,3,3,3,3,2,1,1
892,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1808,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2052,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
784,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
325,-1,1,1,2,3,3,3,3,2,1,1
666,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1579,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
134,-1,-1,1,1,2,3,3,3,3,2,1
1029,3,3,3,3,2,1,1,-1,-1,-2,-3
873,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2777,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2190,3,3,3,2,1,1,-1,-1,-2,-3,-3
168,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3450,3,3,3,2,1,1,-1,-1,-2,-3,-3
2647,1,2,3,3,3,3,2,1,1,-1,-1
2030,0,3,3,2,1,1,-1,-1,-2,-3,-3
3224,-1,-1,1,1,2,3,3,3,3,2,1
795,-1,1,1,2,3,3,3,3,2,1,1
3023,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3286,1,1,2,3,3,3,3,2,1,1,-1
633,-2,-1,-1,1,1,2,3,3,3,3,2
1827,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
256,1,1,2,3,3,3,3,2,1,1,-1
1009,3,3,3,3,2,1,1,-1,-1,-2,-3
443,-2,-1,-1,1,1,2,3,3,3,3,2
751,-3,-3,-2,-1,-1,1,1,2,3,3,3
2181,-3,-3,-2,-1,-1,1,1,2,3,3,3
1197,1,2,3,3,3,3,2,1,1,-1,-1
1362,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
658,2,3,3,3,3,2,1,1,-1,-1,-2
3465,-1,1,1,2,3,3,3,3,2,1,1
1752,-3,-2,-1,-1,1,1,2,3,3,3,3
1401,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3473,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
853,-2,-1,-1,1,1,2,3,3,3,3,2
1588,2,3,3,3,3,2,1,1,-1,-1,-2
364,-1,-1,1,1,2,3,3,3,3,2,1
2531,-3,-3,-2,-1,-1,1,1,2,3,3,3
197,1,2,3,3,3,3,2,1,1,-1,-1
3451,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1381,3,3,2,1,1,-1,-1,-2,-3,-3,-3
828,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2970,-3,-3,-3,-2,-1,-1,1,1,2,3,3
727,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3202,-3,-2,-1,-1,1,1,2,3,3,3,3
1713,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
342,-3,-2,-1,-1,1,1,2,3,3,3,3
2125,-1,1,1,2,3,3,3,3,2,1,1
2673,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
624,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2395,-1,1,1,2,3,3,3,3,2,1,1
3085,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1160,0,3,3,2,1,1,-1,-1,-2,-3,-3
3354,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1283,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3167,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3407,1,2,3,3,3,3,2,1,1,-1,-1
2680,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3057,1,2,3,3,3,3,2,1,1,-1,-1
2437,1,2,3,3,3,3,2,1,1,-1,-1
458,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1084,-1,-1,1,1,2,3,3,3,3,2,1
1557,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
392,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2282,-3,-2,-1,-1,1,1,2,3,3,3,3
2478,2,3,3,3,3,2,1,1,-1,-1,-2
2718,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1540,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2352,-3,-2,-1,-1,1,1,2,3,3,3,3
2876,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3437,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3124,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1681,-3,-3,-2,-1,-1,1,1,2,3,3,3
2979,3,3,3,3,2,1,1,-1,-1,-2,-3
335,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
184,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
567,1,2,3,3,3,3,2,1,1,-1,-1
1970,-3,-3,-3,-2,-1,-1,1,1,2,3,3
150,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2643,-2,-1,-1,1,1,2,3,3,3,3,2
3112,-3,-2,-1,-1,1,1,2,3,3,3,3
2592,-3,-2,-1,-1,1,1,2,3,3,3,3
3215,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
468,2,3,3,3,3,2,1,1,-1,-1,-2
1966,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2147,1,2,3,3,3,3,2,1,1,-1,-1
2683,-2,-1,-1,1,1,2,3,3,3,3,2
260,3,3,3,2,1,1,-1,-1,-2,-3,-3
550,3,3,3,2,1,1,-1,-1,-2,-3,-3
1981,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2322,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2802,-3,-2,-1,-1,1,1,2,3,3,3,3
2860,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2116,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2800,-3,-3,-3,-2,-1,-1,1,1,2,3,3
544,-1,-1,1,1,2,3,3,3,3,2,1
3351,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1757,1,2,3,3,3,3,2,1,1,-1,-1
701,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2436,1,1,2,3,3,3,3,2,1,1,-1
3125,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1665,-1,1,1,2,3,3,3,3,2,1,1
2886,1,1,2,3,3,3,3,2,1,1,-1
1725,-1,1,1,2,3,3,3,3,2,1,1
2459,3,3,3,3,2,1,1,-1,-1,-2,-3
1487,1,2,3,3,3,3,2,1,1,-1,-1
254,-1,-1,1,1,2,3,3,3,3,2,1
1837,1,2,3,3,3,3,2,1,1,-1,-1
2583,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
742,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3287,1,2,3,3,3,3,2,1,1,-1,-1
1993,-2,-1,-1,1,1,2,3,3,3,3,2
3417,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2843,-2,-1,-1,1,1,2,3,3,3,3,2
1969,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1870,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3434,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
838,2,3,3,3,3,2,1,1,-1,-1,-2
2698,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3401,-3,-3,-2,-1,-1,1,1,2,3,3,3
1345,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3416,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
31,-3,-3,-2,-1,-1,1,1,2,3,3,3
1346,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3433,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
187,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
426,1,1,2,3,3,3,3,2,1,1,-1
1736,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1100,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2757,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
289,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
454,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
768,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
177,1,2,3,3,3,3,2,1,1,-1,-1
324,-1,-1,1,1,2,3,3,3,3,2,1
3355,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2772,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3345,-1,1,1,2,3,3,3,3,2,1,1
2511,-3,-3,-2,-1,-1,1,1,2,3,3,3
2890,3,3,3,2,1,1,-1,-1,-2,-3,-3
769,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
532,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
629,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
648,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
