"# Weather station Chisinau, Moldova, WMO_ID=33815,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=33815&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Chisinau,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.04.2020 20:00,15.6,741.4,756.0,1.4,69,Wind blowing from the north,6,,,100%.,"Lightning visible, no thunder heard. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,23.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,9.9,Trace of precipitation,12,,,,
30.04.2020 17:00,18.9,740.0,754.5,-0.1,53,Wind blowing from the south-southwest,4,,,100%.,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,9.0,,,,,,
30.04.2020 14:00,23.4,740.1,754.7,-1.3,34,Wind blowing from the south,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.8,,,,,,
30.04.2020 11:00,16.9,741.4,756.2,-0.4,61,Wind blowing from the west,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,9.4,,,,,,
30.04.2020 08:00,12.7,741.8,756.7,0.7,74,Wind blowing from the south-southwest,3,,,100%., ,,,9.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,8.2,Trace of precipitation,12,,,,
30.04.2020 05:00,9.0,741.1,756.3,-0.3,89,Wind blowing from the south,2,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.2,,,,,,
30.04.2020 02:00,11.5,741.4,756.7,-0.8,76,Wind blowing from the south-southeast,1,,,70 – 80%.,Shower(s) of rain. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.3,,,,,,
29.04.2020 23:00,10.4,742.2,757.3,-0.4,81,Wind blowing from the south-southeast,2,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.3,,,,,,
29.04.2020 20:00,14.6,742.6,757.3,1.9,63,Wind blowing from the south,4,,,70 – 80%., ,,,,24.7,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.6,,,,,,
29.04.2020 17:00,23.2,740.7,755.3,-1.4,31,Wind blowing from the south,6,,,70 – 80%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,4.9,,,,,,
29.04.2020 14:00,22.5,742.1,756.8,-1.2,31,Wind blowing from the south-southwest,5,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,4.4,,,,,,
29.04.2020 11:00,17.9,743.3,756.6,-0.8,40,Wind blowing from the south-southwest,5,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,3.9,,,,,,
29.04.2020 08:00,12.0,744.1,759.2,0.4,50,Wind blowing from the south,4,,,20–30%., ,,,6.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,1.7,,,,,,
29.04.2020 05:00,7.0,743.7,759.2,-1.0,58,Wind blowing from the south,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-0.7,,,,,,
29.04.2020 02:00,9.4,744.7,760.0,-0.9,46,Wind blowing from the south-southwest,4,,12,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-1.6,,,,,,
28.04.2020 23:00,11.7,745.6,760.5,0.6,36,Wind blowing from the south-southwest,7,,13,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-3.0,,,,,,
28.04.2020 20:00,14.4,745.0,759.7,0.9,31,Wind blowing from the south,8,,14,70 – 80%., ,,,,21.8,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-2.6,,,,,,
28.04.2020 17:00,21.4,744.1,758.8,-1.7,24,Wind blowing from the south-southwest,7,,13,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,0.0,,,,,,
28.04.2020 14:00,20.4,745.8,760.0,-0.8,26,Wind blowing from the south-southwest,7,,13,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,0.1,,,,,,
28.04.2020 11:00,18.8,746.6,761.6,-1.1,31,Wind blowing from the south-southwest,7,,13,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,1.2,,,,,,
28.04.2020 08:00,12.4,747.7,762.8,1.8,45,Wind blowing from the south-west,3,,,60%., ,,,5.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",Cirrus spissatus cumulonimbogenitus.,20.0,0.8,,,,,,
28.04.2020 05:00,8.4,745.9,761.3,-1.5,43,Wind blowing from the west-southwest,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20.0,-3.5,,,,,,
28.04.2020 02:00,8.3,747.4,762.7,1.5,51,Wind blowing from the east-southeast,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-1.3,,,,,,
27.04.2020 23:00,10.1,745.9,761.2,-0.3,40,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20.0,-2.9,,,,,,
27.04.2020 20:00,13.1,746.2,761.4,0.0,34,Wind blowing from the north,1,,,40%., ,,,,15.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-2.7,,,,,,
27.04.2020 17:00,15.7,746.2,761.4,0.2,27,Wind blowing from the north-west,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-3.4,,,,,,
27.04.2020 14:00,14.8,746.0,761.4,-0.4,30,Wind blowing from the north-west,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-2.9,,,,,,
27.04.2020 11:00,13.7,746.4,761.5,0.5,33,Wind blowing from the west-northwest,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",50.0,-2.5,,,,,,
27.04.2020 08:00,10.8,745.9,761.3,1.1,43,Wind blowing from the north-west,3,,,40%., ,,,4.7,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-1.5,,,,,,
27.04.2020 05:00,6.1,744.8,760.5,-0.3,55,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-2.4,,,,,,
27.04.2020 02:00,6.6,745.1,760.3,0.7,53,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-2.4,,,,,,
26.04.2020 23:00,8.0,744.4,759.6,0.6,46,Wind blowing from the west-northwest,4,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-3.1,,,,,,
26.04.2020 20:00,10.2,743.8,758.5,1.6,35,Wind blowing from the north-northwest,5,,13,20–30%., ,,,,14.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.7,,,,,,
26.04.2020 17:00,13.5,742.2,757.0,1.1,27,Wind blowing from the north-northwest,6,,17,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-5.3,,,,,,
26.04.2020 14:00,14.2,741.1,756.1,0.2,27,Wind blowing from the north-west,9,,16,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.6,,,,,,
26.04.2020 11:00,12.8,740.9,755.5,2.1,45,Wind blowing from the north-northwest,8,,15,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,1.2,,,,,,
26.04.2020 08:00,10.2,738.8,753.7,2.0,63,Wind blowing from the north-west,8,,16,"90  or more, but not 100%", ,,,7.3,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,3.4,0.3,12,,,,
26.04.2020 05:00,7.6,736.8,752.2,0.0,76,Wind blowing from the north-west,7,,12,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,3.6,,,,,,
26.04.2020 02:00,7.4,736.8,752.1,0.6,74,Wind blowing from the west-northwest,8,,12,"10%  or less, but not 0",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,3.0,,,,,,
25.04.2020 23:00,13.0,736.2,750.3,0.9,62,Wind blowing from the north-west,7,,12,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,5.8,,,,,,
25.04.2020 20:00,17.6,735.3,749.2,0.8,28,Wind blowing from the west-southwest,3,,,100%., ,,,,22.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-1.0,,,,,,
25.04.2020 17:00,20.9,734.5,749.3,-1.8,22,Wind blowing from the west-southwest,6,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-1.5,,,,,,
25.04.2020 14:00,21.6,736.3,751.0,-1.9,19,Wind blowing from the west-southwest,5,,13,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-3.3,,,,,,
25.04.2020 11:00,20.5,738.2,753.0,-1.0,23,Wind blowing from the west-southwest,5,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-1.5,,,,,,
25.04.2020 08:00,12.2,739.2,754.5,-0.4,36,Wind blowing from the west-southwest,2,,,70 – 80%., ,,,6.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-2.6,,,,,,
25.04.2020 05:00,6.9,739.6,755.2,-1.2,45,Wind blowing from the south-west,4,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-4.4,,,,,,
25.04.2020 02:00,9.5,740.8,756.3,-0.9,38,Wind blowing from the south-southwest,3,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.2,,,,,,
24.04.2020 23:00,11.3,741.7,757.1,-0.3,39,Wind blowing from the south-west,5,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-2.4,,,,,,
24.04.2020 20:00,17.2,742.0,756.6,-0.3,21,Wind blowing from the west-southwest,1,,,50%., ,,,,21.3,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-5.4,,,,,,
24.04.2020 17:00,20.4,742.3,756.9,-1.8,17,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-5.3,,,,,,
24.04.2020 14:00,20.2,744.1,759.1,-1.8,17,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-5.6,,,,,,
24.04.2020 11:00,18.7,745.9,761.0,-1.2,20,Wind blowing from the west,4,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-5.1,,,,,,
24.04.2020 08:00,12.1,747.1,762.2,-0.3,36,Wind blowing from the west,2,,,50%., ,,,5.7,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-2.7,,,,,,
24.04.2020 05:00,6.6,747.4,762.8,-0.4,43,Wind blowing from the west,2,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-5.2,,,,,,
24.04.2020 02:00,10.8,747.8,763.3,-0.8,32,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,20.0,-5.4,,,,,,
23.04.2020 23:00,12.8,748.6,763.9,-0.8,27,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,20.0,-6.0,,,,,,
23.04.2020 20:00,14.9,749.4,763.9,0.7,22,Wind blowing from the north-west,3,,,"10%  or less, but not 0", ,,,,18.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-6.6,,,,,,
23.04.2020 17:00,18.2,748.7,763.8,-1.7,18,Wind blowing from the north-northwest,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-6.4,,,,,,
23.04.2020 14:00,17.9,750.4,765.4,-1.1,19,Wind blowing from the north-northeast,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-6.1,,,,,,
23.04.2020 11:00,16.4,751.5,766.8,-0.5,22,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-5.4,,,,,,
23.04.2020 08:00,12.0,752.0,767.1,0.9,37,Wind blowing from the north,2,,,50%., ,,,9.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,-2.5,,,,,,
23.04.2020 05:00,9.8,751.1,766.3,0.1,39,Wind blowing from the north,4,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-3.6,,,,,,
23.04.2020 02:00,10.7,751.0,766.6,-0.6,35,Wind blowing from the north-northwest,4,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.1,,,,,,
22.04.2020 23:00,9.5,751.6,767.3,-0.6,38,Wind blowing from the north-west,2,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.4,,,,,,
22.04.2020 20:00,10.6,752.2,767.3,0.4,35,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,,13.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-4.4,,,,,,
22.04.2020 17:00,12.6,751.8,767.3,-0.5,29,Wind blowing from the north-northwest,5,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-5.2,,,,,,
22.04.2020 14:00,12.9,752.3,767.5,-0.6,25,Wind blowing from the north-northwest,4,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-6.6,,,,,,
22.04.2020 11:00,11.2,752.9,768.6,-0.3,30,Wind blowing from the north-northwest,6,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-5.8,,,,,,
22.04.2020 08:00,8.1,753.2,768.7,0.4,42,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,5.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,-4.3,,,,,,
22.04.2020 05:00,6.5,752.8,768.2,-0.3,44,Wind blowing from the north,3,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-5.0,,,,,,
22.04.2020 02:00,7.4,753.1,768.6,0.1,41,Wind blowing from the north-northwest,2,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20.0,-5.2,,,,,,
21.04.2020 23:00,8.5,753.0,768.4,0.0,36,Wind blowing from the north-northwest,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20.0,-5.9,,,,,,
21.04.2020 20:00,9.2,753.0,768.1,0.5,32,Wind blowing from the north,2,,,70 – 80%., ,,,,12.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-6.6,,,,,,
21.04.2020 17:00,11.8,752.5,767.6,-0.2,25,Wind blowing from the north,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,-7.6,,,,,,
