"# Weather station Rome / Fiumicino (airport), Italy, METAR=LIRF,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LIRF&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Rome / Fiumicino (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
22.04.2020 03:20,13.0,756.7,756.9,94,Wind blowing from the north-northeast,3,,Light rain,,No Significant Clouds,10.0 and more,12.0
22.04.2020 02:50,13.0,756.7,756.9,94,Wind blowing from the north-east,3,,Light rain,,No Significant Clouds,10.0 and more,12.0
22.04.2020 02:20,13.0,756.7,756.9,94,Wind blowing from the east-northeast,2,,Light rain,,No Significant Clouds,10.0 and more,12.0
22.04.2020 01:50,13.0,756.7,756.9,88,Wind blowing from the north-northeast,2,,Light rain,,Few clouds (10-30%) 1500 m,10.0 and more,11.0
22.04.2020 01:20,14.0,756.7,756.9,82,Wind blowing from the north-northeast,2,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,11.0
22.04.2020 00:50,14.0,756.7,756.9,88,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1500 m",10.0 and more,12.0
22.04.2020 00:20,14.0,756.7,756.9,88,Wind blowing from the north-east,2,,Light rain,,Scattered clouds (40-50%) 1500 m,10.0 and more,12.0
21.04.2020 23:50,14.0,756.7,756.9,88,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,12.0
21.04.2020 23:20,14.0,756.0,756.2,88,Wind blowing from the north-northeast,1,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,12.0
21.04.2020 22:50,15.0,756.0,756.2,82,Wind blowing from the north,1,,,,Scattered clouds (40-50%) 900 m,10.0 and more,12.0
21.04.2020 22:20,15.0,756.0,756.2,82,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 900 m,10.0 and more,12.0
21.04.2020 21:50,15.0,756.0,756.2,82,variable wind direction,1,,,,"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,12.0
21.04.2020 21:20,15.0,756.0,756.2,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,13.0
21.04.2020 20:50,16.0,756.0,756.2,77,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,12.0
21.04.2020 20:20,16.0,755.2,755.4,77,Wind blowing from the north-east,2,,,,"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1350 m",10.0 and more,12.0
21.04.2020 19:50,16.0,755.2,755.4,83,Wind blowing from the north-east,2,,,,Broken clouds (60-90%) 900 m,10.0 and more,13.0
21.04.2020 19:20,17.0,755.2,755.4,73,Wind blowing from the east-northeast,2,,,,Broken clouds (60-90%) 960 m,10.0 and more,12.0
21.04.2020 18:50,17.0,754.4,754.6,73,Wind blowing from the east,2,,,,Broken clouds (60-90%) 1020 m,10.0 and more,12.0
21.04.2020 18:20,17.0,754.4,754.6,73,Wind blowing from the east,2,,,,Broken clouds (60-90%) 1020 m,10.0 and more,12.0
21.04.2020 17:50,18.0,754.4,754.6,68,Wind blowing from the east,2,,,,Broken clouds (60-90%) 1050 m,10.0 and more,12.0
21.04.2020 17:20,18.0,754.4,754.6,68,Wind blowing from the south-east,4,,,,Broken clouds (60-90%) 900 m,10.0 and more,12.0
21.04.2020 16:50,18.0,754.4,754.6,73,variable wind direction,1,,,,Broken clouds (60-90%) 1050 m,10.0 and more,13.0
21.04.2020 16:20,18.0,753.7,753.9,68,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 1110 m,10.0 and more,12.0
21.04.2020 15:50,18.0,753.7,753.9,68,Wind blowing from the south-southeast,3,,,,Broken clouds (60-90%) 1200 m,10.0 and more,12.0
21.04.2020 15:20,19.0,753.7,753.9,64,Wind blowing from the south-east,4,,,,Broken clouds (60-90%) 1050 m,10.0 and more,12.0
21.04.2020 14:50,18.0,753.7,753.9,78,Wind blowing from the east-northeast,2,,,,Broken clouds (60-90%) 960 m,10.0 and more,14.0
21.04.2020 14:20,18.0,753.7,753.9,73,Wind blowing from the east,3,,,,Broken clouds (60-90%) 960 m,10.0 and more,13.0
21.04.2020 13:50,18.0,753.7,753.9,73,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
21.04.2020 13:20,18.0,753.7,753.9,68,Wind blowing from the south-east,7,,Light rain,,Scattered clouds (40-50%) 900 m,10.0 and more,12.0
21.04.2020 12:50,16.0,753.7,753.9,88,Wind blowing from the east,2,,In the vicinity shower(s),"Shower(s), rain","Few clouds (10-30%) 600 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 750 m",10.0 and more,14.0
21.04.2020 12:20,17.0,753.7,753.9,73,Wind blowing from the south-southeast,4,,"Shower(s), rain",,"Few clouds (10-30%) 600 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 900 m",10.0 and more,12.0
21.04.2020 11:50,19.0,753.7,753.9,73,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m",10.0 and more,14.0
21.04.2020 11:20,19.0,753.7,753.9,78,Wind blowing from the north-east,4,,,,Scattered clouds (40-50%) 900 m,10.0 and more,15.0
21.04.2020 10:50,18.0,753.7,753.9,78,Wind blowing from the north-east,3,,,,Scattered clouds (40-50%) 900 m,10.0 and more,14.0
21.04.2020 10:20,19.0,753.7,753.9,73,Wind blowing from the east-northeast,4,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,14.0
21.04.2020 09:50,19.0,753.7,753.9,73,Wind blowing from the east-northeast,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,14.0
21.04.2020 09:20,19.0,752.9,753.1,68,Wind blowing from the south-east,5,,,,No Significant Clouds,10.0 and more,13.0
21.04.2020 08:50,18.0,752.9,753.1,73,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,13.0
21.04.2020 08:20,17.0,752.9,753.1,88,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,15.0
21.04.2020 07:50,17.0,752.9,753.1,88,Wind blowing from the east,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,15.0
21.04.2020 07:20,16.0,752.9,753.1,88,Wind blowing from the east-northeast,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,14.0
21.04.2020 06:50,15.0,752.9,753.1,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,14.0
21.04.2020 06:20,15.0,752.1,752.3,88,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,13.0
21.04.2020 05:50,15.0,752.1,752.3,88,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,13.0
21.04.2020 05:20,15.0,751.4,751.6,88,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,13.0
21.04.2020 04:50,15.0,752.1,752.3,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,14.0
21.04.2020 04:20,15.0,752.1,752.3,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,14.0
21.04.2020 03:50,15.0,752.1,752.3,94,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,14.0
21.04.2020 03:20,15.0,752.1,752.3,100,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,15.0
21.04.2020 02:50,15.0,752.9,753.1,100,Wind blowing from the north,2,,,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 300 m",9,15.0
21.04.2020 02:20,16.0,752.9,753.1,94,Wind blowing from the north,2,,Light rain,,Few clouds (10-30%) 150 m,8,15.0
21.04.2020 01:50,16.0,752.9,753.1,94,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 1350 m",8,15.0
21.04.2020 01:20,16.0,753.7,753.9,94,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 300 m",10.0 and more,15.0
21.04.2020 00:50,16.0,753.7,753.9,100,Wind blowing from the south,2,,,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 300 m",10.0 and more,16.0
21.04.2020 00:20,16.0,754.4,754.6,100,Wind blowing from the south-west,2,,,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m",10.0 and more,16.0
20.04.2020 23:50,16.0,754.4,754.6,94,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 450 m,10.0 and more,15.0
20.04.2020 23:20,16.0,753.7,753.9,94,Wind blowing from the east,2,,,,Few clouds (10-30%) 450 m,10.0 and more,15.0
20.04.2020 22:50,17.0,753.7,753.9,88,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,15.0
20.04.2020 22:20,17.0,753.7,753.9,88,Wind blowing from the north-east,5,,,,Few clouds (10-30%) 1650 m,10.0 and more,15.0
20.04.2020 21:50,17.0,753.7,753.9,88,Wind blowing from the north-east,5,,,,Few clouds (10-30%) 1650 m,10.0 and more,15.0
20.04.2020 21:20,17.0,754.4,754.6,88,Wind blowing from the east-northeast,5,,,,No Significant Clouds,9,15.0
20.04.2020 20:50,16.0,754.4,754.6,100,Wind blowing from the east-northeast,3,,Light drizzle,,Scattered clouds (40-50%) 1350 m,9,16.0
20.04.2020 20:20,16.0,754.4,754.6,100,Wind blowing from the north-northeast,3,,Light rain,Rain,Scattered clouds (40-50%) 1200 m,9,16.0
20.04.2020 19:50,16.0,754.4,754.6,100,Wind blowing from the north-east,3,,Rain,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1200 m",9,16.0
20.04.2020 19:20,17.0,754.4,754.6,94,Wind blowing from the east,2,,Rain,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1200 m",8,16.0
20.04.2020 18:50,17.0,754.4,754.6,94,Wind blowing from the east-southeast,3,,Rain,,"Few clouds (10-30%) 390 m, scattered clouds (40-50%) 1500 m",5,16.0
20.04.2020 18:20,17.0,754.4,754.6,94,Wind blowing from the east-southeast,5,,Rain,,Few clouds (10-30%) 900 m,8,16.0
20.04.2020 17:50,17.0,753.7,753.9,94,Wind blowing from the south-east,5,,Light rain,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",9,16.0
20.04.2020 17:20,18.0,753.7,753.9,88,Wind blowing from the east-southeast,5,,Light rain,,Few clouds (10-30%) 600 m,9,16.0
20.04.2020 16:50,18.0,753.7,753.9,88,Wind blowing from the east,4,,Light rain,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
20.04.2020 16:20,19.0,753.7,753.9,83,Wind blowing from the east,5,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
20.04.2020 15:50,19.0,753.7,753.9,83,Wind blowing from the east-northeast,4,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
20.04.2020 15:20,19.0,753.7,753.9,83,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,16.0
20.04.2020 14:50,18.0,753.7,753.9,88,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 1500 m,10.0 and more,16.0
20.04.2020 14:20,18.0,753.7,753.9,88,Wind blowing from the east-northeast,6,,,,"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,16.0
20.04.2020 13:50,18.0,753.7,753.9,88,Wind blowing from the east-northeast,5,,,,No Significant Clouds,10.0 and more,16.0
20.04.2020 13:20,18.0,753.7,753.9,88,Wind blowing from the east-northeast,6,,,,No Significant Clouds,10.0 and more,16.0
20.04.2020 12:50,18.0,753.7,753.9,88,Wind blowing from the east-northeast,6,,,,No Significant Clouds,10.0 and more,16.0
20.04.2020 12:20,18.0,753.7,753.9,88,Wind blowing from the east-northeast,7,,,,Few clouds (10-30%) 1650 m,10.0 and more,16.0
20.04.2020 11:50,18.0,754.4,754.6,88,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 1350 m,10.0 and more,16.0
20.04.2020 11:20,17.0,755.2,755.4,94,Wind blowing from the east-northeast,4,,,,Few clouds (10-30%) 1350 m,10.0 and more,16.0
20.04.2020 10:50,17.0,755.2,755.4,94,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 1350 m,9,16.0
20.04.2020 10:20,16.0,755.2,755.4,100,Wind blowing from the east-northeast,6,,Light rain,,No Significant Clouds,9,16.0
20.04.2020 09:50,16.0,756.0,756.2,100,Wind blowing from the east,4,,Light rain,,No Significant Clouds,8,16.0
20.04.2020 09:20,16.0,756.0,756.2,94,Wind blowing from the east,4,,Light rain,,No Significant Clouds,7,15.0
20.04.2020 08:50,16.0,756.0,756.2,94,Wind blowing from the east-northeast,6,,Light rain,,No Significant Clouds,7,15.0
20.04.2020 08:20,16.0,756.0,756.2,94,Wind blowing from the east-northeast,5,,Light rain,Rain,No Significant Clouds,7,15.0
20.04.2020 07:50,15.0,756.0,756.2,100,Wind blowing from the east,3,,Rain,,No Significant Clouds,6,15.0
20.04.2020 07:20,15.0,756.0,756.2,94,Wind blowing from the east-northeast,4,,Light rain,Rain,Few clouds (10-30%) 150 m,7,14.0
20.04.2020 06:50,15.0,756.0,756.2,94,Wind blowing from the east-northeast,4,,Rain,,Few clouds (10-30%) 150 m,6,14.0
20.04.2020 06:20,15.0,756.0,756.2,100,Wind blowing from the north-east,3,,Rain,,Few clouds (10-30%) 150 m,4,15.0
20.04.2020 05:50,15.0,756.0,756.2,100,Wind blowing from the north-east,3,,"Rain, mist",,Few clouds (10-30%) 150 m,3,15.0
20.04.2020 05:20,15.0,756.0,756.2,100,Wind blowing from the east-northeast,2,,"Rain, mist",,Few clouds (10-30%) 1500 m,3,15.0
20.04.2020 04:50,15.0,756.7,756.9,100,Wind blowing from the east-northeast,3,,Rain,,Few clouds (10-30%) 300 m,5,15.0
20.04.2020 04:20,15.0,756.7,756.9,100,Wind blowing from the east,2,,Rain,,Few clouds (10-30%) 1500 m,8,15.0
20.04.2020 03:50,15.0,757.5,757.7,100,Wind blowing from the east-southeast,2,,Light rain,,Scattered clouds (40-50%) 1500 m,10.0 and more,15.0
20.04.2020 03:20,15.0,757.5,757.7,100,Wind blowing from the east,2,,Light rain,,Scattered clouds (40-50%) 1500 m,10.0 and more,15.0
20.04.2020 02:50,15.0,757.5,757.7,100,Wind blowing from the east-northeast,1,,Light rain,,No Significant Clouds,10.0 and more,15.0
20.04.2020 02:20,15.0,757.5,757.7,100,variable wind direction,1,,Light rain,,No Significant Clouds,10.0 and more,15.0
20.04.2020 01:50,15.0,757.5,757.7,100,Wind blowing from the east-northeast,3,,Light rain,,No Significant Clouds,10.0 and more,15.0
20.04.2020 01:20,15.0,757.5,757.7,100,Wind blowing from the east-northeast,2,,Light rain,,No Significant Clouds,10.0 and more,15.0
20.04.2020 00:50,15.0,758.0,758.2,100,Wind blowing from the east-northeast,2,,Light rain,,No Significant Clouds,10.0 and more,15.0
20.04.2020 00:20,16.0,758.0,758.2,94,Wind blowing from the north-east,2,,Light rain,,No Significant Clouds,10.0 and more,15.0
19.04.2020 23:50,16.0,758.0,758.2,94,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,15.0
19.04.2020 23:20,16.0,758.8,759.0,94,Wind blowing from the west,2,,Light rain,,Scattered clouds (40-50%) 1500 m,9,15.0
19.04.2020 22:50,16.0,758.8,759.0,88,Wind blowing from the west-southwest,3,,Light rain,,No Significant Clouds,9,14.0
19.04.2020 22:20,16.0,758.0,758.2,88,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 21:50,17.0,758.0,758.2,77,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 21:20,17.0,758.0,758.2,77,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 20:50,17.0,758.0,758.2,77,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 20:20,17.0,757.5,757.7,77,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 19:50,17.0,757.5,757.7,83,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 19:20,17.0,758.0,758.2,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 18:50,17.0,758.0,758.2,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 18:20,17.0,758.8,759.0,83,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 17:50,17.0,758.8,759.0,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 17:20,18.0,758.8,759.0,73,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 16:50,18.0,758.8,759.0,73,Wind blowing from the east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,13.0
19.04.2020 16:20,18.0,758.8,759.0,78,variable wind direction,1,,,,Few clouds (10-30%) 600 m,10.0 and more,14.0
19.04.2020 15:50,17.0,759.5,759.7,83,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,14.0
19.04.2020 15:20,17.0,759.5,759.7,83,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 360 m,10.0 and more,14.0
19.04.2020 14:50,17.0,760.3,760.5,83,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,14.0
19.04.2020 14:20,18.0,760.3,760.5,73,Wind blowing from the west,4,,,,Few clouds (10-30%) 750 m,10.0 and more,13.0
19.04.2020 13:50,18.0,760.3,760.5,73,Wind blowing from the west,4,,,,Few clouds (10-30%) 450 m,10.0 and more,13.0
19.04.2020 13:20,19.0,760.3,760.5,73,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 450 m,10.0 and more,14.0
19.04.2020 12:50,18.0,761.0,761.2,78,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 12:20,19.0,761.0,761.2,73,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 11:50,19.0,760.3,760.5,73,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 390 m,10.0 and more,14.0
19.04.2020 11:20,19.0,760.3,760.5,73,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 390 m,10.0 and more,14.0
19.04.2020 10:50,19.0,761.0,761.2,73,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 390 m,10.0 and more,14.0
19.04.2020 10:20,20.0,761.0,761.2,69,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 390 m,10.0 and more,14.0
19.04.2020 09:50,19.0,761.0,761.2,73,variable wind direction,2,,,,Few clouds (10-30%) 390 m,10.0 and more,14.0
19.04.2020 09:20,18.0,761.0,761.2,78,variable wind direction,1,,,,Scattered clouds (40-50%) 390 m,10.0 and more,14.0
19.04.2020 08:50,17.0,761.0,761.2,83,variable wind direction,1,,,,Scattered clouds (40-50%) 360 m,10.0 and more,14.0
19.04.2020 08:20,17.0,761.0,761.2,83,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
19.04.2020 07:50,16.0,761.0,761.2,88,variable wind direction,1,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
19.04.2020 07:20,15.0,761.0,761.2,94,Wind blowing from the east,1,,,,Few clouds (10-30%) 300 m,10.0 and more,14.0
19.04.2020 06:50,14.0,761.0,761.2,94,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,13.0
19.04.2020 06:20,14.0,761.0,761.2,94,variable wind direction,1,,,,Few clouds (10-30%) 1200 m,10.0 and more,13.0
19.04.2020 05:50,14.0,761.0,761.2,94,Wind blowing from the north-east,1,,,,No Significant Clouds,9,13.0
19.04.2020 05:20,15.0,761.0,761.2,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 04:50,14.0,761.0,761.2,94,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 04:20,14.0,761.0,761.2,94,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 03:50,14.0,761.0,761.2,94,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 03:20,14.0,761.8,762.0,100,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 02:50,14.0,761.8,762.0,94,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 02:20,15.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 01:50,15.0,761.8,762.0,88,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 01:20,15.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
19.04.2020 00:50,15.0,761.8,762.0,88,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,13.0
19.04.2020 00:20,15.0,761.8,762.0,94,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,14.0
18.04.2020 23:50,15.0,762.6,762.8,94,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,14.0
18.04.2020 23:20,15.0,762.6,762.8,88,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 22:50,15.0,762.6,762.8,88,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 22:20,15.0,762.6,762.8,88,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 21:50,15.0,762.6,762.8,88,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 21:20,16.0,763.3,763.5,83,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 20:50,16.0,763.3,763.5,83,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 20:20,16.0,763.3,763.5,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 19:50,16.0,763.3,763.5,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 19:20,16.0,762.6,762.8,83,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 18:50,16.0,762.6,762.8,83,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 18:20,16.0,762.6,762.8,83,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 17:50,16.0,762.6,762.8,83,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 17:20,17.0,762.6,762.8,77,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 16:50,17.0,762.6,762.8,77,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 16:20,17.0,762.6,762.8,77,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 15:50,17.0,763.3,763.5,77,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 15:20,17.0,763.3,763.5,73,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
18.04.2020 14:50,18.0,763.3,763.5,68,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,12.0
18.04.2020 14:20,18.0,763.3,763.5,73,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
18.04.2020 13:50,18.0,763.3,763.5,68,Wind blowing from the west,4,,,,Few clouds (10-30%) 600 m,10.0 and more,12.0
18.04.2020 13:20,18.0,763.3,763.5,68,Wind blowing from the west,4,,,,Few clouds (10-30%) 600 m,10.0 and more,12.0
18.04.2020 12:50,18.0,764.1,764.3,68,Wind blowing from the west,5,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12.0
18.04.2020 12:20,17.0,764.1,764.3,73,Wind blowing from the west,5,,,,Scattered clouds (40-50%) 750 m,10.0 and more,12.0
18.04.2020 11:50,18.0,764.1,764.3,68,Wind blowing from the west,5,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12.0
18.04.2020 11:20,18.0,764.8,765.0,68,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12.0
18.04.2020 10:50,18.0,764.1,764.3,68,Wind blowing from the west-northwest,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12.0
18.04.2020 10:20,18.0,764.8,765.0,73,Wind blowing from the west-northwest,3,,,,Scattered clouds (40-50%) 540 m,10.0 and more,13.0
18.04.2020 09:50,18.0,764.8,765.0,73,variable wind direction,2,,,,Scattered clouds (40-50%) 480 m,10.0 and more,13.0
18.04.2020 09:20,17.0,764.1,764.3,77,variable wind direction,1,,,,"Few clouds (10-30%) 390 m, scattered clouds (40-50%) 480 m",10.0 and more,13.0
18.04.2020 08:50,16.0,764.1,764.3,77,variable wind direction,1,,,,Scattered clouds (40-50%) 390 m,10.0 and more,12.0
18.04.2020 08:20,16.0,764.1,764.3,83,Wind blowing from the east-northeast,2,,,,"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 390 m",10.0 and more,13.0
18.04.2020 07:50,15.0,764.1,764.3,88,Wind blowing from the north-east,2,,,,Broken clouds (60-90%) 420 m,8,13.0
18.04.2020 07:20,14.0,764.1,764.3,94,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 450 m",7,13.0
18.04.2020 06:50,14.0,764.1,764.3,94,Wind blowing from the east,2,,,,Broken clouds (60-90%) 450 m,7,13.0
18.04.2020 06:20,13.0,764.1,764.3,100,Wind blowing from the east-northeast,2,,,,Broken clouds (60-90%) 450 m,6,13.0
18.04.2020 05:50,13.0,764.1,764.3,100,Wind blowing from the east-northeast,2,,,,Broken clouds (60-90%) 450 m,7,13.0
18.04.2020 05:20,13.0,764.1,764.3,100,Wind blowing from the east-northeast,2,,,,Broken clouds (60-90%) 390 m,8,13.0
18.04.2020 04:50,13.0,764.1,764.3,100,Wind blowing from the north,2,,,,Broken clouds (60-90%) 390 m,8,13.0
18.04.2020 04:20,13.0,764.1,764.3,94,Wind blowing from the north,2,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",10.0 and more,12.0
18.04.2020 03:50,13.0,764.1,764.3,94,Wind blowing from the north,2,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",8,12.0
18.04.2020 03:20,13.0,764.1,764.3,94,Wind blowing from the north-northwest,1,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",8,12.0
18.04.2020 02:50,13.0,763.3,763.5,94,variable wind direction,1,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",8,12.0
18.04.2020 02:20,12.0,763.3,763.5,100,variable wind direction,1,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",8,12.0
18.04.2020 01:50,12.0,763.3,763.5,100,variable wind direction,1,,,,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 300 m",8,12.0
18.04.2020 01:20,12.0,764.1,764.3,94,variable wind direction,1,,,,"Few clouds (10-30%) 90 m, scattered clouds (40-50%) 300 m",8,11.0
18.04.2020 00:50,12.0,763.3,763.5,94,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 300 m,8,11.0
