"# Weather station Ljubljana, Slovenia, WMO_ID=14015,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=14015&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Ljubljana,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.04.2020 18:00,13.6,736.7,763.1,,46,Wind blowing from the north-east,6,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40.0,2.1,,,,,,
20.04.2020 17:00,14.2,736.5,762.8,,47,Wind blowing from the north-east,5,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,3.0,,,,,,
20.04.2020 16:00,14.3,736.6,762.9,-1.2,48,Wind blowing from the north-east,5,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,30.0,3.3,,,,,,
20.04.2020 15:00,14.7,736.8,763.1,,44,Wind blowing from the east-northeast,4,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,30.0,2.6,,,,,,
20.04.2020 14:00,14.6,737.2,763.5,,44,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,2.4,,,,,,
20.04.2020 13:00,13.7,737.8,764.2,-0.6,45,Wind blowing from the north-east,5,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20.0,2.0,No precipitation,6,,,,
20.04.2020 12:00,13.1,738.1,764.6,,42,Wind blowing from the east-northeast,5,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,0.3,,,,,,
20.04.2020 11:00,12.1,738.4,765.1,,45,Wind blowing from the east-northeast,5,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20.0,0.5,,,,,,
20.04.2020 10:00,11.2,738.4,765.1,0.6,50,Wind blowing from the north-east,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20.0,1.1,,,,,,
20.04.2020 09:00,10.8,738.1,764.8,,55,Wind blowing from the east-northeast,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,15.0,2.1,,,,,,
20.04.2020 08:00,10.0,738.1,764.8,,64,Wind blowing from the north-east,3,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,30.0,3.4,,,,,,
20.04.2020 07:00,9.7,737.8,764.6,0.6,66,Wind blowing from the north-east,3,,,100%., ,,,9.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,30.0,3.6,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,9.0,,
20.04.2020 06:00,10.0,737.6,764.4,,63,Wind blowing from the east,3,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,30.0,3.1,,,,,,
20.04.2020 05:00,10.1,737.4,764.2,,64,Wind blowing from the east,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,30.0,3.6,,,,,,
20.04.2020 04:00,11.1,737.2,763.8,0.6,65,Wind blowing from the east,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20.0,4.6,,,,,,
20.04.2020 03:00,11.9,736.9,763.5,,63,Wind blowing from the east,4,,,, ,,,,,,,,,,,5.1,,,,,,
20.04.2020 02:00,12.5,736.8,763.3,,64,Wind blowing from the east,4,,,, ,,,,,,,,,,,5.8,,,,,,
20.04.2020 01:00,13.1,736.6,763.0,1.2,71,Wind blowing from the east,4,,,, ,,,,,,,,,,,8.0,,,,,,
20.04.2020 00:00,14.1,736.3,762.7,,69,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,8.4,,,,,,
19.04.2020 23:00,14.9,735.8,762.1,,66,Wind blowing from the east,3,,,, ,,,,,,,,,,,8.5,,,,,,
19.04.2020 22:00,16.2,735.4,761.5,2.5,62,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.9,,,,,,
19.04.2020 21:00,16.7,734.5,760.6,,63,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%", ,,,,,,,,,,30.0,9.5,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
19.04.2020 20:00,19.7,733.6,759.3,,45,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,,,,,,,,30.0,7.4,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
19.04.2020 19:00,20.6,732.9,758.5,0.8,40,Wind blowing from the south-west,1,,,"90  or more, but not 100%", ,,,,25.9,,,,,,30.0,6.6,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
19.04.2020 18:00,22.0,732.2,757.7,,36,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,6.1,,,,,,
19.04.2020 17:00,24.0,732.1,757.4,,32,Wind blowing from the west,2,,,, ,,,,,,,,,,,6.4,,,,,,
19.04.2020 16:00,23.4,732.1,757.5,-0.9,32,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,5.7,,,,,,
19.04.2020 15:00,25.0,732.2,757.4,,28,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,5.1,,,,,,
19.04.2020 14:00,25.3,732.7,757.9,,27,Wind blowing from the south-southwest,3,,,60%., ,,,,,,,,,,40.0,5.2,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
19.04.2020 13:00,24.0,733.0,758.3,-1.5,31,Wind blowing from the east-southeast,2,,,20–30%., ,,,,,,,,,,40.0,6.0,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
19.04.2020 12:00,22.8,733.5,758.9,,35,Wind blowing from the east,2,,,, ,,,,,,,,,,,6.4,,,,,,
19.04.2020 11:00,21.2,733.9,759.5,,38,Wind blowing from the east,2,,,, ,,,,,,,,,,,6.4,,,,,,
19.04.2020 10:00,18.3,734.5,760.3,-0.8,45,Wind blowing from the north-east,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,6.0,,,,,,
19.04.2020 09:00,15.9,734.8,760.9,,51,Wind blowing from the east-northeast,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,5.7,,,,,,
19.04.2020 08:00,12.6,735.1,761.5,,62,Wind blowing from the east,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,5.5,,,,,,
19.04.2020 07:00,10.7,735.3,761.9,0.2,70,Wind blowing from the north-east,0,,,20–30%., ,,,8.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,5.3,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,1.0,,
19.04.2020 06:00,9.4,735.1,761.8,,71,Wind blowing from the east,0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,4.4,,,,,,
19.04.2020 05:00,8.9,734.8,761.6,,76,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40.0,4.9,,,,,,
19.04.2020 04:00,9.8,735.1,761.8,0.0,73,"Calm, no wind",0,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,5.2,,,,,,
19.04.2020 03:00,10.4,735.2,761.8,,67,"Calm, no wind",0,,,, ,,,,,,,,,,,4.4,,,,,,
19.04.2020 02:00,11.2,735.1,761.6,,63,Wind blowing from the north,0,,,, ,,,,,,,,,,,4.4,,,,,,
19.04.2020 01:00,12.0,735.1,761.6,-0.3,58,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,4.0,,,,,,
19.04.2020 00:00,13.9,735.3,761.6,,47,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,2.8,,,,,,
18.04.2020 23:00,15.1,735.5,761.8,,44,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,2.8,,,,,,
18.04.2020 22:00,15.4,735.4,761.6,1.3,45,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,3.4,,,,,,
18.04.2020 21:00,16.6,735.2,761.3,,41,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,,,,60.0,3.3,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
18.04.2020 20:00,17.9,734.8,760.7,,40,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,,,,60.0,4.2,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
18.04.2020 19:00,19.7,734.1,759.8,0.0,36,Wind blowing from the south-west,4,,,20–30%., ,,,,24.6,,,,,,60.0,4.1,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
18.04.2020 18:00,21.5,733.8,759.4,,32,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,4.2,,,,,,
18.04.2020 17:00,23.2,733.8,759.2,,31,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,5.3,,,,,,
18.04.2020 16:00,24.0,734.1,759.4,-0.8,30,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,5.1,,,,,,
18.04.2020 15:00,23.8,734.2,759.7,,30,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,5.0,,,,,,
18.04.2020 14:00,24.1,734.6,760.0,,29,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,,,,40.0,5.1,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
18.04.2020 13:00,23.9,734.9,760.3,-1.3,30,Wind blowing from the south-southwest,4,,,20–30%., ,,,,,,,,,,40.0,5.2,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
18.04.2020 12:00,22.8,735.3,760.8,,33,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,5.8,,,,,,
18.04.2020 11:00,20.6,735.7,761.5,,40,Wind blowing from the south,2,,,, ,,,,,,,,,,,6.4,,,,,,
18.04.2020 10:00,17.8,736.2,762.1,-0.6,47,Wind blowing from the east,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",50.0,6.2,,,,,,
18.04.2020 09:00,14.2,736.5,762.8,,56,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",50.0,5.4,,,,,,
18.04.2020 08:00,11.0,736.6,763.3,,63,Wind blowing from the north-northeast,1,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,50.0,4.1,,,,,,
18.04.2020 07:00,9.7,736.8,763.6,0.9,67,Wind blowing from the north,0,,,"10%  or less, but not 0", ,,,6.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,3.8,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,1.0,,
18.04.2020 06:00,7.5,736.4,763.4,,73,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,3.0,,,,,,
18.04.2020 05:00,7.4,736.3,763.3,,73,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,2.8,,,,,,
18.04.2020 04:00,8.5,735.9,762.7,0.0,68,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,50.0,2.9,,,,,,
18.04.2020 03:00,9.5,735.8,762.6,,60,Wind blowing from the north,1,,,, ,,,,,,,,,,,2.1,,,,,,
18.04.2020 02:00,11.0,735.9,762.5,,52,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,1.3,,,,,,
18.04.2020 01:00,12.7,735.9,762.4,-0.2,44,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,0.7,,,,,,
18.04.2020 00:00,12.7,736.1,762.6,,47,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,1.7,,,,,,
17.04.2020 23:00,13.5,736.1,762.5,,46,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,1.9,,,,,,
17.04.2020 22:00,14.5,736.1,762.4,0.8,43,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,1.9,,,,,,
17.04.2020 21:00,15.4,735.9,762.1,,40,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,,,,60.0,1.8,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
17.04.2020 20:00,16.9,735.5,761.6,,36,Wind blowing from the south-west,2,,,20–30%., ,,,,,,,,,,60.0,1.7,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
17.04.2020 19:00,18.8,735.3,761.2,0.3,32,Wind blowing from the west-southwest,4,,,20–30%., ,,,,24.2,,,,,,60.0,1.9,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
17.04.2020 18:00,20.5,734.9,760.6,,29,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,1.9,,,,,,
17.04.2020 17:00,22.3,734.9,760.5,,26,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,1.8,,,,,,
17.04.2020 16:00,23.4,735.0,760.5,-0.8,25,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,2.2,,,,,,
17.04.2020 15:00,23.8,735.1,760.5,,23,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,1.5,,,,,,
17.04.2020 14:00,23.6,735.5,761.0,,23,Wind blowing from the south-west,5,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.1,,,,,,
17.04.2020 13:00,23.2,735.8,761.3,-1.4,23,Wind blowing from the south-west,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,0.7,No precipitation,6,,,,
17.04.2020 12:00,22.2,736.3,761.9,,26,Wind blowing from the south-west,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.8,,,,,,
17.04.2020 11:00,19.8,736.9,762.8,,32,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,2.5,,,,,,
17.04.2020 10:00,16.9,737.2,763.3,-0.6,37,Wind blowing from the north-east,2,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.9,,,,,,
17.04.2020 09:00,14.2,737.5,763.9,,45,Wind blowing from the north-east,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,2.4,,,,,,
17.04.2020 08:00,9.9,737.8,764.6,,55,Wind blowing from the north-northeast,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.2,,,,,,
17.04.2020 07:00,8.5,737.8,764.7,0.7,64,Wind blowing from the north-northeast,1,,,40%., ,,,5.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",50.0,1.9,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,-1.0,,
17.04.2020 06:00,6.4,737.5,764.7,,69,Wind blowing from the north,0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.1,,,,,,
17.04.2020 05:00,6.0,737.2,764.4,,68,Wind blowing from the north,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,0.4,,,,,,
17.04.2020 04:00,8.3,737.1,764.0,-0.1,54,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,40.0,-0.6,,,,,,
17.04.2020 03:00,10.6,737.0,763.7,,38,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,-3.4,,,,,,
17.04.2020 02:00,11.1,737.1,763.8,,36,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,-3.5,,,,,,
17.04.2020 01:00,11.7,737.2,763.9,-0.1,33,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,-4.2,,,,,,
17.04.2020 00:00,12.1,737.4,764.0,,34,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,-3.5,,,,,,
16.04.2020 23:00,12.5,737.4,763.9,,26,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,-6.8,,,,,,
16.04.2020 22:00,12.9,737.3,763.9,0.4,26,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,-6.5,,,,,,
16.04.2020 21:00,13.3,737.5,763.9,,26,Wind blowing from the west-southwest,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,50.0,-5.9,,,,,,
16.04.2020 20:00,13.9,737.4,763.8,,33,Wind blowing from the west-southwest,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,50.0,-2.1,,,,,,
16.04.2020 19:00,15.1,736.9,763.3,,32,Wind blowing from the west-southwest,5,,,60%., ,,,,22.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",50.0,-1.6,No precipitation,12,,,,
16.04.2020 18:00,17.0,736.6,762.7,,22,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",50.0,-4.7,,,,,,
16.04.2020 17:00,18.6,736.5,762.4,,21,Wind blowing from the south-west,5,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",50.0,-4.0,,,,,,
16.04.2020 16:00,19.9,736.6,762.4,,22,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,-2.6,,,,,,
16.04.2020 15:00,21.2,736.8,762.5,,22,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,-1.4,,,,,,
16.04.2020 14:00,22.6,737.1,762.7,,19,Wind blowing from the south-west,6,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",50.0,-1.9,,,,,,
16.04.2020 13:00,22.3,737.4,763.0,-2.3,19,Wind blowing from the south-west,5,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",50.0,-2.5,No precipitation,6,,,,
16.04.2020 12:00,18.8,738.1,764.1,,29,Wind blowing from the east-southeast,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",50.0,0.4,,,,,,
16.04.2020 11:00,15.8,738.9,765.1,,39,Wind blowing from the east,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.8,,,,,,
16.04.2020 10:00,12.7,739.7,766.3,-1.9,44,Wind blowing from the east-northeast,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,0.7,,,,,,
16.04.2020 09:00,10.4,740.4,767.2,,56,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,1.8,,,,,,
16.04.2020 08:00,5.7,740.8,768.1,,72,Wind blowing from the north-northeast,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,0.9,,,,,,
16.04.2020 07:00,3.7,741.6,769.1,-0.2,80,Wind blowing from the north-northeast,0,,,50%., ,,,2.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",50.0,0.6,No precipitation,12,Surface of ground moist.,-4.0,,
16.04.2020 06:00,2.9,741.7,769.3,,84,Wind blowing from the north,0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",50.0,0.4,,,,,,
16.04.2020 05:00,2.4,741.6,769.3,,85,Wind blowing from the north,0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,0.1,,,,,,
16.04.2020 04:00,2.9,741.8,769.5,-0.5,84,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,40.0,0.5,,,,,,
16.04.2020 03:00,3.5,742.0,769.6,,82,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,0.7,,,,,,
16.04.2020 02:00,4.1,742.2,769.7,,79,"Calm, no wind",0,,,, ,,,,,,,,,,,0.8,,,,,,
