"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.05.2020 17:00,23.6,,,,36,,,,,, ,,,,,,,,,,,7.7,,,,,,
08.05.2020 16:00,23.2,,,,39,,,,,, ,,,,,,,,,,,8.3,,,,,,
08.05.2020 15:00,24.3,,,,34,,,,,, ,,,,,,,,,,,7.6,,,,,,
08.05.2020 14:00,23.4,,,,37,,,,,, ,,,,,,,,,,,7.7,,,,,,
08.05.2020 13:00,23.0,,,,40,,,,,, ,,,,,,,,,,,8.5,,,,,,
08.05.2020 12:00,21.7,,,,41,,,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
08.05.2020 11:00,20.5,,,,45,,,,,, ,,,,,,,,,,,8.2,,,,,,
08.05.2020 10:00,19.6,,,,48,,,,,, ,,,,,,,,,,,8.3,,,,,,
08.05.2020 09:00,18.5,,,,52,,,,,, ,,,,,,,,,,,8.5,,,,,,
08.05.2020 08:00,17.2,,,,49,,,,,, ,,,,,,,,,,,6.2,,,,,,
08.05.2020 07:00,14.3,,,,57,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.05.2020 06:00,11.1,,,,76,,,,,, ,,,9.7,,,,,,,,7.0,No precipitation,12,,,,
08.05.2020 05:00,9.9,,,,77,,,,,, ,,,,,,,,,,,6.0,,,,,,
08.05.2020 04:00,10.4,,,,71,,,,,, ,,,,,,,,,,,5.3,,,,,,
08.05.2020 03:00,11.1,,,,67,,,,,, ,,,,,,,,,,,5.2,,,,,,
08.05.2020 02:00,11.6,,,,71,,,,,, ,,,,,,,,,,,6.5,,,,,,
08.05.2020 01:00,12.2,,,,65,,,,,, ,,,,,,,,,,,5.7,,,,,,
08.05.2020 00:00,13.2,,,,60,,,,,, ,,,,,,,,,,,5.5,No precipitation,6,,,,
07.05.2020 23:00,13.9,,,,55,,,,,, ,,,,,,,,,,,5.0,,,,,,
07.05.2020 22:00,15.1,,,,52,,,,,, ,,,,,,,,,,,5.3,,,,,,
07.05.2020 21:00,16.3,,,,50,,,,,, ,,,,,,,,,,,5.8,,,,,,
07.05.2020 20:00,17.6,,,,46,,,,,, ,,,,,,,,,,,5.8,,,,,,
07.05.2020 19:00,19.2,,,,45,,,,,, ,,,,,,,,,,,7.0,,,,,,
07.05.2020 18:00,20.3,,,,44,,,,,, ,,,,22.9,,,,,,,7.7,No precipitation,12,,,,
07.05.2020 17:00,22.1,,,,39,,,,,, ,,,,,,,,,,,7.6,,,,,,
07.05.2020 16:00,21.1,,,,41,,,,,, ,,,,,,,,,,,7.3,,,,,,
07.05.2020 15:00,22.6,,,,38,,,,,, ,,,,,,,,,,,7.5,,,,,,
07.05.2020 14:00,22.2,,,,36,,,,,, ,,,,,,,,,,,6.3,,,,,,
07.05.2020 13:00,21.9,,,,36,,,,,, ,,,,,,,,,,,6.2,,,,,,
07.05.2020 12:00,20.9,,,,38,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
07.05.2020 11:00,20.0,,,,37,,,,,, ,,,,,,,,,,,4.7,,,,,,
07.05.2020 10:00,18.0,,,,55,,,,,, ,,,,,,,,,,,8.8,,,,,,
07.05.2020 09:00,15.2,,,,59,,,,,, ,,,,,,,,,,,7.3,,,,,,
07.05.2020 08:00,13.0,,,,71,,,,,, ,,,,,,,,,,,7.8,,,,,,
07.05.2020 07:00,10.5,,,,84,,,,,, ,,,,,,,,,,,7.8,,,,,,
07.05.2020 06:00,8.7,,,,92,,,,,, ,,,7.4,,,,,,,,7.4,No precipitation,12,,,,
07.05.2020 05:00,7.5,,,,90,,,,,, ,,,,,,,,,,,6.0,,,,,,
07.05.2020 04:00,7.8,,,,90,,,,,, ,,,,,,,,,,,6.3,,,,,,
07.05.2020 03:00,8.0,,,,90,,,,,, ,,,,,,,,,,,6.5,,,,,,
07.05.2020 02:00,8.3,,,,89,,,,,, ,,,,,,,,,,,6.6,,,,,,
07.05.2020 01:00,8.7,,,,86,,,,,, ,,,,,,,,,,,6.5,,,,,,
07.05.2020 00:00,13.2,,,,60,,,,,, ,,,,,,,,,,,5.5,No precipitation,6,,,,
06.05.2020 23:00,9.6,,,,82,,,,,, ,,,,,,,,,,,6.7,,,,,,
06.05.2020 22:00,10.0,,,,77,,,,,, ,,,,,,,,,,,6.2,,,,,,
06.05.2020 21:00,11.1,,,,72,,,,,, ,,,,,,,,,,,6.2,,,,,,
06.05.2020 20:00,12.6,,,,52,,,,,, ,,,,,,,,,,,2.9,,,,,,
06.05.2020 19:00,13.8,,,,45,,,,,, ,,,,,,,,,,,2.1,,,,,,
06.05.2020 18:00,15.1,,,,41,,,,,, ,,,,17.7,,,,,,,1.9,No precipitation,12,,,,
06.05.2020 17:00,16.6,,,,38,,,,,, ,,,,,,,,,,,2.3,,,,,,
06.05.2020 16:00,17.4,,,,34,,,,,, ,,,,,,,,,,,1.3,,,,,,
06.05.2020 15:00,16.8,,,,36,,,,,, ,,,,,,,,,,,1.7,,,,,,
06.05.2020 14:00,17.1,,,,38,,,,,, ,,,,,,,,,,,2.6,,,,,,
06.05.2020 13:00,16.9,,,,44,,,,,, ,,,,,,,,,,,4.4,,,,,,
06.05.2020 12:00,16.7,,,,46,,,,,, ,,,,,,,,,,,4.9,No precipitation,6,,,,
06.05.2020 11:00,16.1,,,,54,,,,,, ,,,,,,,,,,,6.6,,,,,,
06.05.2020 10:00,14.4,,,,60,,,,,, ,,,,,,,,,,,6.7,,,,,,
06.05.2020 09:00,13.2,,,,64,,,,,, ,,,,,,,,,,,6.5,,,,,,
06.05.2020 08:00,11.5,,,,71,,,,,, ,,,,,,,,,,,6.3,,,,,,
06.05.2020 07:00,8.9,,,,77,,,,,, ,,,,,,,,,,,5.0,,,,,,
06.05.2020 06:00,6.9,,,,80,,,,,, ,,,5.7,,,,,,,,3.7,No precipitation,12,,,,
06.05.2020 05:00,6.1,,,,82,,,,,, ,,,,,,,,,,,3.2,,,,,,
06.05.2020 04:00,6.0,,,,82,,,,,, ,,,,,,,,,,,3.2,,,,,,
06.05.2020 03:00,6.3,,,,81,,,,,, ,,,,,,,,,,,3.3,,,,,,
06.05.2020 02:00,6.6,,,,80,,,,,, ,,,,,,,,,,,3.3,,,,,,
06.05.2020 01:00,6.8,,,,80,,,,,, ,,,,,,,,,,,3.5,,,,,,
06.05.2020 00:00,9.0,,,,86,,,,,, ,,,,,,,,,,,6.7,No precipitation,6,,,,
05.05.2020 23:00,8.2,,,,72,,,,,, ,,,,,,,,,,,3.3,,,,,,
05.05.2020 22:00,8.8,,,,70,,,,,, ,,,,,,,,,,,3.5,,,,,,
05.05.2020 21:00,9.3,,,,67,,,,,, ,,,,,,,,,,,3.5,,,,,,
05.05.2020 20:00,10.0,,,,59,,,,,, ,,,,,,,,,,,2.3,,,,,,
05.05.2020 19:00,11.1,,,,50,,,,,, ,,,,,,,,,,,1.1,,,,,,
05.05.2020 18:00,12.2,,,,47,,,,,, ,,,,15.2,,,,,,,1.0,No precipitation,12,,,,
05.05.2020 17:00,13.6,,,,44,,,,,, ,,,,,,,,,,,1.5,,,,,,
05.05.2020 16:00,13.7,,,,40,,,,,, ,,,,,,,,,,,0.4,,,,,,
05.05.2020 15:00,14.9,,,,36,,,,,, ,,,,,,,,,,,-0.1,,,,,,
05.05.2020 14:00,13.8,,,,44,,,,,, ,,,,,,,,,,,1.6,,,,,,
05.05.2020 13:00,14.1,,,,48,,,,,, ,,,,,,,,,,,3.2,,,,,,
05.05.2020 12:00,13.4,,,,49,,,,,, ,,,,,,,,,,,2.7,No precipitation,6,,,,
05.05.2020 11:00,12.2,,,,53,,,,,, ,,,,,,,,,,,2.9,,,,,,
05.05.2020 10:00,12.3,,,,53,,,,,, ,,,,,,,,,,,3.0,,,,,,
05.05.2020 09:00,12.0,,,,59,,,,,, ,,,,,,,,,,,4.1,,,,,,
05.05.2020 08:00,10.3,,,,64,,,,,, ,,,,,,,,,,,3.8,,,,,,
05.05.2020 07:00,10.1,,,,69,,,,,, ,,,,,,,,,,,4.6,,,,,,
05.05.2020 06:00,9.7,,,,73,,,,,, ,,,8.7,,,,,,,,5.0,No precipitation,12,,,,
05.05.2020 05:00,9.4,,,,75,,,,,, ,,,,,,,,,,,5.1,,,,,,
05.05.2020 04:00,9.2,,,,76,,,,,, ,,,,,,,,,,,5.1,,,,,,
05.05.2020 03:00,9.1,,,,77,,,,,, ,,,,,,,,,,,5.3,,,,,,
05.05.2020 02:00,9.0,,,,78,,,,,, ,,,,,,,,,,,5.3,,,,,,
05.05.2020 01:00,8.9,,,,80,,,,,, ,,,,,,,,,,,5.6,,,,,,
05.05.2020 00:00,7.5,,,,75,,,,,, ,,,,,,,,,,,3.3,No precipitation,6,,,,
04.05.2020 23:00,8.9,,,,78,,,,,, ,,,,,,,,,,,5.3,,,,,,
04.05.2020 22:00,9.6,,,,73,,,,,, ,,,,,,,,,,,5.0,,,,,,
04.05.2020 21:00,10.2,,,,69,,,,,, ,,,,,,,,,,,4.7,,,,,,
04.05.2020 20:00,11.2,,,,58,,,,,, ,,,,,,,,,,,3.2,,,,,,
04.05.2020 19:00,12.4,,,,62,,,,,, ,,,,,,,,,,,5.3,,,,,,
04.05.2020 18:00,13.6,,,,54,,,,,, ,,,,18.0,,,,,,,4.4,No precipitation,12,,,,
04.05.2020 17:00,15.1,,,,55,,,,,, ,,,,,,,,,,,6.0,,,,,,
04.05.2020 16:00,16.1,,,,55,,,,,, ,,,,,,,,,,,7.1,,,,,,
04.05.2020 15:00,16.3,,,,54,,,,,, ,,,,,,,,,,,6.9,,,,,,
04.05.2020 14:00,17.2,,,,48,,,,,, ,,,,,,,,,,,6.1,,,,,,
04.05.2020 13:00,16.9,,,,50,,,,,, ,,,,,,,,,,,6.3,,,,,,
04.05.2020 12:00,16.8,,,,49,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
04.05.2020 11:00,15.5,,,,54,,,,,, ,,,,,,,,,,,6.2,,,,,,
04.05.2020 10:00,16.4,,,,54,,,,,, ,,,,,,,,,,,6.9,,,,,,
04.05.2020 09:00,14.6,,,,59,,,,,, ,,,,,,,,,,,6.5,,,,,,
04.05.2020 08:00,13.4,,,,69,,,,,, ,,,,,,,,,,,7.7,,,,,,
04.05.2020 07:00,12.0,,,,77,,,,,, ,,,,,,,,,,,8.0,,,,,,
04.05.2020 06:00,11.0,,,,79,,,,,, ,,,10.4,,,,,,,,7.5,No precipitation,12,,,,
04.05.2020 05:00,10.6,,,,79,,,,,, ,,,,,,,,,,,7.0,,,,,,
04.05.2020 04:00,10.6,,,,79,,,,,, ,,,,,,,,,,,7.0,,,,,,
04.05.2020 03:00,10.6,,,,78,,,,,, ,,,,,,,,,,,6.8,,,,,,
04.05.2020 02:00,10.9,,,,77,,,,,, ,,,,,,,,,,,6.9,,,,,,
04.05.2020 01:00,11.4,,,,75,,,,,, ,,,,,,,,,,,7.1,,,,,,
04.05.2020 00:00,9.0,,,,80,,,,,, ,,,,,,,,,,,5.7,No precipitation,6,,,,
03.05.2020 23:00,12.1,,,,76,,,,,, ,,,,,,,,,,,8.0,,,,,,
03.05.2020 22:00,12.2,,,,74,,,,,, ,,,,,,,,,,,7.6,,,,,,
03.05.2020 21:00,12.5,,,,72,,,,,, ,,,,,,,,,,,7.6,,,,,,
03.05.2020 20:00,13.0,,,,66,,,,,, ,,,,,,,,,,,6.8,,,,,,
03.05.2020 19:00,13.4,,,,65,,,,,, ,,,,,,,,,,,7.0,,,,,,
03.05.2020 18:00,13.7,,,,65,,,,,, ,,,,15.5,,,,,,,7.1,No precipitation,12,,,,
03.05.2020 17:00,14.4,,,,60,,,,,, ,,,,,,,,,,,6.6,,,,,,
03.05.2020 16:00,14.6,,,,56,,,,,, ,,,,,,,,,,,5.8,,,,,,
03.05.2020 15:00,14.7,,,,53,,,,,, ,,,,,,,,,,,5.2,,,,,,
03.05.2020 14:00,15.3,,,,47,,,,,, ,,,,,,,,,,,3.9,,,,,,
03.05.2020 13:00,15.3,,,,45,,,,,, ,,,,,,,,,,,3.5,,,,,,
03.05.2020 12:00,14.4,,,,46,,,,,, ,,,,,,,,,,,2.7,No precipitation,6,,,,
03.05.2020 11:00,14.3,,,,44,,,,,, ,,,,,,,,,,,2.2,,,,,,
03.05.2020 10:00,14.4,,,,48,,,,,, ,,,,,,,,,,,3.3,,,,,,
03.05.2020 09:00,13.3,,,,55,,,,,, ,,,,,,,,,,,4.5,,,,,,
03.05.2020 08:00,12.5,,,,68,,,,,, ,,,,,,,,,,,6.6,,,,,,
03.05.2020 07:00,11.6,,,,77,,,,,, ,,,,,,,,,,,7.6,,,,,,
03.05.2020 06:00,10.2,,,,81,,,,,, ,,,9.2,,,,,,,,7.1,No precipitation,12,,,,
03.05.2020 05:00,9.9,,,,83,,,,,, ,,,,,,,,,,,7.1,,,,,,
03.05.2020 04:00,9.7,,,,80,,,,,, ,,,,,,,,,,,6.3,,,,,,
03.05.2020 03:00,10.0,,,,77,,,,,, ,,,,,,,,,,,6.1,,,,,,
03.05.2020 02:00,9.7,,,,79,,,,,, ,,,,,,,,,,,6.2,,,,,,
03.05.2020 01:00,9.7,,,,79,,,,,, ,,,,,,,,,,,6.2,,,,,,
03.05.2020 00:00,9.2,,,,80,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
02.05.2020 23:00,9.8,,,,77,,,,,, ,,,,,,,,,,,6.0,,,,,,
02.05.2020 22:00,10.8,,,,72,,,,,, ,,,,,,,,,,,6.0,,,,,,
02.05.2020 21:00,10.9,,,,68,,,,,, ,,,,,,,,,,,5.1,,,,,,
02.05.2020 20:00,12.6,,,,59,,,,,, ,,,,,,,,,,,4.7,,,,,,
02.05.2020 19:00,15.2,,,,44,,,,,, ,,,,,,,,,,,3.1,,,,,,
02.05.2020 18:00,15.6,,,,46,,,,,, ,,,,17.7,,,,,,,3.8,No precipitation,12,,,,
02.05.2020 17:00,15.6,,,,43,,,,,, ,,,,,,,,,,,2.9,,,,,,
02.05.2020 16:00,16.3,,,,41,,,,,, ,,,,,,,,,,,2.8,,,,,,
02.05.2020 15:00,17.7,,,,40,,,,,, ,,,,,,,,,,,3.7,,,,,,
02.05.2020 14:00,15.8,,,,41,,,,,, ,,,,,,,,,,,2.5,,,,,,
02.05.2020 13:00,16.0,,,,42,,,,,, ,,,,,,,,,,,3.0,,,,,,
02.05.2020 12:00,14.9,,,,43,,,,,, ,,,,,,,,,,,2.3,No precipitation,6,,,,
02.05.2020 11:00,14.8,,,,50,,,,,, ,,,,,,,,,,,4.4,,,,,,
02.05.2020 10:00,13.9,,,,53,,,,,, ,,,,,,,,,,,4.3,,,,,,
02.05.2020 09:00,12.7,,,,60,,,,,, ,,,,,,,,,,,5.0,,,,,,
02.05.2020 08:00,10.7,,,,67,,,,,, ,,,,,,,,,,,4.7,,,,,,
02.05.2020 07:00,8.9,,,,77,,,,,, ,,,,,,,,,,,5.1,,,,,,
02.05.2020 06:00,7.3,,,,84,,,,,, ,,,7.1,,,,,,,,4.7,No precipitation,12,,,,
02.05.2020 05:00,7.3,,,,82,,,,,, ,,,,,,,,,,,4.4,,,,,,
02.05.2020 04:00,7.9,,,,79,,,,,, ,,,,,,,,,,,4.5,,,,,,
02.05.2020 03:00,8.5,,,,78,,,,,, ,,,,,,,,,,,4.9,,,,,,
02.05.2020 02:00,8.6,,,,79,,,,,, ,,,,,,,,,,,5.2,,,,,,
02.05.2020 01:00,8.7,,,,79,,,,,, ,,,,,,,,,,,5.3,,,,,,
02.05.2020 00:00,9.2,,,,80,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
01.05.2020 23:00,9.7,,,,74,,,,,, ,,,,,,,,,,,5.3,,,,,,
01.05.2020 22:00,9.6,,,,73,,,,,, ,,,,,,,,,,,5.0,,,,,,
01.05.2020 21:00,10.3,,,,68,,,,,, ,,,,,,,,,,,4.6,,,,,,
01.05.2020 20:00,11.1,,,,62,,,,,, ,,,,,,,,,,,4.0,,,,,,
01.05.2020 19:00,12.3,,,,59,,,,,, ,,,,,,,,,,,4.4,,,,,,
01.05.2020 18:00,11.8,,,,57,,,,,, ,,,,15.9,,,,,,,3.5,0.2,12,,,,
01.05.2020 17:00,13.7,,,,50,,,,,, ,,,,,,,,,,,3.5,,,,,,
01.05.2020 16:00,14.0,,,,52,,,,,, ,,,,,,,,,,,4.1,,,,,,
01.05.2020 15:00,14.9,,,,55,,,,,, ,,,,,,,,,,,5.9,,,,,,
01.05.2020 14:00,13.1,,,,60,,,,,, ,,,,,,,,,,,5.4,,,,,,
01.05.2020 13:00,14.9,,,,55,,,,,, ,,,,,,,,,,,5.9,,,,,,
01.05.2020 12:00,12.2,,,,70,,,,,, ,,,,,,,,,,,6.9,0.2,6,,,,
01.05.2020 11:00,14.1,,,,59,,,,,, ,,,,,,,,,,,6.2,,,,,,
01.05.2020 10:00,12.9,,,,65,,,,,, ,,,,,,,,,,,6.5,,,,,,
01.05.2020 09:00,11.4,,,,71,,,,,, ,,,,,,,,,,,6.3,,,,,,
01.05.2020 08:00,11.3,,,,78,,,,,, ,,,,,,,,,,,7.6,,,,,,
01.05.2020 07:00,9.9,,,,84,,,,,, ,,,,,,,,,,,7.3,,,,,,
01.05.2020 06:00,8.8,,,,87,,,,,, ,,,7.6,,,,,,,,6.8,No precipitation,12,,,,
01.05.2020 05:00,8.7,,,,87,,,,,, ,,,,,,,,,,,6.7,,,,,,
01.05.2020 04:00,8.7,,,,87,,,,,, ,,,,,,,,,,,6.7,,,,,,
01.05.2020 03:00,8.4,,,,87,,,,,, ,,,,,,,,,,,6.4,,,,,,
01.05.2020 02:00,8.4,,,,86,,,,,, ,,,,,,,,,,,6.2,,,,,,
01.05.2020 01:00,8.0,,,,90,,,,,, ,,,,,,,,,,,6.4,,,,,,
01.05.2020 00:00,8.8,,,,78,,,,,, ,,,,,,,,,,,5.2,No precipitation,6,,,,
30.04.2020 23:00,8.2,,,,87,,,,,, ,,,,,,,,,,,6.1,,,,,,
30.04.2020 22:00,8.1,,,,87,,,,,, ,,,,,,,,,,,6.1,,,,,,
30.04.2020 21:00,8.5,,,,87,,,,,, ,,,,,,,,,,,6.4,,,,,,
30.04.2020 20:00,9.3,,,,77,,,,,, ,,,,,,,,,,,5.5,,,,,,
30.04.2020 19:00,9.9,,,,85,,,,,, ,,,,,,,,,,,7.5,,,,,,
30.04.2020 18:00,9.7,,,,86,,,,,, ,,,,13.7,,,,,,,7.4,7,12,,,,
30.04.2020 17:00,8.6,,,,89,,,,,, ,,,,,,,,,,,6.9,,,,,,
30.04.2020 16:00,10.8,,,,81,,,,,, ,,,,,,,,,,,7.7,,,,,,
30.04.2020 15:00,9.5,,,,91,,,,,, ,,,,,,,,,,,8.1,,,,,,
30.04.2020 14:00,9.1,,,,83,,,,,, ,,,,,,,,,,,6.4,,,,,,
30.04.2020 13:00,13.2,,,,65,,,,,, ,,,,,,,,,,,6.8,,,,,,
30.04.2020 12:00,13.6,,,,59,,,,,, ,,,,,,,,,,,5.7,No precipitation,6,,,,
30.04.2020 11:00,13.2,,,,57,,,,,, ,,,,,,,,,,,4.9,,,,,,
30.04.2020 10:00,13.5,,,,64,,,,,, ,,,,,,,,,,,6.8,,,,,,
30.04.2020 09:00,11.1,,,,73,,,,,, ,,,,,,,,,,,6.3,,,,,,
30.04.2020 08:00,11.1,,,,75,,,,,, ,,,,,,,,,,,6.7,,,,,,
30.04.2020 07:00,9.4,,,,82,,,,,, ,,,,,,,,,,,6.4,,,,,,
30.04.2020 06:00,7.2,,,,91,,,,,, ,,,6.4,,,,,,,,5.8,4,12,,,,
30.04.2020 05:00,6.5,,,,92,,,,,, ,,,,,,,,,,,5.3,,,,,,
30.04.2020 04:00,7.0,,,,90,,,,,, ,,,,,,,,,,,5.4,,,,,,
30.04.2020 03:00,7.2,,,,92,,,,,, ,,,,,,,,,,,5.9,,,,,,
30.04.2020 02:00,8.2,,,,90,,,,,, ,,,,,,,,,,,6.6,,,,,,
30.04.2020 01:00,8.7,,,,90,,,,,, ,,,,,,,,,,,7.2,,,,,,
30.04.2020 00:00,9.2,,,,91,,,,,, ,,,,,,,,,,,7.8,2,6,,,,
29.04.2020 23:00,9.9,,,,83,,,,,, ,,,,,,,,,,,7.1,,,,,,
29.04.2020 22:00,10.4,,,,74,,,,,, ,,,,,,,,,,,6.0,,,,,,
29.04.2020 21:00,10.5,,,,69,,,,,, ,,,,,,,,,,,4.9,,,,,,
29.04.2020 20:00,11.2,,,,64,,,,,, ,,,,,,,,,,,4.6,,,,,,
29.04.2020 19:00,12.4,,,,66,,,,,, ,,,,,,,,,,,6.1,,,,,,
29.04.2020 18:00,13.4,,,,68,,,,,, ,,,,14.2,,,,,,,7.5,0.6,12,,,,
29.04.2020 17:00,14.0,,,,56,,,,,, ,,,,,,,,,,,5.3,,,,,,
29.04.2020 16:00,13.0,,,,75,,,,,, ,,,,,,,,,,,8.7,,,,,,
29.04.2020 15:00,12.5,,,,79,,,,,, ,,,,,,,,,,,9.0,,,,,,
29.04.2020 14:00,12.0,,,,85,,,,,, ,,,,,,,,,,,9.6,,,,,,
29.04.2020 13:00,12.2,,,,79,,,,,, ,,,,,,,,,,,8.6,,,,,,
29.04.2020 12:00,12.7,,,,69,,,,,, ,,,,,,,,,,,7.1,No precipitation,6,,,,
29.04.2020 11:00,13.1,,,,72,,,,,, ,,,,,,,,,,,8.2,,,,,,
29.04.2020 10:00,13.2,,,,65,,,,,, ,,,,,,,,,,,6.8,,,,,,
29.04.2020 09:00,10.8,,,,77,,,,,, ,,,,,,,,,,,6.9,,,,,,
29.04.2020 08:00,10.2,,,,76,,,,,, ,,,,,,,,,,,6.1,,,,,,
29.04.2020 07:00,8.3,,,,90,,,,,, ,,,,,,,,,,,6.8,,,,,,
29.04.2020 06:00,8.1,,,,95,,,,,, ,,,7.5,,,,,,,,7.3,3,12,,,,
29.04.2020 05:00,7.9,,,,96,,,,,, ,,,,,,,,,,,7.3,,,,,,
29.04.2020 04:00,7.8,,,,95,,,,,, ,,,,,,,,,,,7.1,,,,,,
29.04.2020 03:00,7.6,,,,95,,,,,, ,,,,,,,,,,,6.8,,,,,,
29.04.2020 02:00,7.7,,,,95,,,,,, ,,,,,,,,,,,6.9,,,,,,
29.04.2020 01:00,7.7,,,,95,,,,,, ,,,,,,,,,,,6.9,,,,,,
29.04.2020 00:00,7.9,,,,94,,,,,, ,,,,,,,,,,,7.0,2,6,,,,
28.04.2020 23:00,7.8,,,,94,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.04.2020 22:00,7.9,,,,93,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.04.2020 21:00,8.1,,,,94,,,,,, ,,,,,,,,,,,7.2,,,,,,
28.04.2020 20:00,8.3,,,,95,,,,,, ,,,,,,,,,,,7.5,,,,,,
28.04.2020 19:00,8.2,,,,95,,,,,, ,,,,,,,,,,,7.4,,,,,,
28.04.2020 18:00,8.2,,,,92,,,,,, ,,,,8.8,,,,,,,7.0,11,12,,,,
28.04.2020 17:00,8.5,,,,92,,,,,, ,,,,,,,,,,,7.2,,,,,,
28.04.2020 16:00,8.4,,,,92,,,,,, ,,,,,,,,,,,7.2,,,,,,
28.04.2020 15:00,8.4,,,,92,,,,,, ,,,,,,,,,,,7.1,,,,,,
28.04.2020 14:00,8.7,,,,91,,,,,, ,,,,,,,,,,,7.3,,,,,,
28.04.2020 13:00,8.5,,,,90,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.04.2020 12:00,8.5,,,,91,,,,,, ,,,,,,,,,,,7.1,9,6,,,,
28.04.2020 11:00,8.1,,,,90,,,,,, ,,,,,,,,,,,6.6,,,,,,
28.04.2020 10:00,8.1,,,,95,,,,,, ,,,,,,,,,,,7.3,,,,,,
28.04.2020 09:00,8.1,,,,92,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.04.2020 08:00,8.5,,,,89,,,,,, ,,,,,,,,,,,6.8,,,,,,
28.04.2020 07:00,8.7,,,,86,,,,,, ,,,,,,,,,,,6.5,,,,,,
28.04.2020 06:00,8.7,,,,87,,,,,, ,,,8.5,,,,,,,,6.6,2,12,,,,
28.04.2020 05:00,8.8,,,,89,,,,,, ,,,,,,,,,,,7.0,,,,,,
28.04.2020 04:00,9.3,,,,86,,,,,, ,,,,,,,,,,,7.0,,,,,,
28.04.2020 03:00,10.2,,,,78,,,,,, ,,,,,,,,,,,6.4,,,,,,
28.04.2020 02:00,10.4,,,,74,,,,,, ,,,,,,,,,,,5.9,,,,,,
28.04.2020 01:00,11.0,,,,73,,,,,, ,,,,,,,,,,,6.2,,,,,,
28.04.2020 00:00,7.9,,,,94,,,,,, ,,,,,,,,,,,7.0,2,6,,,,
27.04.2020 23:00,11.4,,,,65,,,,,, ,,,,,,,,,,,5.0,,,,,,
27.04.2020 22:00,11.6,,,,66,,,,,, ,,,,,,,,,,,5.4,,,,,,
27.04.2020 21:00,12.4,,,,68,,,,,, ,,,,,,,,,,,6.7,,,,,,
27.04.2020 20:00,13.4,,,,65,,,,,, ,,,,,,,,,,,6.8,,,,,,
27.04.2020 19:00,15.5,,,,61,,,,,, ,,,,,,,,,,,7.9,,,,,,
27.04.2020 18:00,16.7,,,,57,,,,,, ,,,,19.2,,,,,,,8.0,No precipitation,12,,,,
27.04.2020 17:00,17.2,,,,54,,,,,, ,,,,,,,,,,,7.7,,,,,,
27.04.2020 16:00,17.6,,,,54,,,,,, ,,,,,,,,,,,8.1,,,,,,
27.04.2020 15:00,18.0,,,,51,,,,,, ,,,,,,,,,,,7.6,,,,,,
27.04.2020 14:00,17.4,,,,53,,,,,, ,,,,,,,,,,,7.7,,,,,,
27.04.2020 13:00,17.3,,,,52,,,,,, ,,,,,,,,,,,7.3,,,,,,
27.04.2020 12:00,16.6,,,,56,,,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
27.04.2020 11:00,15.3,,,,60,,,,,, ,,,,,,,,,,,7.4,,,,,,
27.04.2020 10:00,14.3,,,,58,,,,,, ,,,,,,,,,,,6.2,,,,,,
27.04.2020 09:00,13.0,,,,64,,,,,, ,,,,,,,,,,,6.3,,,,,,
27.04.2020 08:00,11.4,,,,65,,,,,, ,,,,,,,,,,,4.9,,,,,,
27.04.2020 07:00,10.3,,,,66,,,,,, ,,,,,,,,,,,4.2,,,,,,
27.04.2020 06:00,9.3,,,,71,,,,,, ,,,7.4,,,,,,,,4.3,No precipitation,12,,,,
27.04.2020 05:00,7.6,,,,78,,,,,, ,,,,,,,,,,,4.0,,,,,,
27.04.2020 04:00,8.5,,,,72,,,,,, ,,,,,,,,,,,3.7,,,,,,
27.04.2020 03:00,9.6,,,,69,,,,,, ,,,,,,,,,,,4.1,,,,,,
27.04.2020 02:00,9.0,,,,73,,,,,, ,,,,,,,,,,,4.4,,,,,,
27.04.2020 01:00,10.0,,,,69,,,,,, ,,,,,,,,,,,4.5,,,,,,
27.04.2020 00:00,10.9,,,,68,,,,,, ,,,,,,,,,,,5.2,No precipitation,6,,,,
