"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
28.04.2020 11:30,20.0,744.9,756.2,46,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 1290 m,10.0 and more,8.0
28.04.2020 11:00,20.0,744.9,756.2,49,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,9.0
28.04.2020 10:30,18.0,745.5,756.9,52,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 10:00,18.0,745.5,756.9,52,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 09:30,17.0,745.5,756.9,56,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 09:00,16.0,745.5,756.9,55,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
28.04.2020 08:30,16.0,745.5,756.9,59,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 08:00,15.0,745.4,756.9,63,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 07:30,14.0,745.4,756.9,67,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 07:00,13.0,745.3,756.9,72,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,8.0
28.04.2020 06:30,12.0,745.3,756.9,72,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
28.04.2020 06:00,11.0,745.3,756.9,77,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,7.0
28.04.2020 05:30,9.0,745.2,756.9,82,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 05:00,9.0,745.2,756.9,82,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 04:30,9.0,745.2,756.9,82,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 04:00,9.0,745.2,756.9,76,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,5.0
28.04.2020 03:30,9.0,745.2,756.9,82,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 03:00,10.0,745.2,756.9,76,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 02:30,11.0,745.3,756.9,72,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 02:00,11.0,745.3,756.9,77,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,7.0
28.04.2020 01:30,11.0,745.3,756.9,72,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 01:00,11.0,746.0,757.7,72,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 00:30,12.0,746.1,757.7,67,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
28.04.2020 00:00,12.0,746.1,757.7,67,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 23:30,12.0,746.1,757.7,67,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 23:00,12.0,746.1,757.7,67,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 22:30,13.0,746.1,757.7,67,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 22:00,13.0,746.1,757.7,67,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 21:30,12.0,746.1,757.7,72,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 21:00,14.0,746.2,757.7,63,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 20:30,14.0,746.2,757.7,63,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 20:00,14.0,746.2,757.7,63,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 19:30,16.0,746.2,757.7,55,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 19:00,16.0,746.2,757.7,55,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 18:30,18.0,746.3,757.7,49,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 18:00,19.0,746.4,757.7,46,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 17:30,20.0,746.4,757.7,40,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 17:00,20.0,746.4,757.7,40,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 16:30,20.0,746.4,757.7,40,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 16:00,21.0,746.4,757.7,38,variable wind direction,4,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 15:30,20.0,746.4,757.7,38,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,5.0
27.04.2020 15:00,20.0,746.4,757.7,43,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,7.0
27.04.2020 14:30,20.0,746.9,758.2,40,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 14:00,19.0,746.8,758.2,43,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 13:30,19.0,746.8,758.2,43,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,6.0
27.04.2020 13:00,19.0,746.8,758.2,40,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,5.0
27.04.2020 12:30,20.0,747.7,759.0,38,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,5.0
27.04.2020 12:00,18.0,747.6,759.0,43,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,5.0
27.04.2020 11:30,18.0,747.6,759.0,43,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,5.0
27.04.2020 11:00,17.0,748.2,759.7,42,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,4.0
27.04.2020 10:30,16.0,748.2,759.7,45,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,4.0
27.04.2020 10:00,15.0,748.2,759.7,45,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,3.0
27.04.2020 09:30,14.0,748.1,759.7,48,Wind blowing from the north-east,5,,,,No Significant Clouds,10.0 and more,3.0
27.04.2020 09:00,13.0,748.1,759.7,47,Wind blowing from the east-northeast,5,,,,No Significant Clouds,10.0 and more,2.0
27.04.2020 08:30,12.0,748.1,759.7,51,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,2.0
27.04.2020 08:00,11.0,748.0,759.7,50,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,1.0
27.04.2020 07:30,10.0,748.0,759.7,54,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,1.0
27.04.2020 07:00,9.0,747.9,759.7,58,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,1.0
27.04.2020 06:30,8.0,747.9,759.7,57,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 06:00,7.0,747.8,759.7,66,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,1.0
27.04.2020 05:30,5.0,747.8,759.7,70,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 05:00,5.0,747.8,759.7,76,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
27.04.2020 04:30,4.0,747.7,759.7,75,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 04:00,5.0,747.8,759.7,70,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 03:30,6.0,747.8,759.7,66,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 03:00,6.0,747.8,759.7,66,variable wind direction,1,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 02:30,6.0,747.1,759.0,66,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 02:00,6.0,747.1,759.0,66,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 01:30,6.0,747.1,759.0,66,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 01:00,6.0,747.1,759.0,66,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 00:30,6.0,747.1,759.0,66,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
27.04.2020 00:00,7.0,747.2,759.0,66,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 23:30,7.0,747.2,759.0,66,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 23:00,8.0,747.2,759.0,62,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 22:30,8.0,747.2,759.0,62,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 22:00,8.0,747.2,759.0,57,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 21:30,10.0,747.3,759.0,54,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 21:00,11.0,747.3,759.0,50,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 20:30,11.0,747.3,759.0,47,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 20:00,13.0,747.4,759.0,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 19:30,14.0,746.7,758.2,36,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 19:00,15.0,746.7,758.2,36,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 18:30,15.0,746.7,758.2,34,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 18:00,16.0,746.7,758.2,31,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 17:30,17.0,746.8,758.2,30,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 17:00,17.0,746.8,758.2,30,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 16:30,17.0,746.8,758.2,30,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 16:00,17.0,746.8,758.2,30,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 15:30,18.0,746.8,758.2,28,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 15:00,16.0,746.7,758.2,31,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 14:30,16.0,746.7,758.2,31,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 14:00,17.0,746.8,758.2,32,variable wind direction,2,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 13:30,16.0,747.5,759.0,34,variable wind direction,3,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 13:00,17.0,747.6,759.0,32,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 12:30,16.0,747.5,759.0,31,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 12:00,15.0,747.5,759.0,34,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 11:30,16.0,747.5,759.0,31,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 11:00,15.0,747.5,759.0,29,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-3.0
26.04.2020 10:30,15.0,747.5,759.0,31,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-2.0
26.04.2020 10:00,14.0,747.4,759.0,36,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 09:30,14.0,747.4,759.0,36,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1.0
26.04.2020 09:00,14.0,747.4,759.0,33,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,-2.0
26.04.2020 08:30,14.0,747.4,759.0,39,variable wind direction,1,,,,Few clouds (10-30%) 1440 m,10.0 and more,0.0
26.04.2020 08:00,13.0,747.4,759.0,44,variable wind direction,1,,,,Few clouds (10-30%) 1380 m,10.0 and more,1.0
26.04.2020 07:30,12.0,747.4,759.0,47,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 07:00,11.0,747.3,759.0,54,variable wind direction,1,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 06:30,10.0,747.3,759.0,62,variable wind direction,1,,,,No Significant Clouds,10.0 and more,3.0
26.04.2020 06:00,7.0,747.2,759.0,76,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,3.0
26.04.2020 05:30,4.0,746.2,758.2,81,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 05:00,5.0,746.3,758.2,76,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 04:30,6.0,746.3,758.2,71,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 04:00,6.0,746.3,758.2,66,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,0.0
26.04.2020 03:30,8.0,746.4,758.2,62,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 03:00,7.0,746.4,758.2,71,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 02:30,7.0,746.4,758.2,71,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 02:00,7.0,746.4,758.2,66,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,1.0
26.04.2020 01:30,8.0,746.4,758.2,66,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 01:00,8.0,746.4,758.2,66,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 00:30,8.0,746.4,758.2,66,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,2.0
26.04.2020 00:00,9.0,746.5,758.2,62,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 23:30,9.0,746.5,758.2,58,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 23:00,9.0,746.5,758.2,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 22:30,9.0,746.0,757.7,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 22:00,10.0,746.0,757.7,54,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 21:30,11.0,746.0,757.7,50,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 21:00,11.0,746.0,757.7,47,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 20:30,12.0,745.3,756.9,44,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 20:00,12.0,745.3,756.9,44,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 19:30,13.0,745.3,756.9,44,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 19:00,13.0,744.6,756.2,41,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 18:30,14.0,744.7,756.2,39,Wind blowing from the north,7,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 18:00,15.0,743.9,755.4,36,Wind blowing from the north,7,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 17:30,15.0,744.7,756.2,36,Wind blowing from the north,9,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 17:00,16.0,744.0,755.4,34,Wind blowing from the north-northwest,8,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 16:30,16.0,744.8,756.2,34,Wind blowing from the north,8,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 16:00,16.0,744.0,755.4,34,Wind blowing from the north-northwest,11,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 15:30,16.0,744.8,756.2,34,Wind blowing from the north-west,9,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 15:00,17.0,744.0,755.4,32,Wind blowing from the north-northwest,11,16,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 14:30,17.0,744.0,755.4,30,Wind blowing from the north-northwest,10,17,,,No Significant Clouds,10.0 and more,-1.0
25.04.2020 14:00,17.0,744.0,755.4,27,Wind blowing from the north-northwest,11,,,,No Significant Clouds,10.0 and more,-2.0
25.04.2020 13:30,17.0,744.0,755.4,27,Wind blowing from the north-west,11,17,,,No Significant Clouds,10.0 and more,-2.0
25.04.2020 13:00,17.0,744.0,755.4,32,Wind blowing from the north-west,11,,,,No Significant Clouds,10.0 and more,0.0
25.04.2020 12:34,18.0,744.1,755.4,34,Wind blowing from the north-northwest,11,16,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 12:30,18.0,743.3,754.6,34,Wind blowing from the north-west,11,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 12:00,20.0,743.3,754.6,28,Wind blowing from the west,11,,,,No Significant Clouds,10.0 and more,1.0
25.04.2020 11:30,19.0,743.3,754.6,35,Wind blowing from the west-northwest,10,15,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 11:12,18.0,743.3,754.6,34,Wind blowing from the west-northwest,8,14,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 11:00,18.0,743.3,754.6,37,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 10:30,18.0,743.3,754.6,37,Wind blowing from the north-west,8,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 10:00,18.0,743.3,754.6,37,Wind blowing from the west-northwest,7,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 09:30,18.0,743.3,754.6,34,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 09:00,17.0,742.5,753.9,37,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 08:30,17.0,742.5,753.9,42,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 08:00,17.0,741.7,753.1,42,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 07:30,17.0,741.7,753.1,42,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 07:00,16.0,741.7,753.1,45,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 06:30,13.0,741.6,753.1,55,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 06:00,15.0,741.7,753.1,45,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 05:30,15.0,741.7,753.1,42,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 05:00,13.0,742.4,753.9,51,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 04:30,13.0,742.4,753.9,47,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 04:00,12.0,742.3,753.9,54,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 03:30,14.0,742.4,753.9,44,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 03:00,14.0,742.4,753.9,44,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,2.0
25.04.2020 02:30,14.0,742.4,753.9,48,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 02:00,15.0,742.5,753.9,45,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 01:30,14.0,742.4,753.9,51,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,4.0
25.04.2020 01:00,15.0,742.5,753.9,45,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,3.0
25.04.2020 00:00,16.0,743.2,754.6,42,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 23:30,15.0,743.1,754.6,48,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,4.0
24.04.2020 23:00,16.0,743.2,754.6,45,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,4.0
24.04.2020 22:30,15.0,743.1,754.6,45,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 22:00,15.0,743.1,754.6,45,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 21:30,17.0,743.2,754.6,39,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 21:00,17.0,744.0,755.4,39,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 20:30,17.0,744.0,755.4,39,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 20:00,19.0,743.3,754.6,32,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 19:30,20.0,743.3,754.6,30,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 19:00,21.0,743.4,754.6,29,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 18:30,21.0,743.4,754.6,29,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 18:00,22.0,743.4,754.6,27,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 17:30,22.0,744.2,755.4,25,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 17:00,22.0,744.2,755.4,31,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
24.04.2020 16:30,22.0,744.2,755.4,27,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 16:00,23.0,745.0,756.2,23,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 15:30,23.0,745.0,756.2,23,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 15:00,22.0,745.0,756.2,25,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 14:30,22.0,745.7,756.9,25,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 14:00,22.0,746.5,757.7,27,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 13:30,22.0,746.5,757.7,27,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 13:00,22.0,746.5,757.7,23,Wind blowing from the west-southwest,7,,,,No Significant Clouds,10.0 and more,0.0
24.04.2020 12:30,21.0,746.9,758.2,23,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,-1.0
24.04.2020 12:00,20.0,746.9,758.2,28,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 11:30,20.0,747.7,759.0,30,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 11:00,19.0,747.6,759.0,32,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 10:30,18.0,748.3,759.7,40,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,4.0
24.04.2020 10:00,17.0,748.2,759.7,45,variable wind direction,1,,,,No Significant Clouds,10.0 and more,5.0
24.04.2020 09:30,16.0,749.0,760.5,48,variable wind direction,2,,,,No Significant Clouds,10.0 and more,5.0
24.04.2020 09:00,14.0,748.9,760.5,48,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 08:49,15.0,749.0,760.5,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,4.0
24.04.2020 08:30,13.0,748.9,760.5,51,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 08:00,12.0,748.8,760.5,54,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 07:30,11.0,749.5,761.2,58,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,3.0
24.04.2020 07:00,10.0,749.4,761.2,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 06:30,8.0,749.4,761.2,66,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 06:18,8.0,749.4,761.2,66,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 06:00,6.0,749.3,761.2,76,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 05:30,5.0,749.2,761.2,81,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 05:00,5.0,749.2,761.2,81,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 04:30,5.0,749.2,761.2,76,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 04:00,5.0,749.2,761.2,76,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 03:30,6.0,750.1,762.0,71,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 03:00,5.0,750.0,762.0,76,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 02:30,6.0,750.1,762.0,71,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 02:00,6.0,750.1,762.0,71,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 01:30,7.0,750.9,762.8,66,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,1.0
24.04.2020 01:00,8.0,750.9,762.8,66,variable wind direction,1,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 00:30,8.0,750.9,762.8,66,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,2.0
24.04.2020 00:00,8.0,750.9,762.8,66,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 23:30,9.0,751.7,763.5,62,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,2.0
23.04.2020 23:00,9.0,751.7,763.5,58,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,1.0
