"# Weather station Paris, France, WMO_ID=7156,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=7156&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Paris,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.04.2020 10:00,17.3,753.1,760.0,0.4,45,Wind blowing from the east-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,5.2,No precipitation,3,,,,
25.04.2020 09:00,15.3,752.9,759.9,0.3,51,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.2,No precipitation,1,,,,
25.04.2020 08:00,14.5,752.8,759.7,0.3,54,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.3,No precipitation,1,,,,
25.04.2020 07:00,12.7,752.7,759.7,-0.2,57,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,,,12.6,21.3,,,,,,19.0,4.4,No precipitation,12,,,,
25.04.2020 06:00,12.6,752.6,759.7,-0.3,58,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
25.04.2020 05:00,13.4,752.5,759.5,-0.5,55,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
25.04.2020 04:00,14.4,752.9,759.9,-0.2,52,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.7,No precipitation,3,,,,
25.04.2020 03:00,15.1,752.9,759.9,-0.2,49,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
25.04.2020 02:00,16.5,753.0,759.9,0.2,46,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.8,No precipitation,1,,,,
25.04.2020 01:00,17.1,753.1,760.0,0.3,46,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,6,,,,
25.04.2020 00:00,17.2,753.1,760.0,0.4,46,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.5,No precipitation,1,,,,
24.04.2020 23:00,18.0,752.8,759.7,0.6,45,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.9,No precipitation,1,,,,
24.04.2020 22:00,18.5,752.8,759.7,0.9,46,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,6.7,No precipitation,3,,,,
24.04.2020 21:00,19.3,752.7,759.5,0.7,45,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,7.1,No precipitation,1,,,,
24.04.2020 20:00,20.1,752.2,759.0,0.1,42,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.8,No precipitation,1,,,,
24.04.2020 19:00,21.3,751.9,758.8,-0.5,40,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,14.8,24.7,,,,,,20.0,7.1,No precipitation,12,,,,
24.04.2020 18:00,22.4,752.0,758.8,-0.8,40,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.1,No precipitation,1,,,,
24.04.2020 17:00,24.6,752.1,758.8,-1.0,41,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.5,No precipitation,1,,,,
24.04.2020 16:00,23.3,752.4,759.1,-1.0,43,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.0,No precipitation,3,,,,
24.04.2020 15:00,23.4,752.8,759.5,-1.0,44,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.4,No precipitation,1,,,,
24.04.2020 14:00,22.7,753.1,759.9,-1.3,45,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.2,No precipitation,1,,,,
24.04.2020 13:00,24.0,753.4,760.1,-1.2,42,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.3,No precipitation,6,,,,
24.04.2020 12:00,22.8,753.8,760.6,-0.9,47,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.9,No precipitation,1,,,,
24.04.2020 11:00,22.5,754.4,761.2,-0.4,46,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,10.3,No precipitation,1,,,,
24.04.2020 10:00,20.2,754.6,761.5,-0.2,46,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.2,No precipitation,3,,,,
24.04.2020 09:00,19.1,754.7,761.6,0.2,50,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.4,No precipitation,1,,,,
24.04.2020 08:00,17.1,754.8,761.7,0.4,61,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.5,No precipitation,1,,,,
24.04.2020 07:00,14.8,754.8,761.8,0.2,61,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,14.3,24.0,,,,,,20.0,7.3,No precipitation,12,,,,
24.04.2020 06:00,14.5,754.5,761.5,-0.3,62,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.3,No precipitation,1,,,,
24.04.2020 05:00,14.8,754.4,761.4,-0.5,54,Wind blowing from the north-northeast,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,1,,,,
24.04.2020 04:00,14.5,754.6,761.6,-0.6,55,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,3,,,,
24.04.2020 03:00,14.8,754.8,761.8,-0.6,53,Wind blowing from the north-northwest,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.3,No precipitation,1,,,,
24.04.2020 02:00,15.8,754.9,761.9,-0.6,50,Wind blowing from the west-southwest,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
24.04.2020 01:00,16.6,755.2,762.2,-0.3,43,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.0,No precipitation,6,,,,
24.04.2020 00:00,17.4,755.4,762.3,-0.1,41,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.0,No precipitation,1,,,,
23.04.2020 23:00,18.2,755.5,762.4,0.3,38,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.6,No precipitation,1,,,,
23.04.2020 22:00,19.0,755.5,762.4,0.6,38,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.3,No precipitation,3,,,,
23.04.2020 21:00,20.1,755.5,762.4,0.4,34,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.7,No precipitation,1,,,,
23.04.2020 20:00,21.0,755.2,762.0,0.0,31,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.2,No precipitation,1,,,,
23.04.2020 19:00,24.0,754.9,761.7,-0.4,25,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,,,12.8,26.1,,,,,,20.0,2.7,No precipitation,12,,,,
23.04.2020 18:00,25.5,755.1,761.8,-0.5,23,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.8,No precipitation,1,,,,
23.04.2020 17:00,25.5,755.2,761.9,-0.8,27,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.1,No precipitation,1,,,,
23.04.2020 16:00,25.9,755.3,762.1,-1.1,24,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,3.8,No precipitation,3,,,,
23.04.2020 15:00,25.3,755.6,762.4,-1.0,26,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.4,No precipitation,1,,,,
23.04.2020 14:00,25.4,756.0,762.7,-0.8,24,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.4,No precipitation,1,,,,
23.04.2020 13:00,25.1,756.4,763.1,-0.6,23,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,2.5,No precipitation,6,,,,
23.04.2020 12:00,23.5,756.6,763.4,-0.3,28,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.9,No precipitation,1,,,,
23.04.2020 11:00,22.0,756.8,763.6,-0.2,30,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,3.6,No precipitation,1,,,,
23.04.2020 10:00,19.8,757.0,763.9,0.3,34,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.5,No precipitation,3,,,,
23.04.2020 09:00,18.3,756.9,763.8,0.6,43,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.5,No precipitation,1,,,,
23.04.2020 08:00,15.7,757.0,763.9,0.9,45,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.8,No precipitation,1,,,,
23.04.2020 07:00,12.8,756.7,763.7,0.8,62,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,,,11.4,21.3,,,,,,20.0,5.7,No precipitation,12,,,,
23.04.2020 06:00,11.6,756.3,763.3,0.5,64,Wind blowing from the north,2,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.0,No precipitation,1,,,,
23.04.2020 05:00,12.0,756.1,763.1,0.3,68,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.3,No precipitation,1,,,,
23.04.2020 04:00,12.5,755.9,763.0,0.1,67,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.5,No precipitation,3,,,,
23.04.2020 03:00,13.3,755.8,762.8,0.0,70,Wind blowing from the north-west,2,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.9,No precipitation,1,,,,
23.04.2020 02:00,14.5,755.8,762.7,0.3,60,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.8,No precipitation,1,,,,
23.04.2020 01:00,14.6,755.8,762.8,0.4,60,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,6,,,,
23.04.2020 00:00,15.4,755.8,762.7,0.6,58,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.2,No precipitation,1,,,,
22.04.2020 23:00,16.2,755.5,762.4,0.8,53,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.6,No precipitation,1,,,,
22.04.2020 22:00,17.6,755.4,762.3,1.1,46,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.8,No precipitation,3,,,,
22.04.2020 21:00,18.0,755.2,762.1,1.3,44,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,1,,,,
22.04.2020 20:00,19.1,754.7,761.6,0.7,41,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.5,No precipitation,1,,,,
22.04.2020 19:00,21.3,754.3,761.1,0.4,36,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,11.9,23.0,,,,,,20.0,5.6,No precipitation,12,,,,
22.04.2020 18:00,22.4,753.9,760.7,-0.1,34,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.8,No precipitation,1,,,,
22.04.2020 17:00,22.7,754.0,760.7,-0.1,35,Wind blowing from the east,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.4,No precipitation,1,,,,
22.04.2020 16:00,22.6,753.9,760.7,-0.2,33,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.5,No precipitation,3,,,,
22.04.2020 15:00,22.6,754.0,760.9,-0.2,33,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.5,No precipitation,1,,,,
22.04.2020 14:00,22.2,754.1,760.9,-0.1,31,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.3,No precipitation,1,,,,
22.04.2020 13:00,20.7,754.1,760.9,0.1,34,Wind blowing from the north-east,5,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,4.3,No precipitation,6,,,,
22.04.2020 12:00,20.5,754.2,761.0,0.2,35,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
22.04.2020 11:00,19.2,754.2,761.1,0.2,36,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.8,No precipitation,1,,,,
22.04.2020 10:00,17.7,754.0,760.9,0.2,38,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.2,No precipitation,3,,,,
22.04.2020 09:00,16.3,754.0,760.9,0.6,38,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.9,No precipitation,1,,,,
22.04.2020 08:00,14.5,754.0,761.0,0.9,44,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.4,No precipitation,1,,,,
22.04.2020 07:00,11.9,753.8,760.9,0.9,52,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,11.4,19.6,,,,,,20.0,2.3,No precipitation,12,,,,
22.04.2020 06:00,11.6,753.4,760.4,0.6,52,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.1,No precipitation,1,,,,
22.04.2020 05:00,12.4,753.1,760.1,0.6,47,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.4,No precipitation,1,,,,
22.04.2020 04:00,13.1,752.9,759.9,0.4,46,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.7,No precipitation,3,,,,
22.04.2020 03:00,14.6,752.8,759.7,0.4,41,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.5,No precipitation,1,,,,
22.04.2020 02:00,15.3,752.5,759.5,0.3,41,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.1,No precipitation,1,,,,
22.04.2020 01:00,15.5,752.5,759.4,0.3,42,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.6,No precipitation,6,,,,
22.04.2020 00:00,16.3,752.4,759.3,0.4,42,Wind blowing from the east-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.4,No precipitation,1,,,,
21.04.2020 23:00,16.5,752.2,759.1,0.6,45,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
21.04.2020 22:00,16.7,752.2,759.1,0.9,48,Wind blowing from the north-east,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.6,No precipitation,3,,,,
21.04.2020 21:00,17.5,752.0,758.9,1.0,44,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.1,No precipitation,1,,,,
21.04.2020 20:00,18.2,751.6,758.5,0.8,43,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,5.4,No precipitation,1,,,,
21.04.2020 19:00,19.6,751.3,758.1,0.5,40,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,,,11.2,21.6,,,,,,20.0,5.6,No precipitation,12,,,,
21.04.2020 18:00,20.7,751.0,757.8,0.2,39,Wind blowing from the east-southeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.2,No precipitation,1,,,,
21.04.2020 17:00,21.3,750.8,757.6,-0.3,39,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.8,No precipitation,1,,,,
21.04.2020 16:00,21.3,750.8,757.6,-0.5,39,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,6.8,No precipitation,3,,,,
21.04.2020 15:00,20.9,750.8,757.6,-0.4,41,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.1,No precipitation,1,,,,
21.04.2020 14:00,18.9,751.1,757.9,-0.1,37,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,3.9,No precipitation,1,,,,
21.04.2020 13:00,18.9,751.3,758.1,0.3,40,Wind blowing from the east-northeast,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,5.0,No precipitation,6,,,,
21.04.2020 12:00,16.3,751.2,758.1,0.2,43,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.7,No precipitation,1,,,,
21.04.2020 11:00,15.7,751.2,758.1,0.2,42,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.8,No precipitation,1,,,,
21.04.2020 10:00,14.9,751.0,758.0,0.2,44,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.7,No precipitation,3,,,,
21.04.2020 09:00,14.1,751.0,757.9,0.5,43,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.7,No precipitation,1,,,,
21.04.2020 08:00,12.4,751.0,758.1,0.5,45,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,0.8,No precipitation,1,,,,
21.04.2020 07:00,11.2,750.8,757.9,0.3,51,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,,,11.0,19.8,,,,,,20.0,1.4,No precipitation,12,,,,
21.04.2020 06:00,11.1,750.5,757.6,0.1,51,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.3,No precipitation,1,,,,
21.04.2020 05:00,11.6,750.5,757.6,-0.1,50,Wind blowing from the east-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.5,No precipitation,1,,,,
21.04.2020 04:00,12.1,750.5,757.6,-0.2,49,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.7,No precipitation,3,,,,
21.04.2020 03:00,13.2,750.4,757.3,-0.3,45,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.5,No precipitation,1,,,,
21.04.2020 02:00,13.6,750.6,757.6,-0.1,45,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,1.9,No precipitation,1,,,,
21.04.2020 01:00,14.1,750.7,757.6,0.0,44,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.0,No precipitation,6,,,,
21.04.2020 00:00,14.8,750.7,757.7,0.0,45,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.0,No precipitation,1,,,,
20.04.2020 23:00,15.9,750.7,757.6,0.3,41,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,2.7,No precipitation,1,,,,
20.04.2020 22:00,16.7,750.7,757.6,0.9,41,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,3.4,No precipitation,3,,,,
20.04.2020 21:00,17.6,750.7,757.6,1.2,41,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.2,No precipitation,1,,,,
20.04.2020 20:00,18.8,750.4,757.2,0.9,39,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,4.5,No precipitation,1,,,,
20.04.2020 19:00,19.7,749.8,756.7,0.0,39,Wind blowing from the east,5,,12,,Cloud development not observed or not observable. ,,,11.1,22.6,,,,,,20.0,5.3,No precipitation,12,,,,
20.04.2020 18:00,20.4,749.5,756.3,-0.6,40,Wind blowing from the east-northeast,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.3,No precipitation,1,,,,
20.04.2020 17:00,22.1,749.5,756.3,-1.0,38,Wind blowing from the east,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.1,No precipitation,1,,,,
20.04.2020 16:00,21.0,749.8,756.5,-1.0,44,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.3,No precipitation,3,,,,
20.04.2020 15:00,20.6,750.1,756.9,-1.1,46,Wind blowing from the east-northeast,6,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,8.6,No precipitation,1,,,,
20.04.2020 14:00,20.9,750.5,757.3,-1.1,47,Wind blowing from the east-northeast,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.2,No precipitation,1,,,,
20.04.2020 13:00,19.5,750.8,757.6,-0.8,45,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,7.2,No precipitation,6,,,,
20.04.2020 12:00,19.0,751.2,758.0,-0.6,49,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,8.0,No precipitation,1,,,,
20.04.2020 11:00,17.8,751.6,758.5,-0.4,49,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.9,No precipitation,1,,,,
20.04.2020 10:00,16.1,751.6,758.5,-0.4,55,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.0,No precipitation,3,,,,
20.04.2020 09:00,14.7,751.8,758.8,-0.1,57,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.3,No precipitation,1,,,,
20.04.2020 08:00,12.8,752.0,759.0,0.0,65,Wind blowing from the east-northeast,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,6.4,No precipitation,1,,,,
20.04.2020 07:00,11.1,752.0,759.1,-0.2,75,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,,,10.9,17.1,,,,,,20.0,6.8,No precipitation,12,,,,
20.04.2020 06:00,10.9,751.9,758.9,-0.4,79,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.4,No precipitation,1,,,,
20.04.2020 05:00,11.1,752.0,759.1,-0.4,82,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,15.0,8.1,No precipitation,1,,,,
20.04.2020 04:00,11.7,752.2,759.2,-0.7,84,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,7.0,9.1,No precipitation,3,,,,
20.04.2020 03:00,12.2,752.3,759.4,-0.8,82,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,6.0,9.2,No precipitation,1,,,,
20.04.2020 02:00,12.3,752.4,759.4,-1.0,83,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,5.0,9.5,No precipitation,1,,,,
20.04.2020 01:00,12.5,752.9,760.0,-0.7,82,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,5.0,9.5,No precipitation,6,,,,
20.04.2020 00:00,12.6,753.1,760.2,-0.8,82,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,5.0,9.6,No precipitation,1,,,,
19.04.2020 23:00,12.8,753.4,760.3,-0.1,78,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,5.0,9.1,No precipitation,1,,,,
19.04.2020 22:00,13.5,753.6,760.6,0.5,75,Wind blowing from the north-east,5,,9,,Cloud development not observed or not observable. ,,,,,,,,,,9.0,9.2,No precipitation,3,,,,
19.04.2020 21:00,14.2,753.9,760.9,0.8,72,Wind blowing from the north-east,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,10.0,9.2,No precipitation,1,,,,
19.04.2020 20:00,15.3,753.5,760.5,0.4,69,Wind blowing from the north-northeast,6,,12,,Cloud development not observed or not observable. ,,,,,,,,,,10.0,9.6,No precipitation,1,,,,
19.04.2020 19:00,17.2,753.1,760.0,-0.2,63,Wind blowing from the north-northeast,6,,10,,Cloud development not observed or not observable. ,,,12.5,21.2,,,,,,14.0,10.1,No precipitation,12,,,,
19.04.2020 18:00,18.2,753.1,760.0,-0.5,59,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,12.0,10.1,No precipitation,1,,,,
19.04.2020 17:00,20.3,753.1,759.9,-1.0,51,Wind blowing from the north-east,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,9.8,No precipitation,1,,,,
19.04.2020 16:00,20.4,753.3,760.1,-1.3,50,Wind blowing from the north-east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.6,No precipitation,3,,,,
19.04.2020 15:00,20.9,753.6,760.4,-1.5,46,Wind blowing from the north-east,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,8.8,No precipitation,1,,,,
19.04.2020 14:00,20.4,754.1,760.9,-1.5,46,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,8.4,No precipitation,1,,,,
19.04.2020 13:00,19.7,754.6,761.4,-1.2,50,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,9.0,No precipitation,6,,,,
19.04.2020 12:00,19.2,755.1,762.0,-0.7,47,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,7.6,No precipitation,1,,,,
19.04.2020 11:00,17.7,755.6,762.5,-0.3,56,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,8.8,No precipitation,1,,,,
19.04.2020 10:00,16.5,755.8,762.7,-0.3,56,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,7.7,No precipitation,3,,,,
19.04.2020 09:00,14.3,755.8,762.8,0.3,67,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,14.0,8.3,No precipitation,1,,,,
