"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
22.04.2020 19:00,17.0,702.8,762.0,56,Wind blowing from the west,3,,,,Broken clouds (60-90%) 1740 m,10.0 and more,8.0
22.04.2020 18:30,17.0,702.8,762.0,59,Wind blowing from the west,3,,,,Broken clouds (60-90%) 1740 m,10.0 and more,9.0
22.04.2020 18:00,17.0,702.1,761.2,59,Wind blowing from the west,3,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,9.0
22.04.2020 17:30,18.0,702.3,761.2,60,Wind blowing from the west,4,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,10.0
22.04.2020 17:00,18.0,702.3,761.2,52,Wind blowing from the west,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,8.0
22.04.2020 16:30,19.0,702.4,761.2,52,Wind blowing from the south-southwest,3,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,9.0
22.04.2020 16:00,20.0,702.6,761.2,43,variable wind direction,2,,,,Broken clouds (60-90%) 1740 m,10.0 and more,7.0
22.04.2020 15:30,20.0,702.6,761.2,53,variable wind direction,2,,,,Broken clouds (60-90%) 1650 m,10.0 and more,10.0
22.04.2020 15:00,21.0,702.8,761.2,43,variable wind direction,2,,,,Broken clouds (60-90%) 1650 m,10.0 and more,8.0
22.04.2020 14:30,19.0,702.4,761.2,52,variable wind direction,1,,,,Broken clouds (60-90%) 1650 m,10.0 and more,9.0
22.04.2020 14:00,18.0,702.3,761.2,49,Wind blowing from the north-northeast,2,,,,Scattered clouds (40-50%) 1380 m,10.0 and more,7.0
22.04.2020 13:30,19.0,702.4,761.2,49,Wind blowing from the west-southwest,2,,,,Scattered clouds (40-50%) 1380 m,10.0 and more,8.0
22.04.2020 13:00,19.0,702.4,761.2,49,variable wind direction,1,,,,Scattered clouds (40-50%) 1260 m,10.0 and more,8.0
22.04.2020 12:30,18.0,702.3,761.2,49,variable wind direction,2,,,,Scattered clouds (40-50%) 1260 m,10.0 and more,7.0
22.04.2020 12:00,18.0,702.3,761.2,52,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,8.0
22.04.2020 11:30,18.0,702.3,761.2,56,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,9.0
22.04.2020 11:00,17.0,702.1,761.2,59,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 750 m,10.0 and more,9.0
22.04.2020 10:30,17.0,702.1,761.2,56,variable wind direction,2,,,,Few clouds (10-30%) 750 m,10.0 and more,8.0
22.04.2020 10:00,15.0,701.7,761.2,55,variable wind direction,2,,,,No Significant Clouds,10.0 and more,6.0
22.04.2020 09:30,16.0,701.9,761.2,59,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
22.04.2020 09:00,15.0,701.7,761.2,63,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
22.04.2020 08:30,14.0,701.5,761.2,67,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
22.04.2020 08:00,12.0,700.4,760.5,77,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8.0
22.04.2020 07:30,12.0,700.4,760.5,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
22.04.2020 07:00,9.0,699.8,760.5,87,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,7.0
22.04.2020 06:30,9.0,699.1,759.7,87,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,7.0
22.04.2020 06:00,9.0,699.1,759.7,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,8.0
21.04.2020 21:30,13.0,698.5,758.2,77,variable wind direction,1,,Light rain,,Broken clouds (60-90%) 1200 m,10.0 and more,9.0
21.04.2020 21:00,13.0,698.5,758.2,77,Wind blowing from the west-northwest,3,,Light rain,,Broken clouds (60-90%) 1200 m,10.0 and more,9.0
21.04.2020 20:30,14.0,698.2,757.7,67,Wind blowing from the west-northwest,3,,Light rain,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1500 m",10.0 and more,8.0
21.04.2020 20:00,14.0,697.5,756.9,67,Wind blowing from the west-northwest,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,8.0
21.04.2020 19:30,15.0,697.7,756.9,59,Wind blowing from the north-northwest,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,7.0
21.04.2020 19:00,16.0,697.3,756.2,59,Wind blowing from the north-west,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,8.0
21.04.2020 18:30,16.0,697.3,756.2,55,Wind blowing from the west-northwest,3,,,,Scattered clouds (40-50%) 750 m,10.0 and more,7.0
21.04.2020 18:00,16.0,697.3,756.2,55,Wind blowing from the west-northwest,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,7.0
21.04.2020 17:30,16.0,697.3,756.2,59,Wind blowing from the west,4,,,,"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulus congestus of great vertical extent",10.0 and more,8.0
21.04.2020 17:00,16.0,697.3,756.2,63,Wind blowing from the north-west,2,,,,"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulus congestus of great vertical extent",10.0 and more,9.0
21.04.2020 16:30,15.0,697.1,756.2,68,Wind blowing from the west-southwest,3,,,,"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 16:00,15.0,697.1,756.2,72,Wind blowing from the south-west,3,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,10.0
21.04.2020 15:30,14.0,696.9,756.2,67,Wind blowing from the west-southwest,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,8.0
21.04.2020 15:00,15.0,697.1,756.2,68,Wind blowing from the west-southwest,4,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 14:30,14.0,696.9,756.2,72,Wind blowing from the south-west,4,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 14:00,14.0,696.9,756.2,72,Wind blowing from the west-southwest,3,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 13:30,14.0,696.9,756.2,72,Wind blowing from the south-west,3,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 13:00,13.0,696.7,756.2,77,Wind blowing from the south-west,3,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 12:30,13.0,696.7,756.2,77,Wind blowing from the west-southwest,3,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 12:00,12.0,697.1,756.9,82,Wind blowing from the west-southwest,3,,,,"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 1200 m",10.0 and more,9.0
21.04.2020 11:30,11.0,696.9,756.9,82,Wind blowing from the west-southwest,3,,,,"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 1200 m",10.0 and more,8.0
21.04.2020 11:00,11.0,696.3,756.2,82,Wind blowing from the west-southwest,4,,,,Overcast (100%) 300 m,10.0 and more,8.0
21.04.2020 10:30,10.0,696.1,756.2,88,Wind blowing from the west-southwest,4,,,,Overcast (100%) 240 m,10.0 and more,8.0
21.04.2020 10:00,10.0,696.1,756.2,88,Wind blowing from the south-west,4,,,,Broken clouds (60-90%) 240 m,10.0 and more,8.0
21.04.2020 09:30,9.0,695.8,756.2,94,Wind blowing from the south-west,5,,,,Broken clouds (60-90%) 240 m,10.0 and more,8.0
21.04.2020 09:00,9.0,695.8,756.2,94,Wind blowing from the south-west,4,,,,"Broken clouds (60-90%) 240 m, overcast (100%) 450 m",10.0 and more,8.0
21.04.2020 08:30,9.0,695.1,755.4,94,Wind blowing from the south-west,4,,,,"Broken clouds (60-90%) 150 m, overcast (100%) 360 m",10.0 and more,8.0
21.04.2020 08:00,8.0,694.9,755.4,100,Wind blowing from the west-southwest,3,,,,Broken clouds (60-90%) 150 m,9,8.0
21.04.2020 07:30,8.0,694.9,755.4,100,Wind blowing from the south-west,3,,,,Broken clouds (60-90%) 180 m,10.0 and more,8.0
21.04.2020 07:00,8.0,694.9,755.4,100,Wind blowing from the west-southwest,4,,,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 1500 m",10.0 and more,8.0
21.04.2020 06:30,8.0,694.2,754.6,100,Wind blowing from the west-southwest,4,,,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 1500 m",10.0 and more,8.0
21.04.2020 06:00,8.0,694.9,755.4,100,Wind blowing from the south-west,4,,,,Broken clouds (60-90%) 180 m,10.0 and more,8.0
21.04.2020 05:30,8.0,694.9,755.4,100,Wind blowing from the south-west,3,,,,Overcast (100%) 150 m,10.0 and more,8.0
21.04.2020 05:00,8.0,694.9,755.4,100,Wind blowing from the south-west,3,,,,"Broken clouds (60-90%) 210 m, overcast (100%) 1320 m",10.0 and more,8.0
21.04.2020 04:30,9.0,695.1,755.4,94,Wind blowing from the south-west,4,,,,"Scattered clouds (40-50%) 240 m, overcast (100%) 1140 m",10.0 and more,8.0
21.04.2020 04:00,9.0,695.1,755.4,94,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 210 m, overcast (100%) 1140 m",10.0 and more,8.0
21.04.2020 03:30,9.0,695.1,755.4,94,Wind blowing from the south-west,5,,,,"Broken clouds (60-90%) 1140 m, overcast (100%) 1350 m",10.0 and more,8.0
21.04.2020 03:00,9.0,695.1,755.4,94,Wind blowing from the south-west,5,,,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 570 m, broken clouds (60-90%) 900 m",10.0 and more,8.0
21.04.2020 02:30,9.0,695.1,755.4,94,Wind blowing from the south-west,5,,,,"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 540 m, broken clouds (60-90%) 840 m",10.0 and more,8.0
21.04.2020 02:00,10.0,695.3,755.4,94,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 210 m, overcast (100%) 930 m",8,9.0
21.04.2020 01:30,10.0,695.3,755.4,88,Wind blowing from the south-west,3,,,,"Broken clouds (60-90%) 990 m, overcast (100%) 1710 m",10.0 and more,8.0
21.04.2020 01:00,10.0,696.1,756.2,94,Wind blowing from the west-southwest,4,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 1320 m, overcast (100%) 1680 m",10.0 and more,9.0
21.04.2020 00:30,11.0,696.3,756.2,88,Wind blowing from the south-west,3,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,9.0
21.04.2020 00:00,11.0,696.3,756.2,82,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 1260 m,10.0 and more,8.0
20.04.2020 23:30,11.0,696.3,756.2,77,Wind blowing from the south-southwest,2,,,,Broken clouds (60-90%) 1260 m,10.0 and more,7.0
20.04.2020 23:00,12.0,696.5,756.2,72,Wind blowing from the south,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,7.0
20.04.2020 22:30,12.0,696.5,756.2,72,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 22:00,12.0,696.5,756.2,77,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 21:30,13.0,696.7,756.2,67,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 21:00,13.0,696.7,756.2,72,Wind blowing from the south-southwest,3,,,,Few clouds (10-30%) 1740 m,10.0 and more,8.0
20.04.2020 20:30,13.0,696.7,756.2,72,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 1110 m,10.0 and more,8.0
20.04.2020 20:00,14.0,696.1,755.4,63,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 1080 m,10.0 and more,7.0
20.04.2020 19:30,15.0,696.3,755.4,59,Wind blowing from the south-southwest,6,,,,Scattered clouds (40-50%) 1020 m,10.0 and more,7.0
20.04.2020 19:00,15.0,696.3,755.4,63,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 900 m,10.0 and more,8.0
20.04.2020 18:30,15.0,696.3,755.4,63,Wind blowing from the south-southwest,5,,,,Few clouds (10-30%) 1740 m,10.0 and more,8.0
20.04.2020 18:00,15.0,696.3,755.4,63,Wind blowing from the south-west,6,,,,Few clouds (10-30%) 1350 m,10.0 and more,8.0
20.04.2020 17:30,16.0,696.5,755.4,59,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1020 m,10.0 and more,8.0
20.04.2020 17:00,17.0,697.4,756.2,59,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1050 m,10.0 and more,9.0
20.04.2020 16:30,16.0,697.3,756.2,59,Wind blowing from the south-west,9,,,,Few clouds (10-30%) 720 m,10.0 and more,8.0
20.04.2020 16:00,17.0,697.4,756.2,64,Wind blowing from the south-west,9,,,,Few clouds (10-30%) 750 m,10.0 and more,10.0
20.04.2020 15:30,16.0,697.3,756.2,63,Wind blowing from the south-west,8,,,,Few clouds (10-30%) 810 m,10.0 and more,9.0
20.04.2020 15:00,17.0,697.4,756.2,59,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1740 m,10.0 and more,9.0
20.04.2020 14:30,16.0,697.9,756.9,68,Wind blowing from the south-west,8,,,,"Few clouds (10-30%) 810 m, scattered clouds (40-50%) 900 m",10.0 and more,10.0
20.04.2020 14:00,17.0,698.1,756.9,64,Wind blowing from the south-southwest,6,,,,"Few clouds (10-30%) 840 m, scattered clouds (40-50%) 1020 m",10.0 and more,10.0
20.04.2020 13:30,18.0,698.3,756.9,60,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 1050 m,10.0 and more,10.0
20.04.2020 13:00,18.0,698.3,756.9,60,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 900 m,10.0 and more,10.0
20.04.2020 12:30,18.0,699.0,757.7,64,Wind blowing from the south-southwest,3,,,,Scattered clouds (40-50%) 900 m,10.0 and more,11.0
20.04.2020 12:00,17.0,698.8,757.7,64,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
20.04.2020 11:30,16.0,698.6,757.7,72,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,11.0
20.04.2020 11:00,16.0,698.6,757.7,68,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0
20.04.2020 10:30,16.0,698.6,757.7,59,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 10:00,15.0,698.4,757.7,63,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 09:30,15.0,698.4,757.7,68,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
20.04.2020 09:00,13.0,698.0,757.7,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 08:30,13.0,698.0,757.7,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
20.04.2020 08:00,11.0,697.6,757.7,82,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 07:30,10.0,697.4,757.7,82,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 07:00,8.0,697.0,757.7,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 06:30,8.0,697.0,757.7,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 06:00,8.0,696.3,756.9,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 05:30,8.0,696.3,756.9,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 05:00,8.0,696.3,756.9,87,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 04:30,8.0,697.0,757.7,87,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,6.0
20.04.2020 04:00,8.0,697.0,757.7,93,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 03:30,8.0,697.0,757.7,93,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 03:00,9.0,697.2,757.7,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 02:30,9.0,697.2,757.7,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 02:00,10.0,697.4,757.7,82,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,7.0
20.04.2020 01:30,9.0,697.2,757.7,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 01:00,9.0,697.7,758.2,94,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 00:30,9.0,697.7,758.2,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
20.04.2020 00:00,10.0,697.4,757.7,88,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,8.0
19.04.2020 23:30,9.0,697.2,757.7,94,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
19.04.2020 23:00,11.0,697.6,757.7,88,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,9.0
19.04.2020 22:30,11.0,697.6,757.7,88,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,9.0
19.04.2020 22:00,12.0,697.8,757.7,77,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,8.0
19.04.2020 21:30,12.0,697.8,757.7,88,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,10.0
19.04.2020 21:00,13.0,698.0,757.7,88,Wind blowing from the west,3,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0
19.04.2020 20:30,13.0,698.0,757.7,88,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0
19.04.2020 20:00,13.0,697.3,756.9,88,Wind blowing from the west,2,,,,Few clouds (10-30%) 900 m,10.0 and more,11.0
19.04.2020 19:30,15.0,697.7,756.9,77,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 1680 m,10.0 and more,11.0
19.04.2020 19:00,16.0,697.9,756.9,63,Wind blowing from the north-west,3,,,,"Few clouds (10-30%) 960 m, scattered clouds (40-50%) 1680 m",10.0 and more,9.0
19.04.2020 18:30,14.0,697.5,756.9,88,Wind blowing from the east,2,,Light rain,,"Few clouds (10-30%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1680 m",10.0 and more,12.0
19.04.2020 18:00,12.0,697.8,757.7,88,Wind blowing from the south-west,4,,Light rain,,"Few clouds (10-30%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1680 m",10.0 and more,10.0
19.04.2020 17:30,11.0,697.6,757.7,94,Wind blowing from the west,3,,"In the vicinity thunderstorm, light rain","Shower(s), rain","Scattered clouds (40-50%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m",10.0 and more,10.0
19.04.2020 17:00,11.0,696.9,756.9,88,Wind blowing from the west,9,,"Thunderstorm, shower(s), rain",,"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1200 m, cumulonimbus clouds",4,9.0
19.04.2020 16:53,12.0,697.1,756.9,82,Wind blowing from the west,7,,"Thunderstorm, heavy shower(s), rain",,"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1200 m, cumulonimbus clouds",2.5,9.0
19.04.2020 16:45,13.0,697.3,756.9,77,Wind blowing from the west,5,,"Thunderstorm, shower(s), rain",,"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1200 m, cumulonimbus clouds",8,9.0
19.04.2020 16:37,16.0,697.9,756.9,59,Wind blowing from the west-northwest,6,,"Thunderstorm, in the vicinity shower(s)",,"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1200 m, cumulonimbus clouds",10.0 and more,8.0
19.04.2020 16:30,17.0,697.4,756.2,59,Wind blowing from the east,2,,"In the vicinity thunderstorm, in the vicinity shower(s)",,"Few clouds (10-30%) 1140 m, broken clouds (60-90%) 1200 m, cumulonimbus clouds",10.0 and more,9.0
19.04.2020 16:00,18.0,697.6,756.2,60,variable wind direction,1,,,,"Scattered clouds (40-50%) 1050 m, cumulonimbus clouds , scattered clouds (40-50%) 1140 m",10.0 and more,10.0
19.04.2020 15:30,18.0,698.3,756.9,60,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 1140 m",10.0 and more,10.0
19.04.2020 15:00,18.0,698.3,756.9,64,variable wind direction,1,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,11.0
19.04.2020 14:30,18.0,698.3,756.9,60,Wind blowing from the east,1,,,,Few clouds (10-30%) 1020 m,10.0 and more,10.0
19.04.2020 14:00,18.0,699.0,757.7,56,variable wind direction,1,,,,Few clouds (10-30%) 1020 m,10.0 and more,9.0
19.04.2020 13:30,17.0,698.8,757.7,59,Wind blowing from the south-west,1,,,,Few clouds (10-30%) 750 m,10.0 and more,9.0
19.04.2020 13:00,17.0,699.3,758.2,59,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,9.0
19.04.2020 12:30,16.0,699.1,758.2,68,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,10.0
19.04.2020 12:00,17.0,699.3,758.2,64,Wind blowing from the north-northwest,1,,,,Scattered clouds (40-50%) 750 m,10.0 and more,10.0
19.04.2020 11:30,16.0,699.1,758.2,68,variable wind direction,2,,,,Few clouds (10-30%) 450 m,10.0 and more,10.0
19.04.2020 11:00,16.0,699.1,758.2,68,Wind blowing from the north-northwest,1,,,,Scattered clouds (40-50%) 450 m,10.0 and more,10.0
19.04.2020 10:30,16.0,699.1,758.2,63,Wind blowing from the north,1,,,,Scattered clouds (40-50%) 450 m,10.0 and more,9.0
19.04.2020 10:00,15.0,698.9,758.2,72,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 450 m,10.0 and more,10.0
19.04.2020 09:30,15.0,698.9,758.2,77,variable wind direction,2,,,,Few clouds (10-30%) 270 m,10.0 and more,11.0
19.04.2020 09:00,14.0,698.7,758.2,77,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 270 m,10.0 and more,10.0
19.04.2020 08:30,13.0,698.5,758.2,88,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 450 m,10.0 and more,11.0
19.04.2020 08:00,12.0,698.3,758.2,94,variable wind direction,1,,,,Few clouds (10-30%) 450 m,10.0 and more,11.0
19.04.2020 07:30,12.0,698.3,758.2,94,variable wind direction,1,,,,Few clouds (10-30%) 300 m,10.0 and more,11.0
19.04.2020 07:00,12.0,698.3,758.2,94,variable wind direction,1,,,,Few clouds (10-30%) 300 m,10.0 and more,11.0
19.04.2020 06:30,12.0,698.3,758.2,94,Wind blowing from the north,2,,,,Few clouds (10-30%) 300 m,10.0 and more,11.0
19.04.2020 06:00,12.0,698.3,758.2,94,Wind blowing from the north-northeast,2,,,,Scattered clouds (40-50%) 300 m,10.0 and more,11.0
19.04.2020 05:30,12.0,699.0,759.0,94,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 1260 m,10.0 and more,11.0
19.04.2020 05:00,12.0,698.3,758.2,94,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 1080 m, cumulonimbus clouds",10.0 and more,11.0
19.04.2020 04:30,12.0,698.3,758.2,100,Wind blowing from the east-northeast,2,,In the vicinity thunderstorm,,"Broken clouds (60-90%) 990 m, cumulonimbus clouds",10.0 and more,12.0
19.04.2020 04:00,12.0,698.3,758.2,100,Wind blowing from the north,3,,,,"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 930 m, overcast (100%) 1170 m",7,12.0
19.04.2020 03:30,13.0,699.2,759.0,94,Wind blowing from the north-northwest,2,,"In the vicinity thunderstorm, mist",,"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 930 m, overcast (100%) 1110 m, cumulonimbus clouds",2.7,12.0
19.04.2020 03:00,13.0,698.5,758.2,94,Wind blowing from the north,2,,,,"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 630 m, broken clouds (60-90%) 1500 m, cumulonimbus clouds",10.0 and more,12.0
19.04.2020 02:30,13.0,698.5,758.2,94,Wind blowing from the north-northeast,2,,In the vicinity thunderstorm,,"Few clouds (10-30%) 510 m, broken clouds (60-90%) 1500 m, cumulonimbus clouds",10.0 and more,12.0
19.04.2020 02:00,13.0,699.2,759.0,88,Wind blowing from the east,3,,,,Broken clouds (60-90%) 1470 m,10.0 and more,11.0
19.04.2020 01:30,14.0,699.4,759.0,88,Wind blowing from the east,2,,,,Few clouds (10-30%) 1680 m,10.0 and more,12.0
19.04.2020 01:00,14.0,699.4,759.0,88,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
19.04.2020 00:30,14.0,699.4,759.0,82,variable wind direction,2,,,,Broken clouds (60-90%) 1500 m,10.0 and more,11.0
19.04.2020 00:00,15.0,699.6,759.0,77,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 23:30,14.0,699.4,759.0,82,Wind blowing from the east,2,,In the vicinity thunderstorm,,Cumulonimbus clouds,10.0 and more,11.0
18.04.2020 23:00,16.0,699.8,759.0,72,variable wind direction,1,,Thunderstorm,,"Few clouds (10-30%) 1110 m, cumulonimbus clouds",10.0 and more,11.0
18.04.2020 22:30,16.0,699.8,759.0,63,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 22:00,16.0,699.8,759.0,63,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
18.04.2020 21:30,16.0,699.8,759.0,68,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 21:00,16.0,699.8,759.0,68,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,10.0
18.04.2020 20:30,16.0,699.8,759.0,72,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 20:00,16.0,699.8,759.0,72,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 19:30,17.0,700.0,759.0,68,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 19:00,18.0,700.2,759.0,64,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,11.0
18.04.2020 18:30,19.0,700.4,759.0,52,Wind blowing from the west,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,9.0
18.04.2020 18:00,21.0,700.8,759.0,50,variable wind direction,1,,,,Few clouds (10-30%) 1440 m,10.0 and more,10.0
18.04.2020 17:30,20.0,700.6,759.0,49,variable wind direction,1,,,,Few clouds (10-30%) 1650 m,10.0 and more,9.0
18.04.2020 17:00,20.0,701.3,759.7,49,variable wind direction,1,,,,Few clouds (10-30%) 1500 m,10.0 and more,9.0
18.04.2020 16:30,21.0,701.4,759.7,50,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
18.04.2020 16:00,21.0,701.4,759.7,53,Wind blowing from the south,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,11.0
