Local time in Milford Haven,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.05.2020 14:00,12.2,748.3,752.2,1.3,69,Wind blowing from the west,8,,,, ,,,,,,,300-600,,,40.0,6.6,,,,,,
01.05.2020 13:00,12.4,747.8,751.7,1.3,69,Wind blowing from the west,8,,,, ,,,,,,,600-1000,,,70.0,6.9,,,,,,
01.05.2020 12:00,11.9,747.5,751.5,1.4,72,Wind blowing from the west,6,,,, ,,,,,,,300-600,,,65.0,6.9,No precipitation,6,,,,
01.05.2020 11:00,12.2,747.0,751.0,1.5,65,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,65.0,5.8,,,,,,
01.05.2020 10:00,11.5,746.5,750.5,1.6,72,Wind blowing from the west-northwest,6,,,, ,,,,,,,300-600,,,55.0,6.5,,,,,,
01.05.2020 09:00,11.3,746.1,750.0,1.7,75,Wind blowing from the west-northwest,5,10,,, ,,,,,,,300-600,,,55.0,6.9,,,,,,
01.05.2020 08:00,10.1,745.5,749.5,1.7,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,300-600,,,55.0,7.0,,,,,,
01.05.2020 07:00,9.1,744.9,748.9,1.3,90,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,45.0,7.6,,,,,,
01.05.2020 06:00,7.5,744.4,748.3,0.9,94,Wind blowing from the north-west,4,,,, ,,,6.9,,,,300-600,,,40.0,6.6,No precipitation,12,,,,
01.05.2020 05:00,6.9,743.8,747.8,0.7,95,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,35.0,6.1,,,,,,
01.05.2020 04:00,7.7,743.6,747.6,0.7,93,Wind blowing from the north-west,4,,,, ,,,,,,,1500-2000,,,45.0,6.7,,,,,,
01.05.2020 03:00,7.8,743.5,747.4,0.6,95,Wind blowing from the west-northwest,3,,,, ,,,,,,,1500-2000,,,35.0,7.0,,,,,,
01.05.2020 02:00,7.9,743.1,747.1,0.5,95,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,7.2,,,,,,
01.05.2020 01:00,8.1,742.9,746.9,0.6,95,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,7.3,,,,,,
01.05.2020 00:00,6.7,751.3,755.4,9.1,88,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,4.8,No precipitation,6,,,,
30.04.2020 23:00,9.5,742.6,746.5,0.6,93,Wind blowing from the west,8,,,, ,,,,,,,200-300,,,19.0,8.4,,,,,,
30.04.2020 22:00,9.4,742.3,746.3,0.5,92,Wind blowing from the west,7,,,, ,,,,,,,300-600,,,20.0,8.1,,,,,,
30.04.2020 21:00,9.6,742.2,746.2,0.5,89,Wind blowing from the west,8,,13,, ,,,,,,,300-600,,,25.0,7.8,,,,,,
30.04.2020 20:00,9.7,742.0,745.9,0.4,86,Wind blowing from the west,8,,,, ,,,,,,,300-600,,,29.0,7.4,,,,,,
30.04.2020 19:00,9.9,741.8,745.8,0.2,85,Wind blowing from the west-southwest,6,11,,, ,,,,,,,300-600,,,40.0,7.4,,,,,,
30.04.2020 18:00,10.6,741.7,745.6,0.3,78,Wind blowing from the west-southwest,7,,,, ,,,,11.8,,,300-600,,,50.0,6.9,0.8,12,,,,
30.04.2020 17:00,10.4,741.6,745.6,0.5,76,Wind blowing from the west-southwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,6.3,,,,,,
30.04.2020 16:00,11.3,741.6,745.5,0.7,65,Wind blowing from the west,7,,14,, ,,,,,,,2500 or more or no clouds.,,,45.0,5.0,,,,,,
30.04.2020 15:00,11.3,741.4,745.3,0.9,69,Wind blowing from the west,8,,,, ,,,,,,,300-600,,,50.0,5.7,,,,,,
30.04.2020 14:00,11.5,741.1,745.0,1.2,72,Wind blowing from the west,8,,,, ,,,,,,,300-600,,,40.0,6.6,,,,,,
30.04.2020 13:00,10.3,740.9,744.8,1.5,74,Wind blowing from the west,7,,,, ,,,,,,,300-600,,,45.0,5.8,,,,,,
30.04.2020 12:00,9.7,740.5,744.4,1.3,78,Wind blowing from the west,7,,,, ,,,,,,,300-600,,,55.0,6.1,0.8,6,,,,
30.04.2020 11:00,10.1,739.9,743.9,1.0,75,Wind blowing from the west,7,12,,, ,,,,,,,300-600,,,55.0,5.8,,,,,,
30.04.2020 10:00,10.4,739.4,743.4,0.6,79,Wind blowing from the west,7,,,, ,,,,,,,300-600,,,71.0,6.8,,,,,,
30.04.2020 09:00,7.6,739.2,743.2,0.5,85,Wind blowing from the west,6,12,,, ,,,,,,,300-600,,,18.0,5.2,,,,,,
30.04.2020 08:00,8.7,738.9,742.9,0.1,83,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,40.0,6.0,,,,,,
30.04.2020 07:00,8.2,738.8,742.7,-0.3,83,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,50.0,5.5,,,,,,
30.04.2020 06:00,7.7,738.7,742.6,-0.6,87,Wind blowing from the south-west,5,,,, ,,,7.1,,,,1000-1500,,,40.0,5.7,6.0,12,,,,
30.04.2020 05:00,7.5,738.8,742.8,-0.5,90,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,9.0,6.0,,,,,,
30.04.2020 04:00,8.0,739.1,743.0,-0.2,82,Wind blowing from the west-southwest,7,,14,, ,,,,,,,1000-1500,,,35.0,5.0,,,,,,
30.04.2020 03:00,8.1,739.3,743.2,0.3,80,Wind blowing from the south-west,7,,15,, ,,,,,,,600-1000,,,30.0,4.9,,,,,,
30.04.2020 02:00,7.6,739.3,743.3,0.6,88,Wind blowing from the west-southwest,9,,17,, ,,,,,,,600-1000,,,27.0,5.7,,,,,,
30.04.2020 01:00,7.8,739.3,743.3,0.9,84,Wind blowing from the west-southwest,9,14,17,, ,,,,,,,600-1000,,,25.0,5.2,,,,,,
30.04.2020 00:00,7.7,739.0,742.9,0.4,84,Wind blowing from the west-southwest,9,17,21,, ,,,,,,,300-600,,,21.0,5.2,4.0,6,,,,
29.04.2020 23:00,7.9,738.7,742.6,-0.2,82,Wind blowing from the south-west,11,21,21,, ,,,,,,,600-1000,,,24.0,4.9,,,,,,
29.04.2020 22:00,7.6,738.4,742.4,-1.2,89,Wind blowing from the south-west,9,17,19,, ,,,,,,,300-600,,,21.0,5.8,,,,,,
29.04.2020 21:00,8.0,738.6,742.6,-1.6,89,Wind blowing from the south-west,10,17,17,, ,,,,,,,300-600,,,7.0,6.2,,,,,,
29.04.2020 20:00,8.3,738.9,742.9,-2.6,90,Wind blowing from the south,11,,16,, ,,,,,,,600-1000,,,20.0,6.7,,,,,,
29.04.2020 19:00,8.4,739.6,743.5,-3.6,95,Wind blowing from the south,8,,15,, ,,,,,,,300-600,,,15.0,7.6,,,,,,
29.04.2020 18:00,9.4,740.2,744.1,-3.5,91,Wind blowing from the south-east,9,16,16,, ,,,,13.8,,,300-600,,,3.7,8.0,10.0,12,,,,
29.04.2020 17:00,9.8,741.5,745.5,-2.6,77,Wind blowing from the south-southeast,7,,,, ,,,,,,,1000-1500,,,11.0,5.9,,,,,,
29.04.2020 16:00,10.9,743.2,747.1,-1.0,75,Wind blowing from the south,8,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,6.5,,,,,,
29.04.2020 15:00,12.3,743.7,747.6,-0.5,67,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,30.0,6.2,,,,,,
29.04.2020 14:00,13.1,744.1,748.1,0.1,64,Wind blowing from the south-west,5,,,, ,,,,,,,600-1000,,,35.0,6.3,,,,,,
29.04.2020 13:00,12.8,744.2,748.1,1.1,68,Wind blowing from the west-southwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,7.0,,,,,,
29.04.2020 12:00,12.0,744.2,748.1,1.2,78,Wind blowing from the west-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.2,7.0,6,,,,
29.04.2020 11:00,10.1,744.0,748.0,0.1,79,Wind blowing from the west,7,,13,, ,,,,,,,300-600,,,45.0,6.5,,,,,,
29.04.2020 10:00,9.3,743.1,747.1,-1.9,86,Wind blowing from the south-west,8,16,19,, ,,,,,,,300-600,,,35.0,7.0,,,,,,
29.04.2020 09:00,8.7,743.0,747.0,-2.5,97,Wind blowing from the south-east,8,,14,, ,,,,,,,100-200,,,2.8,8.2,,,,,,
29.04.2020 08:00,8.1,743.9,747.9,-2.3,92,Wind blowing from the east-southeast,9,,13,, ,,,,,,,300-600,,,6.0,6.9,,,,,,
29.04.2020 07:00,8.3,745.0,749.0,-2.1,87,Wind blowing from the south-east,8,,13,, ,,,,,,,1000-1500,,,2.5,6.2,,,,,,
29.04.2020 06:00,8.7,745.5,749.5,-2.5,92,Wind blowing from the south-east,7,,,, ,,,5.7,,,,1000-1500,,,26.0,7.5,0.2,12,,,,
29.04.2020 05:00,8.3,746.2,750.2,-2.3,94,Wind blowing from the south-east,6,,,, ,,,,,,,1500-2000,,,50.0,7.4,,,,,,
29.04.2020 04:00,7.8,747.1,751.1,-1.9,97,Wind blowing from the east-southeast,4,,,, ,,,,,,,2000-2500,,,35.0,7.3,,,,,,
29.04.2020 03:00,6.8,748.0,752.1,-1.5,97,Wind blowing from the east-southeast,3,,,, ,,,,,,,2000-2500,,,15.0,6.3,,,,,,
29.04.2020 02:00,6.2,748.5,752.5,-1.3,96,Wind blowing from the east-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,5.6,,,,,,
29.04.2020 01:00,6.0,749.0,753.1,-0.8,96,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,5.4,,,,,,
29.04.2020 00:00,6.4,749.5,753.6,-0.6,95,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,5.6,No precipitation,6,,,,
28.04.2020 23:00,6.3,749.8,753.8,-0.2,93,Wind blowing from the east-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,5.2,,,,,,
28.04.2020 22:00,6.5,749.8,753.8,0.1,93,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,5.4,,,,,,
28.04.2020 21:00,7.1,750.1,754.1,0.6,92,Wind blowing from the north-northwest,3,,,, ,,,,,,,300-600,,,35.0,5.9,,,,,,
28.04.2020 20:00,7.8,750.0,754.0,0.5,93,Wind blowing from the west-northwest,2,,,, ,,,,,,,300-600,,,35.0,6.8,,,,,,
28.04.2020 19:00,8.6,749.7,753.7,0.2,92,Wind blowing from the west-northwest,4,,,, ,,,,,,,200-300,,,35.0,7.3,,,,,,
28.04.2020 18:00,10.0,749.5,753.5,-0.2,90,Wind blowing from the west-northwest,3,,,, ,,,,10.4,,,300-600,,,30.0,8.4,2.0,12,,,,
28.04.2020 17:00,9.6,749.5,753.5,0.1,97,Wind blowing from the south-southwest,3,,,, ,,,,,,,200-300,,,24.0,9.1,,,,,,
28.04.2020 16:00,8.8,749.5,753.6,0.2,97,Wind blowing from the south-southwest,3,,,, ,,,,,,,100-200,,,19.0,8.3,,,,,,
28.04.2020 15:00,8.8,749.7,753.7,0.5,95,Wind blowing from the south-southwest,3,,,, ,,,,,,,100-200,,,2.3,8.1,,,,,,
28.04.2020 14:00,9.7,749.4,753.4,0.3,94,Wind blowing from the south-southwest,3,,,, ,,,,,,,200-300,,,26.0,8.8,,,,,,
28.04.2020 13:00,9.5,749.3,753.4,0.4,92,Wind blowing from the south-southeast,2,,,, ,,,,,,,200-300,,,9.0,8.3,,,,,,
28.04.2020 12:00,9.7,749.2,753.2,0.2,93,Wind blowing from the north,2,,,, ,,,,,,,200-300,,,19.0,8.6,1.0,6,,,,
28.04.2020 11:00,10.0,749.1,753.1,0.2,93,Wind blowing from the north,2,,,, ,,,,,,,200-300,,,12.0,8.9,,,,,,
28.04.2020 10:00,9.7,748.9,753.0,0.0,93,Wind blowing from the north-northwest,3,,,, ,,,,,,,200-300,,,14.0,8.6,,,,,,
28.04.2020 09:00,9.9,749.0,753.0,0.1,93,Wind blowing from the north,3,,,, ,,,,,,,600-1000,,,8.0,8.8,,,,,,
28.04.2020 08:00,9.9,748.9,752.9,0.0,94,Wind blowing from the north-northeast,3,,,, ,,,,,,,1000-1500,,,22.0,8.9,,,,,,
28.04.2020 07:00,9.2,748.9,753.0,-0.1,95,Wind blowing from the north-northeast,3,,,, ,,,,,,,1000-1500,,,14.0,8.5,,,,,,
28.04.2020 06:00,8.9,748.9,752.8,-0.3,95,Wind blowing from the north,4,,,, ,,,8.3,,,,1000-1500,,,15.0,8.2,0.8,12,,,,
28.04.2020 05:00,8.8,748.9,753.0,-0.8,94,Wind blowing from the north-northeast,3,,,, ,,,,,,,600-1000,,,20.0,7.9,,,,,,
28.04.2020 04:00,8.6,749.0,753.1,-0.9,93,Wind blowing from the north,4,,,, ,,,,,,,600-1000,,,45.0,7.5,,,,,,
28.04.2020 03:00,8.3,749.2,753.3,-1.1,92,Wind blowing from the north,4,,,, ,,,,,,,1000-1500,,,35.0,7.1,,,,,,
28.04.2020 02:00,8.7,749.7,753.7,-1.1,88,Wind blowing from the north,4,,,, ,,,,,,,1000-1500,,,21.0,6.8,,,,,,
28.04.2020 01:00,9.5,749.9,753.9,-1.0,77,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,71.0,5.7,,,,,,
28.04.2020 00:00,6.4,749.5,753.6,-1.6,95,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,5.6,No precipitation,6,,,,
27.04.2020 23:00,9.3,750.8,754.8,-0.5,75,Wind blowing from the north-northeast,3,,,, ,,,,,,,1000-1500,,,71.0,5.1,,,,,,
27.04.2020 22:00,9.2,750.9,754.9,-0.3,77,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,65.0,5.3,,,,,,
27.04.2020 21:00,9.5,751.1,755.1,-0.1,76,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,71.0,5.5,,,,,,
27.04.2020 20:00,10.1,751.3,755.2,-0.1,71,Wind blowing from the north-northeast,3,,,, ,,,,,,,1000-1500,,,70.0,5.1,,,,,,
27.04.2020 19:00,10.8,751.2,755.2,-0.3,70,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,71.0,5.5,,,,,,
27.04.2020 18:00,11.0,751.2,755.2,-0.5,72,Wind blowing from the north-northeast,4,,,, ,,,,12.7,,,1000-1500,,,45.0,6.0,No precipitation,12,,,,
27.04.2020 17:00,11.3,751.4,755.4,-0.5,70,Wind blowing from the north,4,,,, ,,,,,,,1000-1500,,,65.0,5.9,,,,,,
27.04.2020 16:00,11.8,751.5,755.4,-0.5,68,Wind blowing from the north-northeast,4,,,, ,,,,,,,1000-1500,,,50.0,6.0,,,,,,
27.04.2020 15:00,12.1,751.7,755.6,-0.5,67,Wind blowing from the north-northeast,3,,,, ,,,,,,,600-1000,,,55.0,6.2,,,,,,
27.04.2020 14:00,12.1,751.9,755.8,-0.3,67,Wind blowing from the north,4,,,, ,,,,,,,300-600,,,40.0,6.2,,,,,,
27.04.2020 13:00,12.6,752.0,755.9,-0.2,70,Wind blowing from the north-northeast,3,,,, ,,,,,,,300-600,,,30.0,7.2,,,,,,
27.04.2020 12:00,11.5,752.2,756.1,0.0,77,Wind blowing from the north-northeast,4,,,, ,,,,,,,300-600,,,22.0,7.6,No precipitation,6,,,,
27.04.2020 11:00,11.9,752.2,756.1,0.0,77,Wind blowing from the north-east,5,,,, ,,,,,,,600-1000,,,25.0,7.9,,,,,,
27.04.2020 10:00,11.3,752.2,756.2,-0.2,78,Wind blowing from the north,5,,,, ,,,,,,,300-600,,,28.0,7.5,,,,,,
27.04.2020 09:00,11.8,752.2,756.1,-0.2,77,Wind blowing from the north-northeast,3,,,, ,,,,,,,300-600,,,35.0,7.8,,,,,,
27.04.2020 08:00,11.8,752.2,756.2,-0.4,80,Wind blowing from the north,2,,,, ,,,,,,,300-600,,,40.0,8.4,,,,,,
27.04.2020 07:00,9.2,752.4,756.4,-0.2,89,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.4,,,,,,
27.04.2020 06:00,8.3,752.4,756.4,-0.4,89,Wind blowing from the north,3,,,, ,,,7.8,,,,1000-1500,,,55.0,6.6,No precipitation,12,,,,
27.04.2020 05:00,7.9,752.6,756.6,-0.5,92,Wind blowing from the north,2,,,, ,,,,,,,600-1000,,,45.0,6.6,,,,,,
27.04.2020 04:00,8.3,752.6,756.7,-0.8,94,Wind blowing from the north,2,,,, ,,,,,,,50-100,,,35.0,7.4,,,,,,
27.04.2020 03:00,9.2,752.8,756.8,-0.8,95,Wind blowing from the north,2,,,, ,,,,,,,50-100,,,3.6,8.5,,,,,,
27.04.2020 02:00,9.4,753.1,757.1,-0.6,95,Wind blowing from the north-west,3,,,, ,,,,,,,100-200,,,4.8,8.7,,,,,,
27.04.2020 01:00,9.3,753.4,757.3,-0.5,95,Wind blowing from the north,2,,,, ,,,,,,,100-200,,,6.0,8.5,,,,,,
27.04.2020 00:00,9.3,753.6,757.6,-0.4,95,Wind blowing from the north-west,2,,,, ,,,,,,,600-1000,,,6.0,8.5,No precipitation,6,,,,
26.04.2020 23:00,9.4,753.7,757.7,-0.1,95,Wind blowing from the west-northwest,1,,,, ,,,,,,,600-1000,,,6.0,8.6,,,,,,
26.04.2020 22:00,8.8,753.9,757.9,0.1,93,Wind blowing from the west-northwest,2,,,, ,,,,,,,100-200,,,4.7,7.7,,,,,,
26.04.2020 21:00,9.4,754.0,758.0,0.3,92,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,8.0,8.1,,,,,,
26.04.2020 20:00,10.0,753.8,757.9,-0.2,86,Wind blowing from the west,1,,,, ,,,,,,,1500-2000,,,10.0,7.7,,,,,,
26.04.2020 19:00,11.3,753.8,757.8,-0.5,81,Wind blowing from the west,2,,,, ,,,,,,,1500-2000,,,18.0,8.1,,,,,,
26.04.2020 18:00,11.9,753.7,757.7,-0.8,81,Wind blowing from the west,2,,,, ,,,,16.8,,,1500-2000,,,19.0,8.7,No precipitation,12,,,,
26.04.2020 17:00,12.8,754.0,757.9,-0.8,78,Wind blowing from the west-southwest,2,,,, ,,,,,,,1500-2000,,,19.0,9.0,,,,,,
26.04.2020 16:00,13.1,754.3,758.2,-0.8,75,Wind blowing from the west,2,,,, ,,,,,,,1500-2000,,,19.0,8.7,,,,,,
26.04.2020 15:00,15.6,754.5,758.5,-0.9,61,Wind blowing from the west-southwest,2,,,, ,,,,,,,1500-2000,,,23.0,8.1,,,,,,
26.04.2020 14:00,15.7,754.8,758.7,-0.9,61,Wind blowing from the south-southwest,3,,,, ,,,,,,,2000-2500,,,24.0,8.2,,,,,,
26.04.2020 13:00,16.1,755.1,759.0,-0.6,62,Wind blowing from the west-southwest,2,,,, ,,,,,,,1500-2000,,,27.0,8.8,,,,,,
26.04.2020 12:00,14.3,755.4,759.3,-0.3,68,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,29.0,8.5,No precipitation,6,,,,
26.04.2020 11:00,12.6,755.7,759.7,0.1,79,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,11.0,9.0,,,,,,
26.04.2020 10:00,12.3,755.7,759.7,0.3,89,Wind blowing from the south-west,1,,,, ,,,,,,,100-200,,,6.0,10.5,,,,,,
26.04.2020 09:00,10.4,755.7,759.7,0.5,97,Wind blowing from the east-southeast,2,,,, ,,,,,,,Less than  50,,,2.6,10.0,,,,,,
26.04.2020 08:00,8.9,755.6,759.7,0.4,98,Wind blowing from the east-southeast,2,,,, ,,,,,,,Less than  50,,,2.3,8.6,,,,,,
26.04.2020 07:00,7.9,755.4,759.4,-0.1,98,Wind blowing from the east,1,,,, ,,,,,,,Less than  50,,,2.4,7.6,,,,,,
26.04.2020 06:00,6.8,755.2,759.2,-0.6,98,Wind blowing from the east,2,,,, ,,,5.0,,,,Less than  50,,,5.0,6.5,No precipitation,12,,,,
26.04.2020 05:00,5.5,755.2,759.2,-0.9,99,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,5.3,,,,,,
26.04.2020 04:00,5.7,755.5,759.7,-0.6,98,Wind blowing from the east-northeast,1,,,, ,,,,,,,200-300,,,11.0,5.4,,,,,,
26.04.2020 03:00,5.6,755.8,760.0,-0.4,98,Wind blowing from the north-northeast,1,,,, ,,,,,,,200-300,,,0.4,5.3,,,,,,
26.04.2020 02:00,5.2,756.1,760.2,-0.1,97,Wind blowing from the west-northwest,1,,,, ,,,,,,,Less than  50,,,0.1,4.8,,,,,,
26.04.2020 01:00,5.8,756.1,760.3,-0.1,97,Wind blowing from the north-northwest,2,,,, ,,,,,,,Less than  50,,,2.2,5.3,,,,,,
26.04.2020 00:00,6.7,756.2,760.3,0.1,95,Wind blowing from the north-west,2,,,, ,,,,,,,300-600,,,6.0,6.0,No precipitation,6,,,,
25.04.2020 23:00,8.3,756.2,760.3,0.3,95,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,3.1,7.6,,,,,,
25.04.2020 22:00,9.4,756.2,760.3,0.5,92,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,4.0,8.1,,,,,,
25.04.2020 21:00,10.3,756.1,760.1,0.4,89,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,4.8,8.5,,,,,,
25.04.2020 20:00,10.6,755.9,759.9,0.1,86,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,4.8,8.3,,,,,,
25.04.2020 19:00,12.1,755.7,759.7,-0.1,82,Wind blowing from the north-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,5.0,9.1,,,,,,
25.04.2020 18:00,13.6,755.7,759.6,-0.4,72,Wind blowing from the west,2,,,, ,,,,17.2,,,2500 or more or no clouds.,,,9.0,8.6,No precipitation,12,,,,
25.04.2020 17:00,14.2,755.8,759.8,-0.5,70,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,8.7,,,,,,
25.04.2020 16:00,15.9,755.8,759.7,-0.6,66,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,9.4,,,,,,
25.04.2020 15:00,16.2,756.1,760.0,-0.5,63,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,9.0,,,,,,
25.04.2020 14:00,16.4,756.3,760.3,-0.4,61,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.9,,,,,,
25.04.2020 13:00,15.8,756.4,760.4,-0.3,64,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.9,,,,,,
25.04.2020 12:00,15.1,756.6,760.6,-0.1,63,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,8.1,No precipitation,6,,,,
25.04.2020 11:00,14.4,756.7,760.6,0.0,69,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.7,,,,,,
25.04.2020 10:00,12.2,756.7,760.8,0.2,82,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,9.1,,,,,,
25.04.2020 09:00,11.5,756.7,760.8,0.5,84,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,8.8,,,,,,
25.04.2020 08:00,10.0,756.7,760.7,0.6,99,Wind blowing from the east-southeast,4,,,, ,,,,,,,Less than  50,,,4.3,9.9,,,,,,
25.04.2020 07:00,8.8,756.5,760.6,0.4,99,Wind blowing from the east-southeast,3,,,, ,,,,,,,Less than  50,,,1.3,8.7,,,,,,
25.04.2020 06:00,9.2,756.2,760.3,0.0,99,Wind blowing from the east-southeast,3,,,, ,,,8.5,,,,Less than  50,,,0.2,9.0,No precipitation,12,,,,
25.04.2020 05:00,8.7,756.1,760.2,-0.3,99,Wind blowing from the east,2,,,, ,,,,,,,Less than  50,,,0.5,8.5,,,,,,
25.04.2020 04:00,8.7,756.1,760.1,-0.5,98,Wind blowing from the east-northeast,1,,,, ,,,,,,,Less than  50,,,0.7,8.4,,,,,,
25.04.2020 03:00,9.2,756.2,760.2,-0.4,99,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,0.1,9.0,,,,,,
25.04.2020 02:00,9.0,756.4,760.4,-0.3,98,Wind blowing from the west,1,,,, ,,,,,,,,,,0.1,8.7,,,,,,
25.04.2020 01:00,9.0,756.6,760.6,0.1,97,Wind blowing from the south-west,1,,,, ,,,,,,,,,,0.1,8.6,,,,,,
25.04.2020 00:00,9.0,756.6,760.6,,97,Wind blowing from the west,3,,,, ,,,,,,,Less than  50,,,0.2,8.5,No precipitation,6,,,,
24.04.2020 23:00,9.1,756.7,760.7,0.0,95,Wind blowing from the west-southwest,2,,,, ,,,,,,,Less than  50,,,5.0,8.4,,,,,,
24.04.2020 22:00,9.7,756.5,760.6,0.0,94,Wind blowing from the west,2,,,, ,,,,,,,2000-2500,,,4.9,8.7,,,,,,
24.04.2020 21:00,10.0,756.7,760.6,0.3,91,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,8.5,,,,,,
24.04.2020 20:00,10.7,756.7,760.6,0.0,85,Wind blowing from the west,2,,,, ,,,,,,,1500-2000,,,9.0,8.2,,,,,,
24.04.2020 19:00,12.6,756.5,760.5,-0.2,77,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,10.0,8.6,,,,,,
24.04.2020 18:00,13.9,756.4,760.3,-0.4,70,Wind blowing from the west,2,,,, ,,,,17.6,,,1500-2000,,,12.0,8.4,No precipitation,12,,,,
24.04.2020 17:00,13.4,756.7,760.6,-0.4,74,Wind blowing from the west-southwest,3,,,, ,,,,,,,1500-2000,,,12.0,8.8,,,,,,
24.04.2020 16:00,15.3,756.7,760.7,-0.7,65,Wind blowing from the west-southwest,2,,,, ,,,,,,,1500-2000,,,14.0,8.8,,,,,,
24.04.2020 15:00,16.8,756.8,760.8,-0.9,61,Wind blowing from the west,2,,,, ,,,,,,,1500-2000,,,18.0,9.2,,,,,,
24.04.2020 14:00,16.9,757.1,761.1,-0.8,62,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,9.6,,,,,,
24.04.2020 13:00,15.9,757.4,761.3,-0.6,60,Wind blowing from the east-southeast,3,,,, ,,,,,,,1500-2000,,,18.0,8.2,,,,,,
24.04.2020 12:00,16.0,757.7,761.6,-0.2,61,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,8.5,No precipitation,6,,,,
24.04.2020 11:00,15.0,757.9,761.8,0.0,66,Wind blowing from the east-southeast,5,,,, ,,,,,,,1000-1500,,,20.0,8.7,,,,,,
24.04.2020 10:00,14.0,758.0,762.0,0.1,68,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,8.1,,,,,,
24.04.2020 09:00,13.4,757.9,761.9,0.1,73,Wind blowing from the east-southeast,5,,,, ,,,,,,,1500-2000,,,23.0,8.6,,,,,,
24.04.2020 08:00,12.6,757.9,761.9,0.0,72,Wind blowing from the east-southeast,5,,,, ,,,,,,,1500-2000,,,26.0,7.6,,,,,,
24.04.2020 07:00,10.9,757.9,761.8,-0.1,80,Wind blowing from the east,2,,,, ,,,,,,,1500-2000,,,20.0,7.6,,,,,,
24.04.2020 06:00,10.1,757.8,761.8,-0.4,75,Wind blowing from the east,2,,,, ,,,9.5,,,,1500-2000,,,25.0,5.8,No precipitation,12,,,,
