"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 11.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.04.2020 00:00,8.5,,,,72,,,,,, ,,,,,,,,,,,3.6,No precipitation,6,,,,
18.04.2020 23:00,8.7,,,,86,,,,,, ,,,,,,,,,,,6.4,,,,,,
18.04.2020 22:00,9.0,,,,79,,,,,, ,,,,,,,,,,,5.5,,,,,,
18.04.2020 21:00,10.1,,,,79,,,,,, ,,,,,,,,,,,6.5,,,,,,
18.04.2020 20:00,11.3,,,,70,,,,,, ,,,,,,,,,,,6.0,,,,,,
18.04.2020 19:00,12.6,,,,69,,,,,, ,,,,,,,,,,,7.0,,,,,,
18.04.2020 18:00,13.8,,,,67,,,,,, ,,,,14.8,,,,,,,7.8,No precipitation,12,,,,
18.04.2020 17:00,14.3,,,,65,,,,,, ,,,,,,,,,,,7.8,,,,,,
18.04.2020 16:00,14.5,,,,65,,,,,, ,,,,,,,,,,,7.9,,,,,,
18.04.2020 15:00,14.2,,,,64,,,,,, ,,,,,,,,,,,7.5,,,,,,
18.04.2020 14:00,14.5,,,,67,,,,,, ,,,,,,,,,,,8.3,,,,,,
18.04.2020 13:00,13.2,,,,67,,,,,, ,,,,,,,,,,,7.1,,,,,,
18.04.2020 12:00,12.0,,,,75,,,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
18.04.2020 11:00,10.6,,,,76,,,,,, ,,,,,,,,,,,6.5,,,,,,
18.04.2020 10:00,9.6,,,,82,,,,,, ,,,,,,,,,,,6.6,,,,,,
18.04.2020 09:00,8.7,,,,82,,,,,, ,,,,,,,,,,,5.8,,,,,,
18.04.2020 08:00,8.4,,,,84,,,,,, ,,,,,,,,,,,5.8,,,,,,
18.04.2020 07:00,7.9,,,,86,,,,,, ,,,,,,,,,,,5.6,,,,,,
18.04.2020 06:00,7.6,,,,86,,,,,, ,,,7.1,,,,,,,,5.4,3,12,,,,
18.04.2020 05:00,7.5,,,,87,,,,,, ,,,,,,,,,,,5.4,,,,,,
18.04.2020 04:00,7.3,,,,87,,,,,, ,,,,,,,,,,,5.3,,,,,,
18.04.2020 03:00,7.4,,,,87,,,,,, ,,,,,,,,,,,5.4,,,,,,
18.04.2020 02:00,7.2,,,,89,,,,,, ,,,,,,,,,,,5.5,,,,,,
18.04.2020 01:00,7.7,,,,83,,,,,, ,,,,,,,,,,,4.9,,,,,,
18.04.2020 00:00,7.6,,,,90,,,,,, ,,,,,,,,,,,6.1,No precipitation,6,,,,
17.04.2020 23:00,8.5,,,,72,,,,,, ,,,,,,,,,,,3.6,,,,,,
17.04.2020 22:00,9.1,,,,66,,,,,, ,,,,,,,,,,,3.1,,,,,,
17.04.2020 21:00,9.8,,,,65,,,,,, ,,,,,,,,,,,3.4,,,,,,
17.04.2020 20:00,10.2,,,,60,,,,,, ,,,,,,,,,,,2.6,,,,,,
17.04.2020 19:00,11.0,,,,60,,,,,, ,,,,,,,,,,,3.4,,,,,,
17.04.2020 18:00,11.5,,,,65,,,,,, ,,,,14.7,,,,,,,5.1,0.6,12,,,,
17.04.2020 17:00,11.5,,,,72,,,,,, ,,,,,,,,,,,6.5,,,,,,
17.04.2020 16:00,11.3,,,,72,,,,,, ,,,,,,,,,,,6.4,,,,,,
17.04.2020 15:00,12.7,,,,65,,,,,, ,,,,,,,,,,,6.2,,,,,,
17.04.2020 14:00,13.9,,,,59,,,,,, ,,,,,,,,,,,5.9,,,,,,
17.04.2020 13:00,14.1,,,,57,,,,,, ,,,,,,,,,,,5.7,,,,,,
17.04.2020 12:00,14.5,,,,56,,,,,, ,,,,,,,,,,,5.8,No precipitation,6,,,,
17.04.2020 11:00,13.8,,,,56,,,,,, ,,,,,,,,,,,5.1,,,,,,
17.04.2020 10:00,13.0,,,,61,,,,,, ,,,,,,,,,,,5.6,,,,,,
17.04.2020 09:00,13.1,,,,63,,,,,, ,,,,,,,,,,,6.2,,,,,,
17.04.2020 08:00,11.3,,,,71,,,,,, ,,,,,,,,,,,6.1,,,,,,
17.04.2020 07:00,10.3,,,,77,,,,,, ,,,,,,,,,,,6.4,,,,,,
17.04.2020 06:00,9.7,,,,81,,,,,, ,,,9.6,,,,,,,,6.5,No precipitation,12,,,,
17.04.2020 05:00,10.0,,,,79,,,,,, ,,,,,,,,,,,6.5,,,,,,
17.04.2020 04:00,10.4,,,,79,,,,,, ,,,,,,,,,,,6.9,,,,,,
17.04.2020 03:00,10.6,,,,78,,,,,, ,,,,,,,,,,,6.8,,,,,,
17.04.2020 02:00,10.7,,,,73,,,,,, ,,,,,,,,,,,6.0,,,,,,
17.04.2020 01:00,11.1,,,,70,,,,,, ,,,,,,,,,,,5.7,,,,,,
17.04.2020 00:00,11.6,,,,66,,,,,, ,,,,,,,,,,,5.3,No precipitation,6,,,,
16.04.2020 23:00,11.7,,,,64,,,,,, ,,,,,,,,,,,5.1,,,,,,
16.04.2020 22:00,11.8,,,,66,,,,,, ,,,,,,,,,,,5.5,,,,,,
16.04.2020 21:00,12.5,,,,66,,,,,, ,,,,,,,,,,,6.2,,,,,,
16.04.2020 20:00,13.4,,,,63,,,,,, ,,,,,,,,,,,6.5,,,,,,
16.04.2020 19:00,15.2,,,,53,,,,,, ,,,,,,,,,,,5.6,,,,,,
16.04.2020 18:00,16.6,,,,48,,,,,, ,,,,19.9,,,,,,,5.6,No precipitation,12,,,,
16.04.2020 17:00,17.5,,,,47,,,,,, ,,,,,,,,,,,6.1,,,,,,
16.04.2020 16:00,17.8,,,,46,,,,,, ,,,,,,,,,,,6.1,,,,,,
16.04.2020 15:00,18.2,,,,46,,,,,, ,,,,,,,,,,,6.4,,,,,,
16.04.2020 14:00,18.9,,,,37,,,,,, ,,,,,,,,,,,3.7,,,,,,
16.04.2020 13:00,18.9,,,,42,,,,,, ,,,,,,,,,,,5.8,,,,,,
16.04.2020 12:00,18.4,,,,44,,,,,, ,,,,,,,,,,,5.7,No precipitation,6,,,,
16.04.2020 11:00,17.2,,,,54,,,,,, ,,,,,,,,,,,7.7,,,,,,
16.04.2020 10:00,15.4,,,,56,,,,,, ,,,,,,,,,,,6.7,,,,,,
16.04.2020 09:00,13.1,,,,68,,,,,, ,,,,,,,,,,,7.2,,,,,,
16.04.2020 08:00,10.7,,,,77,,,,,, ,,,,,,,,,,,6.7,,,,,,
16.04.2020 07:00,8.2,,,,81,,,,,, ,,,,,,,,,,,5.1,,,,,,
16.04.2020 06:00,6.8,,,,83,,,,,, ,,,6.2,,,,,,,,4.1,No precipitation,12,,,,
16.04.2020 05:00,6.9,,,,85,,,,,, ,,,,,,,,,,,4.6,,,,,,
16.04.2020 04:00,6.5,,,,85,,,,,, ,,,,,,,,,,,4.1,,,,,,
16.04.2020 03:00,7.1,,,,84,,,,,, ,,,,,,,,,,,4.5,,,,,,
16.04.2020 02:00,7.6,,,,80,,,,,, ,,,,,,,,,,,4.4,,,,,,
16.04.2020 01:00,8.0,,,,78,,,,,, ,,,,,,,,,,,4.4,,,,,,
16.04.2020 00:00,8.5,,,,74,,,,,, ,,,,,,,,,,,4.0,No precipitation,6,,,,
15.04.2020 23:00,9.0,,,,70,,,,,, ,,,,,,,,,,,3.8,,,,,,
15.04.2020 22:00,8.9,,,,65,,,,,, ,,,,,,,,,,,2.7,,,,,,
15.04.2020 21:00,9.9,,,,61,,,,,, ,,,,,,,,,,,2.7,,,,,,
15.04.2020 20:00,10.9,,,,57,,,,,, ,,,,,,,,,,,2.7,,,,,,
15.04.2020 19:00,12.2,,,,48,,,,,, ,,,,,,,,,,,1.5,,,,,,
15.04.2020 18:00,14.2,,,,44,,,,,, ,,,,18.8,,,,,,,2.0,No precipitation,12,,,,
15.04.2020 17:00,16.3,,,,39,,,,,, ,,,,,,,,,,,2.4,,,,,,
15.04.2020 16:00,17.4,,,,36,,,,,, ,,,,,,,,,,,2.1,,,,,,
15.04.2020 15:00,18.5,,,,37,,,,,, ,,,,,,,,,,,3.5,,,,,,
15.04.2020 14:00,17.6,,,,37,,,,,, ,,,,,,,,,,,2.6,,,,,,
15.04.2020 13:00,17.2,,,,35,,,,,, ,,,,,,,,,,,1.6,,,,,,
15.04.2020 12:00,14.6,,,,41,,,,,, ,,,,,,,,,,,1.5,No precipitation,6,,,,
15.04.2020 11:00,14.1,,,,51,,,,,, ,,,,,,,,,,,4.0,,,,,,
15.04.2020 10:00,12.3,,,,55,,,,,, ,,,,,,,,,,,3.4,,,,,,
15.04.2020 09:00,10.1,,,,60,,,,,, ,,,,,,,,,,,2.5,,,,,,
15.04.2020 08:00,8.3,,,,73,,,,,, ,,,,,,,,,,,3.6,,,,,,
15.04.2020 07:00,6.2,,,,79,,,,,, ,,,,,,,,,,,2.7,,,,,,
15.04.2020 06:00,4.0,,,,85,,,,,, ,,,3.8,,,,,,,,1.7,No precipitation,12,,,,
15.04.2020 05:00,4.7,,,,82,,,,,, ,,,,,,,,,,,1.9,,,,,,
15.04.2020 04:00,4.6,,,,81,,,,,, ,,,,,,,,,,,1.5,,,,,,
15.04.2020 03:00,4.7,,,,77,,,,,, ,,,,,,,,,,,0.9,,,,,,
15.04.2020 02:00,5.0,,,,75,,,,,, ,,,,,,,,,,,0.9,,,,,,
15.04.2020 01:00,5.6,,,,71,,,,,, ,,,,,,,,,,,0.6,,,,,,
15.04.2020 00:00,5.6,,,,70,,,,,, ,,,,,,,,,,,0.5,No precipitation,6,,,,
14.04.2020 23:00,6.2,,,,67,,,,,, ,,,,,,,,,,,0.5,,,,,,
14.04.2020 22:00,6.8,,,,65,,,,,, ,,,,,,,,,,,0.5,,,,,,
14.04.2020 21:00,7.3,,,,61,,,,,, ,,,,,,,,,,,0.1,,,,,,
14.04.2020 20:00,8.2,,,,57,,,,,, ,,,,,,,,,,,0.2,,,,,,
14.04.2020 19:00,9.4,,,,55,,,,,, ,,,,,,,,,,,0.6,,,,,,
14.04.2020 18:00,10.6,,,,50,,,,,, ,,,,13.3,,,,,,,0.6,No precipitation,12,,,,
14.04.2020 17:00,11.5,,,,48,,,,,, ,,,,,,,,,,,0.8,,,,,,
14.04.2020 16:00,12.4,,,,42,,,,,, ,,,,,,,,,,,-0.1,,,,,,
14.04.2020 15:00,12.5,,,,41,,,,,, ,,,,,,,,,,,-0.6,,,,,,
14.04.2020 14:00,12.8,,,,45,,,,,, ,,,,,,,,,,,1.0,,,,,,
14.04.2020 13:00,12.2,,,,42,,,,,, ,,,,,,,,,,,-0.3,,,,,,
14.04.2020 12:00,10.9,,,,46,,,,,, ,,,,,,,,,,,-0.5,No precipitation,6,,,,
14.04.2020 11:00,9.8,,,,48,,,,,, ,,,,,,,,,,,-0.8,,,,,,
14.04.2020 10:00,8.0,,,,53,,,,,, ,,,,,,,,,,,-1.0,,,,,,
14.04.2020 09:00,7.7,,,,54,,,,,, ,,,,,,,,,,,-1.0,,,,,,
14.04.2020 08:00,7.2,,,,54,,,,,, ,,,,,,,,,,,-1.5,,,,,,
14.04.2020 07:00,6.1,,,,57,,,,,, ,,,,,,,,,,,-1.9,,,,,,
14.04.2020 06:00,5.1,,,,59,,,,,, ,,,4.8,,,,,,,,-2.3,No precipitation,12,,,,
14.04.2020 05:00,5.2,,,,59,,,,,, ,,,,,,,,,,,-2.3,,,,,,
14.04.2020 04:00,5.4,,,,58,,,,,, ,,,,,,,,,,,-2.3,,,,,,
14.04.2020 03:00,5.9,,,,56,,,,,, ,,,,,,,,,,,-2.2,,,,,,
14.04.2020 02:00,6.1,,,,58,,,,,, ,,,,,,,,,,,-1.6,,,,,,
14.04.2020 01:00,5.7,,,,58,,,,,, ,,,,,,,,,,,-2.1,,,,,,
14.04.2020 00:00,5.6,,,,70,,,,,, ,,,,,,,,,,,0.5,No precipitation,6,,,,
13.04.2020 23:00,6.6,,,,55,,,,,, ,,,,,,,,,,,-1.9,,,,,,
13.04.2020 22:00,6.5,,,,55,,,,,, ,,,,,,,,,,,-1.9,,,,,,
13.04.2020 21:00,6.5,,,,55,,,,,, ,,,,,,,,,,,-2.0,,,,,,
13.04.2020 20:00,7.3,,,,53,,,,,, ,,,,,,,,,,,-1.7,,,,,,
13.04.2020 19:00,8.1,,,,49,,,,,, ,,,,,,,,,,,-2.2,,,,,,
13.04.2020 18:00,9.4,,,,48,,,,,, ,,,,11.7,,,,,,,-1.3,No precipitation,12,,,,
13.04.2020 17:00,10.5,,,,43,,,,,, ,,,,,,,,,,,-1.6,,,,,,
13.04.2020 16:00,11.1,,,,43,,,,,, ,,,,,,,,,,,-1.1,,,,,,
13.04.2020 15:00,11.1,,,,44,,,,,, ,,,,,,,,,,,-0.9,,,,,,
13.04.2020 14:00,10.9,,,,44,,,,,, ,,,,,,,,,,,-1.1,,,,,,
13.04.2020 13:00,11.0,,,,44,,,,,, ,,,,,,,,,,,-0.8,,,,,,
13.04.2020 12:00,10.6,,,,46,,,,,, ,,,,,,,,,,,-0.7,No precipitation,6,,,,
13.04.2020 11:00,10.0,,,,49,,,,,, ,,,,,,,,,,,-0.2,,,,,,
13.04.2020 10:00,8.9,,,,51,,,,,, ,,,,,,,,,,,-0.7,,,,,,
13.04.2020 09:00,8.3,,,,59,,,,,, ,,,,,,,,,,,0.7,,,,,,
13.04.2020 08:00,8.2,,,,63,,,,,, ,,,,,,,,,,,1.6,,,,,,
13.04.2020 07:00,8.4,,,,63,,,,,, ,,,,,,,,,,,1.8,,,,,,
13.04.2020 06:00,8.5,,,,67,,,,,, ,,,8.5,,,,,,,,2.7,No precipitation,12,,,,
13.04.2020 05:00,9.0,,,,73,,,,,, ,,,,,,,,,,,4.4,,,,,,
13.04.2020 04:00,9.3,,,,74,,,,,, ,,,,,,,,,,,4.8,,,,,,
13.04.2020 03:00,9.4,,,,71,,,,,, ,,,,,,,,,,,4.3,,,,,,
13.04.2020 02:00,11.0,,,,70,,,,,, ,,,,,,,,,,,5.7,,,,,,
13.04.2020 01:00,11.6,,,,71,,,,,, ,,,,,,,,,,,6.4,,,,,,
13.04.2020 00:00,12.4,,,,72,,,,,, ,,,,,,,,,,,7.4,No precipitation,6,,,,
12.04.2020 23:00,13.6,,,,73,,,,,, ,,,,,,,,,,,8.8,,,,,,
12.04.2020 22:00,15.9,,,,62,,,,,, ,,,,,,,,,,,8.5,,,,,,
12.04.2020 21:00,16.7,,,,52,,,,,, ,,,,,,,,,,,6.7,,,,,,
12.04.2020 20:00,17.7,,,,50,,,,,, ,,,,,,,,,,,7.2,,,,,,
12.04.2020 19:00,19.0,,,,44,,,,,, ,,,,,,,,,,,6.3,,,,,,
12.04.2020 18:00,20.6,,,,38,,,,,, ,,,,25.0,,,,,,,5.9,No precipitation,12,,,,
12.04.2020 17:00,21.9,,,,42,,,,,, ,,,,,,,,,,,8.3,,,,,,
12.04.2020 16:00,22.0,,,,34,,,,,, ,,,,,,,,,,,5.5,,,,,,
12.04.2020 15:00,21.1,,,,38,,,,,, ,,,,,,,,,,,6.2,,,,,,
12.04.2020 14:00,24.5,,,,29,,,,,, ,,,,,,,,,,,5.5,,,,,,
12.04.2020 13:00,24.1,,,,31,,,,,, ,,,,,,,,,,,5.7,,,,,,
12.04.2020 12:00,23.9,,,,38,,,,,, ,,,,,,,,,,,8.8,No precipitation,6,,,,
12.04.2020 11:00,22.5,,,,40,,,,,, ,,,,,,,,,,,8.2,,,,,,
12.04.2020 10:00,20.3,,,,44,,,,,, ,,,,,,,,,,,7.5,,,,,,
12.04.2020 09:00,17.0,,,,55,,,,,, ,,,,,,,,,,,7.7,,,,,,
12.04.2020 08:00,13.7,,,,69,,,,,, ,,,,,,,,,,,8.0,,,,,,
12.04.2020 07:00,11.5,,,,75,,,,,, ,,,,,,,,,,,7.1,,,,,,
12.04.2020 06:00,10.7,,,,78,,,,,, ,,,10.2,,,,,,,,6.9,No precipitation,12,,,,
12.04.2020 05:00,10.5,,,,80,,,,,, ,,,,,,,,,,,7.2,,,,,,
12.04.2020 04:00,10.5,,,,79,,,,,, ,,,,,,,,,,,7.0,,,,,,
12.04.2020 03:00,11.7,,,,73,,,,,, ,,,,,,,,,,,7.0,,,,,,
12.04.2020 02:00,12.4,,,,70,,,,,, ,,,,,,,,,,,7.1,,,,,,
12.04.2020 01:00,13.4,,,,67,,,,,, ,,,,,,,,,,,7.3,,,,,,
12.04.2020 00:00,13.8,,,,66,,,,,, ,,,,,,,,,,,7.5,No precipitation,6,,,,
11.04.2020 23:00,14.4,,,,63,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.04.2020 22:00,14.9,,,,61,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.04.2020 21:00,15.9,,,,57,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.04.2020 20:00,17.2,,,,55,,,,,, ,,,,,,,,,,,7.9,,,,,,
11.04.2020 19:00,19.7,,,,42,,,,,, ,,,,,,,,,,,6.2,,,,,,
11.04.2020 18:00,22.1,,,,36,,,,,, ,,,,25.5,,,,,,,6.4,No precipitation,12,,,,
11.04.2020 17:00,23.6,,,,31,,,,,, ,,,,,,,,,,,5.4,,,,,,
11.04.2020 16:00,25.0,,,,28,,,,,, ,,,,,,,,,,,5.2,,,,,,
11.04.2020 15:00,25.0,,,,35,,,,,, ,,,,,,,,,,,8.4,,,,,,
11.04.2020 14:00,24.1,,,,33,,,,,, ,,,,,,,,,,,6.7,,,,,,
11.04.2020 13:00,24.5,,,,28,,,,,, ,,,,,,,,,,,5.0,,,,,,
11.04.2020 12:00,22.8,,,,44,,,,,, ,,,,,,,,,,,9.9,No precipitation,6,,,,
11.04.2020 11:00,21.4,,,,45,,,,,, ,,,,,,,,,,,9.0,,,,,,
11.04.2020 10:00,19.4,,,,54,,,,,, ,,,,,,,,,,,9.7,,,,,,
11.04.2020 09:00,17.2,,,,59,,,,,, ,,,,,,,,,,,9.1,,,,,,
11.04.2020 08:00,13.6,,,,71,,,,,, ,,,,,,,,,,,8.3,,,,,,
11.04.2020 07:00,10.5,,,,86,,,,,, ,,,,,,,,,,,8.2,,,,,,
11.04.2020 06:00,9.3,,,,89,,,,,, ,,,9.0,,,,,,,,7.5,No precipitation,12,,,,
11.04.2020 05:00,9.5,,,,87,,,,,, ,,,,,,,,,,,7.5,,,,,,
11.04.2020 04:00,9.7,,,,83,,,,,, ,,,,,,,,,,,6.9,,,,,,
11.04.2020 03:00,10.7,,,,81,,,,,, ,,,,,,,,,,,7.5,,,,,,
11.04.2020 02:00,10.6,,,,84,,,,,, ,,,,,,,,,,,8.0,,,,,,
11.04.2020 01:00,10.5,,,,82,,,,,, ,,,,,,,,,,,7.6,,,,,,
11.04.2020 00:00,11.5,,,,78,,,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
10.04.2020 23:00,12.1,,,,74,,,,,, ,,,,,,,,,,,7.6,,,,,,
10.04.2020 22:00,12.6,,,,73,,,,,, ,,,,,,,,,,,7.8,,,,,,
10.04.2020 21:00,12.6,,,,71,,,,,, ,,,,,,,,,,,7.4,,,,,,
10.04.2020 20:00,14.6,,,,60,,,,,, ,,,,,,,,,,,6.8,,,,,,
10.04.2020 19:00,15.7,,,,54,,,,,, ,,,,,,,,,,,6.4,,,,,,
10.04.2020 18:00,17.2,,,,49,,,,,, ,,,,22.1,,,,,,,6.4,No precipitation,12,,,,
10.04.2020 17:00,19.1,,,,44,,,,,, ,,,,,,,,,,,6.6,,,,,,
10.04.2020 16:00,20.2,,,,43,,,,,, ,,,,,,,,,,,7.3,,,,,,
10.04.2020 15:00,20.7,,,,43,,,,,, ,,,,,,,,,,,7.6,,,,,,
10.04.2020 14:00,21.2,,,,45,,,,,, ,,,,,,,,,,,8.9,,,,,,
10.04.2020 13:00,21.4,,,,48,,,,,, ,,,,,,,,,,,10.0,,,,,,
10.04.2020 12:00,22.1,,,,48,,,,,, ,,,,,,,,,,,10.4,No precipitation,6,,,,
10.04.2020 11:00,19.9,,,,52,,,,,, ,,,,,,,,,,,9.7,,,,,,
10.04.2020 10:00,17.5,,,,58,,,,,, ,,,,,,,,,,,9.0,,,,,,
10.04.2020 09:00,14.6,,,,68,,,,,, ,,,,,,,,,,,8.7,,,,,,
10.04.2020 08:00,12.1,,,,78,,,,,, ,,,,,,,,,,,8.4,,,,,,
10.04.2020 07:00,10.4,,,,84,,,,,, ,,,,,,,,,,,7.7,,,,,,
10.04.2020 06:00,9.7,,,,87,,,,,, ,,,9.0,,,,,,,,7.7,No precipitation,12,,,,
10.04.2020 05:00,9.6,,,,86,,,,,, ,,,,,,,,,,,7.4,,,,,,
10.04.2020 04:00,9.2,,,,85,,,,,, ,,,,,,,,,,,6.7,,,,,,
10.04.2020 03:00,9.6,,,,82,,,,,, ,,,,,,,,,,,6.6,,,,,,
10.04.2020 02:00,10.2,,,,79,,,,,, ,,,,,,,,,,,6.7,,,,,,
10.04.2020 01:00,10.6,,,,76,,,,,, ,,,,,,,,,,,6.5,,,,,,
10.04.2020 00:00,10.8,,,,72,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
09.04.2020 23:00,12.0,,,,66,,,,,, ,,,,,,,,,,,5.8,,,,,,
09.04.2020 22:00,12.0,,,,64,,,,,, ,,,,,,,,,,,5.3,,,,,,
09.04.2020 21:00,13.3,,,,58,,,,,, ,,,,,,,,,,,5.1,,,,,,
09.04.2020 20:00,14.0,,,,58,,,,,, ,,,,,,,,,,,5.7,,,,,,
09.04.2020 19:00,15.7,,,,52,,,,,, ,,,,,,,,,,,5.9,,,,,,
09.04.2020 18:00,17.3,,,,46,,,,,, ,,,,22.4,,,,,,,5.4,No precipitation,12,,,,
09.04.2020 17:00,19.2,,,,42,,,,,, ,,,,,,,,,,,6.0,,,,,,
09.04.2020 16:00,20.8,,,,39,,,,,, ,,,,,,,,,,,6.3,,,,,,
09.04.2020 15:00,21.5,,,,42,,,,,, ,,,,,,,,,,,8.0,,,,,,
09.04.2020 14:00,21.6,,,,43,,,,,, ,,,,,,,,,,,8.4,,,,,,
09.04.2020 13:00,20.8,,,,45,,,,,, ,,,,,,,,,,,8.3,,,,,,
09.04.2020 12:00,20.1,,,,48,,,,,, ,,,,,,,,,,,8.6,No precipitation,6,,,,
09.04.2020 11:00,19.5,,,,49,,,,,, ,,,,,,,,,,,8.3,,,,,,
09.04.2020 10:00,17.8,,,,54,,,,,, ,,,,,,,,,,,8.4,,,,,,
09.04.2020 09:00,16.1,,,,60,,,,,, ,,,,,,,,,,,8.2,,,,,,
09.04.2020 08:00,13.4,,,,70,,,,,, ,,,,,,,,,,,8.0,,,,,,
09.04.2020 07:00,11.3,,,,79,,,,,, ,,,,,,,,,,,7.8,,,,,,
09.04.2020 06:00,9.8,,,,84,,,,,, ,,,9.6,,,,,,,,7.2,No precipitation,12,,,,
09.04.2020 05:00,10.2,,,,82,,,,,, ,,,,,,,,,,,7.2,,,,,,
09.04.2020 04:00,9.9,,,,82,,,,,, ,,,,,,,,,,,6.9,,,,,,
09.04.2020 03:00,10.3,,,,79,,,,,, ,,,,,,,,,,,6.8,,,,,,
09.04.2020 02:00,11.3,,,,75,,,,,, ,,,,,,,,,,,6.9,,,,,,
09.04.2020 01:00,11.2,,,,77,,,,,, ,,,,,,,,,,,7.3,,,,,,
09.04.2020 00:00,10.8,,,,72,,,,,, ,,,,,,,,,,,5.9,No precipitation,6,,,,
08.04.2020 23:00,12.1,,,,73,,,,,, ,,,,,,,,,,,7.4,,,,,,
08.04.2020 22:00,12.7,,,,70,,,,,, ,,,,,,,,,,,7.4,,,,,,
08.04.2020 21:00,13.6,,,,66,,,,,, ,,,,,,,,,,,7.4,,,,,,
08.04.2020 20:00,15.0,,,,61,,,,,, ,,,,,,,,,,,7.6,,,,,,
08.04.2020 19:00,15.7,,,,59,,,,,, ,,,,,,,,,,,7.7,,,,,,
08.04.2020 18:00,18.0,,,,53,,,,,, ,,,,20.5,,,,,,,8.2,No precipitation,12,,,,
08.04.2020 17:00,19.4,,,,49,,,,,, ,,,,,,,,,,,8.5,,,,,,
08.04.2020 16:00,20.0,,,,48,,,,,, ,,,,,,,,,,,8.5,,,,,,
08.04.2020 15:00,19.8,,,,47,,,,,, ,,,,,,,,,,,8.0,,,,,,
08.04.2020 14:00,19.2,,,,46,,,,,, ,,,,,,,,,,,7.2,,,,,,
08.04.2020 13:00,19.3,,,,48,,,,,, ,,,,,,,,,,,8.1,,,,,,
08.04.2020 12:00,19.1,,,,51,,,,,, ,,,,,,,,,,,8.8,No precipitation,6,,,,
08.04.2020 11:00,18.9,,,,50,,,,,, ,,,,,,,,,,,8.2,,,,,,
08.04.2020 10:00,18.4,,,,49,,,,,, ,,,,,,,,,,,7.3,,,,,,
08.04.2020 09:00,16.2,,,,52,,,,,, ,,,,,,,,,,,6.4,,,,,,
08.04.2020 08:00,13.9,,,,61,,,,,, ,,,,,,,,,,,6.4,,,,,,
08.04.2020 07:00,11.7,,,,68,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.04.2020 06:00,11.3,,,,69,,,,,, ,,,10.5,,,,,,,,5.8,No precipitation,12,,,,
08.04.2020 05:00,11.0,,,,70,,,,,, ,,,,,,,,,,,5.7,,,,,,
08.04.2020 04:00,11.3,,,,69,,,,,, ,,,,,,,,,,,5.7,,,,,,
08.04.2020 03:00,11.6,,,,68,,,,,, ,,,,,,,,,,,5.9,,,,,,
08.04.2020 02:00,11.1,,,,72,,,,,, ,,,,,,,,,,,6.2,,,,,,
08.04.2020 01:00,11.1,,,,73,,,,,, ,,,,,,,,,,,6.3,,,,,,
08.04.2020 00:00,12.3,,,,76,,,,,, ,,,,,,,,,,,8.1,No precipitation,6,,,,
07.04.2020 23:00,11.2,,,,74,,,,,, ,,,,,,,,,,,6.6,,,,,,
07.04.2020 22:00,11.3,,,,73,,,,,, ,,,,,,,,,,,6.6,,,,,,
07.04.2020 21:00,12.4,,,,70,,,,,, ,,,,,,,,,,,7.0,,,,,,
07.04.2020 20:00,13.5,,,,64,,,,,, ,,,,,,,,,,,6.7,,,,,,
07.04.2020 19:00,15.1,,,,52,,,,,, ,,,,,,,,,,,5.2,,,,,,
07.04.2020 18:00,16.8,,,,38,,,,,, ,,,,19.6,,,,,,,2.4,No precipitation,12,,,,
07.04.2020 17:00,18.1,,,,42,,,,,, ,,,,,,,,,,,5.0,,,,,,
07.04.2020 16:00,18.5,,,,46,,,,,, ,,,,,,,,,,,6.7,,,,,,
07.04.2020 15:00,19.5,,,,40,,,,,, ,,,,,,,,,,,5.5,,,,,,
07.04.2020 14:00,18.3,,,,38,,,,,, ,,,,,,,,,,,3.7,,,,,,
07.04.2020 13:00,18.2,,,,40,,,,,, ,,,,,,,,,,,4.3,,,,,,
07.04.2020 12:00,17.5,,,,43,,,,,, ,,,,,,,,,,,4.7,No precipitation,6,,,,
07.04.2020 11:00,17.1,,,,47,,,,,, ,,,,,,,,,,,5.5,,,,,,
07.04.2020 10:00,15.4,,,,51,,,,,, ,,,,,,,,,,,5.3,,,,,,
07.04.2020 09:00,13.8,,,,54,,,,,, ,,,,,,,,,,,4.7,,,,,,
