# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"22.03.2020 13:20";"10.0";"762.7";"768.9";"50";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"22.03.2020 12:50";"10.0";"762.7";"768.9";"54";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 12:20";"9.0";"762.7";"768.9";"58";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 11:50";"9.0";"762.7";"768.9";"58";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 11:20";"8.0";"762.7";"768.9";"62";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 10:50";"7.0";"762.6";"768.9";"61";"Wind blowing from the east";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"22.03.2020 10:20";"7.0";"762.6";"768.9";"66";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 09:50";"6.0";"762.6";"768.9";"71";"Wind blowing from the east";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 09:20";"6.0";"763.3";"769.6";"76";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 08:50";"5.0";"763.3";"769.6";"81";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 08:20";"5.0";"762.6";"768.9";"81";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 07:50";"4.0";"763.3";"769.6";"87";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 07:20";"4.0";"763.3";"769.6";"81";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 06:50";"3.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 06:20";"3.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 05:50";"3.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 05:20";"4.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 04:50";"4.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 04:20";"4.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 03:50";"4.0";"762.6";"768.9";"87";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 03:20";"4.0";"761.8";"768.1";"87";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 02:50";"4.0";"761.8";"768.1";"87";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 02:20";"4.0";"761.8";"768.1";"87";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 01:50";"4.0";"761.8";"768.1";"87";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 01:20";"4.0";"761.8";"768.1";"87";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 00:50";"4.0";"761.8";"768.1";"81";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 00:20";"5.0";"761.8";"768.1";"76";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 23:50";"5.0";"761.8";"768.1";"76";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 23:20";"5.0";"761.8";"768.1";"76";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 22:50";"5.0";"761.8";"768.1";"70";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"21.03.2020 22:20";"5.0";"761.8";"768.1";"70";"Wind blowing from the east";"7";"";"";"";"Broken clouds (60-90%) 1140 m";"10.0 and more";"0.0";
"21.03.2020 21:50";"5.0";"761.8";"768.1";"61";"Wind blowing from the east";"7";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"-2.0";
"21.03.2020 21:20";"6.0";"761.8";"768.1";"57";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"21.03.2020 20:50";"6.0";"761.8";"768.1";"53";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"21.03.2020 20:20";"7.0";"761.9";"768.1";"49";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"21.03.2020 19:50";"7.0";"761.1";"767.3";"46";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"21.03.2020 19:20";"7.0";"761.1";"767.3";"42";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"21.03.2020 18:50";"7.0";"761.1";"767.3";"42";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"21.03.2020 18:20";"8.0";"760.4";"766.6";"43";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"21.03.2020 17:50";"8.0";"760.4";"766.6";"43";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"21.03.2020 17:20";"9.0";"760.4";"766.6";"37";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"21.03.2020 16:50";"10.0";"760.4";"766.6";"30";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"21.03.2020 16:20";"10.0";"760.4";"766.6";"32";"Wind blowing from the east";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"21.03.2020 15:50";"10.0";"760.4";"766.6";"35";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"21.03.2020 15:20";"10.0";"760.4";"766.6";"40";"Wind blowing from the east";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"21.03.2020 14:50";"10.0";"760.4";"766.6";"47";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"21.03.2020 14:20";"11.0";"760.5";"766.6";"41";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"21.03.2020 13:50";"11.0";"760.5";"766.6";"47";"Wind blowing from the east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"21.03.2020 13:20";"11.0";"760.5";"766.6";"47";"Wind blowing from the east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"21.03.2020 12:50";"11.0";"761.1";"767.3";"50";"Wind blowing from the east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 12:20";"10.0";"761.1";"767.3";"54";"Wind blowing from the east";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 11:50";"10.0";"761.1";"767.3";"58";"Wind blowing from the east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"21.03.2020 11:20";"9.0";"761.9";"768.1";"66";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"21.03.2020 10:50";"8.0";"761.9";"768.1";"71";"Wind blowing from the east";"9";"14";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"21.03.2020 10:20";"7.0";"761.9";"768.1";"76";"Wind blowing from the east";"10";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"3.0";
"21.03.2020 09:50";"6.0";"761.8";"768.1";"81";"Wind blowing from the east";"9";"";"";"";"Scattered clouds (40-50%) 510 m";"10.0 and more";"3.0";
"21.03.2020 09:20";"6.0";"761.8";"768.1";"76";"Wind blowing from the east";"10";"";"";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"2.0";
"21.03.2020 08:50";"5.0";"762.6";"768.9";"81";"Wind blowing from the east";"9";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"2.0";
"21.03.2020 08:20";"5.0";"762.6";"768.9";"81";"Wind blowing from the east";"9";"";"";"";"Broken clouds (60-90%) 510 m";"10.0 and more";"2.0";
"21.03.2020 07:50";"5.0";"762.6";"768.9";"81";"Wind blowing from the east";"9";"";"";"";"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 780 m";"10.0 and more";"2.0";
"21.03.2020 07:20";"4.0";"762.6";"768.9";"87";"Wind blowing from the east";"9";"15";"";"";"Broken clouds (60-90%) 630 m";"10.0 and more";"2.0";
"21.03.2020 06:50";"4.0";"762.6";"768.9";"81";"Wind blowing from the east";"9";"";"";"";"Broken clouds (60-90%) 600 m";"10.0 and more";"1.0";
"21.03.2020 06:20";"4.0";"762.6";"768.9";"81";"Wind blowing from the east";"10";"15";"";"";"Few clouds (10-30%) 660 m";"10.0 and more";"1.0";
"21.03.2020 05:50";"4.0";"762.6";"768.9";"81";"Wind blowing from the east";"11";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 05:20";"4.0";"762.6";"768.9";"81";"Wind blowing from the east-northeast";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"21.03.2020 04:50";"4.0";"762.6";"768.9";"81";"Wind blowing from the east";"9";"";"";"";"Few clouds (10-30%) 660 m";"10.0 and more";"1.0";
"21.03.2020 04:20";"4.0";"763.3";"769.6";"81";"Wind blowing from the east";"9";"";"";"";"Broken clouds (60-90%) 600 m";"10.0 and more";"1.0";
"21.03.2020 03:50";"4.0";"763.3";"769.6";"81";"Wind blowing from the east";"10";"15";"";"";"Broken clouds (60-90%) 570 m";"10.0 and more";"1.0";
"21.03.2020 03:20";"4.0";"763.3";"769.6";"81";"Wind blowing from the east";"9";"14";"";"";"Broken clouds (60-90%) 600 m";"10.0 and more";"1.0";
"21.03.2020 02:50";"5.0";"763.3";"769.6";"81";"Wind blowing from the east";"10";"15";"";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 690 m";"10.0 and more";"2.0";
"21.03.2020 02:20";"5.0";"763.3";"769.6";"81";"Wind blowing from the east";"10";"";"";"";"Broken clouds (60-90%) 510 m";"10.0 and more";"2.0";
"21.03.2020 01:50";"5.0";"763.3";"769.6";"81";"Wind blowing from the east";"10";"16";"";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 660 m";"10.0 and more";"2.0";
"21.03.2020 01:20";"5.0";"764.1";"770.4";"81";"Wind blowing from the east";"10";"17";"";"";"Scattered clouds (40-50%) 540 m";"10.0 and more";"2.0";
"21.03.2020 00:50";"5.0";"764.1";"770.4";"81";"Wind blowing from the east-northeast";"12";"17";"";"";"Few clouds (10-30%) 540 m";"10.0 and more";"2.0";
"21.03.2020 00:20";"5.0";"764.1";"770.4";"81";"Wind blowing from the east-northeast";"12";"19";"";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"2.0";
"20.03.2020 23:50";"5.0";"764.1";"770.4";"81";"Wind blowing from the east";"11";"17";"";"";"Broken clouds (60-90%) 510 m";"10.0 and more";"2.0";
"20.03.2020 23:20";"5.0";"764.1";"770.4";"81";"Wind blowing from the east";"10";"17";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"2.0";
"20.03.2020 22:50";"5.0";"764.1";"770.4";"81";"Wind blowing from the east";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 22:20";"6.0";"764.8";"771.1";"76";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 21:50";"6.0";"764.1";"770.4";"76";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 21:20";"6.0";"764.1";"770.4";"76";"Wind blowing from the east-northeast";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 20:50";"6.0";"764.1";"770.4";"76";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 20:20";"7.0";"764.1";"770.4";"71";"Wind blowing from the east-northeast";"11";"16";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 19:50";"7.0";"764.1";"770.4";"71";"Wind blowing from the east-northeast";"11";"16";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 19:20";"7.0";"764.1";"770.4";"71";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 18:50";"7.0";"764.1";"770.4";"76";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"20.03.2020 18:20";"8.0";"764.2";"770.4";"71";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"20.03.2020 17:50";"8.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"10";"16";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 17:20";"8.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"10";"15";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 16:50";"8.0";"764.2";"770.4";"71";"Wind blowing from the east-northeast";"11";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"20.03.2020 16:20";"9.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"10";"15";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"3.0";
"20.03.2020 15:50";"9.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"11";"";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"3.0";
"20.03.2020 15:20";"9.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"11";"";"";"";"Scattered clouds (40-50%) 1230 m";"10.0 and more";"3.0";
"20.03.2020 14:50";"9.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"20.03.2020 14:20";"9.0";"764.2";"770.4";"66";"Wind blowing from the east-northeast";"10";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"3.0";
"20.03.2020 13:50";"9.0";"764.9";"771.1";"66";"Wind blowing from the east";"9";"";"";"";"Scattered clouds (40-50%) 990 m";"10.0 and more";"3.0";
"20.03.2020 13:20";"9.0";"764.9";"771.1";"66";"Wind blowing from the east-northeast";"10";"";"";"";"Scattered clouds (40-50%) 930 m";"10.0 and more";"3.0";
"20.03.2020 12:50";"9.0";"764.9";"771.1";"62";"Wind blowing from the east-northeast";"11";"17";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"20.03.2020 12:20";"9.0";"764.9";"771.1";"62";"Wind blowing from the east-northeast";"10";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"2.0";
"20.03.2020 11:50";"8.0";"764.8";"771.1";"66";"Wind blowing from the east-northeast";"11";"16";"";"";"Few clouds (10-30%) 960 m";"10.0 and more";"2.0";
"20.03.2020 11:20";"8.0";"765.6";"771.9";"66";"Wind blowing from the east-northeast";"9";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"2.0";
"20.03.2020 10:50";"8.0";"764.8";"771.1";"66";"Wind blowing from the east";"9";"14";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 960 m";"10.0 and more";"2.0";
"20.03.2020 10:20";"8.0";"764.8";"771.1";"66";"Wind blowing from the east";"9";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 840 m";"10.0 and more";"2.0";
"20.03.2020 09:50";"8.0";"764.8";"771.1";"71";"Wind blowing from the east-northeast";"10";"";"";"";"Scattered clouds (40-50%) 660 m";"10.0 and more";"3.0";
"20.03.2020 09:20";"7.0";"764.8";"771.1";"76";"Wind blowing from the east-northeast";"11";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"3.0";
"20.03.2020 08:50";"6.0";"764.8";"771.1";"81";"Wind blowing from the east-northeast";"10";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"3.0";
"20.03.2020 08:20";"6.0";"764.8";"771.1";"81";"Wind blowing from the east-northeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"20.03.2020 07:50";"5.0";"764.8";"771.1";"81";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"20.03.2020 07:20";"5.0";"764.8";"771.1";"76";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"20.03.2020 06:50";"5.0";"764.8";"771.1";"76";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"20.03.2020 06:20";"5.0";"764.1";"770.4";"70";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"20.03.2020 05:50";"5.0";"764.1";"770.4";"70";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"20.03.2020 05:20";"5.0";"764.1";"770.4";"76";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"20.03.2020 04:50";"5.0";"764.1";"770.4";"76";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"20.03.2020 04:20";"5.0";"764.1";"770.4";"76";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"20.03.2020 03:50";"5.0";"764.1";"770.4";"76";"Wind blowing from the north-east";"8";"";"";"";"Few clouds (10-30%) 840 m";"10.0 and more";"1.0";
"20.03.2020 03:20";"5.0";"764.1";"770.4";"81";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 840 m";"10.0 and more";"2.0";
"20.03.2020 02:50";"5.0";"764.1";"770.4";"81";"Wind blowing from the north-east";"8";"";"";"";"Overcast (100%) 810 m";"10.0 and more";"2.0";
"20.03.2020 02:20";"5.0";"764.1";"770.4";"81";"Wind blowing from the north-east";"7";"";"";"";"Overcast (100%) 750 m";"10.0 and more";"2.0";
"20.03.2020 01:50";"5.0";"764.8";"771.1";"81";"Wind blowing from the north-east";"8";"";"";"";"Overcast (100%) 600 m";"10.0 and more";"2.0";
"20.03.2020 01:20";"5.0";"764.8";"771.1";"87";"Wind blowing from the north-east";"9";"";"";"";"Broken clouds (60-90%) 600 m, overcast (100%) 750 m";"10.0 and more";"3.0";
"20.03.2020 00:50";"5.0";"764.1";"770.4";"87";"Wind blowing from the north-east";"9";"";"";"";"Overcast (100%) 750 m";"10.0 and more";"3.0";
"20.03.2020 00:20";"5.0";"764.1";"770.4";"87";"Wind blowing from the north-east";"9";"14";"";"";"Scattered clouds (40-50%) 360 m, overcast (100%) 660 m";"10.0 and more";"3.0";
"19.03.2020 23:50";"4.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"9";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 720 m";"10.0 and more";"3.0";
"19.03.2020 23:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 660 m";"10.0 and more";"4.0";
"19.03.2020 22:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 510 m";"10.0 and more";"4.0";
"19.03.2020 22:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 510 m, overcast (100%) 660 m";"10.0 and more";"4.0";
"19.03.2020 21:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 690 m, overcast (100%) 870 m";"10.0 and more";"4.0";
"19.03.2020 21:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 690 m";"10.0 and more";"4.0";
"19.03.2020 20:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 720 m, overcast (100%) 930 m";"10.0 and more";"4.0";
"19.03.2020 20:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"7";"";"";"";"Scattered clouds (40-50%) 420 m, overcast (100%) 720 m";"10.0 and more";"4.0";
"19.03.2020 19:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 420 m, overcast (100%) 720 m";"10.0 and more";"4.0";
"19.03.2020 19:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"6";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 810 m";"10.0 and more";"4.0";
"19.03.2020 18:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"7";"";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 510 m, broken clouds (60-90%) 780 m";"10.0 and more";"4.0";
"19.03.2020 18:20";"5.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"7";"";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 720 m, overcast (100%) 960 m";"10.0 and more";"4.0";
"19.03.2020 17:50";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 270 m, overcast (100%) 990 m";"10.0 and more";"5.0";
"19.03.2020 17:20";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 480 m, overcast (100%) 780 m";"10.0 and more";"5.0";
"19.03.2020 16:50";"6.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 480 m";"10.0 and more";"5.0";
"19.03.2020 16:20";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 210 m, overcast (100%) 390 m";"10.0 and more";"5.0";
"19.03.2020 15:50";"6.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"7";"";"Mist";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 330 m, overcast (100%) 1050 m";"5.0";"5.0";
"19.03.2020 15:20";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"6";"";"Mist";"";"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 330 m, overcast (100%) 900 m";"3.9";"5.0";
"19.03.2020 14:50";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"Mist";"";"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 810 m";"4.8";"5.0";
"19.03.2020 14:20";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"Mist";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 300 m, overcast (100%) 750 m";"3.7";"5.0";
"19.03.2020 13:50";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"Light drizzle";"Rain, drizzle";"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 270 m, overcast (100%) 660 m";"4.0";"5.0";
"19.03.2020 13:20";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"6";"";"Light rain, drizzle";"";"Broken clouds (60-90%) 180 m, overcast (100%) 450 m";"5.0";"5.0";
"19.03.2020 12:50";"5.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"7";"";"Mist";"";"Broken clouds (60-90%) 180 m, overcast (100%) 510 m";"5.0";"5.0";
"19.03.2020 12:20";"5.0";"764.1";"770.4";"100";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 270 m, overcast (100%) 690 m";"7.0";"5.0";
"19.03.2020 11:50";"5.0";"764.1";"770.4";"100";"Wind blowing from the north-east";"8";"";"Mist";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 270 m, overcast (100%) 840 m";"4.6";"5.0";
"19.03.2020 11:20";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"7";"";"";"";"Broken clouds (60-90%) 150 m, overcast (100%) 840 m";"7.0";"4.0";
"19.03.2020 10:50";"5.0";"764.1";"770.4";"93";"Wind blowing from the north-east";"8";"";"Mist";"Rain, drizzle";"Broken clouds (60-90%) 180 m, overcast (100%) 840 m";"5.0";"4.0";
"19.03.2020 10:20";"5.0";"764.1";"770.4";"100";"Wind blowing from the north-east";"7";"";"Rain, drizzle";"";"Broken clouds (60-90%) 150 m, overcast (100%) 300 m";"4.4";"5.0";
"19.03.2020 09:50";"5.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"8";"";"Light rain, drizzle";"Rain, drizzle";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m, overcast (100%) 1110 m";"4.8";"4.0";
"19.03.2020 09:20";"5.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"8";"";"Light rain";"";"Broken clouds (60-90%) 180 m, overcast (100%) 1170 m";"7.0";"4.0";
"19.03.2020 08:50";"5.0";"763.3";"769.6";"93";"Wind blowing from the north-east";"8";"";"Light rain, drizzle";"";"Broken clouds (60-90%) 180 m, overcast (100%) 1260 m";"5.0";"4.0";
"19.03.2020 08:20";"4.0";"763.3";"769.6";"100";"Wind blowing from the north-east";"8";"";"Light rain";"";"Few clouds (10-30%) 270 m, scattered clouds (40-50%) 420 m, broken clouds (60-90%) 840 m";"6.0";"4.0";
"19.03.2020 07:50";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Light rain";"";"Few clouds (10-30%) 270 m, overcast (100%) 810 m";"10.0 and more";"4.0";
"19.03.2020 07:20";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 330 m, overcast (100%) 810 m";"9.0";"4.0";
"19.03.2020 06:50";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Light rain";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 420 m, overcast (100%) 780 m";"6.0";"4.0";
"19.03.2020 06:20";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"7";"";"Light rain";"";"Broken clouds (60-90%) 180 m, overcast (100%) 780 m";"7.0";"4.0";
"19.03.2020 05:50";"4.0";"762.6";"768.9";"100";"Wind blowing from the north-east";"8";"";"Light drizzle";"Drizzle";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 750 m, cumulus congestus of great vertical extent";"5.0";"4.0";
