# Weather station Valley (airport), UK, METAR=EGOV,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGOV&lang=en
#
"Local time in Valley (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"29.03.2020 03:50";"5.0";"782.2";"782.3";"49";"Wind blowing from the north-east";"8";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"-5.0";
"29.03.2020 02:50";"5.0";"782.2";"782.3";"53";"Wind blowing from the north-east";"10";"";"";"";"Broken clouds (60-90%) 1350 m";"10.0 and more";"-4.0";
"29.03.2020 01:50";"5.0";"781.5";"781.6";"66";"Wind blowing from the north-east";"8";"";"";"Rain";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1140 m";"10.0 and more";"-1.0";
"29.03.2020 00:50";"5.0";"781.5";"781.6";"61";"Wind blowing from the north-east";"8";"";"";"";"Scattered clouds (40-50%) 1380 m";"10.0 and more";"-2.0";
"28.03.2020 23:50";"5.0";"780.7";"780.8";"61";"Wind blowing from the north-east";"9";"";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1290 m";"10.0 and more";"-2.0";
"28.03.2020 22:50";"5.0";"780.7";"780.8";"61";"Wind blowing from the north-east";"8";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"-2.0";
"28.03.2020 21:50";"5.0";"779.9";"780.0";"61";"Wind blowing from the north-east";"8";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"-2.0";
"28.03.2020 20:50";"7.0";"779.2";"779.3";"49";"Wind blowing from the north-east";"9";"";"";"";"Broken clouds (60-90%) 1500 m";"10.0 and more";"-3.0";
"28.03.2020 19:50";"7.0";"779.2";"779.3";"66";"Wind blowing from the north-east";"9";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"1.0";
"28.03.2020 18:50";"7.0";"778.4";"778.5";"66";"Wind blowing from the north-east";"9";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"1.0";
"28.03.2020 17:50";"8.0";"777.6";"777.7";"62";"Wind blowing from the north-east";"10";"15";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"1.0";
"28.03.2020 16:50";"9.0";"776.9";"777.0";"58";"Wind blowing from the north-east";"10";"";"";"";"Scattered clouds (40-50%) 1800 m";"10.0 and more";"1.0";
"28.03.2020 15:50";"10.0";"776.9";"777.0";"62";"Wind blowing from the north-northeast";"10";"";"";"";"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 1500 m";"10.0 and more";"3.0";
"28.03.2020 14:50";"10.0";"776.1";"776.2";"62";"Wind blowing from the north-northeast";"10";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"3.0";
"28.03.2020 13:50";"10.0";"776.1";"776.2";"62";"Wind blowing from the north-northeast";"9";"";"";"";"Broken clouds (60-90%) 1500 m";"10.0 and more";"3.0";
"28.03.2020 12:50";"10.0";"776.1";"776.2";"62";"Wind blowing from the north-northeast";"9";"";"";"";"Scattered clouds (40-50%) 1260 m";"10.0 and more";"3.0";
"28.03.2020 11:50";"9.0";"776.1";"776.2";"66";"Wind blowing from the north-northeast";"9";"";"";"";"Scattered clouds (40-50%) 810 m";"10.0 and more";"3.0";
"28.03.2020 10:50";"10.0";"775.4";"775.5";"62";"Wind blowing from the north-east";"11";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"28.03.2020 09:50";"9.0";"775.4";"775.5";"62";"Wind blowing from the north-east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"28.03.2020 08:50";"9.0";"774.6";"774.7";"62";"Wind blowing from the north-east";"9";"";"";"";"Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 2400 m";"10.0 and more";"2.0";
"28.03.2020 07:50";"8.0";"774.6";"774.7";"71";"Wind blowing from the north-northeast";"8";"";"";"";"Few clouds (10-30%) 1500 m, overcast (100%) 2400 m";"10.0 and more";"3.0";
"28.03.2020 06:50";"7.0";"773.8";"773.9";"81";"Wind blowing from the north-northeast";"7";"";"";"";"Broken clouds (60-90%) 1500 m, overcast (100%) 2400 m";"10.0 and more";"4.0";
"28.03.2020 05:50";"7.0";"773.8";"773.9";"81";"Wind blowing from the north-northeast";"6";"";"";"";"Few clouds (10-30%) 660 m, overcast (100%) 2400 m";"10.0 and more";"4.0";
"28.03.2020 04:50";"7.0";"773.3";"773.4";"71";"Wind blowing from the north-east";"5";"";"";"";"Broken clouds (60-90%) 660 m, overcast (100%) 2400 m";"10.0 and more";"2.0";
"28.03.2020 03:50";"6.0";"773.3";"773.4";"76";"Wind blowing from the north-east";"5";"";"";"";"Overcast (100%) 2400 m";"10.0 and more";"2.0";
"28.03.2020 02:50";"6.0";"773.3";"773.4";"76";"Wind blowing from the north-east";"5";"";"Haze";"";"Broken clouds (60-90%) 2700 m";"8.0";"2.0";
"28.03.2020 01:50";"5.0";"773.3";"773.4";"76";"Wind blowing from the north-east";"5";"";"Haze";"";"Few clouds (10-30%) 2700 m";"8.0";"1.0";
"28.03.2020 00:50";"5.0";"773.3";"773.4";"70";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"27.03.2020 23:50";"6.0";"772.6";"772.7";"61";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"27.03.2020 22:50";"6.0";"772.6";"772.7";"71";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"27.03.2020 21:50";"5.0";"771.8";"771.9";"81";"Wind blowing from the north-east";"4";"";"Haze";"";"No Significant Clouds";"8.0";"2.0";
"27.03.2020 20:50";"6.0";"771.8";"771.9";"81";"Wind blowing from the north-east";"3";"";"Haze";"";"No Significant Clouds";"8.0";"3.0";
"27.03.2020 19:50";"6.0";"771.0";"771.1";"81";"Wind blowing from the east-northeast";"3";"";"Haze";"";"No Significant Clouds";"7.0";"3.0";
"27.03.2020 18:50";"7.0";"771.0";"771.1";"81";"Wind blowing from the north";"5";"";"Haze";"";"No Significant Clouds";"7.0";"4.0";
"27.03.2020 17:50";"9.0";"770.3";"770.4";"66";"Wind blowing from the north";"6";"";"Haze";"";"No Significant Clouds";"8.0";"3.0";
"27.03.2020 16:50";"10.0";"770.3";"770.4";"43";"Wind blowing from the north-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"27.03.2020 15:50";"11.0";"770.3";"770.4";"41";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"27.03.2020 14:50";"11.0";"770.3";"770.4";"35";"Wind blowing from the north-east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"27.03.2020 13:50";"11.0";"770.3";"770.4";"35";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"27.03.2020 12:50";"11.0";"770.3";"770.4";"35";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"27.03.2020 11:50";"11.0";"770.3";"770.4";"32";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"27.03.2020 10:50";"11.0";"770.3";"770.4";"38";"Wind blowing from the north-east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"27.03.2020 09:50";"11.0";"770.3";"770.4";"32";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"27.03.2020 08:50";"9.0";"770.3";"770.4";"46";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"27.03.2020 07:50";"7.0";"769.5";"769.6";"57";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"27.03.2020 06:50";"5.0";"769.5";"769.6";"61";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"27.03.2020 05:50";"5.0";"768.8";"768.9";"76";"Wind blowing from the north-east";"5";"";"Haze";"";"No Significant Clouds";"8.0";"1.0";
"27.03.2020 04:50";"5.0";"768.8";"768.9";"76";"Wind blowing from the north-east";"5";"";"Haze";"";"No Significant Clouds";"6.0";"1.0";
"27.03.2020 03:50";"5.0";"768.8";"768.9";"81";"Wind blowing from the north-east";"4";"";"Haze";"";"No Significant Clouds";"4.7";"2.0";
"27.03.2020 02:50";"6.0";"768.8";"768.9";"76";"Wind blowing from the north-east";"4";"";"Haze";"Rain";"No Significant Clouds";"6.0";"2.0";
"27.03.2020 01:50";"5.0";"768.8";"768.9";"81";"Wind blowing from the north-northeast";"2";"";"Light rain";"";"No Significant Clouds";"4.6";"2.0";
"27.03.2020 00:50";"4.0";"768.8";"768.9";"93";"Wind blowing from the north-northeast";"3";"";"Haze";"";"No Significant Clouds";"3.7";"3.0";
"26.03.2020 23:50";"5.0";"768.8";"768.9";"87";"Wind blowing from the north-northeast";"3";"";"Haze";"";"No Significant Clouds";"5.0";"3.0";
"26.03.2020 22:50";"6.0";"768.8";"768.9";"81";"Wind blowing from the north-northeast";"4";"";"Haze";"";"No Significant Clouds";"6.0";"3.0";
"26.03.2020 21:50";"6.0";"768.8";"768.9";"76";"Wind blowing from the north-east";"3";"";"Haze";"";"No Significant Clouds";"6.0";"2.0";
"26.03.2020 20:50";"6.0";"768.8";"768.9";"76";"Wind blowing from the north";"4";"";"Haze";"";"No Significant Clouds";"7.0";"2.0";
"26.03.2020 19:50";"7.0";"768.8";"768.9";"71";"Wind blowing from the east-northeast";"4";"";"Haze";"";"No Significant Clouds";"8.0";"2.0";
"26.03.2020 18:50";"9.0";"768.0";"768.1";"54";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"26.03.2020 17:50";"11.0";"768.0";"768.1";"47";"Wind blowing from the north-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"26.03.2020 16:50";"12.0";"767.2";"767.3";"44";"Wind blowing from the north-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"26.03.2020 15:50";"13.0";"767.2";"767.3";"47";"Wind blowing from the north-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"26.03.2020 14:50";"13.0";"768.0";"768.1";"47";"Wind blowing from the north-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"26.03.2020 13:50";"14.0";"768.0";"768.1";"36";"Wind blowing from the north-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"26.03.2020 12:50";"15.0";"768.0";"768.1";"36";"Wind blowing from the north-east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"26.03.2020 11:50";"14.0";"768.0";"768.1";"41";"Wind blowing from the north-east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"26.03.2020 10:50";"14.0";"768.0";"768.1";"39";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"26.03.2020 09:50";"13.0";"768.8";"768.9";"55";"Wind blowing from the north-northeast";"4";"";"";"Rain";"No Significant Clouds";"10.0 and more";"4.0";
"26.03.2020 08:50";"10.0";"768.0";"768.1";"88";"Wind blowing from the south-east";"1";"";"Haze";"Rain";"No Significant Clouds";"6.0";"8.0";
"26.03.2020 07:50";"6.0";"768.0";"768.1";"93";"Wind blowing from the north";"1";"";"Haze";"";"No Significant Clouds";"4.1";"5.0";
"26.03.2020 06:50";"5.0";"768.0";"768.1";"93";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"2.4";"4.0";
"26.03.2020 05:50";"5.0";"768.0";"768.1";"93";"Wind blowing from the north";"3";"";"Haze";"";"No Significant Clouds";"3.0";"4.0";
"26.03.2020 04:50";"5.0";"767.2";"767.3";"81";"Wind blowing from the north";"3";"";"Haze";"";"No Significant Clouds";"7.0";"2.0";
"26.03.2020 03:50";"7.0";"767.2";"767.3";"76";"Wind blowing from the east-northeast";"3";"";"Haze";"";"No Significant Clouds";"9.0";"3.0";
"26.03.2020 02:50";"7.0";"767.2";"767.3";"81";"Wind blowing from the east";"4";"";"Haze";"";"No Significant Clouds";"8.0";"4.0";
"26.03.2020 01:50";"7.0";"767.2";"767.3";"81";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"26.03.2020 00:50";"7.0";"767.2";"767.3";"81";"Wind blowing from the north-east";"3";"";"Haze";"";"No Significant Clouds";"9.0";"4.0";
"25.03.2020 23:50";"6.0";"767.2";"767.3";"81";"Wind blowing from the north-northeast";"2";"";"Haze";"";"No Significant Clouds";"9.0";"3.0";
"25.03.2020 22:50";"7.0";"767.2";"767.3";"81";"Wind blowing from the north-northeast";"3";"";"Haze";"";"No Significant Clouds";"9.0";"4.0";
"25.03.2020 21:50";"7.0";"767.2";"767.3";"81";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"9.0";"4.0";
"25.03.2020 20:50";"8.0";"767.2";"767.3";"76";"Wind blowing from the north";"3";"";"Haze";"";"No Significant Clouds";"9.0";"4.0";
"25.03.2020 19:50";"9.0";"767.2";"767.3";"76";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"25.03.2020 18:50";"10.0";"767.2";"767.3";"67";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"25.03.2020 17:50";"11.0";"766.5";"766.6";"54";"Wind blowing from the north-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"25.03.2020 16:50";"13.0";"766.5";"766.6";"44";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"25.03.2020 15:50";"13.0";"767.2";"767.3";"44";"Wind blowing from the north-west";"2";"";"";"Rain";"No Significant Clouds";"10.0 and more";"1.0";
"25.03.2020 14:50";"14.0";"767.2";"767.3";"41";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"25.03.2020 13:50";"14.0";"767.2";"767.3";"44";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"25.03.2020 12:50";"13.0";"767.2";"767.3";"59";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"25.03.2020 11:50";"12.0";"767.2";"767.3";"67";"Wind blowing from the south-southwest";"4";"";"";"Rain";"No Significant Clouds";"10.0 and more";"6.0";
"25.03.2020 10:50";"12.0";"767.2";"767.3";"67";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"25.03.2020 09:50";"12.0";"767.2";"767.3";"67";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"25.03.2020 08:50";"11.0";"766.5";"766.6";"77";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"25.03.2020 07:50";"9.0";"766.5";"766.6";"87";"Wind blowing from the south-southeast";"4";"";"Haze";"";"No Significant Clouds";"7.0";"7.0";
"25.03.2020 06:50";"8.0";"766.5";"766.6";"93";"Wind blowing from the south-southeast";"6";"";"Haze";"";"No Significant Clouds";"5.0";"7.0";
"25.03.2020 05:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"5";"";"Haze";"";"No Significant Clouds";"3.5";"7.0";
"25.03.2020 04:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"7";"";"Haze";"";"No Significant Clouds";"4.7";"7.0";
"25.03.2020 03:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"9";"";"Haze";"";"No Significant Clouds";"4.5";"7.0";
"25.03.2020 02:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"4.6";"7.0";
"25.03.2020 01:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"4.8";"7.0";
"25.03.2020 00:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"5.0";"7.0";
"24.03.2020 23:50";"8.0";"765.7";"765.8";"87";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"7.0";"6.0";
"24.03.2020 22:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"7.0";"7.0";
"24.03.2020 21:50";"8.0";"765.7";"765.8";"93";"Wind blowing from the south";"8";"";"Haze";"";"No Significant Clouds";"6.0";"7.0";
"24.03.2020 20:50";"8.0";"764.9";"765.0";"93";"Wind blowing from the south";"9";"";"Haze";"";"No Significant Clouds";"7.0";"7.0";
"24.03.2020 19:50";"9.0";"764.9";"765.0";"87";"Wind blowing from the south";"10";"";"Haze";"";"No Significant Clouds";"7.0";"7.0";
"24.03.2020 18:50";"9.0";"764.9";"765.0";"87";"Wind blowing from the south";"9";"";"Haze";"";"No Significant Clouds";"5.0";"7.0";
"24.03.2020 17:50";"9.0";"764.9";"765.0";"87";"Wind blowing from the south-southwest";"9";"";"Haze";"";"No Significant Clouds";"6.0";"7.0";
"24.03.2020 16:50";"10.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"8";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 7500 m";"8.0";"8.0";
"24.03.2020 16:22";"10.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"8";"";"Haze";"";"Overcast (100%) 600 m";"8.0";"8.0";
"24.03.2020 15:50";"10.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"8";"";"Haze";"";"Broken clouds (60-90%) 690 m, overcast (100%) 7500 m";"8.0";"8.0";
"24.03.2020 15:20";"10.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"8";"";"Haze";"";"Broken clouds (60-90%) 750 m, overcast (100%) 7500 m";"8.0";"8.0";
"24.03.2020 14:50";"10.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"9";"";"Haze";"";"Scattered clouds (40-50%) 840 m, overcast (100%) 7500 m";"8.0";"8.0";
"24.03.2020 14:20";"11.0";"764.9";"765.0";"82";"Wind blowing from the south-southwest";"8";"";"";"";"Few clouds (10-30%) 960 m, overcast (100%) 7500 m";"10.0 and more";"8.0";
"24.03.2020 13:50";"11.0";"764.9";"765.0";"82";"Wind blowing from the south-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"24.03.2020 12:50";"11.0";"764.9";"765.0";"77";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"24.03.2020 11:50";"11.0";"764.9";"765.0";"77";"Wind blowing from the south";"8";"";"";"";"Few clouds (10-30%) 870 m, overcast (100%) 9000 m";"10.0 and more";"7.0";
"24.03.2020 10:50";"11.0";"765.7";"765.8";"77";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"24.03.2020 10:20";"10.0";"765.7";"765.8";"76";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"24.03.2020 09:50";"10.0";"764.9";"765.0";"71";"Wind blowing from the south-southeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"24.03.2020 09:20";"9.0";"764.9";"765.0";"76";"Wind blowing from the south-southeast";"10";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"24.03.2020 08:50";"9.0";"765.7";"765.8";"76";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"24.03.2020 08:21";"9.0";"765.7";"765.8";"71";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"24.03.2020 07:50";"8.0";"765.7";"765.8";"71";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"24.03.2020 06:50";"8.0";"765.7";"765.8";"66";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"24.03.2020 05:50";"7.0";"765.7";"765.8";"71";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"24.03.2020 04:50";"7.0";"765.7";"765.8";"71";"Wind blowing from the south";"10";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"24.03.2020 03:50";"7.0";"765.7";"765.8";"76";"Wind blowing from the south";"9";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"24.03.2020 02:50";"7.0";"765.7";"765.8";"81";"Wind blowing from the south";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"24.03.2020 01:50";"8.0";"765.7";"765.8";"76";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"24.03.2020 00:50";"8.0";"766.5";"766.6";"76";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 23:50";"8.0";"766.5";"766.6";"76";"Wind blowing from the south";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 22:50";"8.0";"766.5";"766.6";"71";"Wind blowing from the south";"5";"";"";"";"Few clouds (10-30%) 6000 m";"10.0 and more";"3.0";
"23.03.2020 21:50";"8.0";"767.2";"767.3";"71";"Wind blowing from the south";"6";"";"";"";"Few clouds (10-30%) 5700 m";"10.0 and more";"3.0";
"23.03.2020 20:50";"8.0";"766.5";"766.6";"76";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 19:50";"8.0";"766.5";"766.6";"76";"Wind blowing from the south-southwest";"5";"";"";"";"Scattered clouds (40-50%) 5400 m";"10.0 and more";"4.0";
"23.03.2020 18:50";"9.0";"766.5";"766.6";"71";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 17:50";"9.0";"766.5";"766.6";"71";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 17:20";"9.0";"766.5";"766.6";"71";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 16:50";"9.0";"766.5";"766.6";"71";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 16:20";"10.0";"766.5";"766.6";"62";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 15:50";"10.0";"766.5";"766.6";"62";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 15:20";"11.0";"767.2";"767.3";"58";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 14:50";"11.0";"767.2";"767.3";"58";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 14:20";"11.0";"767.2";"767.3";"54";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"23.03.2020 13:50";"11.0";"767.2";"767.3";"62";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 13:21";"10.0";"768.0";"768.1";"62";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 12:50";"11.0";"768.0";"768.1";"62";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"23.03.2020 11:50";"10.0";"768.0";"768.1";"62";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"23.03.2020 11:21";"10.0";"768.0";"768.1";"58";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"23.03.2020 10:50";"10.0";"768.0";"768.1";"54";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"23.03.2020 10:20";"10.0";"768.0";"768.1";"58";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"23.03.2020 09:50";"9.0";"768.0";"768.1";"58";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"23.03.2020 08:50";"9.0";"768.0";"768.1";"54";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"23.03.2020 07:50";"5.0";"768.0";"768.1";"70";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"23.03.2020 06:50";"3.0";"768.0";"768.1";"75";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"23.03.2020 05:50";"3.0";"768.0";"768.1";"70";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"23.03.2020 04:50";"5.0";"768.0";"768.1";"61";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"23.03.2020 03:50";"5.0";"768.8";"768.9";"66";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"23.03.2020 02:50";"5.0";"768.8";"768.9";"70";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"23.03.2020 01:50";"6.0";"768.0";"768.1";"66";"Wind blowing from the south-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"23.03.2020 00:50";"7.0";"768.8";"768.9";"66";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 23:50";"7.0";"768.8";"768.9";"61";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"22.03.2020 22:50";"6.0";"768.8";"768.9";"57";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"22.03.2020 21:50";"4.0";"768.8";"768.9";"70";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"22.03.2020 20:50";"5.0";"768.8";"768.9";"70";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"22.03.2020 19:50";"6.0";"769.5";"769.6";"71";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 18:50";"7.0";"769.5";"769.6";"71";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 17:50";"9.0";"769.5";"769.6";"66";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"22.03.2020 16:50";"10.0";"769.5";"769.6";"58";"Wind blowing from the north-east";"5";"";"";"Rain";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 15:50";"10.0";"769.5";"769.6";"58";"Wind blowing from the north-east";"5";"";"Rain";"";"No Significant Clouds";"1.3";"2.0";
"22.03.2020 14:50";"10.0";"769.5";"769.6";"58";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"22.03.2020 13:50";"10.0";"769.5";"769.6";"54";"Wind blowing from the east-northeast";"4";"";"";"Rain";"No Significant Clouds";"10.0 and more";"1.0";
"22.03.2020 12:50";"10.0";"770.3";"770.4";"54";"Wind blowing from the north-northeast";"4";"";"";"Rain";"No Significant Clouds";"10.0 and more";"1.0";
