"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.04.2020 01:00,12.3,761.8,762.0,1.5,81,Wind blowing from the north,8,,,, ,,,,,,,,,,,9.1,,,,,,
13.04.2020 00:00,13.3,761.4,761.5,1.7,73,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,8.6,No precipitation,6,,,,
12.04.2020 23:00,9.9,760.9,761.2,1.9,80,Wind blowing from the north,3,,,, ,,,,,,,,,,,6.6,,,,,,
12.04.2020 22:00,9.1,760.3,760.4,1.6,83,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,6.3,,,,,,
12.04.2020 21:00,11.1,759.7,759.8,1.1,79,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,7.5,,,,,,
12.04.2020 20:00,10.5,759.0,759.1,0.3,80,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.2,,,,,,
12.04.2020 19:00,12.2,758.7,758.8,-0.3,72,Wind blowing from the north,1,,,, ,,,,,,,,,,,7.2,,,,,,
12.04.2020 18:00,15.7,758.6,758.8,-0.8,65,Wind blowing from the south,1,,,, ,,,,17.3,,,,,,,9.1,No precipitation,12,,,,
12.04.2020 17:00,15.7,758.7,758.8,-1.2,62,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,8.3,,,,,,
12.04.2020 16:00,16.1,759.0,759.2,-1.1,56,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,7.2,,,,,,
12.04.2020 15:00,16.2,759.4,759.5,-1.2,61,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,8.7,,,,,,
12.04.2020 14:00,16.5,759.9,760.0,-1.1,61,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,8.8,,,,,,
12.04.2020 13:00,15.7,760.1,760.3,-1.1,65,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,9.2,,,,,,
12.04.2020 12:00,13.6,760.6,760.7,-0.8,75,Wind blowing from the south,2,,,, ,,,,,,,,,,,9.2,No precipitation,6,,,,
12.04.2020 11:00,13.0,761.0,761.2,-0.8,81,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,9.7,,,,,,
12.04.2020 10:00,13.3,761.2,761.5,-1.0,80,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,9.8,,,,,,
12.04.2020 09:00,13.4,761.4,761.6,-1.1,80,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,10.0,,,,,,
12.04.2020 08:00,12.3,761.8,762.0,-1.1,79,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,8.8,,,,,,
12.04.2020 07:00,10.2,762.2,762.4,-1.0,98,"Calm, no wind",0,,,, ,,,,,,,,,,,9.9,,,,,,
12.04.2020 06:00,5.9,762.5,762.7,-1.0,98,Wind blowing from the south,1,,,, ,,,4.4,,,,,,,,5.6,No precipitation,12,,,,
12.04.2020 05:00,5.2,762.9,763.0,-1.1,96,"Calm, no wind",0,,,, ,,,,,,,,,,,4.6,,,,,,
12.04.2020 04:00,5.2,763.2,763.4,-1.6,96,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,4.6,,,,,,
12.04.2020 03:00,4.9,763.5,763.7,-1.6,94,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,4.0,,,,,,
12.04.2020 02:00,6.2,764.0,764.2,-1.3,95,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,5.5,,,,,,
12.04.2020 01:00,6.3,764.8,764.9,-0.8,93,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,5.3,,,,,,
12.04.2020 00:00,7.0,765.1,765.3,-0.7,94,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,6.1,No precipitation,6,,,,
11.04.2020 23:00,6.9,765.3,765.4,-0.5,89,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,5.2,,,,,,
11.04.2020 22:00,7.7,765.6,765.8,-0.1,88,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,5.8,,,,,,
11.04.2020 21:00,9.0,765.8,766.0,0.0,85,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,6.6,,,,,,
11.04.2020 20:00,10.2,765.8,766.0,-0.1,76,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,6.2,,,,,,
11.04.2020 19:00,12.7,765.7,765.8,-0.3,66,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,6.5,,,,,,
11.04.2020 18:00,14.0,765.8,766.0,-0.5,63,Wind blowing from the south-southeast,1,,,, ,,,,16.8,,,,,,,6.9,No precipitation,12,,,,
11.04.2020 17:00,15.0,765.9,766.0,-0.7,60,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,7.3,,,,,,
11.04.2020 16:00,15.4,766.0,766.3,-0.9,60,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,7.5,,,,,,
11.04.2020 15:00,15.1,766.3,766.5,-0.6,60,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,7.3,,,,,,
11.04.2020 14:00,15.7,766.6,766.8,-0.6,59,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,7.6,,,,,,
11.04.2020 13:00,15.5,766.9,767.1,-0.5,59,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,7.4,,,,,,
11.04.2020 12:00,15.7,766.9,767.2,-0.3,66,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,9.3,No precipitation,6,,,,
11.04.2020 11:00,16.2,767.2,767.4,0.0,59,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,8.0,,,,,,
11.04.2020 10:00,15.8,767.4,767.5,0.2,63,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,8.8,,,,,,
11.04.2020 09:00,16.6,767.2,767.4,0.3,58,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.3,,,,,,
11.04.2020 08:00,13.6,767.2,767.4,0.6,76,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.4,,,,,,
11.04.2020 07:00,12.3,767.2,767.4,0.5,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,8.3,,,,,,
11.04.2020 06:00,13.9,766.9,767.2,0.2,65,Wind blowing from the east,2,,,, ,,,13.5,,,,,,,,7.4,No precipitation,12,,,,
11.04.2020 05:00,14.8,766.6,766.8,-0.2,59,Wind blowing from the east,5,,,, ,,,,,,,,,,,6.7,,,,,,
11.04.2020 04:00,14.9,766.7,766.9,-0.3,59,Wind blowing from the east,5,,,, ,,,,,,,,,,,6.8,,,,,,
11.04.2020 03:00,14.8,766.7,766.9,-0.5,61,Wind blowing from the east,5,,,, ,,,,,,,,,,,7.3,,,,,,
11.04.2020 02:00,13.6,766.8,766.9,-0.4,67,Wind blowing from the east,3,,,, ,,,,,,,,,,,7.5,,,,,,
11.04.2020 01:00,14.0,767.0,767.2,-0.1,67,Wind blowing from the east,3,,,, ,,,,,,,,,,,8.0,,,,,,
11.04.2020 00:00,14.4,767.2,767.4,0.1,64,Wind blowing from the east,4,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
10.04.2020 23:00,14.2,767.2,767.3,0.3,63,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,7.3,,,,,,
10.04.2020 22:00,15.4,767.1,767.2,0.4,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,7.6,,,,,,
10.04.2020 21:00,16.2,767.1,767.2,0.4,57,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,7.7,,,,,,
10.04.2020 20:00,16.7,766.9,767.1,0.2,57,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,8.1,,,,,,
10.04.2020 19:00,17.4,766.7,766.9,0.0,55,Wind blowing from the east,5,,,, ,,,,,,,,,,,8.3,,,,,,
10.04.2020 18:00,18.3,766.7,766.9,-0.2,54,Wind blowing from the east,2,,,, ,,,,20.0,,,,,,,8.9,No precipitation,12,,,,
10.04.2020 17:00,18.8,766.7,766.9,-0.5,53,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,8.9,,,,,,
10.04.2020 16:00,19.7,766.7,766.9,-0.9,50,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,8.9,,,,,,
10.04.2020 15:00,19.3,766.9,767.0,-1.2,52,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,9.1,,,,,,
10.04.2020 14:00,19.4,767.2,767.5,-1.2,53,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,9.5,,,,,,
10.04.2020 13:00,19.1,767.6,767.8,-0.8,52,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,9.0,,,,,,
10.04.2020 12:00,19.2,768.1,768.3,-0.4,51,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,8.8,No precipitation,6,,,,
10.04.2020 11:00,18.3,768.4,768.5,-0.1,58,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,9.8,,,,,,
10.04.2020 10:00,19.8,768.4,768.6,-0.1,52,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,9.7,,,,,,
10.04.2020 09:00,18.1,768.5,768.7,0.3,54,Wind blowing from the east,3,,,, ,,,,,,,,,,,8.5,,,,,,
10.04.2020 08:00,14.8,768.5,768.7,0.4,70,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.4,,,,,,
10.04.2020 07:00,11.6,768.5,768.7,0.4,78,Wind blowing from the north,4,,,, ,,,,,,,,,,,7.9,,,,,,
10.04.2020 06:00,9.8,768.2,768.4,0.1,80,Wind blowing from the north,3,,,, ,,,9.1,,,,,,,,6.4,No precipitation,12,,,,
10.04.2020 05:00,9.8,768.1,768.3,-0.1,78,Wind blowing from the north,2,,,, ,,,,,,,,,,,6.1,,,,,,
10.04.2020 04:00,10.8,768.1,768.2,-0.3,74,"Calm, no wind",0,,,, ,,,,,,,,,,,6.3,,,,,,
10.04.2020 03:00,12.6,768.1,768.3,-0.5,68,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,6.7,,,,,,
10.04.2020 02:00,13.1,768.2,768.4,-0.3,66,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,6.8,,,,,,
10.04.2020 01:00,14.0,768.4,768.5,-0.2,62,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,6.8,,,,,,
10.04.2020 00:00,14.2,768.6,768.7,,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
09.04.2020 23:00,14.2,768.5,768.7,0.4,61,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,6.8,,,,,,
09.04.2020 22:00,14.4,768.6,768.7,1.0,59,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,6.4,,,,,,
09.04.2020 21:00,15.3,768.4,768.6,1.1,57,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,6.7,,,,,,
09.04.2020 20:00,16.1,768.1,768.3,0.9,55,Wind blowing from the east,4,,,, ,,,,,,,,,,,6.9,,,,,,
09.04.2020 19:00,16.6,767.6,767.8,0.3,57,Wind blowing from the east,4,,,, ,,,,,,,,,,,8.1,,,,,,
09.04.2020 18:00,17.5,767.3,767.5,-0.3,61,Wind blowing from the east,4,,,, ,,,,20.5,,,,,,,9.9,No precipitation,12,,,,
09.04.2020 17:00,18.8,767.2,767.4,-0.7,55,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,9.6,,,,,,
09.04.2020 16:00,18.6,767.3,767.5,-0.8,59,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,10.5,,,,,,
09.04.2020 15:00,18.2,767.6,767.8,-0.7,61,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,10.6,,,,,,
09.04.2020 14:00,19.0,767.9,768.1,-0.4,58,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,10.4,,,,,,
09.04.2020 13:00,19.5,768.1,768.3,-0.3,54,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,9.8,,,,,,
09.04.2020 12:00,19.3,768.3,768.4,0.0,58,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,10.7,No precipitation,6,,,,
09.04.2020 11:00,18.9,768.3,768.5,0.3,60,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,10.9,,,,,,
09.04.2020 10:00,19.2,768.4,768.6,0.6,58,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,10.7,,,,,,
09.04.2020 09:00,16.9,768.3,768.4,0.7,71,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.5,,,,,,
09.04.2020 08:00,13.9,768.0,768.1,0.6,81,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.7,,,,,,
09.04.2020 07:00,10.3,767.8,768.1,0.4,90,Wind blowing from the north,3,,,, ,,,,,,,,,,,8.7,,,,,,
09.04.2020 06:00,8.2,767.6,767.8,0.3,95,Wind blowing from the north,5,,,, ,,,7.5,,,,,,,,7.5,No precipitation,12,,,,
09.04.2020 05:00,7.6,767.4,767.5,-0.1,96,Wind blowing from the north,5,,,, ,,,,,,,,,,,7.0,,,,,,
09.04.2020 04:00,8.1,767.4,767.5,-0.1,95,Wind blowing from the north,5,,,, ,,,,,,,,,,,7.4,,,,,,
09.04.2020 03:00,9.0,767.3,767.5,-0.3,94,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.0,,,,,,
09.04.2020 02:00,9.2,767.5,767.7,-0.3,94,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.2,,,,,,
09.04.2020 01:00,8.6,767.5,767.6,-0.2,94,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.6,,,,,,
09.04.2020 00:00,14.2,768.6,768.7,1.1,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
08.04.2020 23:00,8.9,767.8,768.0,0.4,94,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.9,,,,,,
08.04.2020 22:00,9.1,767.7,767.8,0.7,92,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,7.8,,,,,,
08.04.2020 21:00,9.0,767.5,767.8,0.6,89,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,7.2,,,,,,
08.04.2020 20:00,11.3,767.4,767.5,0.5,86,"Calm, no wind",0,,,, ,,,,,,,,,,,9.1,,,,,,
08.04.2020 19:00,13.2,767.0,767.2,-0.1,72,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,8.2,,,,,,
08.04.2020 18:00,15.2,766.9,767.2,-0.4,69,Wind blowing from the south-southwest,2,,,, ,,,,18.9,,,,,,,9.6,No precipitation,12,,,,
08.04.2020 17:00,17.1,766.9,767.1,-0.6,63,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,10.0,,,,,,
08.04.2020 16:00,15.8,767.1,767.2,-0.6,66,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,9.5,,,,,,
08.04.2020 15:00,15.9,767.3,767.5,-0.6,65,Wind blowing from the south,3,,,, ,,,,,,,,,,,9.3,,,,,,
08.04.2020 14:00,16.6,767.5,767.7,-0.6,69,Wind blowing from the south,3,,,, ,,,,,,,,,,,10.8,,,,,,
08.04.2020 13:00,16.7,767.7,767.8,-0.4,64,Wind blowing from the south,2,,,, ,,,,,,,,,,,9.9,,,,,,
08.04.2020 12:00,16.0,767.9,768.1,-0.1,67,Wind blowing from the south,2,,,, ,,,,,,,,,,,9.9,No precipitation,6,,,,
08.04.2020 11:00,16.7,768.1,768.3,-0.1,62,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,9.3,,,,,,
08.04.2020 10:00,17.7,768.1,768.4,-0.1,69,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.9,,,,,,
08.04.2020 09:00,15.8,768.0,768.1,0.1,71,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.5,,,,,,
08.04.2020 08:00,12.5,768.2,768.4,0.3,74,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.0,,,,,,
08.04.2020 07:00,11.3,768.2,768.4,0.1,75,Wind blowing from the north,5,,,, ,,,,,,,,,,,6.9,,,,,,
08.04.2020 06:00,9.3,767.9,768.1,-0.5,78,Wind blowing from the north,5,,,, ,,,8.9,,,,,,,,5.6,No precipitation,12,,,,
08.04.2020 05:00,9.7,767.9,768.1,-0.8,76,Wind blowing from the north,5,,,, ,,,,,,,,,,,5.6,,,,,,
08.04.2020 04:00,9.4,768.1,768.2,-0.9,76,Wind blowing from the north,6,,,, ,,,,,,,,,,,5.3,,,,,,
08.04.2020 03:00,9.5,768.4,768.5,-1.0,74,Wind blowing from the north,5,,,, ,,,,,,,,,,,5.1,,,,,,
08.04.2020 02:00,9.8,768.7,768.8,-0.9,71,Wind blowing from the north,5,,,, ,,,,,,,,,,,4.8,,,,,,
08.04.2020 01:00,10.1,769.0,769.3,-0.8,68,Wind blowing from the north,4,,,, ,,,,,,,,,,,4.5,,,,,,
08.04.2020 00:00,9.2,767.6,767.8,-2.4,92,Wind blowing from the north,3,,,, ,,,,,,,,,,,8.0,No precipitation,6,,,,
07.04.2020 23:00,9.8,769.6,769.7,-0.6,68,Wind blowing from the north,4,,,, ,,,,,,,,,,,4.2,,,,,,
07.04.2020 22:00,9.9,769.8,769.9,-0.3,67,Wind blowing from the north,4,,,, ,,,,,,,,,,,4.0,,,,,,
07.04.2020 21:00,9.8,770.0,770.2,0.0,66,Wind blowing from the north,3,,,, ,,,,,,,,,,,3.6,,,,,,
07.04.2020 20:00,9.2,770.2,770.3,0.0,68,Wind blowing from the north,2,,,, ,,,,,,,,,,,3.5,,,,,,
07.04.2020 19:00,10.1,770.1,770.2,-0.4,67,Wind blowing from the north,3,,,, ,,,,,,,,,,,4.2,,,,,,
07.04.2020 18:00,13.5,770.0,770.2,-0.8,47,Wind blowing from the west-northwest,1,,,, ,,,,14.8,,,,,,,2.3,No precipitation,12,,,,
07.04.2020 17:00,13.7,770.2,770.4,-1.1,51,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,3.6,,,,,,
07.04.2020 16:00,13.5,770.5,770.6,-1.0,58,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,5.3,,,,,,
07.04.2020 15:00,13.0,770.8,771.0,-1.0,69,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,7.3,,,,,,
07.04.2020 14:00,13.3,771.3,771.4,-0.9,73,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,8.5,,,,,,
07.04.2020 13:00,14.0,771.5,771.7,-1.0,69,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,8.3,,,,,,
07.04.2020 12:00,13.6,771.8,772.0,-0.6,68,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,7.8,No precipitation,6,,,,
07.04.2020 11:00,12.9,772.2,772.4,-0.2,69,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,7.2,,,,,,
07.04.2020 10:00,13.4,772.5,772.6,0.3,69,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,7.8,,,,,,
07.04.2020 09:00,12.6,772.4,772.6,0.4,73,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,7.9,,,,,,
07.04.2020 08:00,9.0,772.4,772.6,0.6,93,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.9,,,,,,
07.04.2020 07:00,5.6,772.2,772.4,0.6,99,Wind blowing from the north,4,,,, ,,,,,,,,,,,5.5,,,,,,
07.04.2020 06:00,3.4,772.0,772.2,0.7,99,Wind blowing from the north,3,,,, ,,,3.0,,,,,,,,3.2,No precipitation,12,,,,
07.04.2020 05:00,3.7,771.8,772.0,0.8,98,Wind blowing from the north,4,,,, ,,,,,,,,,,,3.4,,,,,,
07.04.2020 04:00,5.3,771.6,771.7,0.8,97,Wind blowing from the north,4,,,, ,,,,,,,,,,,4.9,,,,,,
07.04.2020 03:00,5.3,771.3,771.5,0.7,98,Wind blowing from the north,4,,,, ,,,,,,,,,,,5.0,,,,,,
07.04.2020 02:00,3.8,771.0,771.1,0.8,99,Wind blowing from the north,2,,,, ,,,,,,,,,,,3.6,,,,,,
07.04.2020 01:00,4.4,770.8,771.0,0.9,98,Wind blowing from the north,2,,,, ,,,,,,,,,,,4.1,,,,,,
07.04.2020 00:00,4.3,770.6,770.8,,97,"Calm, no wind",0,,,, ,,,,,,,,,,,3.8,No precipitation,6,,,,
06.04.2020 23:00,6.1,770.2,770.4,1.3,96,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,5.5,,,,,,
06.04.2020 22:00,7.8,769.9,770.1,1.8,96,Wind blowing from the west,1,,,, ,,,,,,,,,,,7.2,,,,,,
06.04.2020 21:00,8.6,769.4,769.6,2.0,95,Wind blowing from the east,2,,,, ,,,,,,,,,,,7.8,,,,,,
06.04.2020 20:00,8.9,768.9,769.1,2.3,90,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,7.3,,,,,,
06.04.2020 19:00,10.4,768.1,768.3,2.1,86,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,8.1,,,,,,
06.04.2020 18:00,11.5,767.4,767.6,1.7,82,Wind blowing from the west-southwest,6,,,, ,,,,14.8,,,,,,,8.5,No precipitation,12,,,,
06.04.2020 17:00,12.9,766.6,766.9,1.5,72,Wind blowing from the west-southwest,8,,,, ,,,,,,,,,,,8.0,,,,,,
06.04.2020 16:00,13.2,766.0,766.2,1.4,76,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,9.1,,,,,,
06.04.2020 15:00,13.1,765.7,765.8,1.9,78,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,9.3,,,,,,
06.04.2020 14:00,12.8,765.1,765.3,2.1,79,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,9.2,,,,,,
06.04.2020 13:00,13.7,764.6,764.8,2.2,74,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,9.2,,,,,,
06.04.2020 12:00,13.8,763.8,763.9,2.3,82,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,10.7,No precipitation,6,,,,
06.04.2020 11:00,14.3,763.0,763.1,2.2,77,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,10.3,,,,,,
06.04.2020 10:00,13.2,762.4,762.6,2.3,83,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,10.3,,,,,,
06.04.2020 09:00,12.3,761.5,761.7,2.0,89,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,10.5,,,,,,
06.04.2020 08:00,11.4,760.8,760.9,2.0,90,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,9.8,,,,,,
06.04.2020 07:00,10.9,760.1,760.3,1.6,88,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,8.9,,,,,,
06.04.2020 06:00,10.7,759.5,759.7,1.3,89,Wind blowing from the south,2,,,, ,,,10.1,,,,,,,,8.9,No precipitation,12,,,,
06.04.2020 05:00,10.9,758.8,759.0,0.6,86,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,8.6,,,,,,
06.04.2020 04:00,10.1,758.5,758.6,0.4,87,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.0,,,,,,
06.04.2020 03:00,11.0,758.2,758.4,0.1,82,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,8.1,,,,,,
06.04.2020 02:00,11.1,758.2,758.3,0.1,81,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,7.9,,,,,,
06.04.2020 01:00,11.5,758.1,758.3,0.0,78,Wind blowing from the south,5,,,, ,,,,,,,,,,,7.7,,,,,,
06.04.2020 00:00,11.3,758.1,758.2,-0.1,77,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,7.3,No precipitation,6,,,,
05.04.2020 23:00,12.0,758.1,758.3,-0.1,71,Wind blowing from the south,6,,,, ,,,,,,,,,,,6.8,,,,,,
05.04.2020 22:00,11.9,758.1,758.2,0.0,72,Wind blowing from the south-southeast,6,,,, ,,,,,,,,,,,7.0,,,,,,
05.04.2020 21:00,11.9,758.2,758.4,0.1,73,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,7.2,,,,,,
05.04.2020 20:00,11.0,758.2,758.4,-0.1,79,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,7.4,,,,,,
05.04.2020 19:00,11.7,758.1,758.3,-0.4,74,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,7.2,,,,,,
05.04.2020 18:00,13.1,758.1,758.3,-0.9,66,Wind blowing from the east-southeast,7,,,, ,,,,14.9,,,,,,,6.9,No precipitation,12,,,,
05.04.2020 17:00,14.2,758.3,758.5,-1.2,63,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,7.2,,,,,,
05.04.2020 16:00,14.9,758.5,758.8,-1.5,62,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,7.6,,,,,,
05.04.2020 15:00,14.7,759.0,759.2,-1.4,63,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,7.6,,,,,,
05.04.2020 14:00,14.2,759.5,759.7,-1.5,63,Wind blowing from the east,8,,,, ,,,,,,,,,,,7.2,,,,,,
05.04.2020 13:00,13.3,760.0,760.2,-1.4,69,Wind blowing from the east,8,,,, ,,,,,,,,,,,7.6,,,,,,
05.04.2020 12:00,12.7,760.4,760.6,-1.1,70,Wind blowing from the east,7,,,, ,,,,,,,,,,,7.4,No precipitation,6,,,,
05.04.2020 11:00,12.5,761.0,761.2,-0.6,72,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,7.6,,,,,,
05.04.2020 10:00,11.9,761.4,761.5,-0.2,75,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,7.6,,,,,,
05.04.2020 09:00,11.4,761.5,761.7,-0.2,76,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,7.2,,,,,,
05.04.2020 08:00,10.6,761.6,761.8,0.0,78,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,6.9,,,,,,
05.04.2020 07:00,9.8,761.6,761.8,-0.4,81,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,6.6,,,,,,
05.04.2020 06:00,8.7,761.7,761.8,-0.7,84,Wind blowing from the east-southeast,6,,,, ,,,8.3,,,,,,,,6.2,No precipitation,12,,,,
05.04.2020 05:00,8.7,761.6,761.8,-1.1,83,Wind blowing from the east,6,,,, ,,,,,,,,,,,5.9,,,,,,
05.04.2020 04:00,9.0,762.0,762.1,-1.2,81,Wind blowing from the east,6,,,, ,,,,,,,,,,,5.8,,,,,,
05.04.2020 03:00,8.9,762.4,762.6,-1.2,83,Wind blowing from the east,5,,,, ,,,,,,,,,,,6.2,,,,,,
05.04.2020 02:00,9.3,762.7,762.9,-1.0,82,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,6.3,,,,,,
05.04.2020 01:00,9.1,763.2,763.3,-0.6,85,Wind blowing from the east,5,,,, ,,,,,,,,,,,6.6,,,,,,
05.04.2020 00:00,9.6,763.6,763.9,,81,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
