# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.04.2020 07:00";"9.1";"763.9";"767.8";"2.7";"69";"Wind blowing from the east-northeast";"10";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"13.04.2020 06:00";"8.8";"762.7";"766.7";"2.1";"74";"Wind blowing from the east-northeast";"13";"";"17";"";" ";"";"";"8.8";"";"";"";"";"";"";"";"4.3";"No precipitation";"12";"";"";"";"";
"13.04.2020 05:00";"9.3";"762.1";"766.0";"2.1";"71";"Wind blowing from the north-east";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"13.04.2020 04:00";"9.6";"761.2";"765.2";"2.2";"66";"Wind blowing from the north-east";"11";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"13.04.2020 03:00";"10.0";"760.6";"764.6";"2.4";"65";"Wind blowing from the east-northeast";"9";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"13.04.2020 02:00";"10.7";"760.0";"763.9";"2.7";"67";"Wind blowing from the east-northeast";"12";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"13.04.2020 01:00";"11.5";"759.0";"762.9";"2.2";"70";"Wind blowing from the east-northeast";"13";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"13.04.2020 00:00";"12.6";"758.2";"762.1";"";"67";"Wind blowing from the north-east";"11";"";"30";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"12.04.2020 23:00";"14.5";"757.3";"761.1";"2.0";"70";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"12.04.2020 22:00";"14.5";"756.8";"760.7";"2.0";"68";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.04.2020 21:00";"16.2";"756.1";"760.0";"1.7";"61";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"12.04.2020 20:00";"16.5";"755.3";"759.1";"1.1";"62";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"12.04.2020 19:00";"14.4";"754.8";"758.6";"0.4";"73";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.04.2020 18:00";"16.0";"754.4";"758.2";"-0.5";"63";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"18.3";"";"";"";"";"";"";"8.9";"No precipitation";"12";"";"";"";"";
"12.04.2020 17:00";"18.2";"754.2";"758.0";"-1.3";"55";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"12.04.2020 16:00";"17.6";"754.4";"758.2";"-1.5";"58";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"12.04.2020 15:00";"15.5";"754.9";"758.7";"-1.4";"69";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"12.04.2020 14:00";"12.9";"755.5";"759.4";"-1.3";"84";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"12.04.2020 13:00";"12.3";"755.9";"759.8";"-1.3";"84";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"12.04.2020 12:00";"11.9";"756.3";"760.2";"-1.2";"84";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"12.04.2020 11:00";"11.8";"756.8";"760.7";"-1.1";"87";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.04.2020 10:00";"11.4";"757.2";"761.1";"-1.0";"86";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"12.04.2020 09:00";"11.8";"757.5";"761.4";"-1.0";"87";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"12.04.2020 08:00";"11.4";"757.9";"761.8";"-1.1";"94";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"12.04.2020 07:00";"9.7";"758.2";"762.2";"-1.5";"96";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"12.04.2020 06:00";"9.2";"758.5";"762.4";"-1.6";"95";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"9.2";"";"";"";"";"";"";"";"8.5";"No precipitation";"12";"";"";"";"";
"12.04.2020 05:00";"9.4";"759.0";"762.9";"-1.8";"95";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.04.2020 04:00";"9.8";"759.7";"763.6";"-1.8";"93";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.04.2020 03:00";"10.3";"760.1";"764.1";"-1.7";"92";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"12.04.2020 02:00";"11.4";"760.8";"764.7";"-1.1";"88";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.04.2020 01:00";"11.5";"761.5";"765.4";"-0.6";"86";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"12.04.2020 00:00";"12.6";"758.2";"762.1";"";"67";"Wind blowing from the north-east";"11";"";"30";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"11.04.2020 23:00";"12.9";"761.9";"765.8";"-0.5";"79";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"11.04.2020 22:00";"13.7";"762.1";"766.0";"-0.3";"75";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"11.04.2020 21:00";"13.2";"762.3";"766.2";"0.0";"73";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"11.04.2020 20:00";"16.4";"762.4";"766.3";"0.1";"64";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"11.04.2020 19:00";"15.5";"762.4";"766.3";"0.0";"65";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"11.04.2020 18:00";"14.3";"762.3";"766.2";"-0.4";"73";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"18.1";"";"";"";"";"";"";"9.4";"No precipitation";"12";"";"";"";"";
"11.04.2020 17:00";"13.6";"762.3";"766.2";"-0.7";"75";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.04.2020 16:00";"15.8";"762.4";"766.3";"-1.1";"59";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"11.04.2020 15:00";"15.9";"762.7";"766.6";"-1.1";"58";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"11.04.2020 14:00";"16.1";"763.0";"766.9";"-0.9";"59";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"11.04.2020 13:00";"15.3";"763.5";"767.4";"-0.4";"63";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"11.04.2020 12:00";"16.2";"763.8";"767.7";"0.0";"61";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"11.04.2020 11:00";"16.4";"763.9";"767.8";"0.2";"59";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"11.04.2020 10:00";"16.6";"763.9";"767.8";"0.5";"54";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"11.04.2020 09:00";"16.9";"763.8";"767.7";"0.8";"55";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"11.04.2020 08:00";"14.6";"763.7";"767.6";"0.7";"65";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"11.04.2020 07:00";"15.3";"763.4";"767.3";"0.4";"58";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.04.2020 06:00";"14.9";"763.0";"766.9";"-0.1";"59";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"7.0";"No precipitation";"12";"";"";"";"";
"11.04.2020 05:00";"14.4";"763.0";"766.9";"0.0";"62";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"11.04.2020 04:00";"14.4";"763.0";"766.9";"-0.3";"61";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.04.2020 03:00";"15.1";"763.1";"767.0";"-0.2";"59";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.04.2020 02:00";"14.8";"763.0";"766.9";"-0.3";"61";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.04.2020 01:00";"14.0";"763.3";"767.2";"0.0";"65";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"11.04.2020 00:00";"15.6";"763.3";"767.2";"";"57";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"10.04.2020 23:00";"16.0";"763.3";"767.2";"0.3";"58";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"10.04.2020 22:00";"15.9";"763.3";"767.2";"0.9";"60";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"10.04.2020 21:00";"15.0";"763.3";"767.2";"0.9";"65";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"10.04.2020 20:00";"16.4";"763.0";"766.9";"0.7";"57";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"10.04.2020 19:00";"14.8";"762.4";"766.3";"0.0";"64";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"10.04.2020 18:00";"15.7";"762.4";"766.3";"0.0";"61";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"19.2";"";"";"";"";"";"";"8.1";"No precipitation";"12";"";"";"";"";
"10.04.2020 17:00";"16.8";"762.3";"766.1";"-0.4";"58";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"10.04.2020 16:00";"18.4";"762.4";"766.2";"-0.6";"56";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"10.04.2020 15:00";"18.2";"762.4";"766.3";"-1.2";"58";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"10.04.2020 14:00";"17.8";"762.7";"766.6";"-1.1";"59";"Wind blowing from the east-southeast";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"10.04.2020 13:00";"16.7";"763.0";"766.9";"-1.0";"61";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"10.04.2020 12:00";"17.4";"763.6";"767.5";"-0.3";"57";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"10.04.2020 11:00";"16.0";"763.8";"767.7";"-0.2";"62";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"10.04.2020 10:00";"15.7";"764.0";"767.8";"0.1";"60";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"10.04.2020 09:00";"15.2";"763.9";"767.8";"0.0";"62";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"10.04.2020 08:00";"13.9";"764.0";"767.9";"0.1";"65";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"10.04.2020 07:00";"13.2";"763.9";"767.9";"0.0";"69";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"10.04.2020 06:00";"13.4";"763.9";"767.8";"-0.2";"66";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"13.1";"";"";"";"";"";"";"";"7.1";"No precipitation";"12";"";"";"";"";
"10.04.2020 05:00";"13.4";"763.9";"767.8";"-0.4";"67";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.04.2020 04:00";"14.1";"763.9";"767.8";"-0.4";"64";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"10.04.2020 03:00";"14.1";"764.1";"768.0";"-0.1";"64";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"10.04.2020 02:00";"14.6";"764.3";"768.2";"0.2";"59";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"10.04.2020 01:00";"15.4";"764.3";"768.2";"0.2";"57";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"10.04.2020 00:00";"15.1";"764.2";"768.1";"";"57";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"09.04.2020 23:00";"15.9";"764.1";"768.0";"0.2";"53";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"09.04.2020 22:00";"16.3";"764.1";"768.0";"0.5";"56";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"09.04.2020 21:00";"16.9";"764.1";"768.0";"0.7";"58";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.04.2020 20:00";"15.4";"763.9";"767.8";"0.5";"64";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"09.04.2020 19:00";"17.0";"763.6";"767.5";"0.0";"56";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"09.04.2020 18:00";"18.5";"763.4";"767.2";"-0.5";"52";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"8.4";"No precipitation";"12";"";"";"";"";
"09.04.2020 17:00";"19.3";"763.4";"767.2";"-0.8";"48";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"09.04.2020 16:00";"18.6";"763.6";"767.4";"-0.7";"50";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"09.04.2020 15:00";"18.1";"763.9";"767.8";"-0.7";"51";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"09.04.2020 14:00";"16.0";"764.2";"768.1";"-0.6";"60";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"09.04.2020 13:00";"15.5";"764.3";"768.2";"-0.5";"58";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"09.04.2020 12:00";"14.7";"764.6";"768.5";"-0.2";"68";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"09.04.2020 11:00";"13.7";"764.8";"768.7";"0.2";"72";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.04.2020 10:00";"11.9";"764.8";"768.7";"0.4";"78";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"09.04.2020 09:00";"12.5";"764.8";"768.8";"0.6";"77";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"09.04.2020 08:00";"11.9";"764.6";"768.6";"0.7";"80";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.04.2020 07:00";"12.1";"764.4";"768.3";"0.6";"78";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"09.04.2020 06:00";"11.2";"764.2";"768.1";"0.3";"81";"Wind blowing from the east";"2";"";"";"";" ";"";"";"10.8";"";"";"";"";"";"";"";"8.0";"No precipitation";"12";"";"";"";"";
"09.04.2020 05:00";"11.1";"763.9";"767.9";"0.0";"78";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"09.04.2020 04:00";"13.2";"763.8";"767.8";"-0.4";"69";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"09.04.2020 03:00";"13.1";"763.9";"767.8";"-0.3";"69";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"09.04.2020 02:00";"12.6";"763.9";"767.9";"-0.4";"73";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"09.04.2020 01:00";"13.0";"764.2";"768.1";"-0.2";"71";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"09.04.2020 00:00";"15.1";"764.2";"768.1";"-0.2";"57";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"08.04.2020 23:00";"15.5";"764.3";"768.2";"-0.2";"59";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"08.04.2020 22:00";"15.7";"764.4";"768.3";"0.2";"58";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"08.04.2020 21:00";"15.7";"764.4";"768.3";"0.5";"58";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"08.04.2020 20:00";"16.3";"764.5";"768.3";"0.6";"56";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"08.04.2020 19:00";"16.7";"764.2";"768.0";"0.1";"56";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"08.04.2020 18:00";"18.3";"763.9";"767.8";"-0.4";"49";"Calm, no wind";"0";"";"";"";" ";"";"";"";"18.3";"";"";"";"";"";"";"7.2";"No precipitation";"12";"";"";"";"";
"08.04.2020 17:00";"16.6";"763.9";"767.8";"-0.7";"48";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"08.04.2020 16:00";"16.7";"764.1";"767.9";"-0.8";"42";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"08.04.2020 15:00";"17.0";"764.3";"768.2";"-1.0";"46";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"08.04.2020 14:00";"16.0";"764.6";"768.4";"-1.0";"48";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"08.04.2020 13:00";"15.2";"764.9";"768.8";"-0.8";"57";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"08.04.2020 12:00";"14.5";"765.3";"769.3";"-0.3";"52";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"No precipitation";"6";"";"";"";"";
"08.04.2020 11:00";"13.2";"765.6";"769.6";"0.2";"66";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"08.04.2020 10:00";"14.4";"765.7";"769.6";"0.3";"55";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"08.04.2020 09:00";"13.4";"765.6";"769.6";"0.2";"58";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"08.04.2020 08:00";"12.1";"765.4";"769.4";"0.0";"61";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"08.04.2020 07:00";"11.6";"765.4";"769.3";"-0.1";"72";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"08.04.2020 06:00";"10.9";"765.4";"769.3";"-0.3";"67";"Wind blowing from the north";"2";"";"";"";" ";"";"";"10.8";"";"";"";"";"";"";"";"4.9";"No precipitation";"12";"";"";"";"";
"08.04.2020 05:00";"11.6";"765.4";"769.3";"-0.5";"61";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"08.04.2020 04:00";"11.8";"765.5";"769.5";"-0.8";"58";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"08.04.2020 03:00";"11.8";"765.7";"769.6";"-0.8";"62";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"08.04.2020 02:00";"12.9";"765.9";"769.8";"-0.7";"53";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"08.04.2020 01:00";"12.7";"766.3";"770.2";"-0.3";"57";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"08.04.2020 00:00";"14.5";"764.2";"768.1";"-2.4";"62";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"07.04.2020 23:00";"12.8";"766.6";"770.6";"0.0";"54";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"07.04.2020 22:00";"12.6";"766.6";"770.5";"0.2";"57";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"07.04.2020 21:00";"11.5";"766.6";"770.6";"0.3";"69";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"07.04.2020 20:00";"10.9";"766.6";"770.6";"0.0";"76";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"07.04.2020 19:00";"11.8";"766.4";"770.4";"-0.4";"69";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"07.04.2020 18:00";"13.0";"766.3";"770.3";"-0.8";"58";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"14.4";"";"";"";"";"";"";"4.9";"No precipitation";"12";"";"";"";"";
"07.04.2020 17:00";"13.2";"766.6";"770.5";"-0.9";"57";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"07.04.2020 16:00";"13.9";"766.8";"770.7";"-1.0";"55";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
