# Weather station Hereford, UK, WMO_ID=3522,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3522&lang=en
#
"Local time in Hereford";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.02.2020 06:00";"2.4";"758.3";"765.5";"0.8";"89";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"2.1";"";"";"";"1000-1500";"";"";"15.0";"0.8";"0.4";"12";"";"";"";"";
"19.02.2020 05:00";"3.2";"758.2";"765.3";"0.9";"84";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.7";"";"";"";"";"";"";
"19.02.2020 04:00";"4.1";"757.7";"764.8";"0.8";"80";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"0.9";"";"";"";"";"";"";
"19.02.2020 03:00";"4.1";"757.5";"764.6";"1.2";"77";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.3";"";"";"";"";"";"";
"19.02.2020 02:00";"4.4";"757.3";"764.5";"1.8";"76";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"0.4";"";"";"";"";"";"";
"19.02.2020 01:00";"4.4";"756.9";"764.0";"1.6";"77";"Wind blowing from the west";"6";"11";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.6";"";"";"";"";"";"";
"19.02.2020 00:00";"9.1";"750.6";"757.5";"-4.2";"86";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"6.9";"No precipitation";"6";"";"";"";"";
"18.02.2020 23:00";"4.4";"755.5";"762.7";"1.3";"79";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"1.0";"";"";"";"";"";"";
"18.02.2020 22:00";"4.0";"755.3";"762.4";"1.6";"84";"Wind blowing from the west";"6";"";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"1.5";"";"";"";"";"";"";
"18.02.2020 21:00";"5.3";"754.8";"761.8";"1.3";"78";"Wind blowing from the west";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"1.7";"";"";"";"";"";"";
"18.02.2020 20:00";"5.4";"754.2";"761.2";"0.7";"81";"Wind blowing from the west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2000-2500";"";"";"35.0";"2.3";"";"";"";"";"";"";
"18.02.2020 19:00";"6.1";"753.7";"760.7";"0.0";"84";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"3.5";"";"";"";"";"";"";
"18.02.2020 18:00";"6.6";"753.5";"760.5";"-0.3";"83";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"9.8";"";"";"2500 or more, or no clouds.";"";"";"19.0";"3.9";"4.0";"12";"";"";"";"";
"18.02.2020 17:00";"6.1";"753.5";"760.6";"-1.2";"84";"Wind blowing from the west-northwest";"5";"10";"";"";"Snow ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"3.6";"";"";"";"";"";"";
"18.02.2020 16:00";"5.4";"753.7";"760.8";"-1.7";"92";"Wind blowing from the west-southwest";"4";"9";"13";"";"Rain (or drizzle) and snow, slight. ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"4.2";"";"";"";"";"";"";
"18.02.2020 15:00";"8.6";"753.8";"760.8";"-2.3";"75";"Wind blowing from the west-southwest";"5";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"4.4";"";"";"";"";"";"";
"18.02.2020 14:00";"9.4";"754.7";"761.7";"-1.4";"70";"Wind blowing from the west-southwest";"6";"12";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"4.1";"";"";"";"";"";"";
"18.02.2020 13:00";"9.2";"755.4";"762.4";"-0.5";"68";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"3.6";"";"";"";"";"";"";
"18.02.2020 12:00";"8.2";"756.1";"763.1";"-0.2";"76";"Wind blowing from the south-west";"4";"10";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"4.2";"0.4";"6";"";"";"";"";
"18.02.2020 11:00";"8.7";"756.1";"763.1";"-0.3";"71";"Wind blowing from the south-west";"5";"10";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"3.7";"";"";"";"";"";"";
"18.02.2020 10:00";"8.0";"755.9";"762.9";"-0.8";"75";"Wind blowing from the west-southwest";"5";"10";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"3.7";"";"";"";"";"";"";
"18.02.2020 09:00";"6.7";"756.3";"763.3";"-0.5";"78";"Wind blowing from the west-southwest";"5";"10";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"3.1";"";"";"";"";"";"";
"18.02.2020 08:00";"6.9";"756.4";"763.4";"-0.1";"72";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"2.1";"";"";"";"";"";"";
"18.02.2020 07:00";"6.0";"756.7";"763.8";"0.3";"71";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"1.0";"";"";"";"";"";"";
"18.02.2020 06:00";"5.6";"756.8";"763.9";"0.4";"75";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"4.9";"";"";"";"600-1000";"";"";"19.0";"1.4";"No precipitation";"12";"";"";"";"";
"18.02.2020 05:00";"5.5";"756.5";"763.6";"0.0";"74";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.2";"";"";"";"";"";"";
"18.02.2020 04:00";"5.4";"756.4";"763.5";"-0.1";"76";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"1.4";"";"";"";"";"";"";
"18.02.2020 03:00";"5.6";"756.4";"763.4";"0.4";"73";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"15.0";"1.1";"";"";"";"";"";"";
"18.02.2020 02:00";"5.5";"756.5";"763.6";"1.0";"73";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"1.0";"";"";"";"";"";"";
"18.02.2020 01:00";"5.2";"756.5";"763.6";"1.6";"74";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"0.9";"";"";"";"";"";"";
"18.02.2020 00:00";"4.3";"756.3";"763.4";"2.0";"80";"Wind blowing from the west";"6";"12";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"21.0";"1.1";"0.4";"6";"";"";"";"";
"17.02.2020 23:00";"5.3";"755.5";"762.6";"1.4";"74";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"17.0";"0.9";"";"";"";"";"";"";
"17.02.2020 22:00";"5.3";"754.9";"761.9";"1.5";"72";"Wind blowing from the west";"6";"";"14";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"15.0";"0.6";"";"";"";"";"";"";
"17.02.2020 21:00";"5.5";"754.3";"761.4";"1.9";"72";"Wind blowing from the west-southwest";"7";"12";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"0.7";"";"";"";"";"";"";
"17.02.2020 20:00";"5.6";"754.1";"761.2";"2.5";"74";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"1.2";"";"";"";"";"";"";
"17.02.2020 19:00";"6.5";"753.4";"760.5";"2.8";"74";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"2.2";"";"";"";"";"";"";
"17.02.2020 18:00";"6.4";"752.4";"759.4";"2.3";"76";"Wind blowing from the west-southwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"10.9";"";"";"600-1000";"";"";"29.0";"2.5";"0.8";"12";"";"";"";"";
"17.02.2020 17:00";"7.4";"751.6";"758.6";"2.1";"72";"Wind blowing from the west-southwest";"6";"14";"14";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"2.7";"";"";"";"";"";"";
"17.02.2020 16:00";"9.3";"750.6";"757.5";"2.1";"67";"Wind blowing from the west-southwest";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"3.4";"";"";"";"";"";"";
"17.02.2020 15:00";"8.3";"750.1";"757.1";"1.8";"72";"Wind blowing from the west-southwest";"6";"";"14";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"3.4";"";"";"";"";"";"";
"17.02.2020 14:00";"10.6";"749.5";"756.3";"2.0";"62";"Wind blowing from the west-southwest";"7";"12";"14";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"3.5";"";"";"";"";"";"";
"17.02.2020 13:00";"10.5";"748.5";"755.4";"1.8";"64";"Wind blowing from the west";"7";"14";"14";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"3.8";"";"";"";"";"";"";
"17.02.2020 12:00";"9.9";"748.3";"755.2";"2.3";"71";"Wind blowing from the west";"6";"11";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"4.9";"0.8";"6";"";"";"";"";
"17.02.2020 11:00";"9.3";"747.5";"754.3";"1.9";"73";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"4.7";"";"";"";"";"";"";
"17.02.2020 10:00";"8.5";"746.7";"753.6";"1.4";"77";"Wind blowing from the west-southwest";"4";"10";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"4.7";"";"";"";"";"";"";
"17.02.2020 09:00";"6.8";"746.0";"752.9";"1.0";"83";"Wind blowing from the south-west";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"4.0";"";"";"";"";"";"";
"17.02.2020 08:00";"5.5";"745.6";"752.6";"0.5";"83";"Wind blowing from the south-west";"4";"10";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"2.8";"";"";"";"";"";"";
"17.02.2020 07:00";"6.6";"745.3";"752.2";"0.5";"71";"Wind blowing from the south-west";"4";"11";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"1.7";"";"";"";"";"";"";
"17.02.2020 06:00";"6.2";"745.0";"751.9";"0.3";"65";"Wind blowing from the south-west";"5";"10";"";"";" ";"";"";"3.8";"";"";"";"1000-1500";"";"";"24.0";"0.0";"2.0";"12";"";"";"";"";
"17.02.2020 05:00";"5.5";"745.1";"752.0";"0.5";"73";"Wind blowing from the south-west";"4";"9";"16";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"1.0";"";"";"";"";"";"";
"17.02.2020 04:00";"7.1";"744.8";"751.8";"0.5";"65";"Wind blowing from the south-west";"5";"";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"0.9";"";"";"";"";"";"";
"17.02.2020 03:00";"6.7";"744.7";"751.6";"0.6";"69";"Wind blowing from the south-west";"5";"10";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"1.4";"";"";"";"";"";"";
"17.02.2020 02:00";"6.9";"744.6";"751.5";"1.2";"67";"Wind blowing from the south-west";"6";"13";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"1.2";"";"";"";"";"";"";
"17.02.2020 01:00";"7.1";"744.3";"751.3";"1.3";"66";"Wind blowing from the south-west";"6";"14";"15";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"1.1";"";"";"";"";"";"";
"17.02.2020 00:00";"5.2";"756.0";"763.0";"13.7";"75";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"1.0";"No precipitation";"6";"";"";"";"";
"16.02.2020 23:00";"6.8";"743.4";"750.3";"2.3";"65";"Wind blowing from the west-southwest";"7";"14";"15";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"0.5";"";"";"";"";"";"";
"16.02.2020 22:00";"5.8";"743.0";"749.9";"3.1";"74";"Wind blowing from the west-southwest";"6";"12";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"1.5";"";"";"";"";"";"";
"16.02.2020 21:00";"5.3";"742.3";"749.2";"3.4";"78";"Wind blowing from the west-southwest";"8";"14";"14";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"1.8";"";"";"";"";"";"";
"16.02.2020 20:00";"4.0";"741.1";"748.0";"2.8";"87";"Wind blowing from the south-west";"5";"10";"16";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"2.0";"";"";"";"";"";"";
"16.02.2020 19:00";"7.7";"739.9";"746.7";"2.4";"63";"Wind blowing from the south-west";"6";"14";"16";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"1.1";"";"";"";"";"";"";
"16.02.2020 18:00";"8.0";"738.9";"745.7";"2.0";"60";"Wind blowing from the south-west";"6";"";"";"";"Rain (not freezing). ";"";"";"";"9.5";"";"";"1000-1500";"";"";"17.0";"0.6";"4.0";"12";"";"";"";"";
"16.02.2020 17:00";"8.2";"738.3";"745.1";"1.4";"63";"Wind blowing from the south-west";"6";"13";"13";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"1.5";"";"";"";"";"";"";
"16.02.2020 16:00";"8.0";"737.5";"744.4";"0.9";"71";"Wind blowing from the south-west";"4";"10";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"3.1";"";"";"";"";"";"";
"16.02.2020 15:00";"8.5";"736.9";"743.7";"0.9";"66";"Wind blowing from the south-west";"6";"13";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"12.0";"2.5";"";"";"";"";"";"";
"16.02.2020 14:00";"6.8";"736.9";"743.8";"0.9";"84";"Wind blowing from the south-west";"5";"10";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"4.2";"";"";"";"";"";"";
"16.02.2020 13:00";"6.6";"736.6";"743.5";"1.0";"84";"Wind blowing from the west-southwest";"6";"14";"14";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"6.0";"4.1";"";"";"";"";"";"";
"16.02.2020 12:00";"8.3";"736.0";"742.8";"0.7";"80";"Wind blowing from the south-west";"5";"10";"13";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"7.0";"5.0";"3.0";"6";"";"";"";"";
"16.02.2020 11:00";"7.8";"736.0";"742.9";"0.4";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"5.7";"";"";"";"";"";"";
"16.02.2020 10:00";"9.2";"735.6";"742.3";"0.5";"73";"Wind blowing from the south-west";"5";"12";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"4.6";"";"";"";"";"";"";
"16.02.2020 09:00";"9.3";"735.3";"742.1";"0.4";"74";"Wind blowing from the south-southwest";"5";"12";"16";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"4.8";"";"";"";"";"";"";
"16.02.2020 08:00";"8.6";"735.6";"742.4";"1.7";"80";"Wind blowing from the south-west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"5.3";"";"";"";"";"";"";
"16.02.2020 07:00";"8.0";"735.1";"741.9";"1.2";"86";"Wind blowing from the south-southwest";"3";"";"16";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"5.7";"";"";"";"";"";"";
"16.02.2020 06:00";"8.5";"734.9";"741.7";"1.4";"88";"Wind blowing from the west-southwest";"6";"12";"13";"";"Rain, not freezing, moderate. ";"";"";"8.5";"";"";"";"1000-1500";"";"";"13.0";"6.6";"27.0";"12";"";"";"";"";
"16.02.2020 05:00";"9.7";"733.9";"740.6";"0.6";"89";"Wind blowing from the south-west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"21.0";"7.9";"";"";"";"";"";"";
"16.02.2020 04:00";"9.5";"733.9";"740.6";"0.0";"91";"Wind blowing from the west-southwest";"5";"10";"14";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"8.1";"";"";"";"";"";"";
"16.02.2020 03:00";"10.1";"733.5";"740.2";"-0.6";"92";"Wind blowing from the west";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"8.9";"";"";"";"";"";"";
"16.02.2020 02:00";"12.4";"733.3";"740.0";"-1.8";"96";"Wind blowing from the south-southwest";"5";"12";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"3.3";"11.7";"";"";"";"";"";"";
"16.02.2020 01:00";"12.2";"733.9";"740.5";"-2.7";"96";"Wind blowing from the south-southwest";"4";"11";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"4.3";"11.6";"";"";"";"";"";"";
"16.02.2020 00:00";"7.1";"744.1";"751.0";"6.4";"61";"Wind blowing from the west-southwest";"6";"14";"16";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"0.1";"2.0";"6";"";"";"";"";
"15.02.2020 23:00";"11.6";"735.1";"741.8";"-2.2";"96";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, heavy. ";"";"";"";"";"";"";"300-600";"";"";"2.7";"11.0";"";"";"";"";"";"";
"15.02.2020 22:00";"12.0";"736.6";"743.2";"0.0";"92";"Wind blowing from the south-southwest";"4";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"10.7";"";"";"";"";"";"";
"15.02.2020 21:00";"12.5";"737.7";"744.4";"1.5";"85";"Wind blowing from the south-west";"5";"12";"15";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"10.0";"";"";"";"";"";"";
"15.02.2020 20:00";"13.8";"737.3";"744.0";"1.3";"78";"Wind blowing from the south-west";"7";"16";"17";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"10.0";"";"";"";"";"";"";
"15.02.2020 19:00";"13.1";"736.6";"743.3";"-0.6";"88";"Wind blowing from the south-southwest";"7";"15";"15";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"11.1";"";"";"";"";"";"";
"15.02.2020 18:00";"11.4";"736.2";"742.9";"-2.7";"97";"Wind blowing from the south-southwest";"4";"11";"";"";"Rain, not freezing, moderate. ";"";"";"";"11.4";"";"";"300-600";"";"";"5.0";"10.9";"15.0";"12";"";"";"";"";
"15.02.2020 17:00";"11.1";"736.0";"742.7";"-4.6";"96";"Wind blowing from the south";"3";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"5.0";"10.5";"";"";"";"";"";"";
"15.02.2020 16:00";"11.1";"737.2";"744.0";"-4.5";"96";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.3";"10.4";"";"";"";"";"";"";
"15.02.2020 15:00";"10.7";"738.9";"745.7";"-4.0";"96";"Wind blowing from the south";"3";"8";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"10.1";"";"";"";"";"";"";
"15.02.2020 14:00";"10.7";"740.6";"747.4";"-3.1";"95";"Wind blowing from the south";"3";"";"13";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"6.0";"10.0";"";"";"";"";"";"";
"15.02.2020 13:00";"11.0";"741.7";"748.5";"-2.8";"94";"Wind blowing from the south";"3";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"10.0";"";"";"";"";"";"";
"15.02.2020 12:00";"11.0";"742.9";"749.7";"-2.4";"94";"Wind blowing from the south-southwest";"3";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"10.0";"5.0";"6";"";"";"";"";
"15.02.2020 11:00";"10.9";"743.7";"750.5";"-1.9";"95";"Wind blowing from the south";"3";"";"13";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"10.1";"";"";"";"";"";"";
"15.02.2020 10:00";"10.7";"744.5";"751.3";"-2.4";"95";"Wind blowing from the south";"3";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"10.0";"";"";"";"";"";"";
"15.02.2020 09:00";"10.9";"745.3";"752.1";"-2.4";"95";"Wind blowing from the south";"3";"8";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.6";"10.2";"";"";"";"";"";"";
"15.02.2020 08:00";"10.7";"745.6";"752.5";"-2.9";"97";"Wind blowing from the south";"4";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"10.3";"";"";"";"";"";"";
"15.02.2020 07:00";"10.3";"746.9";"753.7";"-2.8";"98";"Wind blowing from the south";"2";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"300-600";"";"";"2.7";"10.0";"";"";"";"";"";"";
"15.02.2020 06:00";"9.3";"747.7";"754.6";"-3.2";"99";"Wind blowing from the south";"2";"";"";"";"Rain (not freezing). ";"";"";"6.0";"";"";"";"300-600";"";"";"8.0";"9.1";"0.4";"12";"";"";"";"";
"15.02.2020 05:00";"8.5";"748.5";"755.4";"-3.2";"97";"Wind blowing from the south";"2";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"11.0";"8.1";"";"";"";"";"";"";
"15.02.2020 04:00";"8.0";"749.7";"756.6";"-2.4";"97";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"7.6";"";"";"";"";"";"";
"15.02.2020 03:00";"8.3";"750.9";"757.9";"-1.5";"97";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"7.8";"";"";"";"";"";"";
"15.02.2020 02:00";"7.2";"751.7";"758.7";"-0.8";"95";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"1500-2000";"";"";"8.0";"6.5";"";"";"";"";"";"";
"15.02.2020 01:00";"6.0";"752.1";"759.1";"-0.9";"96";"Wind blowing from the south-southeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"1500-2000";"";"";"8.0";"5.4";"";"";"";"";"";"";
"15.02.2020 00:00";"7.0";"752.4";"759.4";"-0.5";"92";"Wind blowing from the west-southwest";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"5.8";"0.2";"6";"";"";"";"";
"14.02.2020 23:00";"8.3";"752.5";"759.5";"-0.7";"90";"Wind blowing from the south-west";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"6.7";"";"";"";"";"";"";
"14.02.2020 22:00";"8.5";"753.0";"760.0";"-0.1";"92";"Wind blowing from the south-southwest";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"7.3";"";"";"";"";"";"";
"14.02.2020 21:00";"8.4";"752.9";"759.9";"0.0";"92";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"10.0";"7.1";"";"";"";"";"";"";
"14.02.2020 20:00";"8.9";"753.2";"760.2";"0.5";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"7.9";"";"";"";"";"";"";
"14.02.2020 19:00";"9.2";"753.1";"760.1";"0.3";"97";"Wind blowing from the south-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"8.7";"";"";"";"";"";"";
"14.02.2020 18:00";"9.5";"752.9";"759.9";"0.2";"95";"Wind blowing from the south";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"10.0";"";"";"1500-2000";"";"";"16.0";"8.8";"1.0";"12";"";"";"";"";
"14.02.2020 17:00";"9.8";"752.7";"759.6";"-0.1";"96";"Wind blowing from the south";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"26.0";"9.2";"";"";"";"";"";"";
"14.02.2020 16:00";"9.9";"752.8";"759.7";"-0.2";"95";"Wind blowing from the south-southwest";"2";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"9.2";"";"";"";"";"";"";
"14.02.2020 15:00";"9.9";"752.7";"759.6";"-1.0";"93";"Wind blowing from the south-southwest";"2";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"8.8";"";"";"";"";"";"";
"14.02.2020 14:00";"9.4";"752.8";"759.8";"-1.2";"91";"Wind blowing from the south-southeast";"3";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"8.0";"";"";"";"";"";"";
"14.02.2020 13:00";"9.2";"753.0";"760.0";"-1.0";"89";"Wind blowing from the south";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"7.5";"";"";"";"";"";"";
"14.02.2020 12:00";"8.6";"753.7";"760.6";"-0.8";"86";"Wind blowing from the south";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"";"";"";"9.0";"6.3";"No precipitation";"6";"";"";"";"";
